cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,10421,-14578,-53,-52,10421,38.0,476,289,70,1195603
ABa:3,ABa,3,10004,-14995,-80,-80,10004,41.7,525,295,74,1547873
ABal:12,ABal,12,10004,-14996,-138,-138,10004,36.5,561,272,68,1703693
ABala:20,ABala,20,10071,-14928,-199,-200,10071,44.5,592,335,61,1396968
ABalaa:29,ABalaa,29,10217,-14782,-146,-147,10217,49.6,609,326,55,1117770
ABalaaa:43,ABalaaa,43,10383,-14616,-45,-45,10383,48.5,609,350,47,742198
ABalaaaa:59,ABalaaaa,59,10116,-14884,-73,-74,10116,48.8,588,351,40,401837
ABalaaaal:83,ABalaaaal,83,9992,-15007,-29,-29,9992,37.6,607,294,37,410966
ABalaaaala:110,ABalaaaala,110,10036,-14963,-30,-31,10036,44.8,601,263,31,242188
ABalaaaalal:175,ABalaaaalal,175,10082,-14917,30,31,10082,53.5,573,247,26,127677
ABalaaaalar:175,ABalaaaalar,175,10013,-14986,-93,-125,10013,48.5,582,258,30,221758
ABalaaaalp:110,ABalaaaalp,110,10049,-14950,-69,-69,10049,48.4,578,238,31,249987
ABalaaaalpa:171,ABalaaaalpa,171,10022,-14977,-31,-34,10022,55.9,573,249,28,139757
ABalaaaalpp:171,ABalaaaalpp,171,10034,-14965,-40,-72,10034,59.1,538,245,24,106892
ABalaaaar:83,ABalaaaar,83,9994,-15005,-36,-34,9994,38.7,618,349,35,389686
ABalaaaarl:111,ABalaaaarl,111,10016,-14983,-28,-32,10016,39.3,612,302,30,225646
ABalaaaarla:160,ABalaaaarla,160,9981,-15018,-36,-28,9981,50.1,592,263,27,139953
ABalaaaarlp:160,ABalaaaarlp,160,10012,-14987,20,16,10012,45.5,599,283,26,139869
ABalaaaarr:111,ABalaaaarr,111,10073,-14927,3,-1,10073,41.1,596,357,30,214498
ABalaaaarra:161,ABalaaaarra,161,9980,-15019,5,-14,9980,46.0,593,336,27,150779
ABalaaaarrp:161,ABalaaaarrp,161,10006,-14993,-3,0,10006,46.5,601,308,25,123062
ABalaaap:59,ABalaaap,59,10169,-14830,-37,-39,10169,42.5,573,375,41,426603
ABalaaapa:80,ABalaaapa,80,9919,-15080,-22,-24,9919,32.3,608,339,36,368692
ABalaaapal:106,ABalaaapal,106,10098,-14901,-14,-16,10098,36.4,599,274,31,253525
ABalaaapall:150,ABalaaapall,150,10058,-14941,48,33,10058,44.3,571,225,29,137171
