cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,11851,-13148,-37,-38,11851,35.3,369,224,72,1222537
ABa:10,ABa,10,11567,-13432,-65,-63,11567,34.5,484,230,73,1614533
ABal:19,ABal,19,11666,-13333,-109,-108,11666,39.7,526,259,70,1988771
ABala:29,ABala,29,11816,-13184,-104,-106,11816,35.3,560,206,63,1725967
ABalaa:41,ABalaa,41,11900,-13099,-142,-143,11900,34.4,591,196,56,1489053
ABalaaa:57,ABalaaa,57,11801,-13198,-39,-38,11801,34.9,598,189,50,848459
ABalaaaa:77,ABalaaaa,77,11423,-13576,-55,-56,11423,31.5,581,184,43,547839
ABalaaaal:105,ABalaaaal,105,11535,-13465,-57,-58,11535,36.7,579,254,37,480297
ABalaaaala:140,ABalaaaala,140,12273,-12726,-17,-14,12273,29.7,574,280,33,377011
ABalaaaalp:140,ABalaaaalp,140,12102,-12897,-70,-67,12102,28.7,556,310,33,380751
ABalaaaar:105,ABalaaaar,105,11591,-13408,-10,-16,11591,32.8,592,200,38,555880
ABalaaaarl:140,ABalaaaarl,140,12246,-12753,-24,-21,12246,30.1,581,241,30,302767
ABalaaaarr:140,ABalaaaarr,140,12196,-12803,-20,-25,12196,29.0,564,189,32,345190
ABalaaap:77,ABalaaap,77,11450,-13549,-95,-99,11450,40.0,548,170,44,493190
ABalaaapa:102,ABalaaapa,102,11488,-13511,-38,-36,11488,41.7,583,194,37,441537
ABalaaapal:134,ABalaaapal,134,12216,-12783,-8,-5,12216,38.5,579,262,33,342024
ABalaaapar:134,ABalaaapar,134,12270,-12729,9,9,12270,39.0,581,221,31,317120
ABalaaapp:102,ABalaaapp,102,11467,-13532,-88,-94,11467,43.0,554,154,36,379101
ABalaaappl:134,ABalaaappl,134,12258,-12741,-25,-25,12258,38.2,567,175,30,274706
ABalaaappr:134,ABalaaappr,134,12199,-12800,-2,-5,12199,32.8,547,141,35,418762
ABalaap:57,ABalaap,57,11707,-13293,-76,-77,11707,24.3,537,222,49,680109
ABalaapa:78,ABalaapa,78,11434,-13565,-58,-59,11434,34.1,507,164,43,475772
ABalaapaa:106,ABalaapaa,106,11564,-13435,-44,-44,11564,31.8,546,140,38,526663
ABalaapaaa:143,ABalaapaaa,143,12288,-12711,-12,-16,12288,23.7,541,170,32,351917
ABalaapaap:143,ABalaapaap,143,12074,-12925,-45,-49,12074,23.4,513,144,30,326021
ABalaapap:106,ABalaapap,106,11594,-13405,-38,-45,11594,33.4,508,127,36,467691
ABalaapapa:142,ABalaapapa,142,12251,-12748,13,15,12251,24.4,502,125,30,327574
ABalaapapp:142,ABalaapapp,142,12239,-12760,12,15,12239,24.7,472,114,34,419951
ABalaapp:78,ABalaapp,78,11418,-13581,-70,-67,11418,36.5,453,183,43,395749
ABalaappa:102,ABalaappa,102,11557,-13442,-41,-47,11557,42.5,519,135,35,401019
ABalaappaa:138,ABalaappaa,138,12118,-12882,-31,-8,12118,29.8,536,145,29,300397
ABalaappap:138,ABalaappap,138,12155,-12844,-11,-24,12155,35.3,509,145,31,287250
ABalaappp:102,ABalaappp,102,11526,-13473,-71,-73,11526,46.5,488,157,37,356277
ABalaapppa:135,ABalaapppa,135,12168,-12831,-38,-43,12168,38.3,537,140,33,369003
ABalaapppp:135,ABalaapppp,135,12274,-12725,-49,-56,12274,39.7,514,141,34,361791
ABalap:41,ABalap,41,11974,-13025,-121,-122,11974,46.7,531,213,56,1191738
ABalapa:57,ABalapa,57,12142,-12857,218,217,12142,46.8,548,192,49,678327
ABalapaa:76,ABalapaa,76,11749,-13250,187,189,11749,45.4,575,204,42,436999
ABalapaaa:101,ABalapaaa,101,11614,-13385,36,38,11614,47.6,564,238,34,323906
ABalapaaaa:138,ABalapaaaa,138,12234,-12765,-25,-22,12234,43.5,569,266,31,328323
ABalapaaap:138,ABalapaaap,138,12216,-12783,3,5,12216,48.8,554,278,34,336382
ABalapaap:101,ABalapaap,101,11577,-13422,-22,-21,11577,46.9,549,277,36,360262
ABalapaapa:136,ABalapaapa,136,12283,-12716,-31,-38,12283,39.6,543,304,32,370412
ABalapaapp:136,ABalapaapp,136,12267,-12732,22,10,12267,46.1,531,306,34,368585
ABalapap:76,ABalapap,76,11725,-13274,102,103,11725,49.9,517,206,42,371447
ABalapapa:99,ABalapapa,99,11564,-13435,-41,-42,11564,49.7,524,248,35,317143
ABalapapaa:134,ABalapapaa,134,12121,-12878,10,17,12121,52.0,556,233,29,237910
ABalapapap:134,ABalapapap,134,12136,-12863,-20,-24,12136,54.7,533,256,34,312119
ABalapapp:99,ABalapapp,99,11525,-13474,-52,-50,11525,50.4,461,272,37,301753
ABalapappa:131,ABalapappa,131,12184,-12815,-40,-42,12184,50.7,506,285,33,283117
ABalapappp:131,ABalapappp,131,12260,-12739,-15,-8,12260,57.4,471,282,29,189969
ABalapp:57,ABalapp,57,11957,-13042,87,88,11957,37.5,483,216,49,579996
ABalappa:78,ABalappa,78,11646,-13353,95,92,11646,46.9,497,185,41,383555
ABalappaa:106,ABalappaa,106,11769,-13230,52,51,11769,47.9,551,190,35,338478
ABalappaaa:148,ABalappaaa,148,12365,-12634,9,20,12365,45.6,567,201,31,272364
