cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,6438,-18561,-100,-100,6438,37.2,478,259,90,1771842
ABa:5,ABa,5,6414,-18585,-225,-223,6414,35.2,554,243,87,1863702
ABal:13,ABal,13,6692,-18307,-196,-196,6692,31.6,602,228,78,1908636
ABala:23,ABala,23,7015,-17984,-308,-308,7015,39.9,630,259,74,2030419
ABalaa:34,ABalaa,34,7478,-17521,-281,-283,7478,45.2,642,270,63,1494163
ABalaaa:50,ABalaaa,50,7918,-17081,-210,-208,7918,40.4,651,287,54,849694
ABalaaaa:69,ABalaaaa,69,7499,-17500,-144,-146,7499,39.3,638,300,47,556157
ABalaaaal:94,ABalaaaal,94,7448,-17551,-41,-39,7448,34.9,647,214,41,523767
ABalaaaala:124,ABalaaaala,124,5866,-19133,-47,-49,5866,42.1,624,182,35,396238
ABalaaaalp:124,ABalaaaalp,124,5917,-19082,-116,-104,5917,46.1,600,153,35,384429
ABalaaaalpa:182,ABalaaaalpa,182,4902,-20097,-112,-103,4902,43.7,621,180,30,312129
ABalaaaalpp:182,ABalaaaalpp,182,5223,-19776,30,63,5223,48.7,600,172,32,376411
ABalaaaar:94,ABalaaaar,94,7468,-17531,-44,-43,7468,37.7,659,273,41,563502
ABalaaaarl:125,ABalaaaarl,125,5960,-19039,-57,-50,5960,38.4,640,219,34,320971
ABalaaaarla:174,ABalaaaarla,174,4906,-19051,7,14,4906,39.5,642,194,31,295715
ABalaaaarlp:174,ABalaaaarlp,174,5064,-19935,-49,-47,5064,37.6,633,230,30,292618
ABalaaaarr:125,ABalaaaarr,125,5987,-19012,-47,-43,5987,39.3,629,290,33,317434
ABalaaaarra:173,ABalaaaarra,173,5056,-19943,-29,24,5056,41.5,639,280,32,336955
ABalaaaarrp:173,ABalaaaarrp,173,4924,-19361,-69,-59,4924,39.3,625,256,29,267897
ABalaaap:69,ABalaaap,69,7484,-17515,-149,-162,7484,29.9,617,300,47,473582
ABalaaapa:92,ABalaaapa,92,7422,-17577,-73,-70,7422,29.4,651,267,41,528621
ABalaaapal:121,ABalaaapal,121,6261,-18738,-71,-76,6261,34.0,634,185,36,379683
ABalaaapall:163,ABalaaapall,163,5216,-19783,-40,2,5216,41.4,611,150,34,472456
ABalaaapalr:163,ABalaaapalr,163,4073,-15156,-29,-29,4073,36.1,622,181,31,289250
ABalaaapar:121,ABalaaapar,121,6096,-18903,-30,-29,6096,31.0,647,239,36,400315
ABalaaaparl:175,ABalaaaparl,175,4312,-17116,-8,30,4312,36.2,644,192,32,314787
ABalaaaparr:175,ABalaaaparr,175,6391,-18608,987,1238,6391,33.9,653,232,32,367577
ABalaaapp:92,ABalaaapp,92,7427,-17572,-81,-86,7427,27.2,625,314,41,486023
ABalaaappl:123,ABalaaappl,123,5922,-19077,-98,-86,5922,31.5,639,291,35,394122
ABalaaappll:177,ABalaaappll,177,5297,-19702,-40,180,5297,37.3,644,262,32,380442
ABalaaapplr:177,ABalaaapplr,177,5078,-19921,-102,66,5078,38.6,634,283,32,342766
ABalaaappr:123,ABalaaappr,123,6184,-18815,-10,-1,6184,36.1,620,331,36,389845
ABalaaapprl:166,ABalaaapprl,166,5100,-19899,-21,-44,5100,40.0,621,305,30,298429
ABalaaapprr:166,ABalaaapprr,166,4327,-16386,-73,-77,4327,44.0,610,331,30,234302
ABalaap:50,ABalaap,50,7971,-17028,-300,-306,7971,47.3,599,248,53,768674
ABalaapa:69,ABalaapa,69,7514,-17485,-146,-153,7514,35.0,578,306,46,430585
ABalaapaa:95,ABalaapaa,95,7413,-17586,-102,-110,7413,36.8,612,346,41,507313
ABalaapaaa:126,ABalaapaaa,126,5719,-19280,-48,-51,5719,43.3,612,309,32,355475
ABalaapaap:126,ABalaapaap,126,5932,-19067,-92,-106,5932,47.2,577,336,32,321824
ABalaapaapa:179,ABalaapaapa,179,5042,-19957,-9,12,5042,46.1,619,299,32,341668
ABalaapaapp:179,ABalaapaapp,179,4851,-19567,-53,-39,4851,47.3,602,294,33,430423
ABalaapap:95,ABalaapap,95,7418,-17581,-49,-59,7418,33.9,574,373,39,444509
ABalaapapa:126,ABalaapapa,126,6576,-18423,-31,-42,6576,41.0,577,375,30,248333
ABalaapapp:126,ABalaapapp,126,5941,-18462,-80,-87,5941,42.2,540,384,36,357415
ABalaapappa:168,ABalaapappa,168,2503,-9996,-70,-66,2503,51.2,558,306,31,160073
ABalaapappp:168,ABalaapappp,168,5009,-18639,-56,-33,5009,50.3,510,334,30,242379
