cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,284,-24715,-109,-110,284,33.0,574,218,75,1218137
ABal:7,ABal,7,1291,-23709,-171,-172,1291,38.4,593,253,66,1221873
ABala:17,ABala,17,2322,-22677,-158,-158,2322,44.2,611,226,60,942462
ABalaa:29,ABalaa,29,3041,-21958,-174,-174,3041,44.0,621,184,55,849647
ABalaaa:45,ABalaaa,45,3451,-21548,-140,-141,3451,45.5,613,172,47,504817
ABalaaaa:65,ABalaaaa,65,3433,-21566,-63,-62,3433,40.4,618,176,41,362538
ABalaaaal:91,ABalaaaal,91,3605,-21394,-60,-61,3605,38.0,634,249,36,346464
ABalaaaala:121,ABalaaaala,121,4981,-20018,-63,-66,4981,30.4,646,258,33,369404
ABalaaaalal:177,ABalaaaalal,177,5489,-19510,-41,-50,5489,23.7,616,286,28,225778
ABalaaaalar:177,ABalaaaalar,177,5598,-19401,4,-13,5598,26.0,622,265,28,245525
ABalaaaalp:121,ABalaaaalp,121,4995,-20004,-41,-42,4995,29.9,630,288,34,365693
ABalaaaalpa:173,ABalaaaalpa,173,5490,-19509,-30,-32,5490,19.1,630,273,29,274816
ABalaaaalpp:173,ABalaaaalpp,173,5474,-19525,11,3,5474,19.0,624,291,30,199532
ABalaaaar:91,ABalaaaar,91,3599,-21400,-56,-56,3599,36.0,637,189,37,393646
ABalaaaarl:122,ABalaaaarl,122,4957,-20042,-78,-81,4957,34.6,638,214,30,307147
ABalaaaarla:168,ABalaaaarla,168,5570,-19429,-52,-59,5570,24.8,625,245,28,271780
ABalaaaarlp:168,ABalaaaarlp,168,5682,-19317,13,10,5682,28.5,613,218,27,217629
ABalaaaarr:122,ABalaaaarr,122,4983,-20016,-23,-25,4983,29.8,612,169,31,316283
ABalaaaarra:168,ABalaaaarra,168,5459,-19540,19,20,5459,21.1,614,171,29,248934
ABalaaaarrp:168,ABalaaaarrp,168,5426,-19573,-2,-7,5426,24.5,614,192,28,90124
ABalaaap:65,ABalaaap,65,3455,-21544,-56,-56,3455,48.9,572,178,41,276950
ABalaaapa:89,ABalaaapa,89,3602,-21397,-55,-58,3602,43.8,632,212,33,255981
ABalaaapal:120,ABalaaapal,120,4929,-20070,-47,-51,4929,40.7,630,270,32,315447
ABalaaapall:165,ABalaaapall,165,5414,-19585,-54,-49,5414,23.0,618,314,28,216509
ABalaaapalr:165,ABalaaapalr,165,5438,-19561,-9,-3,5438,29.6,621,291,29,242056
ABalaaapar:120,ABalaaapar,120,4987,-20012,-11,-5,4987,39.3,643,238,32,341635
ABalaaaparl:171,ABalaaaparl,171,5528,-19471,-15,-14,5528,28.9,648,274,26,182554
ABalaaaparr:171,ABalaaaparr,171,5668,-19331,14,9,5668,25.8,631,242,28,230639
ABalaaapp:89,ABalaaapp,89,3589,-21410,-80,-81,3589,45.3,600,169,36,274515
ABalaaappl:117,ABalaaappl,117,4870,-20129,-44,-44,4870,40.2,626,184,31,305320
ABalaaappll:168,ABalaaappll,168,5466,-19533,-15,-2,5466,29.8,640,198,28,233494
ABalaaapplr:168,ABalaaapplr,168,5386,-19613,-52,-48,5386,27.9,625,176,28,222230
ABalaaappr:117,ABalaaappr,117,4804,-20195,-54,-60,4804,37.2,600,147,32,307372
ABalaaapprl:161,ABalaaapprl,161,5498,-19501,1,-19,5498,29.7,594,167,28,224553
ABalaaapprr:161,ABalaaapprr,161,5418,-19581,-36,-33,5418,23.4,591,137,27,171934
