cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,1558,-23441,-463,-463,1558,32.4,540,253,80,1052073
ABal:8,ABal,8,1637,-23362,-299,-302,1637,27.6,566,226,70,655832
ABala:19,ABala,19,1666,-23333,-312,-313,1666,35.5,583,265,64,577815
ABalaa:32,ABalaa,32,1795,-23205,-381,-381,1795,43.3,576,291,57,824057
ABalaaa:49,ABalaaa,49,1919,-23080,-164,-164,1919,39.4,581,309,50,1163662
ABalaaaa:72,ABalaaaa,72,1966,-23033,-66,-71,1966,38.9,584,307,43,891296
ABalaaaal:102,ABalaaaal,102,1998,-23001,67,66,1998,36.1,596,232,37,575869
ABalaaaala:138,ABalaaaala,138,2329,-22670,230,289,2329,46.8,577,202,31,362033
ABalaaaalal:213,ABalaaaalal,213,6103,-18896,-179,266,6103,45.0,553,184,29,315985
ABalaaaalar:213,ABalaaaalar,213,3429,-21570,377,483,3429,42.1,564,200,26,210841
ABalaaaalp:138,ABalaaaalp,138,2377,-22622,-235,-29,2377,49.3,559,181,33,408152
ABalaaaalpa:203,ABalaaaalpa,203,5054,-19945,-4355,-2121,5054,50.4,568,176,28,237966
ABalaaaalpp:203,ABalaaaalpp,203,14290,-10709,1103,6646,14290,54.6,557,176,29,243716
ABalaaaar:102,ABalaaaar,102,2018,-22981,60,61,2018,39.2,603,284,37,604327
ABalaaaarl:137,ABalaaaarl,137,2207,-22792,258,261,2207,44.1,591,240,30,308791
ABalaaaarla:194,ABalaaaarla,194,3352,-21647,688,828,3352,46.3,590,208,27,205484
ABalaaaarlp:194,ABalaaaarlp,194,4760,-20239,275,231,4760,44.2,581,233,27,207756
ABalaaaarr:137,ABalaaaarr,137,2172,-22827,209,238,2172,42.9,579,287,32,375736
ABalaaaarra:192,ABalaaaarra,192,5121,-19878,451,1506,5121,50.6,572,262,29,252292
ABalaaaarrp:192,ABalaaaarrp,192,4541,-20458,533,713,4541,44.1,576,257,26,203727
ABalaaap:72,ABalaaap,72,1918,-23081,-86,-92,1918,32.7,546,326,43,809489
ABalaaapa:99,ABalaaapa,99,1983,-23016,65,65,1983,29.4,598,278,37,578850
ABalaaapal:134,ABalaaapal,134,2011,-22988,108,115,2011,39.8,596,209,32,360913
ABalaaapall:187,ABalaaapall,187,2960,-22039,-1008,-180,2960,45.9,580,162,30,257960
ABalaaapalr:187,ABalaaapalr,187,2558,-22441,175,305,2558,39.4,571,192,29,261383
ABalaaapar:134,ABalaaapar,134,2069,-22930,79,131,2069,35.2,599,239,31,353250
ABalaaaparl:196,ABalaaaparl,196,2614,-22385,-12,230,2614,42.6,602,203,29,222314
ABalaaaparr:196,ABalaaaparr,196,3314,-21686,-1068,295,3314,42.6,601,231,26,158816
ABalaaapp:99,ABalaaapp,99,2076,-22923,127,129,2076,26.7,565,307,36,536837
ABalaaappl:134,ABalaaappl,134,2120,-22879,19,115,2120,35.1,589,286,31,354388
ABalaaappll:195,ABalaaappll,195,2796,-22203,-891,-382,2796,42.2,595,266,27,172514
ABalaaapplr:195,ABalaaapplr,195,2319,-22680,-319,-32,2319,45.6,592,277,29,225297
ABalaaappr:134,ABalaaappr,134,2161,-22838,139,178,2161,37.2,568,314,31,354876
ABalaaapprl:183,ABalaaapprl,183,2851,-22148,137,245,2851,42.3,558,285,28,228200
ABalaaapprr:183,ABalaaapprr,183,2789,-22210,-724,12,2789,50.3,561,314,30,240820
ABalaap:49,ABalaap,49,1906,-23093,-183,-185,1906,44.1,544,253,47,930088
ABalaapa:72,ABalaapa,72,1951,-23048,-81,-86,1951,37.2,522,316,42,770459
ABalaapaa:102,ABalaapaa,102,2105,-22894,133,140,2105,38.4,555,338,36,538087
ABalaapaaa:141,ABalaapaaa,141,2559,-22440,347,397,2559,47.8,558,308,31,333052
ABalaapaaal:207,ABalaapaaal,207,3695,-21305,757,847,3695,46.1,559,272,26,207140
ABalaapaaar:207,ABalaapaaar,207,4769,-20230,-1242,-684,4769,48.7,543,276,27,221300
