cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,6721,-18278,-146,-146,6721,33.0,555,234,87,898998
ABal:5,ABal,5,5754,-19245,-128,-128,5754,25.4,582,217,69,624584
ABala:15,ABala,15,5172,-19827,-190,-190,5172,31.7,632,247,64,746329
ABalaa:24,ABalaa,24,4641,-20359,-131,-131,4641,35.1,662,249,58,681189
ABalaaa:39,ABalaaa,39,6129,-18870,763,762,6129,34.7,677,249,49,439674
ABalaaaa:56,ABalaaaa,56,7731,-17269,2016,1990,7731,37.0,648,264,42,215865
ABalaaaal:78,ABalaaaal,78,7541,-17458,1778,1859,7541,34.2,637,201,35,150156
ABalaaaala:105,ABalaaaala,105,7201,-17798,2115,2246,7201,45.5,610,202,31,114285
ABalaaaalp:105,ABalaaaalp,105,6799,-18200,1732,1860,6799,40.7,591,174,31,113288
ABalaaaar:78,ABalaaaar,78,7763,-17237,2354,2326,7763,36.4,650,241,35,154745
ABalaaaarl:106,ABalaaaarl,106,7462,-17537,1822,2129,7462,41.1,626,198,33,134763
ABalaaaarr:106,ABalaaaarr,106,6851,-18148,1894,1887,6851,40.6,651,233,30,110045
ABalaaap:56,ABalaaap,56,6610,-18389,1103,1094,6610,24.5,639,245,43,196294
ABalaaapa:76,ABalaaapa,76,7033,-17966,1351,1393,7033,25.8,647,186,36,129144
ABalaaapal:100,ABalaaapal,100,6985,-18014,1739,1899,6985,33.4,670,228,32,122195
ABalaaapar:100,ABalaaapar,100,6410,-18589,1337,1385,6410,26.8,647,253,32,109873
ABalaaapp:76,ABalaaapp,76,6251,-18748,1328,1318,6251,23.4,610,159,37,126709
ABalaaappl:103,ABalaaappl,103,6801,-18198,1247,1448,6801,27.9,665,223,30,115299
ABalaaappr:103,ABalaaappr,103,6373,-18626,1149,1091,6373,27.7,634,196,30,108296
ABalaap:39,ABalaap,39,5937,-19062,664,658,5937,42.1,611,211,50,434002
ABalaapa:55,ABalaapa,55,6971,-18028,1249,1244,6971,35.3,598,242,42,202234
ABalaapaa:77,ABalaapaa,77,7111,-17888,1117,1200,7111,33.1,620,198,35,141077
ABalaapaaa:107,ABalaapaaa,107,6811,-18188,1153,1297,6811,35.0,652,203,30,99236
ABalaapaap:107,ABalaapaap,107,6516,-18484,1235,1511,6516,37.3,623,175,31,105815
ABalaapap:77,ABalaapap,77,6564,-18435,1504,1499,6564,33.2,572,190,37,135049
ABalaapapa:103,ABalaapapa,103,6314,-18685,1297,1307,6314,35.6,590,158,28,80968
ABalaapapp:103,ABalaapapp,103,6051,-18948,1228,1172,6051,38.1,552,147,30,77052
ABalaapp:55,ABalaapp,55,6566,-18433,1324,1306,6566,36.2,522,257,45,193255
ABalaappa:75,ABalaappa,75,6182,-18817,1280,1255,6182,29.2,556,315,36,111501
ABalaappaa:102,ABalaappaa,102,5338,-19661,1044,1095,5338,25.0,622,296,29,68716
ABalaappap:102,ABalaappap,102,5225,-19774,827,890,5225,22.4,592,315,33,84322
ABalaappp:75,ABalaappp,75,5807,-19192,916,896,5807,24.5,514,320,38,119800
ABalaapppa:103,ABalaapppa,103,5160,-19839,633,704,5160,23.3,562,333,31,50361
ABalaapppp:103,ABalaapppp,103,4951,-20048,627,568,4951,21.7,520,338,33,0
ABalap:24,ABalap,24,4569,-20430,-117,-117,4569,19.8,610,247,58,496341
ABalapa:38,ABalapa,38,4766,-20233,39,44,4766,23.1,637,266,49,376031
ABalapaa:54,ABalapaa,54,5082,-19917,463,474,5082,24.0,652,311,44,214449
ABalapaaa:74,ABalapaaa,74,4999,-20000,447,471,4999,21.4,648,251,38,176564
ABalapaaaa:103,ABalapaaaa,103,4942,-20057,299,391,4942,20.7,647,224,33,163233
ABalapaaap:103,ABalapaaap,103,4343,-20656,255,302,4343,15.0,623,214,33,139784
ABalapaap:74,ABalapaap,74,4729,-20270,215,219,4729,16.7,620,220,38,149106
ABalapaapa:101,ABalapaapa,101,4428,-20571,275,314,4428,19.3,626,181,31,127781
ABalapaapp:101,ABalapaapp,101,4273,-20726,328,328,4273,20.9,601,172,31,108316
ABalapap:54,ABalapap,54,4810,-20189,152,150,4810,17.9,597,291,44,186230
ABalapapa:73,ABalapapa,73,4485,-20514,141,164,4485,15.8,593,244,37,135617
ABalapapaa:101,ABalapapaa,101,4140,-20859,151,174,4140,18.5,596,215,29,124953
ABalapapap:101,ABalapapap,101,3989,-21010,126,129,3989,11.7,580,218,33,126073
ABalapapp:73,ABalapapp,73,4201,-20798,190,178,4201,16.0,544,214,38,124878
ABalapappa:98,ABalapappa,98,4164,-20835,351,350,4164,18.9,552,188,31,94105
ABalapappp:98,ABalapappp,98,3838,-21161,251,244,3838,13.6,507,184,32,86358
ABalapp:38,ABalapp,38,4668,-20331,45,45,4668,29.5,560,236,50,346835
ABalappa:54,ABalappa,54,5079,-19920,148,158,5079,28.6,576,287,42,184821
ABalappaa:76,ABalappaa,76,4643,-20356,292,324,4643,20.7,616,271,36,147280
ABalappaaa:108,ABalappaaa,108,4929,-20070,374,476,4929,20.0,636,255,30,121065
ABalappaap:108,ABalappaap,108,4347,-20652,158,188,4347,18.2,603,269,30,84281
ABalappap:76,ABalappap,76,4525,-20474,140,172,4525,18.2,591,280,38,134652
ABalappapa:103,ABalappapa,103,4063,-20936,267,326,4063,9.2,617,287,34,62623
ABalappapp:103,ABalappapp,103,4269,-20730,209,248,4269,13.1,609,295,35,37973
ABalappp:54,ABalappp,54,4758,-20241,101,119,4758,24.3,516,272,45,159592
ABalapppa:74,ABalapppa,74,4719,-20280,19,34,4719,18.6,549,288,37,110367
ABalapppaa:100,ABalapppaa,100,4165,-20834,53,66,4165,13.1,585,270,31,88461
ABalapppap:100,ABalapppap,100,4247,-20752,-64,-34,4247,12.0,559,296,33,73705
ABalapppp:74,ABalapppp,74,4581,-20418,44,68,4581,18.8,494,283,38,107379
ABalappppa:99,ABalappppa,99,4494,-20505,135,168,4494,15.9,536,307,31,64253
ABalappppp:99,ABalappppp,99,4138,-20861,10,15,4138,15.0,487,317,32,67933
ABalp:15,ABalp,15,5165,-19834,-213,-213,5165,36.3,541,173,67,800453
ABalpa:24,ABalpa,24,4634,-20365,-191,-191,4634,37.9,591,166,60,676462
ABalpaa:38,ABalpaa,38,4338,-20661,-146,-146,4338,28.5,624,163,50,401572
ABalpaaa:53,ABalpaaa,53,3986,-21013,-469,-419,3986,31.9,690,244,44,254698
ABalpaaaa:75,ABalpaaaa,75,3694,-21305,-147,-143,3694,44.4,619,270,37,188922
ABalpaaaaa:105,ABalpaaaaa,105,3410,-21590,-226,-197,3410,48.3,591,242,34,155019
ABalpaaaap:105,ABalpaaaap,105,3475,-21524,-14,-25,3475,52.7,555,239,30,124256
ABalpaaap:75,ABalpaaap,75,3680,-21319,-169,-171,3680,43.8,604,235,36,180857
ABalpaaapa:105,ABalpaaapa,105,3463,-21537,-71,-80,3463,45.8,540,234,31,139268
ABalpaaapp:105,ABalpaaapp,105,3434,-21565,-22,-47,3434,41.2,515,212,31,134241
ABalpaap:53,ABalpaap,53,4033,-20966,-159,-162,4033,33.7,648,192,45,247051
ABalpaapa:72,ABalpaapa,72,3809,-21190,-280,-281,3809,38.3,646,205,39,169588
ABalpaapaa:94,ABalpaapaa,94,3551,-21448,-286,-259,3551,43.7,613,246,31,117964
ABalpaapap:94,ABalpaapap,94,3529,-21470,-215,-219,3529,41.7,567,217,35,137688
ABalpaapp:72,ABalpaapp,72,3858,-21141,-173,-188,3858,40.9,599,175,37,166972
ABalpaappa:100,ABalpaappa,100,3523,-21476,-410,-323,3523,48.0,581,191,31,113373
ABalpaappp:100,ABalpaappp,100,3479,-21520,-120,-116,3479,46.4,552,177,31,109706
ABalpap:38,ABalpap,38,4365,-20634,-102,-102,4365,40.0,541,143,51,446425
ABalpapa:53,ABalpapa,53,3934,-21065,-196,-188,3934,40.8,610,162,44,250309
ABalpapaa:73,ABalpapaa,73,3667,-21332,-72,-69,3667,46.2,580,172,39,194931
ABalpapaaa:100,ABalpapaaa,100,3417,-21582,-58,-61,3417,52.0,544,200,33,157829
ABalpapaap:100,ABalpapaap,100,3446,-21553,-73,-94,3446,48.9,509,200,30,141148
ABalpapap:73,ABalpapap,73,3646,-21353,-76,-75,3646,49.1,528,160,41,205227
ABalpapapa:99,ABalpapapa,99,3481,-21518,5,-5,3481,52.7,478,160,32,140231
ABalpapapp:99,ABalpapapp,99,3400,-21599,-114,-122,3400,53.5,441,174,34,166467
ABalpapp:53,ABalpapp,53,3966,-21033,-104,-103,3966,44.0,531,151,47,256946
ABalpappa:71,ABalpappa,71,3771,-21228,-50,-58,3771,51.4,536,196,39,169946
ABalpappaa:95,ABalpappaa,95,3428,-21571,-152,-160,3428,52.2,514,231,30,117567
ABalpappap:95,ABalpappap,95,3483,-21516,-124,-133,3483,51.0,474,217,32,122085
ABalpappp:71,ABalpappp,71,3717,-21282,-103,-114,3717,48.8,492,174,40,171418
ABalpapppa:94,ABalpapppa,94,3455,-21544,-65,-83,3455,44.5,490,203,34,154126
ABalpapppp:94,ABalpapppp,94,3434,-21565,-117,-144,3434,47.0,439,199,37,145192
ABalpp:24,ABalpp,24,4654,-20345,-101,-101,4654,27.8,490,136,59,532128
ABalppa:38,ABalppa,38,4241,-20758,-113,-113,4241,22.3,540,143,50,341644
ABalppaa:54,ABalppaa,54,3853,-21146,-70,-70,3853,25.7,626,157,42,208829
ABalppaaa:77,ABalppaaa,77,3827,-21172,-334,-302,3827,29.9,610,147,34,148734
ABalppaaaa:109,ABalppaaaa,109,3914,-21085,-293,-53,3914,28.9,639,168,28,125950
ABalppaaap:109,ABalppaaap,109,3877,-21122,-297,-283,3877,31.5,604,157,33,146817
ABalppaap:77,ABalppaap,77,3604,-21395,-99,-96,3604,30.1,566,125,35,152478
ABalppaapa:106,ABalppaapa,106,3464,-21535,-356,-227,3464,34.9,591,129,30,133047
ABalppaapp:106,ABalppaapp,106,3580,-21419,-238,-207,3580,32.9,556,121,30,108255
ABalppap:54,ABalppap,54,3835,-21164,-114,-112,3835,28.6,562,155,45,211612
ABalppapa:74,ABalppapa,74,3605,-21394,-150,-149,3605,39.3,548,148,37,169804
ABalppapaa:99,ABalppapaa,99,3613,-21386,-168,-154,3613,44.7,551,146,30,121638
ABalppapap:99,ABalppapap,99,3366,-21633,-90,-83,3366,50.2,512,161,31,117817
ABalppapp:74,ABalppapp,74,3651,-21348,-52,-66,3651,40.4,499,136,38,158751
ABalppappa:98,ABalppappa,98,3386,-21613,-147,-142,3386,46.0,500,144,33,136476
ABalppappp:98,ABalppappp,98,3456,-21543,-28,-27,3456,46.4,463,131,32,126432
ABalppp:38,ABalppp,38,4226,-20773,-143,-143,4226,29.2,452,143,52,394142
ABalpppa:53,ABalpppa,53,4018,-20981,-274,-242,4018,28.3,539,200,45,197376
ABalpppaa:74,ABalpppaa,74,3924,-21075,-277,-225,3924,19.8,584,181,36,141406
ABalpppaaa:103,ABalpppaaa,103,3512,-21487,0,19,3512,25.3,594,138,30,115832
ABalpppaap:103,ABalpppaap,103,3291,-21708,-224,-230,3291,17.6,577,147,31,122906
ABalpppap:74,ABalpppap,74,3595,-21404,-83,-76,3595,20.7,545,150,37,134609
ABalpppapa:99,ABalpppapa,99,3411,-21588,-52,-49,3411,25.0,561,119,32,118076
ABalpppapp:99,ABalpppapp,99,3396,-21603,-37,-33,3396,24.1,526,112,31,105303
ABalpppp:53,ABalpppp,53,3867,-21132,-91,-91,3867,27.5,468,186,46,187505
ABalppppa:72,ABalppppa,72,3544,-21455,-53,-55,3544,18.7,513,166,37,128766
ABalppppaa:98,ABalppppaa,98,3854,-21145,113,107,3854,23.5,548,156,30,104770
ABalppppap:98,ABalppppap,98,3529,-21470,-19,-13,3529,15.8,531,144,31,110903
ABalppppp:72,ABalppppp,72,3585,-21414,-6,-10,3585,20.0,457,153,40,141682
ABalpppppa:95,ABalpppppa,95,3489,-21510,20,-3,3489,21.4,497,122,31,113238
ABalpppppp:95,ABalpppppp,95,3424,-21575,-39,-53,3424,21.2,453,119,35,127470
ABar:5,ABar,5,5803,-19196,-99,-99,5803,36.0,502,319,71,713641
ABara:15,ABara,15,5137,-19862,-245,-245,5137,42.5,502,322,66,806334
ABaraa:24,ABaraa,24,4651,-20348,-175,-175,4651,42.9,578,294,59,694384
ABaraaa:38,ABaraaa,38,4378,-20621,-143,-143,4378,39.8,616,306,50,439996
ABaraaaa:54,ABaraaaa,54,4056,-20943,-228,-209,4056,42.3,618,302,42,251614
ABaraaaaa:79,ABaraaaaa,79,3783,-21216,-345,-226,3783,35.3,637,271,35,185887
ABaraaaaaa:108,ABaraaaaaa,108,4273,-20726,-546,-413,4273,34.6,637,240,30,129189
