cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,8628,-16371,-149,-149,8628,38.3,154,214,81,1373234
ABal:7,ABal,7,8414,-16585,-170,-171,8414,31.8,134,243,66,1012160
ABala:17,ABala,17,8441,-16558,-218,-218,8441,42.8,107,190,62,945370
ABalaa:29,ABalaa,29,8410,-16589,-214,-214,8410,50.1,92,190,55,731205
ABalaaa:46,ABalaaa,46,8213,-16786,-131,-131,8213,45.1,84,163,46,438373
ABalaaaa:68,ABalaaaa,68,7508,-17491,-73,-74,7508,42.8,94,167,41,356325
ABalaaaal:97,ABalaaaal,97,7145,-17854,-48,-48,7145,36.1,86,233,36,327026
ABalaaaala:131,ABalaaaala,131,7135,-17864,-27,-36,7135,44.9,107,249,29,217271
ABalaaaalp:131,ABalaaaalp,131,7087,-17912,-104,-112,7087,50.6,120,279,31,246709
ABalaaaar:97,ABalaaaar,97,7130,-17869,-39,-38,7130,39.8,70,170,37,403443
ABalaaaarl:132,ABalaaaarl,132,7031,-17968,-29,-32,7031,42.3,86,220,30,226912
ABalaaaarr:132,ABalaaaarr,132,7009,-17990,-41,-40,7009,42.4,98,167,29,213524
ABalaaap:68,ABalaaap,68,7530,-17469,-91,-96,7530,33.8,118,141,42,303784
ABalaaapa:92,ABalaaapa,92,7176,-17823,-43,-49,7176,29.2,112,134,35,271476
ABalaaapal:127,ABalaaapal,127,7006,-17993,-4,1,7006,31.4,89,166,30,214584
ABalaaapar:127,ABalaaapar,127,7002,-17997,-17,-22,7002,38.7,108,133,32,233762
ABalaaaparl:179,ABalaaaparl,179,7205,-17794,-25,-34,7205,44.0,107,147,30,219916
ABalaaaparr:179,ABalaaaparr,179,7187,-17812,-35,-25,7187,45.8,123,128,29,178035
ABalaaapp:92,ABalaaapp,92,7169,-17830,-49,-50,7169,28.9,78,183,38,355017
ABalaaappl:126,ABalaaappl,126,7050,-17949,-18,-18,7050,38.3,91,251,32,252405
