cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,10314,-14686,-146,-146,10314,41.0,560,300,66,1074250
ABal:2,ABal,2,10079,-14920,-119,-119,10079,35.7,585,312,69,2043900
ABala:10,ABala,10,10149,-14850,-167,-167,10149,28.0,614,240,62,1609967
ABalaa:20,ABalaa,20,10424,-14575,-55,-55,10424,22.6,624,261,56,1077404
ABalaaa:36,ABalaaa,36,10695,-14304,-35,-35,10695,24.4,630,239,47,631281
ABalaaaa:55,ABalaaaa,55,10533,-14466,-17,-22,10533,21.9,617,259,41,404469
ABalaaaal:77,ABalaaaal,77,10393,-14606,-65,-61,10393,36.3,628,305,34,297850
ABalaaaala:107,ABalaaaala,107,10084,-14915,-35,-35,10084,23.7,609,318,32,293765
ABalaaaalp:107,ABalaaaalp,107,10117,-14882,-42,-43,10117,19.2,572,338,33,327969
ABalaaaalpa:160,ABalaaaalpa,160,9624,-15376,-209,-220,9624,13.0,586,316,26,133658
ABalaaaalpp:160,ABalaaaalpp,160,9787,-15213,44,25,9787,9.0,550,324,26,167635
ABalaaaar:77,ABalaaaar,77,10385,-14614,-13,-10,10385,30.5,648,258,38,442099
ABalaaaarl:107,ABalaaaarl,107,10122,-14877,-31,-28,10122,27.3,631,269,30,229308
ABalaaaarla:157,ABalaaaarla,157,9708,-15291,-45,-39,9708,21.7,614,292,26,139713
ABalaaaarlp:157,ABalaaaarlp,157,9875,-15124,53,29,9875,24.7,607,261,25,127063
ABalaaaarr:107,ABalaaaarr,107,10091,-14908,-41,-39,10091,26.4,616,221,31,260370
ABalaaaarra:160,ABalaaaarra,160,10075,-14925,314,297,10075,18.0,616,220,26,142105
ABalaaaarrp:160,ABalaaaarrp,160,9468,-15532,-340,-332,9468,22.0,596,250,26,307578
ABalaaap:55,ABalaaap,55,10569,-14430,-62,-64,10569,29.0,597,221,42,406779
ABalaaapa:75,ABalaaapa,75,10378,-14621,-62,-65,10378,39.8,639,260,35,326973
ABalaaapal:104,ABalaaapal,104,10154,-14845,-72,-74,10154,31.1,624,305,30,235701
ABalaaapall:152,ABalaaapall,152,9781,-15218,-52,-41,9781,24.2,583,339,28,170490
ABalaaapalr:152,ABalaaapalr,152,9861,-15138,70,67,9861,25.3,605,311,26,154634
ABalaaapar:104,ABalaaapar,104,10175,-14824,-12,-16,10175,36.4,631,268,31,241546
ABalaaapp:75,ABalaaapp,75,10406,-14593,-39,-43,10406,41.5,611,223,35,315403
ABalaaappl:104,ABalaaappl,104,10126,-14873,-56,-53,10126,36.0,624,225,31,248487
ABalaaappll:158,ABalaaappll,158,9648,-15351,-64,-40,9648,31.3,624,260,28,177274
ABalaaapplr:158,ABalaaapplr,158,9831,-15168,52,50,9831,28.3,614,224,27,143057
ABalaaappr:104,ABalaaappr,104,10213,-14786,-18,-12,10213,34.2,611,196,30,212113
ABalaaapprl:148,ABalaaapprl,148,9755,-15244,-38,-26,9755,25.6,617,211,29,188971
ABalaaapprr:148,ABalaaapprr,148,9746,-15253,-79,-77,9746,21.9,605,188,28,161762
ABalaap:36,ABalaap,36,10650,-14349,-84,-84,10650,17.5,565,279,48,548382
ABalaapa:55,ABalaapa,55,10539,-14460,-82,-85,10539,28.3,556,213,40,346015
ABalaapaa:78,ABalaapaa,78,10375,-14624,-27,-25,10375,31.6,614,198,35,331362
ABalaapaaa:110,ABalaapaaa,110,10088,-14911,-4,-5,10088,22.3,602,187,30,238707
ABalaapaap:110,ABalaapaap,110,10085,-14914,-4,-7,10085,21.1,578,164,31,235476
ABalaapap:78,ABalaapap,78,10407,-14592,-30,-35,10407,33.9,582,173,35,332452
ABalaapapa:111,ABalaapapa,111,10311,-14688,4,-2,10311,30.6,581,153,27,224144
ABalaapapp:111,ABalaapapp,111,10077,-14922,-47,-43,10077,27.8,534,135,31,251822
ABalaapp:55,ABalaapp,55,10585,-14414,-38,-37,10585,32.0,493,230,40,305385
ABalaappa:75,ABalaappa,75,10413,-14586,-46,-48,10413,42.3,586,189,35,317282
ABalaappaa:109,ABalaappaa,109,10155,-14844,0,-1,10155,30.6,594,169,29,195863
ABalaappap:109,ABalaappap,109,10191,-14808,8,7,10191,29.6,573,170,31,211409
ABalaappapa:155,ABalaappapa,155,9883,-15116,77,91,9883,22.8,601,158,28,150776
ABalaappapp:155,ABalaappapp,155,9767,-15232,-91,-129,9767,18.8,573,154,28,185646
ABalaappp:75,ABalaappp,75,10454,-14545,-104,-114,10454,44.1,550,191,35,261680
ABalaapppa:101,ABalaapppa,101,10192,-14807,-44,-54,10192,35.6,581,192,32,259889
ABalaapppp:101,ABalaapppp,101,10323,-14676,-78,-95,10323,44.5,569,178,34,236521
ABalaappppa:142,ABalaappppa,142,9871,-15128,-60,-61,9871,33.1,606,187,30,139611
ABalaappppp:142,ABalaappppp,142,9852,-15147,-95,-95,9852,36.7,592,166,27,110493
ABalap:20,ABalap,20,10434,-14565,-154,-154,10434,39.0,592,217,58,1261889
ABalapa:36,ABalapa,36,10703,-14297,-113,-113,10703,35.6,594,189,49,791883
ABalapaa:54,ABalapaa,54,10582,-14417,-96,-99,10582,35.3,595,206,41,423435
ABalapaaa:76,ABalapaaa,76,10443,-14556,-55,-64,10443,45.3,605,286,33,285639
ABalapaaaa:108,ABalapaaaa,108,10151,-14848,-8,-14,10151,37.3,613,305,30,268156
ABalapaaap:108,ABalapaaap,108,10163,-14836,-58,-57,10163,41.0,594,329,32,279040
ABalapaaapa:154,ABalapaaapa,154,9767,-15233,-65,-56,9767,31.5,601,330,26,139736
ABalapaaapp:154,ABalapaaapp,154,9879,-15121,51,49,9879,38.8,575,352,30,254002
ABalapaap:76,ABalapaap,76,10398,-14601,-100,-103,10398,44.1,582,322,34,308008
ABalapaapa:107,ABalapaapa,107,10138,-14861,-56,-59,10138,33.0,581,337,31,293854
ABalapaapp:107,ABalapaapp,107,10240,-14759,-52,-63,10240,39.9,565,352,33,289987
ABalapaappa:148,ABalapaappa,148,9809,-15190,-94,-123,9809,31.1,578,341,29,198064
ABalapaappp:148,ABalapaappp,148,9790,-15209,-83,-87,9790,34.3,556,358,29,223858
