cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,10333,-14667,-85,-85,10333,42.0,146,282,70,1473427
ABal:2,ABal,2,10033,-14966,-185,-185,10033,47.2,109,230,70,1636212
ABala:11,ABala,11,10019,-14980,-106,-106,10019,33.3,67,278,63,1484224
ABalaa:21,ABalaa,21,10102,-14897,-89,-91,10102,26.8,50,248,57,1080083
ABalaaa:34,ABalaaa,34,10238,-14761,-40,-43,10238,28.0,45,274,49,670818
ABalaaaa:49,ABalaaaa,49,10219,-14780,-51,-52,10219,29.6,45,257,41,431883
ABalaaaal:70,ABalaaaal,70,9922,-15077,-41,-36,9922,42.4,41,253,34,283657
ABalaaaala:93,ABalaaaala,93,10008,-14991,-66,-76,10008,43.2,37,245,32,282202
ABalaaaalp:93,ABalaaaalp,93,10057,-14942,-36,-35,10057,51.1,55,224,32,258058
ABalaaaar:70,ABalaaaar,70,9898,-15101,-29,-30,9898,30.7,38,281,36,338206
ABalaaaarl:94,ABalaaaarl,94,10102,-14897,13,1,10102,37.7,42,274,30,226549
ABalaaaarr:94,ABalaaaarr,94,10029,-14970,-28,2,10029,26.8,67,272,31,265775
ABalaaap:49,ABalaaap,49,10260,-14739,-52,-56,10260,35.3,74,294,42,430090
ABalaaapa:67,ABalaaapa,67,9949,-15050,-32,-32,9949,35.9,48,305,35,301148
ABalaaapal:91,ABalaaapal,91,10020,-14980,-58,-64,10020,47.2,54,266,31,226461
ABalaaapar:91,ABalaaapar,91,9931,-15068,-58,-69,9931,42.3,47,312,29,182028
ABalaaapp:67,ABalaaapp,67,9966,-15033,-51,-54,9966,35.5,83,307,35,313820
ABalaaappl:91,ABalaaappl,91,9957,-15043,-26,-27,9957,35.6,50,319,29,196020
ABalaaappr:91,ABalaaappr,91,10037,-14962,21,30,10037,30.1,79,309,31,252392
ABalaap:34,ABalaap,34,10213,-14787,-60,-58,10213,25.6,97,224,47,523349
ABalaapa:50,ABalaapa,50,10229,-14770,-35,-33,10229,31.6,104,265,40,394631
ABalaapaa:72,ABalaapaa,72,9874,-15125,-74,-70,9874,23.1,84,279,35,332085
ABalaapaaa:100,ABalaapaaa,100,9991,-15009,-72,-92,9991,20.0,98,250,30,252251
ABalaapaap:100,ABalaapaap,100,9874,-15126,-319,-273,9874,19.0,120,240,30,217341
ABalaapap:72,ABalaapap,72,9947,-15052,-23,-28,9947,21.7,123,281,34,256110
ABalaapapa:99,ABalaapapa,99,10134,-14866,53,44,10134,16.5,121,272,28,189946
