cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,11313,-13686,-96,-93,11313,36.6,444,251,78,1945695
ABa:4,ABa,4,10334,-14665,-136,-136,10334,31.1,525,251,73,1887095
ABal:12,ABal,12,9496,-15503,-168,-169,9496,31.0,560,238,71,2339937
ABala:22,ABala,22,8882,-16117,-240,-240,8882,39.0,594,260,66,2395115
ABalaa:33,ABalaa,33,8363,-16636,-179,-179,8363,43.9,616,243,60,2022626
ABalaaa:49,ABalaaa,49,7886,-17113,-145,-146,7886,44.8,624,256,51,1249944
ABalaaaa:69,ABalaaaa,69,7454,-17545,-75,-76,7454,48.6,610,258,44,733557
ABalaaaal:95,ABalaaaal,95,7351,-17648,-67,-64,7351,44.6,618,242,39,606470
ABalaaaala:125,ABalaaaala,125,8144,-16855,-41,-19,8144,53.7,610,218,32,449692
ABalaaaalp:125,ABalaaaalp,125,8151,-16848,-75,-46,8151,57.4,590,183,33,445531
ABalaaaar:95,ABalaaaar,95,7333,-17666,-83,-79,7333,45.8,620,305,39,671346
ABalaaaarl:127,ABalaaaarl,127,8146,-16853,7,15,8146,51.0,612,259,34,456917
ABalaaaarr:127,ABalaaaarr,127,8139,-16860,-23,-23,8139,52.2,596,302,32,415055
ABalaaap:69,ABalaaap,69,7449,-17550,-156,-160,7449,40.1,583,288,46,725826
ABalaaapa:92,ABalaaapa,92,7309,-17690,-75,-74,7309,38.2,619,285,39,579255
ABalaaapal:122,ABalaaapal,122,7998,-17001,-42,-32,7998,44.8,625,220,33,411472
ABalaaapar:122,ABalaaapar,122,8075,-16924,-55,-48,8075,43.2,620,253,34,464408
ABalaaapp:92,ABalaaapp,92,7347,-17652,-87,-90,7347,36.5,575,314,38,520666
ABalaaappl:122,ABalaaappl,122,8082,-16917,-73,-68,8082,41.9,606,303,32,407144
ABalaaappr:122,ABalaaappr,122,8102,-16897,-33,-29,8102,46.6,585,334,34,452655
ABalaap:49,ABalaap,49,7896,-17103,-198,-201,7896,48.9,557,226,51,1095412
ABalaapa:69,ABalaapa,69,7440,-17559,-80,-85,7440,44.8,548,298,44,726271
ABalaapaa:97,ABalaapaa,97,7445,-17554,-68,-72,7445,49.0,575,340,37,576776
ABalaapaaa:129,ABalaapaaa,129,8198,-16801,11,15,8198,57.3,576,326,32,406588
ABalaapaap:129,ABalaapaap,129,8167,-16832,-41,-41,8167,61.1,553,335,31,349341
ABalaapap:97,ABalaapap,97,7403,-17596,-134,-147,7403,46.2,535,365,37,540654
ABalaapapa:129,ABalaapapa,129,8147,-16852,-91,-86,8147,60.2,503,377,34,408954
ABalaapapp:129,ABalaapapp,129,8229,-16770,-55,-79,8229,59.1,515,367,32,381150
ABalaapp:69,ABalaapp,69,7423,-17576,-149,-141,7423,42.8,487,296,46,626859
ABalaappa:92,ABalaappa,92,7311,-17688,-73,-76,7311,38.9,562,356,38,527956
ABalaappaa:124,ABalaappaa,124,8105,-16894,-80,-93,8105,48.0,554,336,31,408291
ABalaappap:124,ABalaappap,124,8133,-16866,-64,-85,8133,51.8,546,352,34,427307
ABalaappp:92,ABalaappp,92,7294,-17705,-112,-116,7294,33.2,528,349,40,491786
ABalaapppa:121,ABalaapppa,121,8049,-16950,-72,-75,8049,41.3,567,346,35,489618
ABalaapppp:121,ABalaapppp,121,8085,-16914,-65,-75,8085,36.7,542,361,38,498004
ABalap:33,ABalap,33,8343,-16656,-149,-149,8343,32.5,566,298,60,1639767
ABalapa:49,ABalapa,49,8975,-16025,793,794,8975,34.0,591,317,53,1157965
ABalapaa:67,ABalapaa,67,8411,-16588,799,797,8411,31.2,613,284,45,595987
ABalapaaa:92,ABalapaaa,92,7583,-17416,132,138,7583,31.5,600,243,39,535342
ABalapaaaa:126,ABalapaaaa,126,8248,-16751,43,48,8248,38.7,614,226,33,462915
ABalapaaap:126,ABalapaaap,126,8226,-16773,13,32,8226,34.2,598,197,34,448379
ABalapaap:92,ABalapaap,92,7534,-17465,110,118,7534,33.5,584,202,39,457568
ABalapaapa:122,ABalapaapa,122,8099,-16900,64,81,8099,39.5,607,191,33,420275
ABalapaapp:122,ABalapaapp,122,8215,-16784,39,57,8215,36.2,579,175,36,490363
ABalapap:67,ABalapap,67,8049,-16950,429,437,8049,27.9,556,316,44,467784
ABalapapa:90,ABalapapa,90,7486,-17513,64,71,7486,28.7,558,223,38,452705
ABalapapaa:123,ABalapapaa,123,8072,-16927,26,27,8072,24.7,579,251,30,340073
ABalapapap:123,ABalapapap,123,8273,-16726,114,110,8273,26.8,565,220,34,398056
ABalapapp:90,ABalapapp,90,7382,-17617,14,16,7382,24.6,501,225,39,314579
ABalapappa:119,ABalapappa,119,7985,-17014,-59,-55,7985,28.9,544,192,36,439724
ABalapappp:119,ABalapappp,119,7976,-17023,21,19,7976,24.3,488,201,32,255161
ABalapp:49,ABalapp,49,8627,-16372,567,567,8627,36.7,517,271,52,920872
ABalappa:68,ABalappa,68,8124,-16875,526,524,8124,32.1,534,308,43,516364
ABalappaa:94,ABalappaa,94,7628,-17371,160,164,7628,29.3,596,291,38,500819
ABalappaaa:127,ABalappaaa,127,8253,-16746,239,258,8253,36.1,627,272,31,336255
ABalappaap:127,ABalappaap,127,8201,-16798,75,68,8201,32.0,606,274,33,345323
ABalappap:94,ABalappap,94,7585,-17414,156,156,7585,26.8,557,311,38,400843
ABalappapa:123,ABalappapa,123,8261,-16738,32,43,8261,35.1,589,328,33,329100
ABalappapp:123,ABalappapp,123,8151,-16848,37,32,8151,31.6,564,348,32,298437
ABalappp:68,ABalappp,68,7746,-17253,210,211,7746,27.7,465,297,47,401956
ABalapppa:91,ABalapppa,91,7460,-17539,72,71,7460,26.7,514,315,40,397293
ABalapppaa:120,ABalapppaa,120,8018,-16981,0,-3,8018,29.8,576,301,32,307604
ABalapppap:120,ABalapppap,120,8162,-16837,-3,-4,8162,26.0,552,310,32,257840
ABalapppp:91,ABalapppp,91,7406,-17593,21,15,7406,27.1,452,319,39,307274
ABalappppa:119,ABalappppa,119,8113,-16886,7,-3,8113,30.8,518,343,32,283453
ABalappppp:119,ABalappppp,119,7903,-17096,24,19,7903,26.4,464,342,31,215919
ABalp:22,ABalp,22,8874,-16125,-202,-202,8874,38.0,510,180,66,2022870
ABalpa:33,ABalpa,33,8301,-16698,-209,-209,8301,36.5,561,171,60,1802878
ABalpaa:49,ABalpaa,49,7865,-17134,-115,-118,7865,30.2,599,215,51,1042187
ABalpaaa:68,ABalpaaa,68,7435,-17564,-73,-77,7435,42.4,621,221,44,786848
ABalpaaaa:95,ABalpaaaa,95,7429,-17570,-144,-150,7429,59.6,580,260,36,492316
