cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,78,-24921,-81,-81,78,42.0,145,242,78,3175423
ABal:3,ABal,3,67,-24933,-111,-111,67,42.6,103,181,71,2759859
ABala:12,ABala,12,74,-24925,-98,-99,74,40.1,68,238,65,2270027
ABalaa:22,ABalaa,22,85,-24914,-84,-86,85,44.6,49,249,55,1420414
ABalaaa:38,ABalaaa,38,93,-24906,-65,-66,93,44.1,40,260,47,825757
ABalaaaa:57,ABalaaaa,57,84,-24915,-38,-39,84,48.2,42,255,40,208406
ABalaaaal:86,ABalaaaal,86,98,-24901,-27,-30,98,54.5,42,178,36,146687
ABalaaaala:116,ABalaaaala,116,76,-24550,-23,-28,76,46.7,41,154,32,135622
ABalaaaalp:116,ABalaaaalp,116,83,-24083,-25,-25,83,46.2,63,131,31,117617
ABalaaaar:86,ABalaaaar,86,73,-24926,-31,-39,73,50.6,26,254,35,184228
ABalaaaarl:117,ABalaaaarl,117,76,-23137,-10,-13,76,48.8,25,202,32,130739
ABalaaaarr:117,ABalaaaarr,117,69,-23541,-13,-12,69,44.6,38,253,30,114600
ABalaaap:57,ABalaaap,57,81,-23918,-41,-45,81,49.4,90,287,41,186500
ABalaaapa:82,ABalaaapa,82,88,-24104,-30,-33,88,57.5,40,227,35,109963
ABalaaapal:113,ABalaaapal,113,80,-24456,-19,-26,80,52.2,34,163,33,117814
ABalaaapar:113,ABalaaapar,113,81,-23668,-11,-14,81,55.2,26,197,31,92448
ABalaaapp:82,ABalaaapp,82,85,-24108,-27,-28,85,57.1,68,284,35,111778
ABalaaappl:113,ABalaaappl,113,85,-24562,-10,-10,85,50.9,35,268,30,104378
ABalaaappr:113,ABalaaappr,113,89,-24195,-3,-3,89,45.3,48,276,30,104047
ABalaap:38,ABalaap,38,73,-24926,-65,-66,73,38.1,88,214,49,757348
ABalaapa:56,ABalaapa,56,63,-24936,-56,-58,63,43.7,103,256,41,209134
ABalaapaa:84,ABalaapaa,84,87,-24912,-15,-15,87,45.7,79,302,35,167414
ABalaapaaa:117,ABalaapaaa,117,80,-23490,-13,-13,80,37.4,68,280,31,138299
ABalaapaap:117,ABalaapaap,117,83,-22710,8,7,83,34.5,105,304,31,133731
ABalaapap:84,ABalaapap,84,83,-24158,-22,-21,83,46.3,116,324,34,147152
ABalaapapa:117,ABalaapapa,117,89,-22826,2,2,89,35.1,145,315,29,106493
ABalaapapp:117,ABalaapapp,117,76,-24923,-13,-17,76,39.6,142,328,31,106411
ABalaapp:56,ABalaapp,56,80,-24919,-38,-40,80,45.8,162,281,43,212356
ABalaappa:80,ABalaappa,80,86,-24156,-14,-18,86,54.1,106,321,36,129328
ABalaappaa:113,ABalaappaa,113,121,-24878,15,13,121,43.1,75,312,28,99852
