cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,6631,-18368,-115,-115,6631,35.6,560,176,79,1187967
ABal:6,ABal,6,6822,-18177,-99,-100,6822,29.0,579,155,65,905753
ABala:16,ABala,16,6918,-18081,-161,-161,6918,33.3,616,232,63,975948
ABalaa:26,ABalaa,26,6794,-18205,-129,-129,6794,38.6,634,246,57,813450
ABalaaa:42,ABalaaa,42,6195,-18804,-182,-183,6195,38.6,645,241,48,567543
ABalaaaa:61,ABalaaaa,61,5519,-19480,-78,-83,5519,39.4,635,245,41,295460
ABalaaaal:86,ABalaaaal,86,5149,-19850,-80,-82,5149,28.8,640,169,34,233964
ABalaaaala:117,ABalaaaala,117,8418,-16581,-50,-53,8418,37.7,631,146,32,303851
ABalaaaalal:171,ABalaaaalal,171,9851,-15148,-173,-187,9851,39.8,591,148,27,205244
ABalaaaalar:171,ABalaaaalar,171,10002,-14997,30,23,10002,36.4,609,162,27,219448
ABalaaaalp:117,ABalaaaalp,117,8377,-16622,-34,-36,8377,41.3,600,118,32,323952
ABalaaaalpa:168,ABalaaaalpa,168,9915,-15084,-7,-4,9915,44.8,606,151,27,185334
ABalaaaalpp:168,ABalaaaalpp,168,9938,-15061,-9,-17,9938,49.0,591,155,28,224142
ABalaaaar:86,ABalaaaar,86,5210,-19789,-20,-22,5210,32.0,654,226,35,279558
ABalaaaarl:117,ABalaaaarl,117,8301,-16698,-22,-17,8301,32.3,638,184,30,262690
ABalaaaarla:166,ABalaaaarla,166,9852,-15147,-35,-31,9852,37.0,613,169,27,138370
ABalaaaarlp:166,ABalaaaarlp,166,9896,-15103,17,10,9896,35.8,617,192,29,199814
ABalaaaarr:117,ABalaaaarr,117,8315,-16684,-38,-33,8315,35.4,621,246,30,220178
ABalaaaarra:167,ABalaaaarra,167,9902,-15098,26,46,9902,43.7,610,228,28,187239
ABalaaaarrp:167,ABalaaaarrp,167,9871,-15128,-35,-47,9871,36.5,610,215,25,154020
ABalaaap:61,ABalaaap,61,5515,-19484,-59,-60,5515,30.0,602,254,41,249875
ABalaaapa:84,ABalaaapa,84,5154,-19845,-45,-47,5154,24.0,645,212,35,251015
ABalaaapal:115,ABalaaapal,115,7995,-17004,-40,-43,7995,27.7,627,148,34,340909
ABalaaapall:159,ABalaaapall,159,9798,-15201,-28,-15,9798,42.0,605,121,28,195307
ABalaaapalr:159,ABalaaapalr,159,9834,-15165,12,7,9834,34.4,621,147,27,142212
ABalaaapar:115,ABalaaapar,115,8147,-16852,-19,-10,8147,24.6,638,186,33,310538
ABalaaaparl:165,ABalaaaparl,165,9808,-15191,-31,-18,9808,34.0,631,148,28,195142
ABalaaaparr:165,ABalaaaparr,165,9800,-15199,-32,-27,9800,33.4,632,180,26,162933
ABalaaapp:84,ABalaaapp,84,5172,-19827,-5,-4,5172,20.0,617,260,34,203601
ABalaaappl:113,ABalaaappl,113,8029,-16970,10,9,8029,24.9,627,240,30,224752
ABalaaappll:163,ABalaaappll,163,9810,-15189,-8,-11,9810,33.3,631,211,28,175849
ABalaaapplr:163,ABalaaapplr,163,9802,-15197,-37,-31,9802,36.8,626,239,27,160398
ABalaaappr:113,ABalaaappr,113,7747,-17252,-14,-6,7747,33.2,606,275,31,219299
ABalaaapprl:155,ABalaaapprl,155,9763,-15236,-23,-38,9763,35.7,595,249,29,217099
ABalaaapprr:155,ABalaaapprr,155,9724,-15275,-41,-30,9724,41.8,600,284,28,189472
ABalaap:42,ABalaap,42,6224,-18775,-177,-177,6224,46.9,584,214,48,497967
ABalaapa:62,ABalaapa,62,5449,-19550,-106,-108,5449,39.0,579,257,41,286357
ABalaapaa:88,ABalaapaa,88,5186,-19813,-50,-52,5186,32.7,610,280,34,216263
ABalaapaaa:120,ABalaapaaa,120,8708,-16291,-28,-23,8708,44.0,591,270,30,284679
ABalaapaaal:177,ABalaapaaal,177,9996,-15003,-43,-62,9996,38.3,595,234,26,210118
ABalaapaaar:177,ABalaapaaar,177,9933,-15066,-82,-103,9933,41.8,587,242,26,207626
ABalaapaap:120,ABalaapaap,120,8600,-16399,4,8,8600,48.3,565,285,32,280705
ABalaapaapa:170,ABalaapaapa,170,9882,-15117,-23,-17,9882,45.5,608,251,29,220773
ABalaapaapp:170,ABalaapaapp,170,9873,-15126,-61,-67,9873,48.6,598,254,26,188252
ABalaapap:88,ABalaapap,88,5184,-19815,-50,-52,5184,32.6,573,302,33,191170
ABalaapapa:119,ABalaapapa,119,8439,-16560,20,19,8439,46.1,527,309,29,241310
ABalaapapp:119,ABalaapapp,119,8325,-16674,-39,-31,8325,43.2,530,310,34,331300
ABalaapappa:160,ABalaapappa,160,9894,-15105,-2,-15,9894,52.0,528,264,29,137013
ABalaapappp:160,ABalaapappp,160,9885,-15114,0,-18,9885,52.1,494,282,30,66116
ABalaapp:62,ABalaapp,62,5482,-19517,-73,-73,5482,33.5,524,248,41,223617
ABalaappa:85,ABalaappa,85,5161,-19838,-47,-52,5161,23.7,588,272,36,224960
ABalaappaa:117,ABalaappaa,117,8339,-16660,96,94,8339,40.4,578,285,28,215251
ABalaappap:117,ABalaappap,117,8142,-16857,-74,-76,8142,38.0,562,282,30,213687
ABalaappapa:160,ABalaappapa,160,9822,-15177,-1,0,9822,43.8,584,288,31,36975
ABalaappapp:160,ABalaappapp,160,9783,-15216,-43,-27,9783,48.9,569,289,28,157807
ABalaappp:85,ABalaappp,85,5166,-19833,3,4,5166,17.9,554,270,36,192284
ABalaapppa:113,ABalaapppa,113,8080,-16919,-63,-68,8080,30.7,584,278,31,237432
ABalaapppaa:166,ABalaapppaa,166,9923,-15076,-1,-17,9923,39.2,553,275,23,101048
ABalaapppap:166,ABalaapppap,166,9701,-15298,-89,-108,9701,36.9,581,283,23,113586
ABalaapppp:113,ABalaapppp,113,7630,-17369,1,3,7630,24.5,564,292,33,220267
ABalaappppa:151,ABalaappppa,151,9739,-15260,10,16,9739,35.3,599,275,29,182073
ABalaappppp:151,ABalaappppp,151,9754,-15246,29,27,9754,31.3,586,284,27,121493
ABalap:26,ABalap,26,6768,-18231,-104,-106,6768,21.3,601,219,56,585864
ABalapa:42,ABalapa,42,6241,-18758,-59,-59,6241,21.7,611,248,46,418766
ABalapaa:60,ABalapaa,60,5544,-19455,-22,-21,5544,23.2,599,254,42,218211
ABalapaaa:83,ABalapaaa,83,5160,-19839,-62,-68,5160,21.4,610,169,35,210320
ABalapaaaa:115,ABalapaaaa,115,8675,-16324,-14,-12,8675,22.3,602,143,31,334223
ABalapaaaaa:189,ABalapaaaaa,189,10075,-14924,-47,-50,10075,25.5,566,135,27,151769
ABalapaaaap:189,ABalapaaaap,189,10059,-14940,-31,-25,10059,23.6,548,102,25,158580
ABalapaaap:115,ABalapaaap,115,7918,-17081,-16,-18,7918,17.5,588,130,32,261643
ABalapaaapa:156,ABalapaaapa,156,9770,-15229,-18,-13,9770,28.4,614,128,29,176730
ABalapaaapp:156,ABalapaaapp,156,9791,-15208,-6,-4,9791,26.5,595,105,28,235730
ABalapaap:83,ABalapaap,83,5137,-19862,-59,-61,5137,20.8,586,130,36,201042
ABalapaapa:113,ABalapaapa,113,8171,-16828,-32,-38,8171,28.5,592,129,30,281078
ABalapaapaa:168,ABalapaapaa,168,9921,-15078,-18,-23,9921,39.6,555,126,27,184071
ABalapaapap:168,ABalapaapap,168,9977,-15022,25,16,9977,34.4,550,104,24,166978
ABalapaapp:113,ABalapaapp,113,7702,-17297,-45,-47,7702,21.8,574,116,33,303314
ABalapaappa:154,ABalapaappa,154,9737,-15262,-48,-60,9737,35.2,587,126,31,261000
ABalapaappp:154,ABalapaappp,154,9723,-15276,-43,-51,9723,33.7,593,111,29,249935
ABalapap:60,ABalapap,60,5577,-19422,-3,-4,5577,14.3,563,236,41,157157
ABalapapa:81,ABalapapa,81,5162,-19837,-51,-56,5162,18.1,557,151,36,194928
ABalapapaa:115,ABalapapaa,115,6939,-18060,22,17,6939,12.0,590,177,29,198182
ABalapapap:115,ABalapapap,115,7874,-17125,-48,-47,7874,10.3,556,161,31,159232
ABalapapapa:155,ABalapapapa,155,9774,-15225,-5,-15,9774,15.6,588,166,27,78245
