cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,234,-24765,-136,-136,234,38.0,189,258,78,1151338
ABal:7,ABal,7,1179,-23820,-173,-173,1179,32.3,155,301,67,1146537
ABala:18,ABala,18,2235,-22765,-178,-178,2235,41.0,127,253,63,1012449
ABalaa:30,ABalaa,30,2934,-22065,-155,-156,2934,49.7,125,254,56,700072
ABalaaa:48,ABalaaa,48,3380,-21619,-152,-152,3380,41.4,113,227,48,538475
ABalaaaa:69,ABalaaaa,69,3429,-21570,-101,-103,3429,40.7,128,211,43,345473
ABalaaaal:97,ABalaaaal,97,3756,-21243,-86,-91,3756,37.6,116,290,38,386014
ABalaaaala:128,ABalaaaala,128,5040,-19959,-36,-38,5040,38.7,117,317,34,426932
ABalaaaalal:190,ABalaaaalal,190,5952,-19047,-22,-26,5952,37.7,153,342,29,292386
ABalaaaalar:190,ABalaaaalar,190,5975,-19024,-21,-53,5975,39.0,139,327,27,257368
ABalaaaalp:128,ABalaaaalp,128,5011,-19988,-119,-111,5011,43.8,144,358,33,377473
ABalaaaalpa:187,ABalaaaalpa,187,5934,-19065,-18,-20,5934,44.0,141,348,29,272698
ABalaaaalpp:187,ABalaaaalpp,187,5960,-19039,9,8,5960,48.2,155,354,28,257621
ABalaaaar:97,ABalaaaar,97,3829,-21170,-37,-42,3829,39.3,108,230,37,404350
ABalaaaarl:130,ABalaaaarl,130,5006,-19993,-24,-21,5006,36.4,116,243,34,385122
ABalaaaarla:180,ABalaaaarla,180,5762,-19237,-74,-68,5762,40.7,117,294,27,229460
ABalaaaarlp:180,ABalaaaarlp,180,5774,-19225,-29,-23,5774,41.7,116,263,27,212866
ABalaaaarr:130,ABalaaaarr,130,5022,-19977,-26,-24,5022,44.7,117,223,31,315458
ABalaaaarra:184,ABalaaaarra,184,5855,-19144,3,4,5855,46.1,134,249,28,257706
ABalaaaarrp:184,ABalaaaarrp,184,5859,-19140,5,6,5859,42.8,133,267,27,255970
ABalaaap:69,ABalaaap,69,3411,-21588,-114,-118,3411,29.8,153,198,44,336444
