cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,247,-24752,-57,-57,247,38.5,183,331,76,797907
ABal:3,ABal,3,828,-24171,-143,-144,828,37.4,159,328,66,622297
ABala:13,ABala,13,2084,-22915,-113,-113,2084,29.0,135,383,62,681711
ABalaa:24,ABalaa,24,2863,-22136,-117,-117,2863,23.8,128,369,57,497963
ABalaaa:40,ABalaaa,40,3445,-21554,-79,-79,3445,27.2,123,390,48,350152
ABalaaaa:58,ABalaaaa,58,3515,-21484,-48,-52,3515,26.0,144,398,42,226851
ABalaaaal:84,ABalaaaal,84,3511,-21488,-89,-89,3511,37.7,118,333,35,244202
ABalaaaala:113,ABalaaaala,113,4808,-20191,-50,-43,4808,27.6,122,303,31,308632
ABalaaaalal:169,ABalaaaalal,169,5409,-19590,-27,-16,5409,24.4,138,287,28,257302
ABalaaaalar:169,ABalaaaalar,169,5370,-19629,-14,18,5370,27.2,129,310,28,243229
ABalaaaalp:113,ABalaaaalp,113,4785,-20214,-72,-80,4785,23.7,155,266,35,428572
ABalaaaalpa:164,ABalaaaalpa,164,5328,-19671,-33,-39,5328,20.2,132,287,27,217092
ABalaaaalpp:164,ABalaaaalpp,164,5336,-19663,-136,-131,5336,15.8,156,272,27,223401
ABalaaaar:84,ABalaaaar,84,3486,-21513,-102,-104,3486,33.2,109,388,37,291823
ABalaaaarl:115,ABalaaaarl,115,4806,-20193,-20,-18,4806,29.3,111,343,32,323127
ABalaaaarla:163,ABalaaaarla,163,5353,-19646,-23,1,5353,27.4,127,327,28,280406
ABalaaaarlp:163,ABalaaaarlp,163,5361,-19638,11,21,5361,28.1,127,357,27,223814
ABalaaaarr:115,ABalaaaarr,115,4790,-20209,-49,-52,4790,28.2,128,399,30,293270
ABalaaaarra:162,ABalaaaarra,162,5311,-19688,-61,-54,5311,21.8,129,397,28,245721
ABalaaaarrp:162,ABalaaaarrp,162,5332,-19667,-115,-115,5332,27.8,134,380,28,252871
ABalaaap:58,ABalaaap,58,3540,-21459,-85,-88,3540,35.2,163,410,44,224153
ABalaaapa:81,ABalaaapa,81,3510,-21489,-97,-95,3510,43.0,120,384,35,193567
ABalaaapal:110,ABalaaapal,110,4550,-20449,-73,-73,4550,36.1,118,315,32,271065
ABalaaapall:153,ABalaaapall,153,5389,-19610,-32,-43,5389,27.6,144,267,30,205600
ABalaaapalr:153,ABalaaapalr,153,5389,-19610,-47,-64,5389,31.3,135,304,30,267234
ABalaaapar:110,ABalaaapar,110,4677,-20322,-57,-54,4677,37.7,113,358,32,304491
ABalaaaparl:161,ABalaaaparl,161,5388,-19611,-4,13,5388,33.2,120,319,29,253038
ABalaaaparr:161,ABalaaaparr,161,5378,-19621,14,28,5378,34.4,119,348,30,279432
ABalaaapp:81,ABalaaapp,81,3607,-21392,-11,-17,3607,43.0,149,420,36,202455
ABalaaappl:110,ABalaaappl,110,4682,-20317,-55,-55,4682,38.1,127,403,31,293022
ABalaaappll:160,ABalaaappll,160,5331,-19668,-75,-72,5331,34.1,116,386,29,233830
ABalaaapplr:160,ABalaaapplr,160,5388,-19611,-4,-2,5388,30.0,127,403,29,260456
ABalaaappr:110,ABalaaappr,110,4533,-20466,-41,-49,4533,34.7,146,431,32,263970
ABalaaapprl:150,ABalaaapprl,150,5394,-19605,30,9,5394,27.5,145,413,30,216319
ABalaaapprr:150,ABalaaapprr,150,5320,-19679,-36,-53,5320,21.5,161,436,28,207733
ABalaap:40,ABalaap,40,3443,-21556,-35,-36,3443,18.8,181,348,48,249813
ABalaapa:59,ABalaapa,59,3531,-21468,-48,-50,3531,31.8,203,411,41,201397
ABalaapaa:84,ABalaapaa,84,3541,-21458,-85,-88,3541,33.2,151,434,35,244096
ABalaapaaa:116,ABalaapaaa,116,4932,-20067,-18,-23,4932,22.2,153,423,32,338793
ABalaapaaal:174,ABalaapaaal,174,5409,-19590,6,20,5409,25.9,150,394,28,267312
ABalaapaaar:174,ABalaapaaar,174,5187,-19812,-217,-229,5187,18.4,163,404,24,169859
ABalaapaap:116,ABalaapaap,116,4869,-20130,-22,-19,4869,19.2,187,445,32,303347
ABalaapaapa:168,ABalaapaapa,168,5339,-19661,40,39,5339,17.3,138,412,29,205636
ABalaapaapp:168,ABalaapaapp,168,5345,-19655,-21,-11,5345,12.3,166,408,28,217543
ABalaapap:84,ABalaapap,84,3517,-21482,-92,-91,3517,33.5,186,461,35,236182
ABalaapapa:116,ABalaapapa,116,4131,-20869,-31,-32,4131,29.6,184,467,31,288533
ABalaapapp:116,ABalaapapp,116,4718,-20281,-55,-54,4718,24.1,230,471,33,216919
ABalaapappa:156,ABalaapappa,156,5392,-19607,24,33,5392,12.9,215,444,29,178119
ABalaapappp:156,ABalaapappp,156,5327,-19672,-51,-28,5327,12.4,271,451,28,30350
ABalaapp:59,ABalaapp,59,3532,-21467,-75,-75,3532,34.3,256,392,42,175063
ABalaappa:82,ABalaappa,82,3542,-21457,-76,-80,3542,44.4,175,449,35,195299
ABalaappaa:115,ABalaappaa,115,5000,-19999,59,54,5000,25.9,177,443,29,252473
ABalaappap:115,ABalaappap,115,4730,-20269,-52,-52,4730,31.0,179,456,32,272673
ABalaappapa:159,ABalaappapa,159,5389,-19610,34,31,5389,23.2,175,454,29,209755
ABalaappapp:159,ABalaappapp,159,5343,-19656,-22,-17,5343,17.7,200,444,24,151401
ABalaappp:82,ABalaappp,82,3559,-21440,-76,-85,3559,46.6,211,439,35,151804
ABalaapppa:111,ABalaapppa,111,4745,-20254,-61,-69,4745,37.2,166,430,31,278246
ABalaapppaa:164,ABalaapppaa,164,5347,-19652,-63,-100,5347,25.9,191,420,26,146500
ABalaapppap:164,ABalaapppap,164,5412,-19587,15,14,5412,26.1,201,443,25,188388
ABalaapppp:111,ABalaapppp,111,4511,-20488,-86,-93,4511,44.0,180,447,34,273365
ABalaappppa:150,ABalaappppa,150,5357,-19642,-48,-63,5357,29.5,158,425,32,284561
ABalaappppp:150,ABalaappppp,150,5396,-19604,-4,-21,5396,32.2,172,447,28,235900
ABalap:24,ABalap,24,2873,-22126,-189,-189,2873,40.2,151,414,56,453823
ABalapa:39,ABalapa,39,3436,-21563,-138,-139,3436,38.1,158,434,48,335176
ABalapaa:58,ABalapaa,58,3567,-21432,-66,-68,3567,42.6,157,416,42,193343
ABalapaaa:81,ABalapaaa,81,3537,-21462,-67,-71,3537,46.7,142,339,34,159170
ABalapaaaa:113,ABalapaaaa,113,4973,-20026,-21,-27,4973,40.3,141,305,31,328210
ABalapaaap:113,ABalapaaap,113,4702,-20297,-45,-52,4702,44.3,152,294,32,277088
ABalapaaapa:155,ABalapaaapa,155,5397,-19602,2,3,5397,37.9,128,284,29,239934
ABalapaaapp:155,ABalapaaapp,155,5399,-19600,1,6,5399,43.6,145,266,30,295250
ABalapaap:81,ABalapaap,81,3552,-21447,-75,-83,3552,46.3,161,307,34,148992
ABalapaapa:111,ABalapaapa,111,4752,-20247,-27,-36,4752,36.0,158,282,31,289610
ABalapaapaa:164,ABalapaapaa,164,5284,-19715,-125,-143,5284,27.5,181,268,25,179016
ABalapaapap:164,ABalapaapap,164,5337,-19662,-88,-125,5337,31.4,189,250,24,195439
ABalapaapp:111,ABalapaapp,111,4557,-20442,-52,-71,4557,41.3,172,271,32,267982
ABalapaappa:150,ABalapaappa,150,5347,-19652,-96,-106,5347,32.5,151,271,30,245961
ABalapaappp:150,ABalapaappp,150,5387,-19612,-14,-38,5387,36.1,164,257,30,197023
ABalapap:58,ABalapap,58,3599,-21400,-88,-90,3599,50.1,207,412,41,147849
ABalapapa:80,ABalapapa,80,3599,-21400,-58,-65,3599,52.5,185,327,34,140671
ABalapapaa:112,ABalapapaa,112,4901,-20098,34,27,4901,50.5,163,328,29,200455
ABalapapap:112,ABalapapap,112,4607,-20392,-76,-82,4607,51.1,183,307,31,211667
ABalapapapa:151,ABalapapapa,151,5431,-19568,-7,-11,5431,49.0,159,334,28,135361
ABalapapapp:151,ABalapapapp,151,5414,-19585,-70,-84,5414,49.2,186,318,28,194692
ABalapapp:80,ABalapapp,80,3631,-21368,-32,-37,3631,49.9,244,317,35,138653
ABalapappa:107,ABalapappa,107,4291,-20708,-99,-109,4291,46.8,208,287,32,186950
ABalapappaa:141,ABalapappaa,141,5380,-19619,-34,-49,5380,40.3,147,304,29,231531
