cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,26267,1267,-294,-294,26267,13.5,437,258,55,100
ABa:3,ABa,3,26346,1346,-696,-696,26346,12.6,514,268,57,123
ABal:11,ABal,11,26160,1160,-1136,-1138,26160,11.0,558,251,55,241
ABala:21,ABala,21,26560,1560,-777,-777,26560,14.0,579,312,53,276
ABalaa:32,ABalaa,32,26319,1319,-779,-779,26319,16.6,597,300,45,186
ABalaaa:47,ABalaaa,47,26380,1380,-501,-497,26380,14.0,611,300,40,253
ABalaaaa:66,ABalaaaa,66,26307,1307,-382,-380,26307,15.2,606,293,34,271
ABalaaaal:90,ABalaaaal,90,26757,1757,-239,-232,26757,15.2,616,304,30,189
ABalaaaala:121,ABalaaaala,121,26760,1760,-118,-117,26760,16.7,591,315,26,212
ABalaaaalal:176,ABalaaaalal,176,26835,1835,-216,-220,26835,14.2,594,279,23,192
ABalaaaalar:176,ABalaaaalar,176,26602,1602,-306,-221,26602,16.8,606,306,23,141
ABalaaaalp:121,ABalaaaalp,121,26732,1732,-101,-103,26732,15.0,611,267,26,199
ABalaaaalpa:169,ABalaaaalpa,169,27251,2251,228,239,27251,14.4,599,257,23,171
ABalaaaalpp:169,ABalaaaalpp,169,27098,2098,399,448,27098,16.0,614,229,23,154
ABalaaaar:90,ABalaaaar,90,26651,1651,-366,-374,26651,13.1,611,252,30,239
ABalaaaarl:119,ABalaaaarl,119,26963,1963,-226,-216,26963,16.7,601,222,26,188
ABalaaaarla:177,ABalaaaarla,177,27037,2037,-184,-211,27037,16.3,582,200,22,70
ABalaaaarlp:177,ABalaaaarlp,177,26914,1914,-366,-475,26914,13.9,593,226,22,110
ABalaaaarr:119,ABalaaaarr,119,27145,2145,-70,-82,27145,18.2,580,186,27,256
ABalaaaarra:177,ABalaaaarra,177,27173,2173,103,96,27173,18.1,603,214,23,154
ABalaaaarrp:177,ABalaaaarrp,177,27211,2211,-248,-131,27211,19.9,569,181,23,159
ABalaaap:66,ABalaaap,66,26619,1619,-496,-502,26619,10.9,584,309,34,231
ABalaaapa:88,ABalaaapa,88,26753,1753,-204,-213,26753,11.3,616,294,29,191
ABalaaapal:117,ABalaaapal,117,26851,1851,-11,-12,26851,12.0,613,265,26,217
ABalaaapall:172,ABalaaapall,172,27240,2240,288,254,27240,12.7,613,224,23,174
ABalaaapalr:172,ABalaaapalr,172,26683,1683,157,218,26683,12.4,616,264,23,177
ABalaaapar:117,ABalaaapar,117,26722,1722,-220,-213,26722,13.4,614,232,27,218
ABalaaaparl:163,ABalaaaparl,163,26924,1924,153,145,26924,14.1,588,168,23,169
ABalaaaparr:163,ABalaaaparr,163,26685,1685,-149,-122,26685,14.3,609,204,23,166
ABalaaapp:88,ABalaaapp,88,26695,1695,-551,-557,26695,10.0,582,331,29,194
ABalaaappl:118,ABalaaappl,118,26814,1814,-257,-267,26814,14.9,575,354,27,204
ABalaaappll:165,ABalaaappll,165,27041,2041,129,143,27041,17.5,594,330,23,213
ABalaaapplr:165,ABalaaapplr,165,27322,2322,4,-44,27322,18.5,569,353,24,155
ABalaaappr:118,ABalaaappr,118,26662,1662,-196,-185,26662,12.5,598,319,25,212
ABalaaapprl:176,ABalaaapprl,176,26683,1683,-12,-15,26683,12.8,613,298,22,204
ABalaaapprr:176,ABalaaapprr,176,27540,2540,844,842,27540,15.6,600,330,26,234
ABalaap:47,ABalaap,47,26491,1491,-522,-526,26491,18.7,565,264,40,204
ABalaapa:66,ABalaapa,66,26315,1315,-622,-625,26315,14.0,550,314,34,233
ABalaapaa:91,ABalaapaa,91,26620,1620,-436,-444,26620,15.7,571,350,30,213
ABalaapaaa:123,ABalaapaaa,123,26772,1772,-226,-240,26772,19.2,566,335,26,182
ABalaapaaal:179,ABalaapaaal,179,26517,1517,-519,-503,26517,16.4,581,306,22,199
ABalaapaaar:179,ABalaapaaar,179,27952,2952,1026,945,27952,19.6,567,310,22,199
ABalaapaap:123,ABalaapaap,123,27302,2302,-150,-171,27302,21.2,527,345,27,170
ABalaapaapa:174,ABalaapaapa,174,27106,2106,281,287,27106,21.1,586,306,25,151
ABalaapaapp:174,ABalaapaapp,174,27309,2309,-196,-222,27309,22.1,551,305,22,40
ABalaapap:91,ABalaapap,91,26861,1861,-316,-324,26861,13.7,540,374,30,162
ABalaapapa:122,ABalaapapa,122,26683,1683,-160,-149,26683,17.5,533,384,25,167
ABalaapapp:122,ABalaapapp,122,26867,1867,-384,-390,26867,18.6,485,377,25,157
ABalaapappa:166,ABalaapappa,166,27461,2461,-209,-243,27461,22.3,506,358,24,259
ABalaapappp:166,ABalaapappp,166,27654,2654,-34,-24,27654,22.4,457,356,22,144
ABalaapp:66,ABalaapp,66,26614,1614,-407,-409,26614,13.3,487,291,34,267
ABalaappa:89,ABalaappa,89,26875,1875,-487,-494,26875,10.3,557,362,28,229
ABalaappaa:123,ABalaappaa,123,27124,2124,251,258,27124,16.2,566,375,24,200
ABalaappap:123,ABalaappap,123,26902,1902,-280,-293,26902,17.1,541,364,25,244
ABalaappapa:168,ABalaappapa,168,27790,2790,390,399,27790,21.2,567,342,26,222
ABalaappapp:168,ABalaappapp,168,28186,3186,-218,-230,28186,22.9,535,345,23,211
ABalaappp:89,ABalaappp,89,27012,2012,-528,-535,27012,9.1,516,356,29,223
ABalaapppa:116,ABalaapppa,116,26892,1892,-335,-303,26892,13.3,553,356,26,165
ABalaapppaa:170,ABalaapppaa,170,27184,2184,-245,-226,27184,17.1,548,323,22,112
ABalaapppap:170,ABalaapppap,170,26426,1426,-686,-627,26426,17.8,533,347,21,200
ABalaapppp:116,ABalaapppp,116,27060,2060,-35,-43,27060,10.8,535,365,26,217
ABalaappppa:158,ABalaappppa,158,26764,1764,-291,-349,26764,14.9,563,347,22,207
ABalaappppp:158,ABalaappppp,158,26896,1896,-150,-148,26896,14.2,545,365,22,214
ABalap:32,ABalap,32,26573,1573,-1090,-1090,26573,10.2,545,332,46,227
ABalapa:47,ABalapa,47,26643,1643,-963,-963,26643,9.4,560,336,39,342
ABalapaa:65,ABalapaa,65,27034,2034,-1080,-1082,27034,8.3,577,304,34,322
ABalapaaa:89,ABalapaaa,89,27056,2056,-353,-363,27056,8.8,597,249,29,221
ABalapaaaa:123,ABalapaaaa,123,26847,1847,-179,-182,26847,10.3,601,232,25,165
ABalapaaap:123,ABalapaaap,123,26941,1941,-377,-395,26941,8.2,587,216,27,224
ABalapaaapa:166,ABalapaaapa,166,27119,2119,145,132,27119,10.3,609,209,24,169
ABalapaaapp:166,ABalapaaapp,166,27387,2387,93,119,27387,6.9,590,195,22,172
ABalapaap:89,ABalapaap,89,26946,1946,-511,-528,26946,9.5,572,213,29,202
ABalapaapa:123,ABalapaapa,123,26990,1990,-276,-264,26990,12.3,577,200,25,133
ABalapaapaa:180,ABalapaapaa,180,26677,1677,-728,-853,26677,14.3,572,190,23,209
ABalapaapap:180,ABalapaapap,180,26720,1720,-741,-843,26720,11.8,547,169,22,81
ABalapaapp:123,ABalapaapp,123,26816,1816,-428,-459,26816,10.2,568,191,26,186
ABalapaappa:166,ABalapaappa,166,27157,2157,79,54,27157,12.5,585,194,22,267
ABalapaappp:166,ABalapaappp,166,26882,1882,-151,-207,26882,10.5,578,174,23,244
ABalapap:65,ABalapap,65,27518,2518,-2253,-2253,27518,6.7,523,304,34,299
ABalapapa:88,ABalapapa,88,27079,2079,-888,-889,27079,7.6,551,240,29,230
ABalapapaa:121,ABalapapaa,121,27787,2787,-463,-515,27787,5.8,585,275,23,168
ABalapapap:121,ABalapapap,121,28237,3237,-1432,-1448,28237,5.5,557,239,26,215
ABalapapapa:161,ABalapapapa,161,27435,2435,-483,-515,27435,6.3,578,262,22,250
ABalapapapp:161,ABalapapapp,161,28444,3444,-539,-365,28444,5.3,539,257,21,0
ABalapapp:88,ABalapapp,88,26966,1966,-691,-689,26966,7.9,492,217,30,256
ABalapappa:116,ABalapappa,116,27237,2237,-384,-398,27237,7.6,543,207,27,224
ABalapappaa:154,ABalapappaa,154,26681,1681,-613,-670,26681,9.7,590,233,22,117
ABalapappap:154,ABalapappap,154,27144,2144,-311,-333,27144,7.8,570,222,22,192
ABalapappp:116,ABalapappp,116,29129,4129,-1195,-1279,29129,5.7,502,202,25,197
ABalapapppa:162,ABalapapppa,162,28035,3035,-446,-571,28035,5.9,568,214,21,199
ABalapapppp:162,ABalapapppp,162,34167,9167,-277,-464,34167,4.1,540,203,21,95
ABalapp:47,ABalapp,47,26644,1644,-504,-504,26644,12.5,505,287,39,320
ABalappa:65,ABalappa,65,26893,1893,-1232,-1228,26893,8.9,526,312,33,260
ABalappaa:91,ABalappaa,91,27044,2044,-228,-231,27044,8.2,594,295,27,209
ABalappaaa:129,ABalappaaa,129,26649,1649,-271,-279,26649,10.4,603,294,23,202
ABalappaap:129,ABalappaap,129,27001,2001,-196,-125,27001,8.5,590,271,23,113
ABalappap:91,ABalappap,91,27390,2390,-503,-528,27390,7.3,556,308,30,245
ABalappapa:120,ABalappapa,120,26838,1838,-147,-182,26838,11.6,580,344,26,232
ABalappapp:120,ABalappapp,120,27138,2138,-256,-257,27138,8.9,562,358,26,268
ABalappappa:161,ABalappappa,161,26922,1922,105,100,26922,13.4,592,348,23,154
ABalappappp:161,ABalappappp,161,26849,1849,-3,1,26849,11.9,573,370,21,18
ABalappp:65,ABalappp,65,26557,1557,-750,-751,26557,10.2,457,278,35,243
ABalapppa:86,ABalapppa,86,27245,2245,-1099,-1075,27245,6.9,509,309,31,275
ABalapppaa:115,ABalapppaa,115,27213,2213,-463,-486,27213,7.6,571,314,26,195
ABalapppaaa:159,ABalapppaaa,159,26975,1975,-160,-68,26975,12.4,598,282,22,258
ABalapppaap:159,ABalapppaap,159,26913,1913,-165,-163,26913,10.0,591,312,22,181
ABalapppap:115,ABalapppap,115,27502,2502,-734,-731,27502,6.3,534,318,26,218
ABalapppapa:156,ABalapppapa,156,27028,2028,-507,-531,27028,8.3,567,310,21,173
ABalapppapp:156,ABalapppapp,156,27771,2771,-265,-309,27771,6.6,540,311,22,178
ABalapppp:86,ABalapppp,86,26983,1983,-934,-942,26983,7.4,445,318,31,280
ABalappppa:115,ABalappppa,115,27226,2226,-526,-550,27226,8.1,514,344,26,192
ABalappppaa:152,ABalappppaa,152,27092,2092,-332,-391,27092,11.3,573,324,22,67
ABalappppap:152,ABalappppap,152,27032,2032,-466,-555,27032,10.4,548,342,22,141
ABalappppp:115,ABalappppp,115,27411,2411,-531,-562,27411,6.8,479,347,25,222
ABalapppppa:160,ABalapppppa,160,26908,1908,-540,-565,26908,8.7,549,349,22,45
ABalapppppp:160,ABalapppppp,160,27192,2192,-686,-712,27192,7.3,528,364,21,148
ABalp:21,ABalp,21,26489,1489,-891,-891,26489,13.7,541,195,53,215
ABalpa:32,ABalpa,32,26421,1421,-884,-884,26421,13.6,574,204,47,365
ABalpaa:47,ABalpaa,47,26417,1417,-953,-954,26417,9.6,582,236,39,255
ABalpaaa:65,ABalpaaa,65,26601,1601,-265,-270,26601,17.7,600,250,35,198
ABalpaaaa:90,ABalpaaaa,90,27200,2200,-332,-335,27200,21.5,570,282,31,180
ABalpaaaaa:123,ABalpaaaaa,123,27320,2320,-122,-136,27320,21.6,559,241,27,174
ABalpaaaaaa:167,ABalpaaaaaa,167,26816,1816,-970,-991,26816,19.4,538,234,23,183
ABalpaaaaap:167,ABalpaaaaap,167,26528,1528,-655,-641,26528,18.4,507,228,23,203
ABalpaaaap:123,ABalpaaaap,123,27545,2545,-20,-62,27545,22.4,523,243,27,161
ABalpaaaapa:174,ABalpaaaapa,174,27717,2717,52,28,27717,21.1,526,224,23,142
ABalpaaaapp:174,ABalpaaaapp,174,27251,2251,-10,-115,27251,20.4,493,216,23,121
ABalpaaap:90,ABalpaaap,90,26951,1951,-287,-289,26951,21.2,545,241,31,169
ABalpaaapa:122,ABalpaaapa,122,27081,2081,-298,-327,27081,18.2,524,219,26,191
ABalpaaapaa:174,ABalpaaapaa,174,27322,2322,-517,-434,27322,14.9,520,219,22,175
ABalpaaapap:174,ABalpaaapap,174,27062,2062,-297,-332,27062,14.5,492,216,23,134
ABalpaaapp:122,ABalpaaapp,122,26829,1829,-329,-319,26829,17.4,490,220,26,197
ABalpaaappa:172,ABalpaaappa,172,27376,2376,236,216,27376,13.3,475,224,22,163
ABalpaaappp:172,ABalpaaappp,172,26698,1698,-463,-436,26698,12.8,447,224,22,109
ABalpaap:65,ABalpaap,65,26562,1562,-662,-672,26562,12.1,583,232,36,232
ABalpaapa:85,ABalpaapa,85,26772,1772,-617,-621,26772,15.4,603,241,33,208
ABalpaapaa:110,ABalpaapaa,110,27148,2148,-179,-197,27148,17.8,591,271,27,175
ABalpaapaaa:153,ABalpaapaaa,153,26988,1988,-480,-485,26988,15.3,568,254,23,135
ABalpaapaap:153,ABalpaapaap,153,27236,2236,-607,-638,27236,14.0,550,240,23,192
ABalpaapap:110,ABalpaapap,110,27013,2013,-492,-514,27013,18.9,557,239,30,226
ABalpaapapa:140,ABalpaapapa,140,27070,2070,-383,-443,27070,15.6,531,243,24,171
ABalpaapapp:140,ABalpaapapp,140,26842,1842,-570,-606,26842,14.1,505,228,23,157
ABalpaapp:85,ABalpaapp,85,26772,1772,-437,-453,26772,16.9,557,211,32,179
ABalpaappa:117,ABalpaappa,117,27234,2234,-181,-181,27234,20.4,583,225,27,151
ABalpaappaa:170,ABalpaappaa,170,27170,2170,-159,-159,27170,19.4,576,245,23,247
ABalpaappap:170,ABalpaappap,170,27543,2543,-195,-258,27543,21.3,554,229,24,208
ABalpaappp:117,ABalpaappp,117,27093,2093,-608,-642,27093,19.7,559,194,27,172
ABalpaapppa:166,ABalpaapppa,166,26975,1975,-463,-502,26975,18.0,588,239,24,206
ABalpaapppp:166,ABalpaapppp,166,28042,3042,221,193,28042,22.0,560,207,24,122
ABalpap:47,ABalpap,47,26452,1452,-759,-759,26452,15.0,535,166,41,284
ABalpapa:64,ABalpapa,64,26444,1444,-577,-579,26444,17.2,575,202,37,250
ABalpapaa:86,ABalpapaa,86,26808,1808,-313,-330,26808,19.5,565,208,32,242
ABalpapaaa:116,ABalpapaaa,116,27452,2452,-174,-189,27452,22.5,531,211,29,148
ABalpapaaaa:158,ABalpapaaaa,158,27485,2485,-566,-554,27485,22.5,522,211,24,169
ABalpapaaap:158,ABalpapaaap,158,27258,2258,-326,-313,27258,21.8,481,201,25,185
ABalpapaap:116,ABalpapaap,116,27299,2299,-264,-285,27299,22.5,490,208,28,189
ABalpapaapa:171,ABalpapaapa,171,27927,2927,101,54,27927,23.4,501,234,25,153
ABalpapaapp:171,ABalpapaapp,171,27894,2894,370,334,27894,23.1,461,225,24,91
ABalpapap:86,ABalpapap,86,26999,1999,-285,-306,26999,20.9,513,208,33,294
ABalpapapa:116,ABalpapapa,116,27329,2329,-374,-394,27329,22.2,463,177,30,239
ABalpapapaa:156,ABalpapapaa,156,27485,2485,-347,-377,27485,22.3,443,189,25,183
ABalpapapap:156,ABalpapapap,156,27483,2483,-146,-147,27483,21.7,414,166,27,232
ABalpapapp:116,ABalpapapp,116,27338,2338,-139,-130,27338,21.5,405,140,30,237
ABalpapappa:165,ABalpapappa,165,27213,2213,12,9,27213,20.8,375,149,25,168
ABalpapappp:165,ABalpapappp,165,26892,1892,-212,-200,26892,20.1,353,142,25,203
ABalpapp:64,ABalpapp,64,26307,1307,-740,-742,26307,19.4,503,182,39,332
ABalpappa:84,ABalpappa,84,26859,1859,-234,-239,26859,22.2,499,238,34,258
ABalpappaa:110,ABalpappaa,110,27295,2295,18,2,27295,21.6,491,233,27,197
ABalpappaaa:158,ABalpappaaa,158,27110,2110,88,30,27110,17.4,494,247,23,195
ABalpappaap:158,ABalpappaap,158,26811,1811,-1,-36,26811,17.8,476,226,23,126
ABalpappap:110,ABalpappap,110,27024,2024,-223,-228,27024,21.7,447,231,29,232
ABalpappapa:145,ABalpappapa,145,26951,1951,-108,-97,26951,20.9,463,226,24,215
ABalpappapp:145,ABalpappapp,145,27155,2155,79,84,27155,19.6,410,232,24,214
ABalpappp:84,ABalpappp,84,26888,1888,-131,-133,26888,21.0,451,229,35,327
ABalpapppa:110,ABalpapppa,110,26992,1992,-101,-117,26992,17.5,462,216,28,192
ABalpapppaa:177,ABalpapppaa,177,27029,2029,120,167,27029,15.2,473,202,23,190
ABalpapppap:177,ABalpapppap,177,26617,1617,-453,-552,26617,14.8,446,213,24,180
ABalpapppp:110,ABalpapppp,110,27027,2027,-231,-239,27027,18.2,420,210,30,272
ABalpappppa:143,ABalpappppa,143,27005,2005,-58,-49,27005,18.5,446,214,25,190
ABalpappppp:143,ABalpappppp,143,26966,1966,-234,-268,26966,18.1,404,212,27,229
ABalpp:32,ABalpp,32,26735,1735,-1172,-1172,26735,8.5,483,167,45,327
ABalppa:47,ABalppa,47,27212,2212,-2128,-2128,27212,6.8,528,177,38,226
ABalppaa:65,ABalppaa,65,26457,1457,-634,-638,26457,12.7,581,183,34,204
ABalppaaa:90,ABalppaaa,90,26676,1676,-476,-480,26676,14.4,574,188,29,190
ABalppaaaa:123,ABalppaaaa,123,26651,1651,-191,-169,26651,13.7,621,219,24,161
ABalppaaap:123,ABalppaaap,123,26928,1928,-259,-235,26928,15.2,582,186,26,132
ABalppaaapa:172,ABalppaaapa,172,26792,1792,-431,-387,26792,17.2,601,188,22,78
ABalppaaapp:172,ABalppaaapp,172,27125,2125,9,-4,27125,17.9,565,165,24,61
ABalppaap:90,ABalppaap,90,26904,1904,-285,-281,26904,17.3,540,156,30,109
ABalppaapa:116,ABalppaapa,116,26779,1779,-164,-169,26779,14.6,580,168,26,341
ABalppaapp:116,ABalppaapp,116,27210,2210,-46,-31,27210,16.7,526,146,27,156
ABalppaappa:170,ABalppaappa,170,27304,2304,-168,-218,27304,20.1,532,159,22,0
ABalppaappp:170,ABalppaappp,170,26914,1914,-379,-399,26914,20.2,492,141,25,157
ABalppap:65,ABalppap,65,26622,1622,-877,-877,26622,12.9,529,183,35,324
ABalppapa:87,ABalppapa,87,26975,1975,-303,-304,26975,18.2,513,184,31,169
ABalppapaa:115,ABalppapaa,115,27159,2159,-240,-225,27159,19.8,534,168,27,112
ABalppapaaa:169,ABalppapaaa,169,27425,2425,-214,-242,27425,21.0,550,187,24,129
ABalppapaap:169,ABalppapaap,169,27696,2696,-141,-133,27696,22.0,513,178,23,116
ABalppapap:115,ABalppapap,115,27402,2402,-214,-244,27402,21.3,496,164,28,190
ABalppapapa:164,ABalppapapa,164,28622,3622,330,258,28622,23.0,487,180,24,195
ABalppapapp:164,ABalppapapp,164,27720,2720,-161,-201,27720,22.3,451,152,26,203
ABalppapp:87,ABalppapp,87,26980,1980,-237,-223,26980,19.2,466,172,32,222
ABalppappa:114,ABalppappa,114,27175,2175,-285,-280,27175,19.8,489,155,28,201
ABalppappaa:161,ABalppappaa,161,27194,2194,-796,-548,27194,17.8,545,184,23,174
ABalppappap:161,ABalppappap,161,27528,2528,-176,-192,27528,19.3,510,178,23,183
