cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,8881,-16118,-135,-135,8881,39.8,401,264,82,1545190
ABa:6,ABa,6,7972,-17027,-161,-161,7972,37.8,498,268,70,1352744
ABal:15,ABal,15,7366,-17633,-156,-156,7366,34.3,557,244,72,1726285
ABala:24,ABala,24,6936,-18063,-159,-159,6936,35.9,576,324,64,1584235
ABalaa:35,ABalaa,35,6486,-18513,-139,-140,6486,41.1,609,319,58,1456927
ABalaaa:51,ABalaaa,51,5846,-19153,-165,-165,5846,40.0,615,336,50,873681
ABalaaaa:72,ABalaaaa,72,5230,-19769,-77,-80,5230,36.1,605,346,43,480547
ABalaaaal:97,ABalaaaal,97,4900,-20099,-48,-51,4900,40.2,600,256,39,432343
ABalaaaala:127,ABalaaaala,127,4216,-20783,-88,-104,4216,46.4,595,231,32,274626
ABalaaaalal:192,ABalaaaalal,192,3801,-21198,-319,-253,3801,32.8,555,245,27,168908
ABalaaaalar:192,ABalaaaalar,192,3743,-21256,-231,-208,3743,40.5,578,239,26,183228
ABalaaaalp:127,ABalaaaalp,127,4292,-20707,-94,-102,4292,51.1,572,206,33,251216
ABalaaaalpa:181,ABalaaaalpa,181,7266,-17733,2209,2591,7266,40.3,566,196,28,170002
ABalaaaalpp:181,ABalaaaalpp,181,8651,-16348,3636,3834,8651,43.7,563,206,27,174805
ABalaaaar:97,ABalaaaar,97,4814,-20185,-102,-107,4814,43.5,612,319,38,446043
ABalaaaarl:128,ABalaaaarl,128,4320,-20679,2,6,4320,44.9,612,271,32,228174
ABalaaaarla:172,ABalaaaarla,172,4115,-20884,-86,77,4115,41.2,599,237,27,156808
ABalaaaarlp:172,ABalaaaarlp,172,3701,-21298,-295,-219,3701,36.3,574,262,28,138268
ABalaaaarr:128,ABalaaaarr,128,4237,-20762,-63,-66,4237,47.5,589,329,32,247304
ABalaaaarra:177,ABalaaaarra,177,4029,-20970,-498,-66,4029,48.5,596,294,29,205139
ABalaaaarrp:177,ABalaaaarrp,177,3831,-21168,-295,-188,3831,41.6,583,300,27,191306
ABalaaap:72,ABalaaap,72,5202,-19797,-81,-83,5202,31.2,547,371,46,472930
ABalaaapa:95,ABalaaapa,95,4906,-20093,-49,-47,4906,34.1,617,302,37,368408
ABalaaapal:125,ABalaaapal,125,4279,-20720,-92,-98,4279,39.6,608,237,32,224340
ABalaaapall:169,ABalaaapall,169,4325,-20674,-827,-144,4325,41.1,576,191,27,184409
ABalaaapalr:169,ABalaaapalr,169,3783,-21216,-136,-126,3783,36.5,576,228,28,169990
ABalaaapar:125,ABalaaapar,125,4235,-20764,-62,-66,4235,36.8,616,278,33,240463
ABalaaaparl:178,ABalaaaparl,178,7155,-17844,2397,2610,7155,35.2,607,236,26,144352
ABalaaaparr:178,ABalaaaparr,178,8613,-16386,3692,3755,8613,35.3,605,260,25,122812
ABalaaapp:95,ABalaaapp,95,4930,-20069,-81,-84,4930,33.3,581,342,38,379384
ABalaaappl:123,ABalaaappl,123,4283,-20716,-88,-89,4283,38.1,604,336,32,210924
ABalaaappll:170,ABalaaappll,170,8830,-16169,3610,3846,8830,41.1,610,299,28,139411
ABalaaapplr:170,ABalaaapplr,170,8348,-16651,3468,3716,8348,42.5,613,315,28,158890
ABalaaappr:123,ABalaaappr,123,4334,-20665,-116,-133,4334,43.5,578,364,33,219524
ABalaaapprl:166,ABalaaapprl,166,3772,-21227,-109,-130,3772,42.3,569,348,30,190365
ABalaaapprr:166,ABalaaapprr,166,4232,-20767,-605,-106,4232,50.4,577,333,29,181082
ABalaap:51,ABalaap,51,5866,-19133,-198,-201,5866,45.8,576,281,50,762843
ABalaapa:71,ABalaapa,71,5172,-19827,-165,-169,5172,40.8,541,350,43,467950
ABalaapaa:97,ABalaapaa,97,4877,-20122,-70,-71,4877,45.6,561,373,38,391847
ABalaapaaa:129,ABalaapaaa,129,4217,-20782,-53,-51,4217,52.4,571,342,32,250346
ABalaapaaal:190,ABalaapaaal,190,3828,-21171,-265,-190,3828,44.9,577,340,27,182831
ABalaapaaar:190,ABalaapaaar,190,3654,-21345,-181,-148,3654,42.6,560,336,28,191795
ABalaapaap:129,ABalaapaap,129,4276,-20723,-69,-73,4276,55.5,537,362,31,203069
ABalaapaapa:182,ABalaapaapa,182,7252,-17747,2497,2833,7252,51.6,571,328,28,179140
ABalaapaapp:182,ABalaapaapp,182,9392,-15608,4439,4598,9392,52.1,567,311,27,177953
ABalaapap:97,ABalaapap,97,4859,-20140,-105,-108,4859,43.2,516,385,36,335326
ABalaapapa:129,ABalaapapa,129,4393,-20606,44,40,4393,51.0,516,397,30,207959
ABalaapapp:129,ABalaapapp,129,4264,-20735,-100,-98,4264,51.1,482,395,35,219998
ABalaapappa:173,ABalaapappa,173,3865,-21134,-311,-138,3865,54.2,511,273,31,87824
ABalaapappp:173,ABalaapappp,173,4022,-20977,-700,-214,4022,55.5,479,311,26,106248
ABalaapp:71,ABalaapp,71,5208,-19791,-109,-112,5208,38.7,479,328,44,376725
ABalaappa:93,ABalaappa,93,4922,-20077,-76,-76,4922,35.6,546,375,37,348987
ABalaappaa:124,ABalaappaa,124,4449,-20550,-5,-15,4449,49.0,562,371,30,207318
ABalaappap:124,ABalaappap,124,4342,-20657,-89,-90,4342,48.7,532,374,33,199403
ABalaappapa:170,ABalaappapa,170,3865,-21134,-200,-127,3865,53.9,540,350,32,68426
ABalaappapp:170,ABalaappapp,170,4115,-20884,-760,-222,4115,55.7,551,329,30,138843
ABalaappp:93,ABalaappp,93,4970,-20029,-43,-48,4970,30.5,508,369,39,325109
ABalaapppa:121,ABalaapppa,121,4353,-20646,-65,-96,4353,40.5,554,374,34,232437
ABalaapppaa:178,ABalaapppaa,178,3681,-21318,-77,-113,3681,48.8,511,346,24,112681
ABalaapppap:178,ABalaapppap,178,4095,-20904,47,104,4095,49.0,554,363,25,157943
ABalaapppp:121,ABalaapppp,121,4344,-20656,-88,-86,4344,36.5,533,398,34,180882
ABalaappppa:162,ABalaappppa,162,3846,-21153,-299,-175,3846,43.9,556,351,29,120968
ABalaappppaa:233,ABalaappppaa,233,4569,-20430,-976,-229,4569,49.6,557,284,25,15705
ABalaappppap:233,ABalaappppap,233,3729,-21270,-455,-179,3729,47.5,537,317,26,61203
ABalaappppp:162,ABalaappppp,162,6426,-18573,1609,1881,6426,43.3,564,356,29,172571
ABalap:35,ABalap,35,6422,-18577,-109,-110,6422,27.2,539,336,60,1123966
ABalapa:51,ABalapa,51,5858,-19141,-131,-130,5858,27.6,565,328,51,661466
ABalapaa:70,ABalapaa,70,5204,-19795,-74,-76,5204,23.0,574,319,45,365941
ABalapaaa:92,ABalapaaa,92,4885,-20114,-74,-80,4885,31.6,581,263,37,356442
ABalapaaaa:126,ABalapaaaa,126,4151,-20848,-102,-117,4151,31.1,590,234,32,276784
ABalapaaaaa:194,ABalapaaaaa,194,3617,-21382,-39,-48,3617,23.2,513,230,28,168405
ABalapaaaap:194,ABalapaaaap,194,3526,-21473,-71,-98,3526,19.4,511,242,27,135911
ABalapaaap:126,ABalapaaap,126,4242,-20757,-74,-79,4242,27.3,593,223,35,256121
ABalapaaapa:171,ABalapaaapa,171,3752,-21247,-162,-107,3752,28.6,583,237,28,155110
ABalapaaapp:171,ABalapaaapp,171,3954,-21045,-211,-88,3954,27.1,586,215,27,159010
ABalapaap:92,ABalapaap,92,4933,-20066,-64,-70,4933,29.2,573,220,38,324378
ABalapaapa:122,ABalapaapa,122,4288,-20711,-76,-100,4288,35.0,580,208,32,237803
ABalapaapaa:178,ABalapaapaa,178,3670,-21329,-151,-215,3670,36.3,512,182,27,196710
ABalapaapap:178,ABalapaapap,178,3879,-21120,-98,-84,3879,37.2,544,172,24,139149
ABalapaapp:122,ABalapaapp,122,4325,-20674,-84,-95,4325,30.1,563,199,34,219236
ABalapaappa:161,ABalapaappa,161,3863,-21136,-301,-271,3863,37.1,558,201,30,185684
ABalapaappaa:232,ABalapaappaa,232,3901,-21098,-1385,-633,3901,26.0,533,218,25,23153
ABalapaappap:232,ABalapaappap,232,3627,-21372,-402,-283,3627,21.6,510,233,26,7189
ABalapaappp:161,ABalapaappp,161,6454,-18545,1244,1804,6454,34.6,567,204,30,216819
ABalapap:70,ABalapap,70,5203,-19796,-86,-87,5203,22.2,504,322,44,280036
ABalapapa:90,ABalapapa,90,4905,-20095,-93,-96,4905,24.0,551,260,36,283862
ABalapapaa:123,ABalapapaa,123,4437,-20562,15,14,4437,22.6,590,293,29,180934
ABalapapap:123,ABalapapap,123,4324,-20675,-61,-72,4324,21.0,566,260,35,196217
ABalapapapa:163,ABalapapapa,163,3830,-21169,-124,-89,3830,22.4,572,290,31,25776
