Cells,WTDivMeans.Cells.,LateCalls,EarlyCalls,MissedCalls,EctopicCalls,TotalDefects,CC_Dif_pValues,WTCCMeans.Cells.,MutantCCMeans.Cells.
ABarapapaapp,NA,0,0,0,0,0,NA,NA,NA
ABarapapap,282.672727272727,0,0,0,0,0,0.248747051327541,65.1272727272727,67.68
ABarapapapa,NA,0,0,0,0,0,NA,NA,NA
ABarapapapp,NA,0,0,0,0,0,NA,NA,NA
ABarapapp,211.440909090909,0,0,0,0,0,0.101562415149213,41.2318181818182,39.98
ABarapappa,326.8,1,0,1,0,2,0.093419954537216,113.410526315789,126.425
ABarapappaa,NA,0,0,0,0,0,NA,NA,NA
ABarapappap,NA,0,0,0,0,0,NA,NA,NA
ABarapappp,264.681818181818,0,0,0,0,0,0.951521107910262,51.6272727272727,51.48
ABarapapppa,NA,0,0,0,0,0,NA,NA,NA
ABarapapppp,NA,0,0,0,0,0,NA,NA,NA
ABarapp,133.259090909091,0,0,0,0,0,0.00037252290916862,30.4863636363636,27.32
ABarappa,172.540909090909,0,0,0,0,0,4.39004877431950e-09,37.6363636363636,33.7
ABarappaa,226.777272727273,0,3,0,0,3,0.000390490229839416,52.5863636363636,46.96
ABarappaaa,307.763636363636,0,0,0,0,0,0.201198816074502,79.3590909090909,81.52
ABarappaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarappaaap,NA,0,0,0,0,0,NA,NA,NA
ABarappaap,314.109090909091,0,0,0,0,0,0.909111800337487,85.7045454545455,85.38
ABarappaapa,NA,0,0,0,0,0,NA,NA,NA
ABarappaapp,NA,0,0,0,0,0,NA,NA,NA
ABarappap,221.890909090909,0,0,0,0,0,0.0451722546097067,47.7136363636364,44.86
ABarappapa,294.054545454545,0,0,0,0,0,0.687970601089919,70.5454545454545,69.68
ABarappapaa,NA,0,0,0,0,0,NA,NA,NA
ABarappapap,406.933333333333,0,0,0,0,0,NA,113.666666666667,NA
ABarappapapa,NA,0,0,0,0,0,NA,NA,NA
ABarappapapp,NA,0,0,0,0,0,NA,NA,NA
ABarappapp,300.095454545455,0,0,0,0,0,0.411188435533557,76.5772727272727,78.66
ABarappappa,NA,0,0,0,0,0,NA,NA,NA
ABarappappp,NA,0,0,0,0,0,NA,NA,NA
ABarappp,169.9,0,0,0,0,0,0.000170027156691257,34.9909090909091,31.86
ABarapppa,220.072727272727,0,0,0,0,0,0.0125636910575087,48.5636363636364,45.68
ABarapppaa,303.45,0,0,0,0,0,0.465959076653787,81.7590909090909,83.9
ABarapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABarapppaap,NA,0,0,0,0,0,NA,NA,NA
ABarapppap,298.936363636364,0,0,0,0,0,0.39486942835518,77.2409090909091,78.62
ABarapppapa,NA,0,0,0,0,0,NA,NA,NA
ABarapppapp,NA,0,0,0,0,0,NA,NA,NA
ABarapppp,217.781818181818,0,0,0,0,0,0.00809283322169713,46.2636363636364,44
ABarappppa,295.140909090909,1,0,0,0,1,0.000792165189252397,75.7136363636364,83.38
ABarappppaa,NA,0,0,0,0,0,NA,NA,NA
ABarappppap,NA,0,0,0,0,0,NA,NA,NA
ABarappppp,285.990909090909,0,0,0,0,0,0.0549696869892251,66.5545454545454,69.36
ABarapppppa,407.333333333333,0,0,0,0,0,NA,121.266666666667,NA
ABarapppppaa,NA,0,0,0,0,0,NA,NA,NA
ABarapppppap,NA,0,0,0,0,0,NA,NA,NA
ABarapppppp,NA,0,0,0,0,0,NA,NA,NA
ABarp,73.6409090909091,0,0,0,0,0,1.35545565246749e-05,16.7909090909091,13.38
ABarpa,102.440909090909,0,2,0,0,2,0.000397447648866926,27.0545454545455,22.84
ABarpaa,131.463636363636,0,1,0,0,1,0.00339008102053204,27.3181818181818,23.74
ABarpaaa,178.540909090909,0,0,0,0,0,0.00367393286524138,45.4227272727273,41.32
ABarpaaaa,230.65,0,1,0,0,1,0.039626712798317,50.4909090909091,47.7
ABarpaaaaa,325.611111111111,2,0,0,0,2,0.0108186662340626,94.2833333333333,114.72
ABarpaaaaal,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaaar,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaap,322.642105263158,1,0,0,0,1,0.173413756071781,91.3684210526316,98.92
ABarpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarpaaap,236.031818181818,0,0,0,0,0,0.0396062158316539,55.8818181818182,54.02
ABarpaaapa,323.505263157895,1,0,1,0,2,0.15493710478508,86.8263157894737,96.025
ABarpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABarpaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarpaap,167.754545454545,0,0,0,0,0,0.0337317381526362,34.6181818181818,32.88
ABarpaapa,214.813636363636,0,1,0,0,1,0.0282030652927552,45.4227272727273,41.76
ABarpaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarpaapap,NA,0,0,0,0,0,NA,NA,NA
ABarpaapp,215.227272727273,0,0,0,0,0,0.14726424531306,45.8318181818182,43.46
ABarpaappa,NA,0,0,0,0,0,NA,NA,NA
ABarpaappp,NA,0,0,0,0,0,NA,NA,NA
ABarpap,132.559090909091,0,1,0,0,1,0.00658421931144656,28.4090909090909,24.98
ABarpapa,169.713636363636,0,1,0,0,1,0.0260965888208651,35.4863636363636,32.02
ABarpapaa,222.05,0,1,0,0,1,0.0461349474591131,50.6954545454545,47.72
ABarpapaaa,314.380952380952,2,0,0,0,2,0.121279235794469,90.8857142857143,99.6
ABarpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABarpapaap,286,0,0,0,0,0,0.156596902816925,62.3,65.38
ABarpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaapp,373.02,1,0,0,0,1,NA,87.1,110
ABarpapaappa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaappp,NA,0,0,0,0,0,NA,NA,NA
ABarpapap,221.472727272727,0,0,0,0,0,0.624704952092974,50.1363636363636,49.46
ABarpapapa,NA,0,0,0,0,0,NA,NA,NA
ABarpapapp,NA,0,0,0,0,0,NA,NA,NA
ABarpapp,170.404545454545,0,0,0,0,0,0.132529104594119,36.1818181818182,34.16
ABarpappa,226.922727272727,0,3,0,0,3,0.0107216639401426,54.8954545454545,48.46
ABarpappaa,NA,0,0,0,0,0,NA,NA,NA
ABarpappap,NA,0,0,0,0,0,NA,NA,NA
ABarpappp,220.531818181818,0,1,0,0,1,0.00163257312345057,48.5,43.74
ABarpapppa,NA,0,0,0,0,0,NA,NA,NA
ABarpapppp,NA,0,0,0,0,0,NA,NA,NA
ABarpp,103.704545454545,0,3,0,0,3,0.000439040603267015,28.3272727272727,23.48
ABarppa,133.640909090909,0,0,0,0,0,0.0113416593785135,28.2136363636364,25.28
ABarppaa,174.995454545455,0,0,0,0,0,0.386828364886352,39.7045454545455,38.64
ABarppaaa,232.627272727273,1,0,0,0,1,0.167251642334981,56,59.02
ABarppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarppaaap,NA,0,0,0,0,0,NA,NA,NA
ABarppaap,226.286363636364,3,0,0,0,3,0.0887994061757182,49.6545454545455,53.32
ABarppaapa,NA,0,0,0,0,0,NA,NA,NA
ABarppaapp,NA,0,0,0,0,0,NA,NA,NA
ABarppaappa,NA,0,0,0,0,0,NA,NA,NA
ABarppaappp,NA,0,0,0,0,0,NA,NA,NA
ABarppap,176.645454545455,0,0,0,0,0,0.613342862581395,41.3590909090909,42.06
ABarppapa,233.936363636364,2,0,1,0,3,0.306515840555817,55.6363636363636,71.45
ABarppapaa,NA,0,0,0,0,0,NA,NA,NA
ABarppapap,NA,0,0,0,0,0,NA,NA,NA
ABarppapp,234.813636363636,0,1,3,0,4,0.905337904645748,56.5090909090909,55.4
ABarppappa,NA,0,0,0,0,0,NA,NA,NA
ABarppappp,NA,0,0,0,0,0,NA,NA,NA
ABarppp,134.336363636364,0,1,0,0,1,0.0435480555223718,28.9090909090909,25.94
ABarpppa,173.790909090909,0,0,0,0,0,0.843112805473184,37.7818181818182,37.7
ABarpppaa,230.122727272727,0,0,0,0,0,0.274105497715354,54.7227272727273,52.72
ABarpppaaa,NA,0,0,0,0,0,NA,NA,NA
ABarpppaap,NA,0,0,0,0,0,NA,NA,NA
ABarpppap,224.763636363636,0,0,0,0,0,0.982128749994389,49.3545454545455,49.32
ABarpppapa,NA,0,0,0,0,0,NA,NA,NA
ABarpppapp,NA,0,0,0,0,0,NA,NA,NA
ABarpppappa,NA,0,0,0,0,0,NA,NA,NA
ABarpppappp,NA,0,0,0,0,0,NA,NA,NA
ABarpppp,176.345454545455,0,0,0,0,0,0.591125720277744,40.3590909090909,40.78
ABarppppa,231.381818181818,0,0,2,0,2,0.170672708201934,53.3954545454545,51.2
ABarppppaa,NA,0,0,0,0,0,NA,NA,NA
ABarppppap,NA,0,0,0,0,0,NA,NA,NA
ABarppppp,232.6,0,0,2,0,2,0.283885614090473,54.6181818181818,52.3333333333333
ABarpppppa,NA,0,0,0,0,0,NA,NA,NA
ABarpppppp,NA,0,0,0,0,0,NA,NA,NA
ABp,41.9136363636364,0,0,0,0,0,NA,12.2666666666667,NA
ABpl,55.1636363636364,0,0,0,0,0,0.0107158498009744,12.2952380952381,8.68
ABpla,73.2727272727273,0,0,0,0,0,0.000744297590524463,16.4363636363636,13
ABplaa,100.713636363636,0,1,0,0,1,0.00696571116496124,25.6954545454545,22.28
ABplaaa,131.940909090909,0,0,0,0,0,7.93564580326725e-05,29.5318181818182,25.76
ABplaaaa,169.786363636364,0,0,0,0,0,0.523130263472809,36.1681818181818,35.4
ABplaaaaa,223.340909090909,0,1,0,0,1,0.00173178766134792,51.9272727272727,47.26
ABplaaaaaa,316.338095238095,2,0,1,0,3,0.0181399320591219,91.4238095238095,108.275
ABplaaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaap,287.659090909091,2,0,0,0,2,0.000327961909157556,62.6772727272727,67.58
ABplaaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaapp,379.9,1,0,0,0,1,NA,89.575,113.9
ABplaaaaappa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplaaaap,221.622727272727,0,0,0,0,0,8.26171913957175e-05,50.2090909090909,46.34
ABplaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplaaap,171.354545454545,0,0,0,0,0,0.140398121869665,37.7409090909091,35.96
ABplaaapa,227.945454545455,0,3,0,0,3,0.00205417079002792,54.9818181818182,47.76
ABplaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplaaapap,NA,0,0,0,0,0,NA,NA,NA
ABplaaapp,221.704545454545,0,0,0,0,0,0.00272502747677805,48.7454545454545,44.8
ABplaaappa,NA,0,0,0,0,0,NA,NA,NA
ABplaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplaap,130.940909090909,0,1,0,0,1,0.000157830599712214,28.55,24.6
ABplaapa,169.959090909091,0,0,0,0,0,0.480264541483514,37.3318181818182,36.84
ABplaapaa,221.413636363636,0,1,0,0,1,0.0944935006029641,49.8136363636364,47.44
ABplaapaaa,306.077272727273,1,0,0,0,1,0.0916447194087196,83.0227272727273,86.98
ABplaapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplaapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplaapaap,293.6,0,0,0,0,0,0.43955842502308,70.5545454545455,71.54
ABplaapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplaapap,219.55,0,1,0,0,1,0.0104996086982462,47.9590909090909,44.18
ABplaapapa,307.327272727273,1,0,0,0,1,0.0791285103158271,86.1318181818182,92.1
ABplaapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplaapapap,NA,0,0,0,0,0,NA,NA,NA
ABplaapapp,284.354545454545,1,0,0,0,1,0.156467183401836,63.1545454545455,66.1
ABplaapappa,NA,0,0,0,0,0,NA,NA,NA
ABplaapappp,388.8,0,0,0,0,0,NA,99.4,106.1
ABplaapapppa,NA,0,0,0,0,0,NA,NA,NA
ABplaapapppp,NA,0,0,0,0,0,NA,NA,NA
ABplaapp,166.154545454545,0,0,0,0,0,0.0114795260485354,33.5363636363636,31.58
ABplaappa,220.4,0,2,0,0,2,4.11353501125457e-07,52.6045454545455,44.94
ABplaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplaappap,NA,0,0,0,0,0,NA,NA,NA
ABplaappp,213.240909090909,0,0,0,0,0,0.00254024925598698,45.4636363636364,41.48
ABplaapppa,NA,0,0,0,0,0,NA,NA,NA
ABplaapppp,NA,0,0,0,0,0,NA,NA,NA
ABplap,100.795454545455,0,2,0,0,2,0.00253137752343046,25.7818181818182,21.66
ABplapa,131.081818181818,0,1,0,0,1,0.00577549390018359,28.5954545454545,25.26
ABplapaa,171.363636363636,0,0,0,0,0,0.284816153936014,38.5954545454545,37.58
ABplapaaa,220.918181818182,0,0,0,0,0,0.0088731894245816,47.8954545454545,45.14
ABplapaaaa,301.190909090909,2,0,0,0,2,0.0190554410137087,78.6454545454545,86.8
ABplapaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaaap,418.1,0,0,0,0,0,NA,113.05,NA
ABplapaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapaaap,298.922727272727,1,0,0,0,1,0.00548171333534999,76.3863636363636,87.44
ABplapaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapad,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapav,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapaap,225.65,0,0,0,0,0,0.130956073984871,52.6409090909091,50.14
ABplapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapap,167.4,0,0,0,0,0,0.0152568490774825,34.6363636363636,32.82
ABplapapa,218.240909090909,0,3,0,0,3,0.00427381184381946,49.2045454545455,44.24
ABplapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplapapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapapaap,NA,0,0,0,0,0,NA,NA,NA
ABplapapap,NA,0,0,0,0,0,NA,NA,NA
ABplapapp,214.754545454545,0,0,0,0,0,0.132318514870393,45.7318181818182,44.22
ABplapappa,NA,0,0,0,0,0,NA,NA,NA
ABplapappp,304.152380952381,2,0,0,0,2,0.149056699834058,87.6571428571429,95.2
ABplapapppa,NA,0,0,0,0,0,NA,NA,NA
ABplapapppp,399.5,0,0,0,0,0,NA,91.15,NA
ABplapappppa,NA,0,0,0,0,0,NA,NA,NA
ABplapappppaa,NA,0,0,0,0,0,NA,NA,NA
ABplapappppap,NA,0,0,0,0,0,NA,NA,NA
ABplapappppp,NA,0,0,0,0,0,NA,NA,NA
ABplapp,131.709090909091,0,1,0,0,1,0.0030192493378528,29.2272727272727,25.26
ABplappa,170.531818181818,0,0,0,0,0,0.570041454335825,37.15,36.54
ABplappaa,221.25,0,0,0,0,0,0.196259793161544,49.0909090909091,47.86
ABplappaaa,NA,0,0,0,0,0,NA,NA,NA
ABplappaap,NA,0,0,0,0,0,NA,NA,NA
ABplappap,221.05,0,0,0,0,0,0.820573379337616,48.8863636363636,49.12
ABplappapa,NA,0,0,0,0,0,NA,NA,NA
ABplappapp,NA,0,0,0,0,0,NA,NA,NA
ABplappp,173.395454545455,0,0,0,0,0,0.869878673438463,40.0318181818182,40.2
ABplapppa,229.331818181818,0,0,0,0,0,0.00815520439093144,54.2772727272727,49.84
ABplapppaa,325.305,0,0,0,0,0,0.984008437081363,94.63,94.58
ABplapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapppaap,NA,0,0,0,0,0,NA,NA,NA
ABplapppap,299.813636363636,0,0,0,0,0,0.288642279864523,68.8909090909091,70.7
ABplapppapa,NA,0,0,0,0,0,NA,NA,NA
ABplapppapp,406.366666666667,0,0,0,0,0,NA,103.333333333333,NA
ABplapppappa,NA,0,0,0,0,0,NA,NA,NA
ABplapppappp,NA,0,0,0,0,0,NA,NA,NA
ABplapppp,228.531818181818,0,0,0,0,0,0.72482741343044,53.4863636363636,53.02
ABplappppa,NA,0,0,0,0,0,NA,NA,NA
ABplappppp,NA,0,0,0,0,0,NA,NA,NA
ABplp,73.7772727272727,0,0,0,0,0,6.9801417171088e-05,16.9363636363636,13.62
ABplpa,101.827272727273,0,1,0,0,1,0.00100766143382136,26.2954545454545,22.26
ABplpaa,133.618181818182,0,1,0,0,1,0.000881838606760942,30.0954545454545,25.58
ABplpaaa,171.704545454545,0,1,0,0,1,0.0284541375984618,36.4136363636364,33.16
ABplpaaaa,219.086363636364,0,0,0,0,0,2.86448203558789e-05,45.7272727272727,42.1
ABplpaaaaa,297.581818181818,2,0,0,0,2,0.0553758636611242,76.8409090909091,84.6
ABplpaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaap,288.968181818182,1,0,0,0,1,0.196498569802433,68.2272727272727,71.94
ABplpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpaaap,220.636363636364,0,0,0,0,0,0.0383572390096893,47.2727272727273,44.9
ABplpaaapa,316.314285714286,2,0,0,0,2,0.0246464203611542,94.1809523809524,106.38
ABplpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaapp,288.577272727273,3,0,0,0,3,0.0112540028664239,66.3181818181818,74.58
ABplpaaappa,401.833333333333,0,0,0,0,0,NA,112.533333333333,NA
ABplpaaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaappap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplpaap,170.636363636364,0,1,0,0,1,0.00223725343281485,35.35,31.62
ABplpaapa,221.395454545455,0,2,0,0,2,0.00586750722721706,49.1409090909091,44.66
ABplpaapaa,298.827272727273,1,0,0,0,1,0.0242031463505562,75.7909090909091,85.12
ABplpaapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapaap,NA,0,0,0,0,0,NA,NA,NA
ABplpaapap,298.286363636364,3,0,0,0,3,2.99008073367321e-06,75.25,85.88
ABplpaapapa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapapp,NA,0,0,0,0,0,NA,NA,NA
ABplpaapp,217.718181818182,0,1,0,0,1,0.0737767532038508,45.4545454545455,42.68
ABplpaappa,292.15,4,0,0,0,4,0.054191436000132,72.8363636363636,79.6
ABplpaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaappap,NA,0,0,0,0,0,NA,NA,NA
ABplpaappp,287.731818181818,1,0,0,0,1,0.0829862421261366,68.4,73.02
ABplpaapppa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapppp,399.1,0,0,1,0,1,NA,110.333333333333,NA
ABplpaappppa,NA,0,0,0,0,0,NA,NA,NA
ABplpaappppp,NA,0,0,0,0,0,NA,NA,NA
ABplpap,132.190909090909,0,1,0,0,1,0.0064809768262594,28.6727272727273,25.28
ABplpapa,169.918181818182,0,0,0,0,0,0.0133818092258248,36.0681818181818,33.46
ABplpapaa,222.981818181818,0,1,0,0,1,0.0130869326737136,51.4318181818182,47.68
ABplpapaaa,302.722727272727,0,0,0,0,0,0.241659877451952,78.1090909090909,81.98
ABplpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpapaap,303.586363636364,1,0,0,0,1,0.0930663959460228,78.9727272727273,84.06
ABplpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpapap,219.759090909091,0,0,0,0,0,0.732774972759239,48.2181818181818,47.78
ABplpapapa,290.290909090909,1,0,0,0,1,0.115370007816784,68.8909090909091,72.1
ABplpapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapapap,NA,0,0,0,0,0,NA,NA,NA
ABplpapapp,292.25,0,0,0,0,0,0.00733852345352373,70.8590909090909,77.36
ABplpapappa,NA,0,0,0,0,0,NA,NA,NA
ABplpapappp,NA,0,0,0,0,0,NA,NA,NA
ABplpapp,167.404545454545,0,0,0,0,0,0.0357751201166014,33.5454545454545,31.34
ABplpappa,212.404545454545,0,0,0,0,0,0.0750471348422239,43.3727272727273,44.64
ABplpappaa,267.013636363636,0,0,0,0,0,0.110656117819763,52.9545454545455,56.02
ABplpappaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpappaap,NA,0,0,0,0,0,NA,NA,NA
ABplpappap,NA,0,0,0,0,0,NA,NA,NA
ABplpappp,220.822727272727,0,0,0,0,0,0.277953283980491,51.7727272727273,50.48
ABplpapppa,298.372727272727,1,0,0,0,1,0.0204406786458296,75.95,82.22
ABplpapppaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapppap,NA,0,0,0,0,0,NA,NA,NA
ABplpapppp,302.945454545455,2,0,0,0,2,0.296871909888405,80.5272727272727,86.42
ABplpappppa,NA,0,0,0,0,0,NA,NA,NA
ABplpappppp,NA,0,0,0,0,0,NA,NA,NA
ABplpp,102.577272727273,0,1,0,0,1,0.00545047453609792,27.0590909090909,22.6
ABplppa,135.368181818182,0,3,0,0,3,0.00360756915706027,31.0954545454545,27.1
ABplppaa,178.059090909091,0,0,0,0,0,0.000291148516439126,41.0227272727273,36.24
ABplppaaa,233.627272727273,0,0,0,0,0,0.150632276810752,53.9227272727273,52.38
ABplppaaaa,295.904545454545,0,0,0,0,0,0.0303197908389717,60.6409090909091,62.66
ABplppaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppaaaap,392.125,0,0,0,0,0,0.552676196729906,94.45,89.65
ABplppaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplppaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplppaaap,NA,0,0,0,0,0,NA,NA,NA
ABplppaap,230.045454545455,1,0,0,0,1,0.292407311057707,50.3454545454545,52.52
ABplppaapa,315.904761904762,0,0,0,0,0,0.539181692654335,84.552380952381,85.96
ABplppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplppaapap,NA,0,0,0,0,0,NA,NA,NA
ABplppaapp,308.731818181818,0,0,0,0,0,0.22091533234696,77.05,80.38
ABplppaappa,NA,0,0,0,0,0,NA,NA,NA
ABplppaappp,NA,0,0,0,0,0,NA,NA,NA
ABplppap,174.972727272727,0,0,0,0,0,0.00277652328924185,37.9227272727273,34.08
ABplppapa,225.672727272727,0,0,0,0,0,0.792910247967779,49.0727272727273,48.8
ABplppapaa,295.445454545455,4,0,0,0,4,0.00640809615848562,68.1136363636364,75.06
ABplppapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplppapaap,NA,0,0,0,0,0,NA,NA,NA
ABplppapap,314.195238095238,0,0,0,0,0,0.401093288686908,87.0809523809524,89.78
ABplppapapa,NA,0,0,0,0,0,NA,NA,NA
ABplppapapp,NA,0,0,0,0,0,NA,NA,NA
ABplppapp,229.672727272727,1,0,0,0,1,0.304275092048031,53.0772727272727,56.3
ABplppappa,308.245454545455,4,0,0,0,4,0.00325936988901705,76.9363636363636,92.12
ABplppappaa,NA,0,0,0,0,0,NA,NA,NA
ABplppappap,NA,0,0,0,0,0,NA,NA,NA
ABplppappp,319.055,2,0,0,0,2,0.00195926038677234,87.935,100.64
ABplppapppa,NA,0,0,0,0,0,NA,NA,NA
ABplppapppp,NA,0,0,0,0,0,NA,NA,NA
ABplppp,133.804545454545,0,2,0,0,2,0.000675113635671943,29.5181818181818,25.24
ABplpppa,171.527272727273,0,0,0,0,0,0.0134931520496578,36.0636363636364,33.74
ABplpppaa,222.209090909091,0,1,0,0,1,0.0310365561879742,49.0454545454545,44.9
ABplpppaaa,302.695454545455,0,0,0,0,0,0.00975357059767819,78.85,85.34
ABplpppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpppaap,299.072727272727,1,0,0,0,1,0.247659420212393,75.2227272727273,78.06
ABplpppaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapap,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpppap,222.354545454545,0,0,0,0,0,0.899332396440986,49.2,49.06
ABplpppapa,277.113636363636,2,0,0,0,2,0.0950383181599204,53.1409090909091,61.5
ABplpppapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppapap,NA,0,0,0,0,0,NA,NA,NA
ABplpppapp,NA,0,0,0,0,0,NA,NA,NA
ABplpppp,170.490909090909,0,1,0,0,1,0.0162267660833932,35.0318181818182,32.26
ABplppppa,218.186363636364,0,0,0,0,0,0.248411183759904,46.0727272727273,47.4
ABplppppaa,291.85,0,0,0,0,0,0.330451042940966,72,74.08
ABplppppaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppppaap,NA,0,0,0,0,0,NA,NA,NA
ABplppppap,291.495454545455,0,0,0,0,0,0.0930946239460528,71.6772727272727,73.8
ABplppppapa,NA,0,0,0,0,0,NA,NA,NA
ABplppppapp,NA,0,0,0,0,0,NA,NA,NA
ABplppppp,220.963636363636,0,0,0,0,0,0.0798530699259594,48.85,51.64
ABplpppppa,312.075,2,0,0,0,2,0.00145438125938706,89.53,109.48
ABplpppppaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppppap,NA,0,0,0,0,0,NA,NA,NA
ABplpppppp,291.868181818182,0,0,0,0,0,0.884577966551438,69.2909090909091,69.08
ABplppppppa,NA,0,0,0,0,0,NA,NA,NA
ABplppppppp,NA,0,0,0,0,0,NA,NA,NA
ABpr,55.2409090909091,0,0,0,0,0,0.0150839909099602,12.3809523809524,8.04
ABpra,73.7954545454545,0,0,0,0,0,0.00117691327948342,16.8727272727273,14
ABpraa,101.013636363636,0,1,0,0,1,0.000270845334595273,25.4681818181818,21.58
ABpraaa,133.322727272727,0,0,0,0,0,0.000155431354980189,30.6181818181818,27.3
ABpraaaa,175.631818181818,0,0,0,0,0,0.00697848001391155,40.6545454545455,37.92
ABpraaaaa,230.931818181818,0,0,0,0,0,0.00173630625764077,53.6772727272727,50.3
ABpraaaaaa,315.219047619048,1,0,0,0,1,0.00515754879905733,82.8095238095238,95.92
ABpraaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaap,325.56,3,0,0,0,3,0.0124629965779897,93.39,111.2
ABpraaaaapd,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaapv,NA,0,0,0,0,0,NA,NA,NA
ABpraaaap,222.781818181818,0,1,0,0,1,0.029166825358384,45.5409090909091,42.64
ABpraaaapa,301.690909090909,2,0,0,0,2,0.169738650113577,77.2409090909091,84.58
ABpraaaapad,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapav,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapp,291.65,1,0,0,0,1,0.142400689052495,67.1818181818182,71.9
ABpraaaappa,NA,0,0,0,0,0,NA,NA,NA
