Cells,WTDivMeans.Cells.,LateCalls,EarlyCalls,MissedCalls,EctopicCalls,TotalDefects,CC_Dif_pValues,WTCCMeans.Cells.,MutantCCMeans.Cells.
ABpraaaappp,383.233333333333,1,0,1,0,2,NA,88.9666666666667,100.1
ABpraaaapppa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapppp,NA,0,0,0,0,0,NA,NA,NA
ABpraaap,171.15,0,0,0,0,0,0.00962111960170011,36.1636363636364,33.78
ABpraaapa,222.713636363636,0,0,0,0,0,0.0277895637061901,49.95,48.22
ABpraaapaa,307.636363636364,2,0,0,0,2,0.0656373298694437,83.3045454545454,90.98
ABpraaapaad,NA,0,0,0,0,0,NA,NA,NA
ABpraaapaav,NA,0,0,0,0,0,NA,NA,NA
ABpraaapap,297.995454545455,0,0,0,0,0,0.0370430237155816,73.6772727272727,79.34
ABpraaapapa,410.65,0,0,0,0,0,NA,113.75,NA
ABpraaapapaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaapapap,NA,0,0,0,0,0,NA,NA,NA
ABpraaapapp,NA,0,0,0,0,0,NA,NA,NA
ABpraaapp,213.577272727273,0,0,0,0,0,0.116665648555288,40.8045454545455,39.76
ABpraaappa,293.95,0,0,0,0,0,0.592963338217211,78.7409090909091,77.88
ABpraaappaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaappap,NA,0,0,0,0,0,NA,NA,NA
ABpraaappp,267.754545454545,0,0,0,0,0,0.219935594380991,52.5454545454545,53.4
ABpraaapppa,358.1375,0,0,0,0,0,0.0299580180710705,87.4875,80.7
ABpraaapppaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaapppap,NA,0,0,0,0,0,NA,NA,NA
ABpraaapppp,347.522222222222,2,0,0,0,2,0.12680965469739,77.5666666666667,81.54
ABpraaappppa,NA,0,0,0,0,0,NA,NA,NA
ABpraaappppp,NA,0,0,0,0,0,NA,NA,NA
ABpraap,131.686363636364,0,1,0,0,1,0.0174728136322455,28.9772727272727,25.86
ABpraapa,171.572727272727,0,0,0,0,0,1.11872400654614e-05,38.2136363636364,35.26
ABpraapaa,223.063636363636,0,0,0,0,0,0.00107311529434798,49.8818181818182,46.94
ABpraapaaa,306.477272727273,1,0,0,0,1,0.56432408896284,81.7590909090909,83.34
ABpraapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABpraapaaap,NA,0,0,0,0,0,NA,NA,NA
ABpraapaap,294.381818181818,2,0,0,0,2,0.104266468631937,69.6545454545455,75
ABpraapaapa,NA,0,0,0,0,0,NA,NA,NA
ABpraapaapp,NA,0,0,0,0,0,NA,NA,NA
ABpraapap,221.359090909091,0,0,0,0,0,0.038361846823894,48.1590909090909,46.58
ABpraapapa,308.490909090909,3,0,0,0,3,0.0184429087159322,85.5181818181818,93.64
ABpraapapaa,NA,0,0,0,0,0,NA,NA,NA
ABpraapapap,NA,0,0,0,0,0,NA,NA,NA
ABpraapapp,285.968181818182,1,0,0,0,1,0.0832213181026869,62.9636363636364,65.96
ABpraapappa,NA,0,0,0,0,0,NA,NA,NA
ABpraapappp,392.033333333333,1,0,0,0,1,NA,102.133333333333,112
ABpraapapppa,NA,0,0,0,0,0,NA,NA,NA
ABpraapapppp,NA,0,0,0,0,0,NA,NA,NA
ABpraapp,168.268181818182,0,0,0,0,0,0.0139653566582884,34.9136363636364,32.24
ABpraappa,223.877272727273,0,5,0,0,5,3.48234320517406e-08,53.9818181818182,45
ABpraappaa,NA,0,0,0,0,0,NA,NA,NA
ABpraappap,NA,0,0,0,0,0,NA,NA,NA
ABpraappp,216.590909090909,0,0,0,0,0,0.0787861824461527,46.6909090909091,44.96
ABpraapppa,NA,0,0,0,0,0,NA,NA,NA
ABpraapppp,NA,0,0,0,0,0,NA,NA,NA
ABprap,100.877272727273,0,0,0,0,0,0.00235634275858415,25.3318181818182,21.96
ABprapa,131.740909090909,0,0,0,0,0,0.00455766382840979,29.1818181818182,26.48
ABprapaa,173.104545454545,0,0,0,0,0,0.00076482989250442,39.6954545454545,35.92
ABprapaaa,224.268181818182,0,1,0,0,1,0.0205408658539694,49.55,46.72
ABprapaaaa,306.022727272727,2,0,0,0,2,0.0712518228810833,80.1227272727273,90.74
ABprapaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABprapaaaap,418.05,0,0,0,0,0,NA,107.3,NA
ABprapaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABprapaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABprapaaap,302.131818181818,4,0,0,0,4,0.0118685164730859,76.2318181818182,90.14
ABprapaaapa,NA,0,0,0,0,0,NA,NA,NA
ABprapaaapad,NA,0,0,0,0,0,NA,NA,NA
ABprapaaapav,NA,0,0,0,0,0,NA,NA,NA
ABprapaaapp,NA,0,0,0,0,0,NA,NA,NA
ABprapaap,228.677272727273,0,0,0,0,0,0.40094024296125,53.9454545454545,52.68
ABprapaapa,NA,0,0,0,0,0,NA,NA,NA
ABprapaapp,NA,0,0,0,0,0,NA,NA,NA
ABprapap,169.304545454545,0,0,0,0,0,0.000202546331576152,35.9045454545455,32.8
ABprapapa,221.018181818182,0,0,0,0,0,0.0752376003767385,50.0818181818182,47.64
ABprapapaa,NA,0,0,0,0,0,NA,NA,NA
ABprapapaaa,NA,0,0,0,0,0,NA,NA,NA
ABprapapaap,NA,0,0,0,0,0,NA,NA,NA
ABprapapap,NA,0,0,0,0,0,NA,NA,NA
ABprapapp,217.890909090909,0,1,0,0,1,0.125155284736916,46.9454545454545,44.74
ABprapappa,NA,0,0,0,0,0,NA,NA,NA
ABprapappp,309.286363636364,2,0,0,0,2,0.0911321042785027,89.7727272727273,98.52
ABprapapppa,NA,0,0,0,0,0,NA,NA,NA
ABprapapppp,393.95,0,0,0,0,0,NA,86.35,NA
ABprapappppa,NA,0,0,0,0,0,NA,NA,NA
ABprapappppaa,NA,0,0,0,0,0,NA,NA,NA
ABprapappppap,NA,0,0,0,0,0,NA,NA,NA
ABprapappppp,NA,0,0,0,0,0,NA,NA,NA
ABprapp,132.363636363636,0,0,0,0,0,2.70346897692509e-05,29.8090909090909,26.72
ABprappa,173.309090909091,0,0,0,0,0,0.253524044450632,39.2681818181818,38
ABprappaa,225.440909090909,0,0,0,0,0,0.0187338635806064,50.4636363636364,48.08
ABprappaaa,NA,0,0,0,0,0,NA,NA,NA
ABprappaap,NA,0,0,0,0,0,NA,NA,NA
ABprappap,224.7,1,0,0,0,1,0.233429477599368,49.7181818181818,52.12
ABprappapa,NA,0,0,0,0,0,NA,NA,NA
ABprappapp,NA,0,0,0,0,0,NA,NA,NA
ABprappp,174.977272727273,0,0,0,0,0,0.353446639476899,40.95,40.1
ABprapppa,231.85,0,1,0,0,1,0.0957594762011965,55.2454545454545,51.9
ABprapppaa,331.836842105263,0,0,0,0,0,0.548194653168958,98.6315789473684,96.28
ABprapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABprapppaap,NA,0,0,0,0,0,NA,NA,NA
ABprapppap,304.709090909091,0,0,0,0,0,0.300148937089736,71.2227272727273,73.44
ABprapppapa,NA,0,0,0,0,0,NA,NA,NA
ABprapppapp,410.566666666667,0,0,0,0,0,NA,103.2,NA
ABprapppappa,NA,0,0,0,0,0,NA,NA,NA
ABprapppappp,NA,0,0,0,0,0,NA,NA,NA
ABprapppp,231.527272727273,1,0,0,0,1,0.471156621929967,54.9136363636364,56.26
ABprappppa,NA,0,0,0,0,0,NA,NA,NA
ABprappppp,NA,0,0,0,0,0,NA,NA,NA
ABprp,74.25,0,0,0,0,0,5.07019748325887e-06,17.3136363636364,14.28
ABprpa,102.109090909091,0,1,0,0,1,0.0052033094810187,26.1227272727273,22.58
ABprpaa,134.013636363636,0,0,0,0,0,0.00317602032562115,30.2045454545455,27.06
ABprpaaa,172.140909090909,0,0,0,0,0,0.00921588480540503,36.45,33.18
ABprpaaaa,219.85,0,1,0,0,1,0.0153579899494669,46.0818181818182,42.76
ABprpaaaaa,300.454545454545,1,0,0,0,1,0.124516362478533,78.9954545454545,85.04
ABprpaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABprpaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABprpaaaap,290.340909090909,0,0,0,0,0,0.0267251819346914,68.8681818181818,73.3
ABprpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABprpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABprpaaap,220.804545454545,0,0,0,0,0,0.149281141745747,47.0363636363636,45.96
ABprpaaapa,316.072727272727,3,0,0,0,3,0.000777124831501191,93.6181818181818,106.2
ABprpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABprpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABprpaaapp,289.418181818182,1,0,0,0,1,0.0362816935471659,66.9545454545455,71.18
ABprpaaappa,408.4,0,0,0,0,0,NA,119.566666666667,NA
ABprpaaappaa,NA,0,0,0,0,0,NA,NA,NA
ABprpaaappap,NA,0,0,0,0,0,NA,NA,NA
ABprpaaappp,NA,0,0,0,0,0,NA,NA,NA
ABprpaap,170.95,0,0,0,0,0,4.92700596130029e-06,35.2681818181818,31.6
ABprpaapa,222.109090909091,0,1,0,0,1,0.00245231558000317,49.5363636363636,46.26
ABprpaapaa,299.827272727273,2,0,0,0,2,0.159955888997562,76.1,82.86
ABprpaapaaa,NA,0,0,0,0,0,NA,NA,NA
ABprpaapaap,NA,0,0,0,0,0,NA,NA,NA
ABprpaapap,299.722727272727,3,0,0,0,3,0.0235384465725384,75.9818181818182,85.26
ABprpaapapa,NA,0,0,0,0,0,NA,NA,NA
ABprpaapapp,NA,0,0,0,0,0,NA,NA,NA
ABprpaapp,218.513636363636,0,0,0,0,0,0.0126919242609244,45.9272727272727,43.72
ABprpaappa,292.009090909091,4,0,0,0,4,0.0010699820479347,71.8590909090909,81.56
ABprpaappaa,NA,0,0,0,0,0,NA,NA,NA
ABprpaappap,NA,0,0,0,0,0,NA,NA,NA
ABprpaappp,289.65,0,0,0,0,0,0.0141499393784592,69.5,71.72
ABprpaapppa,NA,0,0,0,0,0,NA,NA,NA
ABprpaapppp,393.7,0,0,0,0,0,NA,104.433333333333,NA
ABprpaappppa,NA,0,0,0,0,0,NA,NA,NA
ABprpaappppp,NA,0,0,0,0,0,NA,NA,NA
ABprpap,132.977272727273,0,0,0,0,0,0.000441659945341934,29.1590909090909,25.84
ABprpapa,171.186363636364,0,0,0,0,0,0.146415733828297,36.5318181818182,35.28
ABprpapaa,224.513636363636,0,0,0,0,0,9.48600385664882e-05,51.7,48.86
ABprpapaaa,303.522727272727,0,0,0,0,0,0.599799590560417,77.3590909090909,78.58
ABprpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABprpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABprpapaap,303.663636363636,3,0,0,0,3,0.0341451051608973,77.4772727272727,85.08
ABprpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABprpapaapp,NA,0,0,0,0,0,NA,NA,NA
ABprpapap,221.159090909091,0,0,0,0,0,0.124211133625842,48.3363636363636,46.26
ABprpapapa,289.527272727273,1,0,0,0,1,0.000224899898613521,66.7363636363636,71.28
ABprpapapaa,NA,0,0,0,0,0,NA,NA,NA
ABprpapapap,NA,0,0,0,0,0,NA,NA,NA
ABprpapapp,291.640909090909,1,0,0,0,1,0.00138608127221497,68.8454545454545,73.58
ABprpapappa,NA,0,0,0,0,0,NA,NA,NA
ABprpapappp,NA,0,0,0,0,0,NA,NA,NA
ABprpapp,169.427272727273,0,0,0,0,0,0.0029734281834719,34.7954545454545,32.24
ABprpappa,217.672727272727,1,0,0,0,1,0.124542537781227,46.6,49.9
ABprpappaa,286.368181818182,2,1,0,0,3,0.777369767934153,67.0409090909091,68.14
ABprpappaaa,NA,0,0,0,0,0,NA,NA,NA
ABprpappaap,NA,0,0,0,0,0,NA,NA,NA
ABprpappap,288.1,0,0,0,0,0,0.262901032338655,68.7727272727273,71.16
ABprpappapa,NA,0,0,0,0,0,NA,NA,NA
ABprpappapp,NA,0,0,0,0,0,NA,NA,NA
ABprpappp,218.809090909091,1,0,0,0,1,0.135412458344525,47.7363636363636,50.88
ABprpapppa,293.809090909091,3,0,0,0,3,0.027952550296304,73.3272727272727,87.14
ABprpapppaa,NA,0,0,0,0,0,NA,NA,NA
ABprpapppap,NA,0,0,0,0,0,NA,NA,NA
ABprpapppp,291.381818181818,0,0,0,0,0,0.263259066621632,70.9136363636364,72.64
ABprpappppa,NA,0,0,0,0,0,NA,NA,NA
ABprpappppp,NA,0,0,0,0,0,NA,NA,NA
ABprpp,102.772727272727,0,1,0,0,1,0.00794466366649891,26.7954545454545,23.2
ABprppa,135.627272727273,0,2,0,0,2,0.00694865964690941,31.1454545454545,27.14
ABprppaa,178.327272727273,0,2,0,0,2,0.0283826556126431,41.0227272727273,37.66
ABprppaaa,234.359090909091,0,0,0,0,0,0.202244099310989,54.4409090909091,55.96
ABprppaaaa,297.177272727273,0,0,0,0,0,0.00906605551316294,61.1772727272727,65.32
ABprppaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABprppaaaap,387.666666666667,0,0,1,0,1,NA,90.1333333333333,NA
ABprppaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABprppaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABprppaaap,NA,0,0,0,0,0,NA,NA,NA
ABprppaap,229.872727272727,0,0,0,0,0,0.294123706553717,49.95,51.56
ABprppaapa,315.818181818182,1,0,0,0,1,0.0934869554434023,84.2954545454545,92.86
ABprppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABprppaapap,NA,0,0,0,0,0,NA,NA,NA
ABprppaapp,307.927272727273,3,0,0,0,3,0.00108258370834636,76.4045454545455,88.74
ABprppaappa,NA,0,0,0,0,0,NA,NA,NA
ABprppaappp,NA,0,0,0,0,0,NA,NA,NA
ABprppap,174.75,0,1,0,0,1,0.00923553019667041,37.45,34.34
ABprppapa,225.218181818182,0,0,0,0,0,0.757155157341442,48.8318181818182,48.42
ABprppapaa,295.559090909091,3,0,0,0,3,0.0200913618457352,68.7227272727273,76.72
ABprppapaaa,NA,0,0,0,0,0,NA,NA,NA
ABprppapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABprppapaaap,NA,0,0,0,0,0,NA,NA,NA
ABprppapaap,NA,0,0,0,0,0,NA,NA,NA
ABprppapap,317.540909090909,0,0,0,0,0,0.0725829344799207,90.7136363636364,96.42
ABprppapapa,NA,0,0,0,0,0,NA,NA,NA
ABprppapapp,NA,0,0,0,0,0,NA,NA,NA
ABprppapp,229.818181818182,0,0,0,0,0,0.206128368405142,53.4272727272727,51.96
ABprppappa,308.318181818182,3,0,0,0,3,0.0184425176931669,76.85,88.06
ABprppappaa,NA,0,0,0,0,0,NA,NA,NA
ABprppappap,NA,0,0,0,0,0,NA,NA,NA
ABprppappp,322.2,2,0,0,0,2,0.0129255108100865,90.7272727272727,102.14
ABprppapppa,NA,0,0,0,0,0,NA,NA,NA
ABprppapppp,NA,0,0,0,0,0,NA,NA,NA
ABprppp,134.040909090909,0,0,0,0,0,0.00101241582164309,29.5681818181818,26.16
ABprpppa,172.227272727273,0,2,0,0,2,0.0143178563397567,36.5090909090909,33.24
ABprpppaa,223.213636363636,0,1,0,0,1,0.143159156386629,49.3727272727273,46.62
ABprpppaaa,301.695238095238,2,0,0,0,2,0.0251877246485353,76.9047619047619,85.1
ABprpppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABprpppaaap,NA,0,0,0,0,0,NA,NA,NA
ABprpppaap,302.963636363636,0,0,0,0,0,0.0206354907508098,78.0909090909091,84.24
ABprpppaapa,NA,0,0,0,0,0,NA,NA,NA
ABprpppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABprpppaapap,NA,0,0,0,0,0,NA,NA,NA
ABprpppaapp,NA,0,0,0,0,0,NA,NA,NA
ABprpppap,223.768181818182,1,0,0,0,1,0.247504702798253,49.9227272727273,51.74
ABprpppapa,279.428571428571,3,0,0,0,3,0.0245377053207266,54,61.78
ABprpppapaa,NA,0,0,0,0,0,NA,NA,NA
ABprpppapap,NA,0,0,0,0,0,NA,NA,NA
ABprpppapp,NA,0,0,0,0,0,NA,NA,NA
ABprpppp,171.190909090909,0,0,0,0,0,0.00337029869113912,35.4772727272727,32.84
ABprppppa,219.2,0,0,0,0,0,0.423604155130797,46.3818181818182,46.94
ABprppppaa,292.859090909091,0,0,0,0,0,0.00618207623215477,72.0409090909091,76.58
ABprppppaaa,NA,0,0,0,0,0,NA,NA,NA
ABprppppaap,NA,0,0,0,0,0,NA,NA,NA
ABprppppap,289.8,1,0,0,0,1,0.0414788295014697,68.9727272727273,73.44
ABprppppapa,NA,0,0,0,0,0,NA,NA,NA
ABprppppapp,NA,0,0,0,0,0,NA,NA,NA
ABprppppp,221.9,1,0,0,0,1,0.137018091964947,49.0727272727273,53.98
ABprpppppa,308.777272727273,1,0,1,0,2,0.318749352891645,85.2454545454545,98.475
ABprpppppaa,NA,0,0,0,0,0,NA,NA,NA
ABprpppppap,NA,0,0,0,0,0,NA,NA,NA
ABprpppppp,291.713636363636,0,0,0,0,0,0.964954401125997,68.1772727272727,68.26
ABprppppppa,NA,0,0,0,0,0,NA,NA,NA
ABprppppppp,NA,0,0,0,0,0,NA,NA,NA
C,66.4227272727273,0,2,0,0,2,0.00187006376396544,17.8714285714286,13.64
Ca,92.6409090909091,0,1,0,0,1,0.0258973144037761,24.5045454545455,20.8
Caa,127.263636363636,0,0,0,0,0,3.75834276741096e-05,32.9045454545455,26.76
Caaa,167.054545454545,0,0,0,0,0,0.0978439502149319,38.1227272727273,34.86
Caaaa,218.363636363636,0,0,0,0,0,0.968502631036337,49.6772727272727,49.62
Caaaaa,NA,0,0,0,0,0,NA,NA,NA
Caaaap,NA,0,0,0,0,0,NA,NA,NA
Caaap,214.868181818182,0,0,0,0,0,0.0721364025599057,46.1909090909091,42.52
Caaapa,NA,0,0,0,0,0,NA,NA,NA
Caaapp,NA,0,0,0,0,0,NA,NA,NA
Caap,174.85,0,0,0,0,0,0.571461721623602,45.9181818181818,44.8
Caapa,304.931818181818,0,0,0,0,0,0.994665915119356,128.45,128.42
Caapaa,NA,0,0,0,0,0,NA,NA,NA
Caapap,NA,0,0,0,0,0,NA,NA,NA
Caapp,230.45,0,0,0,0,0,0.253119773305851,53.9636363636364,51.28
Caappd,NA,0,0,0,0,0,NA,NA,NA
Caappv,NA,0,0,0,0,0,NA,NA,NA
Cap,132.122727272727,0,0,0,0,0,0.00145296586254863,37.7727272727273,33.82
Capa,187.927272727273,0,0,0,0,0,0.0100467011664011,54.1454545454545,49.78
Capaa,245.809090909091,0,0,0,0,0,0.00663030218366815,56.25,50.5
Capaaa,326.031578947368,0,0,0,0,0,0.0499363394336024,79.3789473684211,83.06
Capaaaa,NA,0,0,0,0,0,NA,NA,NA
Capaaap,NA,0,0,0,0,0,NA,NA,NA
Capaap,335.38125,2,0,0,0,2,0.01166123192861,88.84375,100.52
Capaapa,NA,0,0,0,0,0,NA,NA,NA
Capaapp,NA,0,0,0,0,0,NA,NA,NA
Capap,246.740909090909,0,0,0,0,0,0.00326623675805594,57.1863636363636,50.84
Capapa,331.505882352941,0,0,0,0,0,0.0196248978614321,84.0352941176471,90.32
Capapaa,NA,0,0,0,0,0,NA,NA,NA
Capapap,NA,0,0,0,0,0,NA,NA,NA
Capapp,342.330769230769,0,0,0,0,0,0.116395354542331,94.8230769230769,101
Capappa,NA,0,0,0,0,0,NA,NA,NA
Capappp,NA,0,0,0,0,0,NA,NA,NA
Capp,180.477272727273,0,1,0,0,1,0.0231427701920283,46.6863636363636,42.98
Cappa,236.5,0,0,0,0,0,0.24774398536164,54.4,52.6
Cappaa,309.831818181818,1,0,0,0,1,0.767947167757425,71.7045454545455,72.74
Cappaaa,NA,0,0,0,0,0,NA,NA,NA
Cappaap,NA,0,0,0,0,0,NA,NA,NA
Cappap,319.471428571429,5,0,0,0,5,0.0020091891135106,81.6333333333333,97.28
Cappapa,NA,0,0,0,0,0,NA,NA,NA
Cappapp,NA,0,0,0,0,0,NA,NA,NA
Cappp,240.836363636364,0,0,0,0,0,0.501435450468318,58.75,60.44
Capppa,321.53,3,0,1,0,4,0.00783076057279744,79.1,91.05
Capppaa,NA,0,0,0,0,0,NA,NA,NA
Capppap,NA,0,0,0,0,0,NA,NA,NA
Capppp,336.38125,1,0,1,0,2,0.0226226365195471,93.88125,104.65
Cappppd,NA,0,0,0,0,0,NA,NA,NA
Cappppv,NA,0,0,0,0,0,NA,NA,NA
Cp,92.7818181818182,0,1,0,0,1,0.200836494360082,24.65,22.64
Cpa,126.086363636364,0,3,0,0,3,0.00391279736996778,31.5909090909091,24.68
Cpaa,164.390909090909,0,0,0,0,0,0.0234441667599992,36.65,32.68
Cpaaa,218.740909090909,0,0,0,0,0,0.394599708514025,52.7318181818182,55.18
Cpaaaa,NA,0,0,0,0,0,NA,NA,NA
Cpaaap,NA,0,0,0,0,0,NA,NA,NA
Cpaap,214.581818181818,0,0,0,0,0,0.118625677094699,48.5772727272727,45.18
Cpaapa,NA,0,0,0,0,0,NA,NA,NA
Cpaapp,NA,0,0,0,0,0,NA,NA,NA
Cpap,166.177272727273,0,0,0,0,0,0.440933575732091,38.4318181818182,36.94
Cpapa,224.409090909091,0,0,0,0,0,0.32490427129387,56.6045454545455,54.36
Cpapaa,NA,0,0,0,0,0,NA,NA,NA
Cpapap,NA,0,0,0,0,0,NA,NA,NA
Cpapp,225.527272727273,0,2,0,0,2,0.0268467376729128,57.7136363636364,52.86
Cpappd,NA,0,0,0,0,0,NA,NA,NA
Cpappv,NA,0,0,0,0,0,NA,NA,NA
Cpp,130.2,0,2,0,0,2,0.0110638674133951,35.7090909090909,29.26
Cppa,184.663636363636,0,1,0,0,1,0.086929001118459,52.7818181818182,50.34
Cppaa,243.204545454545,0,2,0,0,2,0.000401688374781403,56.9045454545455,49.16
Cppaaa,323.419047619048,0,0,0,0,0,0.546184273989171,78.9047619047619,81.02
Cppaaaa,NA,0,0,0,0,0,NA,NA,NA
Cppaaap,NA,0,0,0,0,0,NA,NA,NA
Cppaap,336.146666666667,1,0,0,0,1,0.151012913397145,92.4733333333333,98.6
Cppaapa,NA,0,0,0,0,0,NA,NA,NA
Cppaapp,NA,0,0,0,0,0,NA,NA,NA
Cppap,244.477272727273,0,0,0,0,0,8.58574314133864e-09,58.1909090909091,51.76
Cppapa,329.652631578947,2,0,0,0,2,0.0176882356564854,83.7105263157895,98.12
Cppapaa,NA,0,0,0,0,0,NA,NA,NA
Cppapap,NA,0,0,0,0,0,NA,NA,NA
Cppapp,339.457142857143,2,0,0,0,2,0.067986111472084,93.9071428571429,105.28
Cppappa,NA,0,0,0,0,0,NA,NA,NA
Cppappp,NA,0,0,0,0,0,NA,NA,NA
Cppp,176.777272727273,0,2,0,0,2,0.245843805819359,44.8954545454545,42.2
Cpppa,231.759090909091,0,0,0,0,0,1.4817668927141e-08,53.35,47.94
Cpppaa,302.15,0,0,0,0,0,0.373128904942767,68.7409090909091,70.2
Cpppaaa,NA,0,0,0,0,0,NA,NA,NA
Cpppaap,NA,0,0,0,0,0,NA,NA,NA
Cpppap,315.918181818182,0,0,0,0,0,0.00896078144144644,82.5045454545455,89.94
Cpppapa,NA,0,0,0,0,0,NA,NA,NA
Cpppapp,NA,0,0,0,0,0,NA,NA,NA
Cpppp,236.354545454545,0,0,0,0,0,0.65311012749251,57.9409090909091,57.46
Cppppa,315.981818181818,1,0,0,0,1,0.128919317611486,78,86.22
Cppppaa,NA,0,0,0,0,0,NA,NA,NA
Cppppap,NA,0,0,0,0,0,NA,NA,NA
Cppppp,327.915789473684,2,0,0,0,2,0.0174042528667661,89.7263157894737,104.82
Cpppppd,NA,0,0,0,0,0,NA,NA,NA
Cpppppv,NA,0,0,0,0,0,NA,NA,NA
D,112.559090909091,0,0,0,0,0,6.46331534524623e-06,37.2181818181818,29.5
Da,159.836363636364,0,0,0,0,0,0.139203130174695,45.5909090909091,42.4
Daa,212.613636363636,0,0,0,0,0,0.000400704001931878,51.1545454545455,44.18
Daaa,275.418181818182,1,1,0,0,2,0.929643342830712,61.15,60.66
Daaaa,NA,0,0,0,0,0,NA,NA,NA
Daaap,NA,0,0,0,0,0,NA,NA,NA
Daap,279.795454545455,1,0,0,0,1,0.836209160342961,65.5272727272727,64.84
Daapa,NA,0,0,0,0,0,NA,NA,NA
Daapp,NA,0,0,0,0,0,NA,NA,NA
Dap,206.918181818182,0,0,0,0,0,0.0255713537995134,45.4636363636364,40.84
Dapa,270.404545454545,0,0,0,0,0,0.0697856013075353,61.8636363636364,66.52
Dapaa,NA,0,0,0,0,0,NA,NA,NA
Dapap,NA,0,0,0,0,0,NA,NA,NA
Dapp,266.622727272727,0,0,0,0,0,0.993396403940084,58.0772727272727,58.06
Dappa,350.814285714286,0,0,1,0,1,0.221573258259542,84.9714285714286,87.85
Dappaa,NA,0,0,0,0,0,NA,NA,NA
Dappap,NA,0,0,0,0,0,NA,NA,NA
Dappp,362.228571428571,1,0,0,0,1,0.0742653113957761,96.4,110.275
Dapppa,NA,0,0,0,0,0,NA,NA,NA
Dapppp,NA,0,0,0,0,0,NA,NA,NA
Dp,160.004545454545,0,0,0,0,0,0.0264947017997786,45.7545454545455,41.76
Dpa,211.886363636364,0,2,0,0,2,0.0162619318542559,50.2727272727273,43.8
Dpaa,277.55,0,0,0,0,0,0.384614159908984,64.0318181818182,65.34
Dpaaa,NA,0,0,0,0,0,NA,NA,NA
Dpaap,NA,0,0,0,0,0,NA,NA,NA
Dpap,279.436363636364,0,0,0,0,0,0.953987123968873,65.9045454545455,65.7
Dpapa,NA,0,0,0,0,0,NA,NA,NA
Dpapp,NA,0,0,0,0,0,NA,NA,NA
Dpp,206.331818181818,0,2,0,0,2,0.0429317076932455,44.7136363636364,40.04
Dppa,272.9,2,0,0,0,2,0.250762214285637,64.9227272727273,76.46
Dppaa,NA,0,0,0,0,0,NA,NA,NA
Dppap,NA,0,0,0,0,0,NA,NA,NA
Dppp,267.563636363636,1,0,0,0,1,0.264844648940385,59.5863636363636,63.44
Dpppa,351.9375,0,0,0,0,0,0.342233197838583,84.9625,87.5
Dpppaa,NA,0,0,0,0,0,NA,NA,NA
Dpppap,NA,0,0,0,0,0,NA,NA,NA
Dpppp,363.733333333333,0,0,0,0,0,0.41125668233179,97.8833333333333,101.65
Dppppa,NA,0,0,0,0,0,NA,NA,NA
Dppppp,NA,0,0,0,0,0,NA,NA,NA
E,62.4045454545455,0,0,0,0,0,0.00692461114685026,16.6428571428571,12.66
EMS,44.9090909090909,0,0,0,0,0,NA,13.7666666666667,NA
Ea,106.586363636364,0,1,0,0,1,0.00198824547166055,42.4818181818182,37.18
Eal,154.445454545455,0,1,0,0,1,0.024668297113185,46.1454545454545,42
Eala,223.15,2,0,0,0,2,0.00499839910414022,67.0363636363636,74.62
Ealaa,357.08,0,0,2,0,2,NA,130.88,NA
Ealaad,NA,0,0,0,0,0,NA,NA,NA
Ealaav,NA,0,0,0,0,0,NA,NA,NA
Ealap,NA,0,0,0,0,0,NA,NA,NA
Ealapa,NA,0,0,0,0,0,NA,NA,NA
Ealapp,NA,0,0,0,0,0,NA,NA,NA
Ealp,225.590909090909,1,0,0,0,1,0.0724811887553443,69.4909090909091,76.62
Ealpa,NA,0,0,0,0,0,NA,NA,NA
Ealpp,NA,0,0,0,0,0,NA,NA,NA
Ealppa,NA,0,0,0,0,0,NA,NA,NA
Ealppp,NA,0,0,0,0,0,NA,NA,NA
Ear,155.672727272727,0,2,0,0,2,0.00174452225492624,47.3681818181818,41.04
Eara,228.781818181818,1,0,0,0,1,0.0618060147609531,71.4545454545455,80.62
Earaa,362.88,0,0,2,0,2,NA,131.36,NA
