"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"ABalppppap",NA,218,1,0,0,5,5,9192,0,0,0,0,437,4.18515039602606,2.36030459487712
"ABalppppapa",NA,290,0,0,0,5,0,9192,0,22,0,0,437,3.41697108080884,2.14639317920787
"ABalppppapaa","OLLL",400,0,0,0,NA,0,9192,0,22,0,0,437,NA,NA
"ABalppppapap","death",400,0,0,0,NA,0,9192,0,22,0,0,437,NA,NA
"ABalppppapp","death",290,0,0,0,5,0,9192,0,0,0,0,437,3.52328591895386,2.43329670678104
"ABalppppp",NA,169,0,0,0,5,5,11743,0,0,0,0,437,4.32002487139586,2.99306338498746
"ABalpppppa",NA,211,0,0,0,5,5,11743,0,0,0,0,437,4.14993250817012,2.31218726261358
"ABalpppppaa","ADFL",286,0,1,0,5,0,11743,0,0,0,0,437,3.71777966738139,1.67316911168549
"ABalpppppap","AWBL",286,0,0,0,5,0,11743,0,0,0,0,437,3.18024703256816,1.81870414637347
"ABalpppppp",NA,211,0,0,0,5,5,13024,0,0,0,0,437,3.96113743743498,2.46273278395549
"ABalppppppa",NA,264,1,0,0,5,5,13024,0,0,0,0,437,2.44693224108255,1.52852691114497
"ABalppppppaa","ASEL",348,0,0,0,5,0,13024,0,0,0,0,437,2.23977628044122,1.4613812059132
"ABalppppppap","death",348,0,1,0,5,0,13024,0,0,0,0,437,3.24002743945444,1.96095444878981
"ABalppppppp",NA,264,2,0,0,5,5,13024,0,0,0,0,437,2.80467736491174,1.57484604463075
"ABalpppppppa","ASJL",338,0,0,0,5,0,13024,0,0,0,0,437,2.82978456883867,1.63647105395098
"ABalpppppppp","AUAL",338,0,0,0,5,0,13024,0,0,0,0,437,2.4459245924077,1.45651048359142
"ABar",NA,43,0,0,2,5,5,2256,0,0,0,0,0,5.67656226556981,3.25611438218158
"ABara",NA,56,0,0,0,5,5,2256,0,0,0,0,0,3.65227223553787,2.46910218701978
"ABaraa",NA,75,1,0,2,5,5,2256,0,0,0,0,0,3.78788849629331,2.91567515960836
"ABaraaa",NA,102,2,0,0,5,5,2554,0,0,0,0,0,3.7017418772469,2.68250422157531
"ABaraaaa",NA,135,0,0,0,5,5,7413,0,0,720,0,0,4.85093304431359,3.01605338685408
"ABaraaaaa",NA,179,0,0,0,5,5,15213,0,0,2365,0,0,5.26701321914214,3.69635825784433
"ABaraaaaaa",NA,232,0,0,1,5,5,15213,0,0,2829,0,0,4.17236112612231,2.85972543519758
"ABaraaaaaaa","e1VL",315,0,1,0,5,0,15213,16,0,2829,0,0,3.55385441565167,2.33521795130644
"ABaraaaaaap","m1L",315,0,2,0,5,0,15213,0,119,2829,0,0,4.30756085599251,2.46826906673987
"ABaraaaaap",NA,232,0,0,0,5,5,15213,0,0,2479,0,0,3.63720008812156,2.36483182198639
"ABaraaaaapa","e1VR",314,0,0,0,5,0,15213,0,0,2479,0,0,3.48755648656533,2.21283311616567
"ABaraaaaapp","m1R",314,0,1,0,5,0,15213,67,0,2479,0,0,3.82803518047991,2.18731946530984
"ABaraaaap",NA,179,0,0,0,5,5,10362,0,0,2144,0,0,4.4870579777532,2.80298857689582
"ABaraaaapa",NA,238,2,0,0,5,5,11599,0,0,2625,0,0,3.97763240410003,2.39958097638643
"ABaraaaapaa","death",330,0,1,0,5,0,11599,0,0,2625,0,0,3.85143601267317,2.73131501844801
"ABaraaaapap","e1D",330,0,1,0,5,0,11599,0,0,2625,0,0,3.27765856718173,1.82693299676261
"ABaraaaapp","death",238,0,1,0,5,0,11052,132,0,2144,0,0,6.21339413911348,3.97421411250591
"ABaraaap",NA,135,1,0,0,5,5,7313,0,0,573,0,0,4.49399620629951,3.07640073177916
"ABaraaapa",NA,171,0,0,0,5,5,12715,0,0,1922,0,0,4.28575344243885,2.89739103260963
"ABaraaapaa",NA,214,0,0,0,5,5,12715,276,0,2055,0,0,4.25091056034392,2.4936952204594
"ABaraaapaaa","arcpost",291,0,1,0,5,0,12715,384,50,2055,0,0,3.53993830434015,2.15013151833092
"ABaraaapaap","e2DR",291,0,1,0,5,0,12715,377,0,2055,0,0,3.37986746945751,1.9526248727459
"ABaraaapap",NA,214,0,0,0,5,5,12715,343,0,2225,0,0,4.35229851617778,2.6426119355406
"ABaraaapapa","mc1DR",274,0,1,0,5,0,12715,384,0,2225,0,0,4.12221734350218,2.1302536202952
"ABaraaapapp","m4R",274,0,2,0,5,0,12715,343,0,2225,0,0,4.47116139798591,2.507538762592
"ABaraaapp",NA,171,2,0,0,5,5,10884,0,0,1687,12,22,4.68815060018577,3.18185163130062
"ABaraaappa",NA,225,0,0,0,5,5,11541,0,0,1687,12,22,5.0741364765063,3.40977523693216
"ABaraaappaa","arcpost",314,0,0,0,5,0,11541,0,796,1687,12,22,3.73820440017264,2.55666459938255
"ABaraaappap","arcpost",314,0,1,0,5,0,11541,0,0,1687,12,22,4.26476370225621,3.14406225932774
"ABaraaappp",NA,225,3,0,0,5,5,10884,0,0,1687,12,22,4.72024244418574,3.36017906618469
"ABaraaapppa","arc_ant",302,0,1,0,5,0,10884,0,0,1687,12,22,4.54075887825844,3.302598915987
"ABaraaapppp","hyp1",302,0,0,0,5,0,10884,0,0,1687,12,22,4.5321132710149,3.31503232366714
"ABaraap",NA,102,1,0,0,5,5,2256,0,0,0,0,0,3.66622887828965,2.68222256800037
"ABaraapa",NA,134,2,0,0,5,5,3695,0,0,998,0,0,3.76025341101766,2.56388832209249
"ABaraapaa",NA,173,2,0,0,5,4,6358,0,0,2419,0,0,3.65196041415785,2.18079123970911
"ABaraapaaa",NA,222,0,0,0,5,4,7587,0,0,2419,0,0,3.81632019558209,2.46287303257112
"ABaraapaaaa","e3D",303,0,2,0,5,0,7587,0,0,2419,0,0,3.87099640257574,2.23141758925342
"ABaraapaaap","m1DL",303,0,3,0,5,0,7587,0,0,2419,0,0,4.66077890186587,3.07704919290205
"ABaraapaap",NA,222,0,0,0,5,5,8049,95,0,2419,0,0,2.85617427568695,1.83679306342614
"ABaraapaapa","m2DL",288,0,2,0,5,0,8049,1654,0,2419,0,0,4.23743624931253,2.60782584892215
"ABaraapaapp","mc2DL",288,0,3,0,5,0,8049,2027,0,2419,0,0,4.85458613779359,2.5698490242315
"ABaraapap",NA,173,1,0,0,5,5,5999,0,73,2383,0,0,4.39165063155403,2.39892722137263
"ABaraapapa",NA,219,1,0,1,5,5,10140,1119,73,2383,0,0,3.93810085222017,2.26072042804231
"ABaraapapaa",NA,274,0,2,0,5,0,10140,1422,73,2383,0,0,4.11961112317029,2.28629038625976
"ABaraapapaad","death",400,0,0,0,NA,0,10140,1422,73,2383,0,0,NA,NA
"ABaraapapaav","NSML",400,0,0,0,NA,0,10140,1422,73,2383,0,0,NA,NA
"ABaraapapap","m5L",274,0,1,0,5,0,10140,1119,73,2383,0,0,3.97092447898726,2.03900154414592
"ABaraapapp",NA,219,0,0,0,5,5,7042,1027,73,2383,12,0,4.379312883726,2.82541473102913
"ABaraapappa","M2L",313,0,4,0,5,0,7042,1252,73,2383,12,0,4.24863270047749,3.28975796476348
"ABaraapappp","M3L",313,0,1,0,5,0,7042,1027,73,2383,12,0,4.14802505529788,2.86300744256577
"ABaraapp",NA,134,2,0,0,5,5,2256,0,0,837,0,0,3.72508512310655,2.53106919078223
"ABaraappa",NA,171,0,0,0,5,5,4410,426,0,2098,0,0,3.03778015130027,1.97356792856792
"ABaraappaa",NA,219,0,0,0,5,5,8106,831,0,2098,0,0,3.19881017477182,2.00585897447816
"ABaraappaaa","MI",302,0,1,0,5,0,8106,831,0,2098,0,0,3.40125772931486,1.91164154365574
"ABaraappaap","m1DR",302,0,0,0,5,0,8106,831,0,2098,0,0,3.10976124695325,1.93185274250565
"ABaraappap",NA,219,0,0,0,5,5,7078,971,0,2249,0,0,3.14334876373272,1.60424679316181
"ABaraappapa","m2DR",283,0,2,0,5,0,7078,1482,0,2249,0,0,3.08790989000552,1.88332051637045
"ABaraappapp","mc2DR",283,0,1,0,5,0,7078,1933,0,2249,0,0,3.84920923555587,2.10229075775583
"ABaraappp",NA,171,0,0,0,5,5,5947,578,0,2135,0,0,3.01994469437572,1.91351485641033
"ABaraapppa",NA,218,3,0,1,5,5,7760,3051,0,2135,0,0,2.83806339515249,1.53350019672228
"ABaraapppaa",NA,274,0,0,0,5,0,7760,3051,0,2135,0,0,2.74957053284992,1.52325727146673
"ABaraapppaad","death",400,0,0,0,NA,0,7760,3051,0,2135,0,0,NA,NA
"ABaraapppaav","NSMR",400,0,0,0,NA,0,7760,3051,0,2135,0,0,NA,NA
"ABaraapppap","m5R",274,0,2,0,5,0,7760,3051,0,2135,0,0,3.98438136620632,2.31452115483197
"ABaraapppp",NA,218,0,0,0,5,5,6196,2695,0,2135,0,0,3.25530096533504,1.62231239988034
"ABaraappppa","M2R",311,0,0,0,5,0,6196,2695,6,2135,0,0,3.44938249281609,2.36237270686644
"ABaraappppp","M3R",311,0,2,0,5,0,6196,2695,0,2135,0,0,4.94146443497285,3.03587466096801
"ABarap",NA,75,1,0,0,5,5,2256,0,0,0,0,0,2.96391558357727,2.01517630528426
"ABarapa",NA,102,1,0,0,5,5,2256,0,0,0,0,0,3.9499780222995,2.5515521246659
"ABarapaa",NA,134,3,0,1,5,5,3676,0,0,0,0,0,5.05284812550865,3.19614558910792
"ABarapaaa",NA,174,1,0,2,5,5,5371,0,0,0,0,0,4.90226410632675,2.63565118219278
"ABarapaaaa",NA,228,0,0,1,5,5,5371,0,0,0,0,0,4.18710938751159,2.33738928667714
"ABarapaaaaa","e3VR",306,0,1,0,5,0,5371,0,0,0,0,0,4.00073423361781,2.64916978123607
"ABarapaaaap","m2VR",306,0,2,0,5,0,5371,0,0,0,0,0,3.5268632730103,2.08357016497524
"ABarapaaap",NA,228,0,0,0,5,5,5371,0,0,0,31,0,4.77075873040599,2.97505011301519
"ABarapaaapa","m1VR",316,0,1,0,5,0,5371,0,0,0,31,0,4.00225105314094,2.53376395565537
"ABarapaaapp","death",316,0,1,0,5,0,5371,43,0,0,31,0,4.26090289173427,2.40295789096578
"ABarapaap",NA,174,1,0,0,5,5,5094,0,0,0,0,0,3.89110299461101,2.89458221597622
"ABarapaapa",NA,219,0,0,0,5,5,5094,1400,0,0,0,0,3.52491920988069,1.92484367127529
"ABarapaapaa","m2R",315,0,0,0,5,0,5094,1400,3,0,0,0,3.32921359452417,2.04069178444309
"ABarapaapap","death",315,0,2,0,5,0,5094,1400,297,93,0,0,5.37214713652857,3.16332681487777
"ABarapaapp",NA,219,0,0,0,5,5,5254,1310,0,0,0,0,3.08040234546444,1.99334075566031
"ABarapaappa","m3R",278,0,1,0,5,0,5254,2221,141,0,0,0,4.30580374086319,2.12580417105599
"ABarapaappp","MCR",278,0,0,0,5,0,5254,1310,72,0,0,0,3.13782859330017,1.65495685203821
"ABarapap",NA,134,0,0,0,5,5,2960,0,0,0,0,0,4.29311896030495,3.08931627696771
"ABarapapa",NA,170,0,0,0,5,5,4653,44,0,0,0,0,4.63118021548256,3.32175977318372
"ABarapapaa",NA,217,0,0,0,5,5,4653,410,0,0,0,0,5.36872218910002,3.41236962801537
"ABarapapaaa","death",294,0,1,0,5,0,4653,410,0,0,0,0,5.57137654226702,3.41452572309092
"ABarapapaap",NA,294,0,0,0,5,0,4653,410,14,0,0,0,3.79959410983215,2.25225544761671
"ABarapapaapa","I2R",400,0,0,0,NA,0,4653,410,14,0,0,0,NA,NA
"ABarapapaapp","death",400,0,0,0,NA,0,4653,410,14,0,0,0,NA,NA
"ABarapapap",NA,217,0,0,3,5,5,4653,702,0,0,0,0,4.42638300630596,2.8578057503321
"ABarapapapa","arcpost",284,0,0,0,5,0,4653,3330,60,0,0,0,3.57980698953247,2.21033484501714
"ABarapapapp","I5",284,0,0,0,5,0,4653,3295,33,0,0,0,3.46924783853718,2.11472588505568
"ABarapapp",NA,170,0,0,1,5,4,3966,111,0,0,0,0,3.81149047964777,2.66517380761224
"ABarapappa",NA,212,2,0,0,5,5,3966,1412,0,0,0,0,4.11698077175947,2.47254169199309
"ABarapappaa","I1R",328,0,0,0,4,0,3966,1412,0,8,0,0,4.30072679724632,3.17612622444663
"ABarapappap","death",328,0,1,0,4,0,3966,1412,0,0,0,0,4.21918848760359,3.25511384956454
"ABarapappp",NA,212,0,0,0,5,5,4334,1307,0,0,0,0,2.75666781341963,1.76448532988857
"ABarapapppa","mc2V",266,0,0,0,5,0,4334,2003,29,0,0,0,3.18523084278678,1.92936704687077
"ABarapapppp","m3VR",266,0,1,0,5,0,4334,2127,0,0,0,0,3.25028463056919,1.96149654194686
"ABarapp",NA,102,0,0,0,5,5,2256,0,0,0,0,0,3.78987812581159,2.82130357916336
"ABarappa",NA,134,0,0,0,5,5,3297,0,0,0,0,0,3.65942079977809,2.39203988162625
"ABarappaa",NA,174,3,0,0,5,5,3573,0,0,0,0,0,4.82116348706662,3.17470951851042
"ABarappaaa",NA,228,0,0,0,5,5,3573,0,0,0,0,26,4.76215431458412,3.32606917637781
"ABarappaaaa","RIPR",309,0,0,0,5,0,3573,0,0,12,0,26,4.51235810941065,3.21061641928236
"ABarappaaap","death",309,0,0,0,5,0,3573,0,0,0,0,26,4.03577275781366,2.55673163127331
"ABarappaap",NA,228,0,0,1,5,5,3573,0,0,0,0,22,3.53174872582361,2.40527884382968
"ABarappaapa","hyp1",315,0,0,0,5,0,3573,0,0,0,0,22,3.84352279755317,2.46757788282053
"ABarappaapp","death",315,0,0,0,5,0,3573,0,0,0,0,22,3.93605649608645,2.14331022552721
"ABarappap",NA,174,0,0,0,5,5,3297,0,0,0,0,0,4.22846471808947,2.66302109802844
"ABarappapa",NA,223,0,0,0,5,5,3297,981,0,0,0,0,4.25999595078485,2.72088154892849
"ABarappapaa","RMDDR",295,0,0,0,5,0,3297,1263,0,0,0,0,2.97492885241998,1.85748295097953
"ABarappapap",NA,295,0,0,0,5,0,3297,1546,0,0,0,0,3.30374884784323,2.00196503849878
"ABarappapapa","death",400,0,0,0,NA,0,3297,1546,0,0,0,0,NA,NA
"ABarappapapp","SMBDR",400,0,0,0,NA,0,3297,1546,0,0,0,0,NA,NA
"ABarappapp",NA,223,0,0,0,5,5,3297,1567,0,0,0,0,3.99956630663196,2.53198621001942
"ABarappappa","DB2",301,0,1,0,5,0,3297,3843,34,0,0,0,4.0613511508473,2.37317005688226
"ABarappappp","SMBVR",301,0,0,0,5,0,3297,3430,0,0,0,0,3.55095930788985,2.11254378500712
"ABarappp",NA,134,0,0,0,5,5,3179,0,0,0,0,0,4.15551085798836,2.63404403555396
"ABarapppa",NA,171,0,0,0,5,5,5730,0,0,0,0,0,6.00938830987776,4.18858080952548
"ABarapppaa",NA,221,0,0,0,5,5,5730,0,0,0,0,0,5.1117429678005,3.58974713635032
"ABarapppaaa","RMDVR",304,0,1,0,5,0,5730,0,0,0,0,0,4.38815721902257,3.10374886385634
"ABarapppaap","ILshVR",304,0,1,0,5,0,5730,0,0,0,0,0,4.59976284928239,2.95418074303693
"ABarapppap",NA,221,0,0,0,5,5,5730,0,0,0,0,0,4.70914490585485,3.20704552129765
"ABarapppapa","SAADR",300,0,0,0,5,0,5730,0,0,0,0,0,3.85837030536963,2.41668998489274
"ABarapppapp","ILsoVR",300,0,0,0,5,0,5730,0,0,0,0,0,4.08948531731188,2.4539909659873
"ABarapppp",NA,171,0,0,0,5,5,5245,0,0,0,0,0,5.24962820213547,3.82528957283868
"ABarappppa",NA,219,1,0,0,5,5,5245,0,0,0,0,0,5.31860584241138,3.60982076489055
"ABarappppaa","SMDVR",296,0,0,0,5,0,5245,0,0,0,0,0,3.67316900023949,2.20444490997169
"ABarappppap","BAGR",296,0,1,0,5,0,5245,0,0,0,0,0,3.86130110936854,2.77054852165195
"ABarappppp",NA,219,0,0,0,5,5,5245,0,0,0,0,0,4.76012774279005,3.17326939375434
"ABarapppppa",NA,287,0,0,0,5,0,5245,0,0,0,0,0,4.22836201618809,2.61546652346693
"ABarapppppaa","IL1VR",400,0,0,0,NA,0,5245,0,0,0,0,0,NA,NA
"ABarapppppap","death",400,0,0,0,NA,0,5245,0,0,0,0,0,NA,NA
"ABarapppppp","IL2VR",287,0,0,0,5,0,5245,0,0,0,0,0,4.29558769558557,2.61519907544673
"ABarp",NA,56,0,0,0,5,5,2604,0,0,0,0,0,4.23227268764975,2.98972841982588
"ABarpa",NA,75,2,0,0,5,5,2604,0,0,0,0,0,3.5991541259138,2.50042935279619
"ABarpaa",NA,103,1,0,0,5,5,4145,0,0,0,0,0,3.46683926325751,2.36853140872539
"ABarpaaa",NA,132,0,0,1,5,5,9232,0,0,0,0,0,6.85588653458853,3.20234064626292
"ABarpaaaa",NA,180,1,0,0,5,5,11756,0,0,0,0,0,5.93326192302857,4.14890337796343
"ABarpaaaaa",NA,232,2,0,0,5,5,11756,0,0,0,0,4,4.76890776016243,2.35932982266022
"ABarpaaaaal","OLQsoDL",327,0,0,0,5,0,11756,0,0,0,0,4,4.14545590133654,2.79689236191038
"ABarpaaaaar","OLQsoDR",327,0,0,0,5,0,11756,0,0,0,0,4,4.27775365782193,2.77324434987533
"ABarpaaaap",NA,232,1,0,0,5,5,11756,0,3500,3125,0,0,4.73296605133055,2.63289115610682
"ABarpaaaapa","OLQshDL",324,0,1,0,5,0,11756,0,3500,13865,0,0,4.42847543602452,2.99300518324619
"ABarpaaaapp","CEPshDL",324,0,1,0,5,0,11756,0,3500,12992,0,0,6.03322658323585,3.96308244377277
"ABarpaaap",NA,180,0,0,0,5,5,10508,0,684,46,0,0,5.38508547590515,3.1730904416032
"ABarpaaapa",NA,237,2,0,0,5,5,10669,0,758,5443,0,0,3.98052405047228,2.45757586546682
"ABarpaaapaa","OLQshSR",325,0,2,0,4,0,10669,0,758,14477,0,0,5.30921952410818,3.77748963265078
"ABarpaaapap","CEPshDR",325,0,0,0,4,0,10669,0,758,14160,0,0,6.11774697501166,3.54333934434164
"ABarpaaapp","death",237,0,0,0,5,0,10508,7,3605,1458,0,0,5.0715623240094,2.98196037981911
"ABarpaap",NA,132,0,0,0,5,5,7943,0,0,0,0,0,4.04819471004898,2.7224755702125
"ABarpaapa",NA,169,1,0,0,5,5,13473,1,0,0,0,0,4.5070131296419,3.01289946813075
"ABarpaapaa","hyp6",216,0,1,0,5,0,13473,1,3116,0,0,0,7.89958138943121,3.53520495541631
"ABarpaapap","hyp7",216,0,1,0,5,0,13749,1,2901,0,0,0,7.66928642975426,4.15551822140086
"ABarpaapp",NA,169,0,0,0,5,5,14525,0,409,0,0,0,4.62683309612023,2.99817789110758
"ABarpaappa","hyp7",216,0,3,0,5,0,15356,0,3244,0,0,0,8.43395197624795,3.95123349808024
"ABarpaappp","hyp7",216,0,4,0,5,0,14525,0,1008,0,0,0,9.67863948434707,4.8828405516252
"ABarpap",NA,103,1,0,0,5,5,2699,0,0,0,0,0,3.96177749699084,2.7165296778978
"ABarpapa",NA,134,1,0,0,5,5,5966,0,0,0,0,0,4.2095166221952,2.63165242225856
"ABarpapaa",NA,171,1,0,0,5,5,8720,0,909,0,0,0,5.46559347179993,3.84914738348192
"ABarpapaaa",NA,223,2,0,0,5,5,8720,0,1306,0,0,0,5.76104869880816,3.05584178173161
"ABarpapaaaa","URADR",315,0,2,0,5,0,8720,0,1306,0,0,0,4.61619474817116,3.17217678142892
"ABarpapaaap","CEMDR",315,0,2,0,5,0,8720,0,1306,0,0,0,3.70723473222514,2.63015692652902
"ABarpapaap",NA,223,0,0,0,5,5,8868,0,909,0,0,0,3.6614337118882,2.31227206735637
"ABarpapaapa","death",287,0,1,0,5,0,8868,0,909,1108,0,0,4.97705044203763,3.25055648546549
"ABarpapaapp",NA,287,1,0,0,5,0,8868,0,909,0,0,0,3.91227819731587,2.16385467212432
"ABarpapaappa","CEPDR",400,0,0,0,NA,0,8868,0,909,0,0,0,NA,NA
"ABarpapaappp","URXR",400,0,0,0,NA,0,8868,0,909,0,0,0,NA,NA
"ABarpapap",NA,171,0,0,0,5,5,8899,0,0,0,0,0,4.56773619213898,2.89863657095549
"ABarpapapa","hyp4",222,0,4,0,5,0,9405,0,0,0,0,0,11.8672344386291,5.04279291822869
"ABarpapapp","hyp6",222,0,4,0,5,0,10610,0,1082,0,0,0,12.5495855010861,5.34756928534354
"ABarpapp",NA,134,0,0,0,5,5,5245,0,0,0,0,0,4.30011291259557,2.6927538732925
"ABarpappa",NA,171,3,0,0,5,5,7337,0,0,0,0,0,4.38740352083858,2.70978707336441
"ABarpappaa","XXXR",228,0,3,0,5,0,7337,0,264,401,0,4,6.97218429705779,3.25550564086832
"ABarpappap","hyp5",228,0,1,0,5,0,10586,0,0,0,0,0,8.6486188456613,3.80474497524428
"ABarpappp",NA,171,1,0,0,5,5,9166,0,0,0,0,0,3.78204869836963,2.7082179706521
"ABarpapppa","HOR",222,0,2,0,5,0,9166,0,0,0,0,0,7.19321547189636,3.22827138455825
"ABarpapppp","H1R",222,0,3,0,5,0,11416,0,0,0,0,0,6.92827671942961,3.6433598190276
"ABarpp",NA,75,3,0,0,5,5,2604,0,0,0,0,0,3.99523429953736,2.75438345518542
"ABarppa",NA,105,0,0,0,5,5,2604,0,0,0,0,2150,4.69743513641479,3.32810298684423
"ABarppaa",NA,135,0,0,0,5,5,6479,0,0,0,0,3937,6.14277630142436,4.1905949125519
"ABarppaaa",NA,176,1,0,0,5,5,10403,0,2452,4,0,8323,4.83235776043467,3.05929152156939
"ABarppaaaa","ADEshL",234,0,0,0,5,0,10403,0,2549,4,0,8323,4.85616640176774,3.09117306981766
"ABarppaaap","H2L",234,0,2,0,5,0,10403,0,2452,4,0,8323,7.65037058694044,4.60534245248274
"ABarppaap",NA,176,3,0,1,5,5,11084,0,1526,0,0,8964,5.0915145762579,3.07224922593759
"ABarppaapa","hyp7",227,0,3,0,5,0,11084,0,2848,0,0,8964,14.9438637608015,5.33313850772437
"ABarppaapp",NA,227,0,2,0,5,0,11084,0,1526,0,0,9064,8.07640574606233,4.98919043399609
"ABarppaappa","ALML",400,0,0,0,NA,0,11084,0,1526,0,0,9064,NA,NA
"ABarppaappp","BDUL",400,0,0,0,NA,0,11084,0,1526,0,0,9064,NA,NA
"ABarppap",NA,135,0,0,0,5,5,6023,0,0,0,0,3306,5.9072752735546,3.71138088954814
"ABarppapa",NA,178,3,0,0,5,5,11281,0,0,0,0,7197,6.40895692637113,3.93104789594816
"ABarppapaa","V1L",235,0,2,0,4,0,11281,0,0,0,12,7197,5.65724970265971,3.56206195566793
"ABarppapap","V2L",235,0,1,0,4,0,11281,0,0,0,0,7897,5.50614143084711,3.62270483045107
"ABarppapp",NA,178,4,0,0,5,5,10927,0,0,0,0,7751,7.79536234910188,4.48201435241364
"ABarppappa","V4L",236,0,1,0,2,0,10927,0,0,0,0,7751,5.41047719797456,3.79015848231574
"ABarppappp","V6L",236,0,0,0,2,0,10927,0,0,0,0,7751,7.03105239121719,5.00225065688503
"ABarppp",NA,105,1,0,0,5,5,2880,0,0,0,0,1940,4.9967678794739,3.86667123058437
"ABarpppa",NA,135,0,0,0,5,5,6272,0,0,128,0,3124,4.90292334221047,3.42683746401194
"ABarpppaa",NA,175,0,0,0,5,5,9535,4,2059,258,0,8571,4.40708778780446,2.72085137006269
"ABarpppaaa","ADEshR",231,0,3,0,5,0,9535,4,2059,258,0,8571,7.04425953835827,4.23616839547068
"ABarpppaap","H2R",231,0,3,0,5,0,9535,4,2059,258,0,8571,6.54299844024631,3.47157167727946
"ABarpppap",NA,175,0,0,1,5,5,10457,0,0,313,0,9706,4.47231509738653,2.83176265077024
"ABarpppapa","hyp7",226,0,0,0,5,0,10457,0,2215,313,0,9706,12.2996936105343,5.54597901503231
"ABarpppapp",NA,226,0,4,0,5,0,10457,0,0,313,0,9706,7.82831419117919,4.6196713587538
"ABarpppappa","ALMR",400,0,0,0,NA,0,10457,0,0,313,0,9706,NA,NA
"ABarpppappp","BDUR",400,0,0,0,NA,0,10457,0,0,313,0,9706,NA,NA
"ABarpppp",NA,135,0,0,0,5,5,6285,0,0,176,0,3088,4.89236494782217,3.26102320690964
"ABarppppa",NA,177,2,1,0,5,5,9874,0,0,1209,0,10028,6.63438009892523,3.65721063406952
"ABarppppaa","V1R",232,0,1,0,3,0,10693,0,0,1292,0,10028,5.0133214879388,3.38902885499458
"ABarppppap","V2R",232,0,1,0,3,0,9874,0,0,1381,0,10028,4.9364659920654,2.9335142095344
"ABarppppp",NA,177,2,1,0,5,5,10020,0,0,1370,0,10247,6.06669179252829,3.48911317036713
"ABarpppppa","V4R",234,0,0,0,3,0,10020,0,0,1633,0,10247,4.57028194739716,2.76605398001897
"ABarpppppp","V6R",234,0,1,0,3,0,10020,0,0,1787,0,10247,4.25165747644041,2.81218863281651
"ABp",NA,19,0,0,0,5,5,1308,0,0,8,0,0,6.50669734860935,5.07659930095759
"ABpl",NA,43,0,0,0,5,5,1609,0,0,8,0,0,5.894185146248,3.51424928560624
"ABpla",NA,56,0,0,0,5,5,1813,0,0,8,0,0,3.81137510489659,2.48761288925962
"ABplaa",NA,74,1,0,0,5,5,1813,0,0,8,0,0,3.63176876889292,2.31322006135292
"ABplaaa",NA,102,0,0,0,5,5,2219,0,0,8,0,0,3.12247896324313,1.99520828331258
"ABplaaaa",NA,133,0,0,0,5,5,7748,0,0,8,0,0,4.10568966096905,2.71668069795314
"ABplaaaaa",NA,171,1,0,0,5,5,13039,0,0,8,0,0,4.93855053171285,2.92123678126371
"ABplaaaaaa",NA,224,3,1,1,5,5,13039,0,892,8,0,0,5.26197373359331,2.91209026095803
"ABplaaaaaaa","URADL",317,0,1,0,4,0,13039,0,892,8,0,0,3.24615977826742,2.03709273594919
"ABplaaaaaap","CEMDL",317,0,1,0,4,0,13039,0,892,14,0,0,3.62633723892351,2.52421079661455
"ABplaaaaap",NA,224,2,0,1,5,5,13039,0,0,8,0,0,3.79428155968177,2.30008476476372
"ABplaaaaapa","death",289,0,0,0,5,0,13039,0,0,8,0,0,4.82839129525564,2.55083799540323
"ABplaaaaapp",NA,289,1,0,0,5,0,13039,0,228,8,0,0,3.10629448615094,1.76318584949232
"ABplaaaaappa","CEPDL",400,0,0,0,NA,0,13039,0,228,8,0,0,NA,NA
"ABplaaaaappp","URXL",400,0,0,0,NA,0,13039,0,228,8,0,0,NA,NA
"ABplaaaap",NA,171,0,0,0,5,5,12776,0,201,8,0,0,4.04001410087411,2.63882918515241
"ABplaaaapa","hyp6",223,0,1,0,5,0,13520,0,3990,8,0,0,6.81954346311445,3.0177558794884
"ABplaaaapp","hyp6",223,0,2,0,5,0,14071,0,3291,8,0,0,7.71705567671603,4.30920469275163
"ABplaaap",NA,133,0,0,0,5,5,6765,0,0,8,0,0,3.75509014214396,2.01650536580162
"ABplaaapa",NA,172,3,0,0,5,5,12903,0,1492,8,0,0,5.17319129582965,3.59671890243766
"ABplaaapaa","XXXL",229,0,3,0,5,0,12903,0,1492,8,0,0,7.12370016260341,3.12419275506419
"ABplaaapap","hyp5",229,0,2,0,5,0,15266,0,1492,8,0,0,7.22155543128818,3.7663311520159
"ABplaaapp",NA,172,0,0,0,5,5,14335,0,0,8,0,0,4.66778638527472,3.36188757934162
"ABplaaappa","HOL",223,0,1,0,5,0,14335,0,313,8,0,0,6.72912186051089,3.41771284650745
"ABplaaappp","H1L",223,0,1,0,5,0,15232,0,1190,8,0,0,6.30536136008179,3.42430665238368
"ABplaap",NA,102,1,0,0,5,5,2533,0,0,8,0,0,3.26974252732822,2.15246959502529
"ABplaapa",NA,132,0,0,0,5,5,7553,0,0,8,0,0,4.07308472554561,2.626922451695
