"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"ABpraaa",NA,102,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaa",NA,134,65,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpraaaaa",NA,177,2073,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpraaaaaa",NA,232,11598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaaaaa","AVER",316,11598,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaaaap","OLQshVR",316,11598,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaaap",NA,232,15347,1,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,0
"ABpraaaaapd","OLLshR",327,20371,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaaapv","death",327,25443,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaap",NA,177,1966,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABpraaaapa",NA,224,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaaapad","RMDR",303,10634,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaapav","AFDR",303,4472,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaapp",NA,224,4524,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABpraaaappa","death",293,4524,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaappp",NA,293,4524,0,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaaapppa","ASKR",400,4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaaapppp","death",400,4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaap",NA,134,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapa",NA,172,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapaa",NA,224,2988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABpraaapaad","ADLR",309,3645,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaapaav","death",309,2988,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaapap",NA,224,7220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABpraaapapa",NA,299,43241,0,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABpraaapapaa","OLLR",400,43241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaapapap","death",400,43241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraaapapp","death",299,17825,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABpraaapp",NA,172,96,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpraaappa",NA,215,230,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABpraaappaa","ADFR",295,786,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABpraaappap","AWBR",295,475,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaappp",NA,215,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraaapppa",NA,269,452,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0
"ABpraaapppaa","ASER",359,657,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABpraaapppap","death",359,1017,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaapppp",NA,269,190,0,NA,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0
"ABpraaappppa","ASJR",349,607,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraaappppp","AUAR",349,477,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraap",NA,102,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapa",NA,133,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaa",NA,173,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapaaa",NA,224,325,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,0
"ABpraapaaaa","hyp3",307,4451,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABpraapaaap","ILsoDR",307,2993,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABpraapaap",NA,224,144,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABpraapaapa","URBR",295,1962,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraapaapp","AMshR",295,878,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraapap",NA,173,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapapa",NA,222,190,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"ABpraapapaa","AWAR",309,961,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraapapap","ASGR",309,526,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraapapp",NA,222,135,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABpraapappa","AIBR",287,334,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraapappp",NA,287,216,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABpraapapppa","ASIR",400,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraapapppp","death",400,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraapp",NA,133,122,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABpraappa",NA,169,213,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABpraappaa","hyp4",225,9375,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA
"ABpraappap","hyp6",225,415,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABpraappp",NA,169,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABpraapppa","hyp7",218,442,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABpraapppp","hyp7",218,259,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprap",NA,75,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapa",NA,102,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaa",NA,133,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaa",NA,174,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapaaaa",NA,225,366,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABprapaaaaa","death",307,1603,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapaaaap",NA,307,366,0,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapaaaapa","ADER",400,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaaapp","ADAR",400,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaap",NA,225,208,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ABprapaaapa",NA,303,707,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprapaaapad","FLPR",400,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaapav","AIZR",400,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapaaapp","RMGR",303,503,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprapaap",NA,174,65,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprapaapa","W",230,532,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprapaapp","P1/2R",230,337,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprapap",NA,133,65,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprapapa",NA,170,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprapapaa",NA,222,239,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,NA
"ABprapapaaa","QR",400,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapapaap","V5R",400,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapapap","P9/10R",222,353,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABprapapp",NA,170,114,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprapappa","P12",219,394,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprapappp",NA,219,659,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABprapapppa","death",310,2040,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapapppp",NA,310,659,0,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapappppa",NA,NA,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapappppaa","PLMR",400,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapappppap","ALNR",400,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapappppp","death",400,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapp",NA,102,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappa",NA,133,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprappaa",NA,174,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprappaaa","P3/4R",226,727,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprappaap","P5/6R",226,450,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABprappap",NA,174,93,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprappapa","V3R",226,352,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABprappapp","P7/8R",226,567,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprappp",NA,133,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprapppa",NA,176,320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprapppaa",NA,233,320,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ABprapppaaa","PVQR",333,558,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprapppaap","death",333,1559,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapppap",NA,233,516,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprapppapa","death",306,823,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapppapp",NA,306,1358,0,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprapppappa","HSNR",400,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapppappp","PHRB",400,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprapppp",NA,176,568,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprappppa","hyp7",233,881,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,NA
"ABprappppp","TR",233,781,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA
"ABprp",NA,56,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpa",NA,75,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaa",NA,103,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaa",NA,135,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaa",NA,173,486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaaa",NA,221,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaaaaaa","SAAVR",301,589,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaaaap","AWCR",301,768,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaaap",NA,221,1322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABprpaaaapa","G1",291,1326,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaaapp","DB3/1",291,1322,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaap",NA,173,486,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"ABprpaaapa",NA,222,9055,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,0
"ABprpaaapaa","URAVR",317,9055,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaapap","CEPshVR",317,9055,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaapp",NA,222,16129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABprpaaappa",NA,290,42903,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaaappaa","OLQVR",400,42903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpaaappap","death",400,42903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpaaappp","URYVR",290,27785,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaap",NA,135,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapa",NA,172,357,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ABprpaapaa",NA,223,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpaapaaa","RIVR",301,506,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaapaap","AVBR",301,660,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaapap",NA,223,628,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABprpaapapa","AMsoR",301,628,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaapapp","CEMVR",301,2162,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaapp",NA,172,252,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA
"ABprpaappa",NA,220,451,0,0,0,0,1,0,1,0,1,0,NA,0,0,NA,0
"ABprpaappaa","ASHR",293,451,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaappap","RIBR",293,3290,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaappp",NA,220,1006,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABprpaapppa","AIMR",291,1286,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaapppp",NA,291,1006,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpaappppa","CEPVR",400,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpaappppp","death",400,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpap",NA,103,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapa",NA,134,385,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"ABprpapaa",NA,172,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaaa",NA,226,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapaaaa","SMDDR",305,1438,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapaaap","AIYR",305,1578,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapaap",NA,226,718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABprpapaapa","SIADR",305,718,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapaapp","SIBVR",305,1137,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapap",NA,172,429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpapapa",NA,222,897,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ABprpapapaa","exc_gl_R",291,1360,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapapap","AVKR",291,1257,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapapp",NA,222,690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABprpapappa","SIAVR",293,889,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapappp","DA8",293,2048,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapp",NA,134,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappa",NA,170,405,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprpappaa",NA,219,1002,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprpappaaa","RIH",287,1002,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpappaap","AVL",287,1031,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpappap",NA,219,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappapa","RIS",289,1071,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpappapp","DB4",289,1087,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpappp",NA,170,418,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpapppa",NA,220,752,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ABprpapppaa","RIR",295,752,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpapppap","AVG",295,1088,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpapppp",NA,220,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpappppa","virR",292,930,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpappppp","virL",292,685,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpp",NA,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppa",NA,104,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppaa",NA,137,198,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABprppaaa",NA,179,660,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprppaaaa",NA,235,1232,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0
"ABprppaaaaa","SIBDR",298,1232,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppaaaap",NA,298,1232,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppaaaapa","death",400,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppaaaapp","RICR",400,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppaaap","death",235,731,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprppaap",NA,179,226,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprppaapa",NA,231,723,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"ABprppaapaa","death",317,1225,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppaapap","RIMR",317,723,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppaapp",NA,231,631,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ABprppaappa","AIAR",309,1116,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppaappp","DB7",309,1496,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppap",NA,137,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABprppapa",NA,176,461,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABprppapaa",NA,226,461,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABprppapaaa",NA,297,795,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppapaaaa","SABVR",400,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppapaaap","RIFR",400,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprppapaap","DA1",297,610,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppapap",NA,226,807,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABprppapapa","DA3",319,1599,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppapapp","DA5",319,898,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprppapp",NA,176,292,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprppappa",NA,231,797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABprppappaa","RIGR",309,797,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppappap","DD2",309,1228,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppappp",NA,231,649,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprppapppa","DD4",323,649,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppapppp","DD6",323,979,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppp",NA,104,158,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprpppa",NA,135,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaa",NA,173,404,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprpppaaa",NA,224,607,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABprpppaaaa","PDA/Y",303,781,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpppaaap","DA7",303,843,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprpppaap",NA,224,867,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,0
"ABprpppaapa",NA,304,988,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpppaapaa","PVCR",400,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpppaapap","LUAR",400,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABprpppaapp","PHAR",304,867,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpppap",NA,173,425,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABprpppapa",NA,225,442,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABprpppapaa","PHshR",280,1361,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpppapap","hyp8/9",280,461,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpppapp","death",225,896,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABprpppp",NA,135,162,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABprppppa",NA,172,559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppaa",NA,220,896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABprppppaaa","PVPR",294,1153,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppppaap","rect_VR",294,896,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprppppap",NA,220,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABprppppapa","B",291,1164,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppppapp","DVA",291,864,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABprppppp",NA,172,226,0,0,1,1,0,0,0,0,0,0,0,NA,0,NA,0
"ABprpppppa",NA,223,460,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABprpppppaa","mu_bod",310,792,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABprpppppap","mu_sph",310,936,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
