"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"ABalppappap","BAGL",296,16059,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppappp",NA,218,17979,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABalppapppa",NA,286,29374,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppapppaa","IL1VL",400,29374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppapppap","death",400,29374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppapppp","IL2VL",286,35932,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppp",NA,103,51,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABalpppa",NA,134,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppaa",NA,173,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppaaa",NA,227,14925,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1
"ABalpppaaaa","AVEL",313,14925,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppaaap","OLQshVL",313,14925,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppaap",NA,227,20027,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABalpppaapd","OLLshL",318,38168,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppaapv","death",318,42828,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppap",NA,173,1387,0,0,1,0,0,0,0,0,0,0,1,NA,0,NA,0
"ABalpppapa",NA,220,4301,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0
"ABalpppapad","RMDL",298,6211,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppapav","AFDL",298,18075,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppapp",NA,220,4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppappa","death",287,4483,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppappp",NA,287,4483,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppapppa","ASKL",400,4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalpppapppp","death",400,4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalpppp",NA,134,78,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABalppppa",NA,169,226,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABalppppaa",NA,218,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppppaad","ADLL",297,4754,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppppaav","death",297,4701,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppppap",NA,218,6110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppppapa",NA,290,36619,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppppapaa","OLLL",400,36619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppppapap","death",400,36619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppppapp","death",290,7474,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppppp",NA,169,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppppa",NA,211,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppppaa","ADFL",286,466,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppppap","AWBL",286,532,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppppp",NA,211,142,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABalppppppa",NA,264,142,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,0
"ABalppppppaa","ASEL",348,190,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppppppap","death",348,142,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalppppppp",NA,264,142,1,NA,0,NA,0,0,NA,0,NA,0,0,1,0,0,0
"ABalpppppppa","ASJL",338,321,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABalpppppppp","AUAL",338,1100,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABar",NA,43,51,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABara",NA,56,52,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABaraa",NA,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaa",NA,102,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ABaraaaa",NA,135,113,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABaraaaaa",NA,179,330,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABaraaaaaa",NA,232,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABaraaaaaaa","e1VL",315,896,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaaaaap","m1L",315,430,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaaaap",NA,232,330,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0
"ABaraaaaapa","e1VR",314,1156,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaaaapp","m1R",314,1952,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaaap",NA,179,399,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0
"ABaraaaapa",NA,238,399,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"ABaraaaapaa","death",330,399,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaaapap","e1D",330,721,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaaapp","death",238,598,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaap",NA,135,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapa",NA,171,497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapaa",NA,214,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapaaa","arcpost",291,618,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaapaap","e2DR",291,497,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaapap",NA,214,497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ABaraaapapa","mc1DR",274,497,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaapapp","m4R",274,584,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABaraaapp",NA,171,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaappa",NA,225,566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABaraaappaa","arcpost",314,566,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaappap","arcpost",314,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaappp",NA,225,566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABaraaapppa","arc_ant",302,613,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraaapppp","hyp1",302,858,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraap",NA,102,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapa",NA,134,322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapaa",NA,173,322,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABaraapaaa",NA,222,322,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,0
"ABaraapaaaa","e3D",303,322,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapaaap","m1DL",303,395,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapaap",NA,222,342,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABaraapaapa","m2DL",288,677,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapaapp","mc2DL",288,342,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapap",NA,173,364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABaraapapa",NA,219,364,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABaraapapaa",NA,274,551,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapapaad","death",400,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapapaav","NSML",400,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapapap","m5L",274,402,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapapp",NA,219,629,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1
"ABaraapappa","M2L",313,629,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABaraapappp","M3L",313,629,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapp",NA,134,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraappa",NA,171,392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraappaa",NA,219,392,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABaraappaaa","MI",302,606,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraappaap","m1DR",302,1210,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraappap",NA,219,392,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABaraappapa","m2DR",283,392,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraappapp","mc2DR",283,392,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraappp",NA,171,335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapppa",NA,218,369,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABaraapppaa",NA,274,386,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapppaad","death",400,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapppaav","NSMR",400,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapppap","m5R",274,369,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraapppp",NA,218,508,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1
"ABaraappppa","M2R",311,916,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABaraappppp","M3R",311,508,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABarap",NA,75,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapa",NA,102,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaa",NA,134,362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaaa",NA,174,1645,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ABarapaaaa",NA,228,5229,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0
"ABarapaaaaa","e3VR",306,11582,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapaaaap","m2VR",306,6974,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapaaap",NA,228,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ABarapaaapa","m1VR",316,2403,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapaaapp","death",316,3610,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapaap",NA,174,1236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaapa",NA,219,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaapaa","m2R",315,2763,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapaapap","death",315,2763,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABarapaapp",NA,219,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaappa","m3R",278,3987,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapaappp","MCR",278,3987,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapap",NA,134,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapa",NA,170,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapaa",NA,217,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapaaa","death",294,7387,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABarapapaap",NA,294,13148,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapapaapa","I2R",400,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapapaapp","death",400,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapapap",NA,217,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapapa","arcpost",284,2613,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapapapp","I5",284,2004,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapapp",NA,170,396,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0
"ABarapappa",NA,212,1640,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABarapappaa","I1R",328,4165,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapappap","death",328,3222,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapappp",NA,212,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapppa","mc2V",266,1105,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"ABarapapppp","m3VR",266,626,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA
"ABarapp",NA,102,164,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarappa",NA,134,164,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarappaa",NA,174,754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABarappaaa",NA,228,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappaaaa","RIPR",309,2494,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappaaap","death",309,3068,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappaap",NA,228,1650,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarappaapa","hyp1",315,5873,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappaapp","death",315,1650,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappap",NA,174,1343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ABarappapa",NA,223,3561,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarappapaa","RMDDR",295,3561,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappapap",NA,295,3561,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappapapa","death",400,3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarappapapp","SMBDR",400,3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarappapp",NA,223,2948,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarappappa","DB2",301,2948,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappappp","SMBVR",301,2948,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappp",NA,134,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppa",NA,171,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppaa",NA,221,4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppaaa","RMDVR",304,10167,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapppaap","ILshVR",304,6743,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapppap",NA,221,3242,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarapppapa","SAADR",300,3242,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapppapp","ILsoVR",300,3242,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapppp",NA,171,1809,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarappppa",NA,219,9942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABarappppaa","SMDVR",296,14682,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappppap","BAGR",296,10528,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarappppp",NA,219,11162,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0
"ABarapppppa",NA,287,35347,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarapppppaa","IL1VR",400,35347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapppppap","death",400,35347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapppppp","IL2VR",287,23388,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarp",NA,56,51,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpa",NA,75,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaa",NA,103,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaa",NA,132,904,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpaaaa",NA,180,2408,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABarpaaaaa",NA,232,3006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ABarpaaaaal","OLQsoDL",327,3006,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpaaaaar","OLQsoDR",327,3006,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpaaaap",NA,232,3207,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0
"ABarpaaaapa","OLQshDL",324,3207,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpaaaapp","CEPshDL",324,3207,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpaaap",NA,180,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaapa",NA,237,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaapaa","OLQshSR",325,2336,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABarpaaapap","CEPshDR",325,2336,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpaaapp","death",237,2301,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpaap",NA,132,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaapa",NA,169,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaapaa","hyp6",216,664,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"ABarpaapap","hyp7",216,664,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABarpaapp",NA,169,664,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpaappa","hyp7",216,664,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpaappp","hyp7",216,664,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpap",NA,103,59,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpapa",NA,134,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapaa",NA,171,646,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpapaaa",NA,223,646,1,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0
"ABarpapaaaa","URADR",315,959,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABarpapaaap","CEMDR",315,646,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
"ABarpapaap",NA,223,646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ABarpapaapa","death",287,708,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpapaapp",NA,287,646,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"ABarpapaappa","CEPDR",400,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpapaappp","URXR",400,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpapap",NA,171,370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapapa","hyp4",222,4443,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,NA
"ABarpapapp","hyp6",222,370,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABarpapp",NA,134,459,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpappa",NA,171,459,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABarpappaa","XXXR",228,8739,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarpappap","hyp5",228,761,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABarpappp",NA,171,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapppa","HOR",222,459,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABarpapppp","H1R",222,459,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABarpp",NA,75,51,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarppa",NA,105,51,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarppaa",NA,135,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppaaa",NA,176,136,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppaaaa","ADEshL",234,259,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,NA,NA,NA,NA
"ABarppaaap","H2L",234,136,NA,NA,NA,NA,NA,0,NA,1,0,1,NA,NA,NA,NA,NA
"ABarppaap",NA,176,51,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppaapa","hyp7",227,98,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABarppaapp",NA,227,51,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarppaappa","ALML",400,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarppaappp","BDUL",400,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarppap",NA,135,51,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarppapa",NA,178,51,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0
"ABarppapaa","V1L",235,51,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA
"ABarppapap","V2L",235,77,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA
"ABarppapp",NA,178,51,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ABarppappa","V4L",236,109,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"ABarppappp","V6L",236,315,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"ABarppp",NA,105,92,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpppa",NA,135,92,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0
"ABarpppaa",NA,175,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpppaaa","ADEshR",231,250,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABarpppaap","H2R",231,198,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
