"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"ABalppappaa","SMDVL",296,6693,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppappap","BAGL",296,6693,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppappp",NA,218,6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppapppa",NA,286,6167,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppapppaa","IL1VL",400,6167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppapppap","death",400,6167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppapppp","IL2VL",286,6167,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppp",NA,103,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppa",NA,134,6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppaa",NA,173,9639,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1
"ABalpppaaa",NA,227,10775,1,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"ABalpppaaaa","AVEL",313,10775,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABalpppaaap","OLQshVL",313,10775,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppaap",NA,227,10158,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"ABalpppaapd","OLLshL",318,10158,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppaapv","death",318,10158,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABalpppap",NA,173,11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppapa",NA,220,12003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppapad","RMDL",298,12003,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABalpppapav","AFDL",298,12003,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppapp",NA,220,12671,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABalpppappa","death",287,12671,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppappp",NA,287,12671,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppapppa","ASKL",400,12671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalpppapppp","death",400,12671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalpppp",NA,134,6143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ABalppppa",NA,169,8949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppppaa",NA,218,8949,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABalppppaad","ADLL",297,8949,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppppaav","death",297,8949,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppppap",NA,218,9192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppppapa",NA,290,9192,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppppapaa","OLLL",400,9192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppppapap","death",400,9192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABalppppapp","death",290,9192,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppppp",NA,169,11743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppppa",NA,211,11743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppppaa","ADFL",286,11743,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABalpppppap","AWBL",286,11743,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppppp",NA,211,13024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppppppa",NA,264,13024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABalppppppaa","ASEL",348,13024,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalppppppap","death",348,13024,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABalppppppp",NA,264,13024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABalpppppppa","ASJL",338,13024,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABalpppppppp","AUAL",338,13024,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABar",NA,43,2256,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ABara",NA,56,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraa",NA,75,2256,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"ABaraaa",NA,102,2554,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABaraaaa",NA,135,7413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaaaa",NA,179,15213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaaaaa",NA,232,15213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ABaraaaaaaa","e1VL",315,15213,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaaaaap","m1L",315,15213,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaaaap",NA,232,15213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaaaapa","e1VR",314,15213,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABaraaaaapp","m1R",314,15213,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaaap",NA,179,10362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaaapa",NA,238,11599,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABaraaaapaa","death",330,11599,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaaapap","e1D",330,11599,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaaapp","death",238,11052,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaap",NA,135,7313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapa",NA,171,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapaa",NA,214,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapaaa","arcpost",291,12715,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaapaap","e2DR",291,12715,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaapap",NA,214,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaapapa","mc1DR",274,12715,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABaraaapapp","m4R",274,12715,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABaraaapp",NA,171,10884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABaraaappa",NA,225,11541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraaappaa","arcpost",314,11541,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABaraaappap","arcpost",314,11541,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaappp",NA,225,10884,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABaraaapppa","arc_ant",302,10884,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraaapppp","hyp1",302,10884,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABaraap",NA,102,2256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapa",NA,134,3695,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABaraapaa",NA,173,6358,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0
"ABaraapaaa",NA,222,7587,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"ABaraapaaaa","e3D",303,7587,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABaraapaaap","m1DL",303,7587,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA
"ABaraapaap",NA,222,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapaapa","m2DL",288,8049,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABaraapaapp","mc2DL",288,8049,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA
"ABaraapap",NA,173,5999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABaraapapa",NA,219,10140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ABaraapapaa",NA,274,10140,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA
"ABaraapapaad","death",400,10140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapapaav","NSML",400,10140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapapap","m5L",274,10140,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraapapp",NA,219,7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapappa","M2L",313,7042,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA
"ABaraapappp","M3L",313,7042,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraapp",NA,134,2256,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABaraappa",NA,171,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraappaa",NA,219,8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraappaaa","MI",302,8106,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraappaap","m1DR",302,8106,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABaraappap",NA,219,7078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraappapa","m2DR",283,7078,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABaraappapp","mc2DR",283,7078,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABaraappp",NA,171,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraapppa",NA,218,7760,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"ABaraapppaa",NA,274,7760,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABaraapppaad","death",400,7760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapppaav","NSMR",400,7760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABaraapppap","m5R",274,7760,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABaraapppp",NA,218,6196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABaraappppa","M2R",311,6196,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABaraappppp","M3R",311,6196,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarap",NA,75,2256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarapa",NA,102,2256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaa",NA,134,3676,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"ABarapaaa",NA,174,5371,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ABarapaaaa",NA,228,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ABarapaaaaa","e3VR",306,5371,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarapaaaap","m2VR",306,5371,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABarapaaap",NA,228,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaaapa","m1VR",316,5371,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA
"ABarapaaapp","death",316,5371,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABarapaap",NA,174,5094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaapa",NA,219,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaapaa","m2R",315,5094,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapaapap","death",315,5094,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarapaapp",NA,219,5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapaappa","m3R",278,5254,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarapaappp","MCR",278,5254,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapap",NA,134,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapa",NA,170,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapaa",NA,217,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapaaa","death",294,4653,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABarapapaap",NA,294,4653,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapapaapa","I2R",400,4653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapapaapp","death",400,4653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapapap",NA,217,4653,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"ABarapapapa","arcpost",284,4653,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapapapp","I5",284,4653,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapapp",NA,170,3966,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0
"ABarapappa",NA,212,3966,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABarapappaa","I1R",328,3966,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA
"ABarapappap","death",328,3966,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,NA
"ABarapappp",NA,212,4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapapppa","mc2V",266,4334,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapapppp","m3VR",266,4334,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarapp",NA,102,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappa",NA,134,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappaa",NA,174,3573,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABarappaaa",NA,228,3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappaaaa","RIPR",309,3573,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappaaap","death",309,3573,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappaap",NA,228,3573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ABarappaapa","hyp1",315,3573,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappaapp","death",315,3573,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappap",NA,174,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappapa",NA,223,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappapaa","RMDDR",295,3297,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappapap",NA,295,3297,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappapapa","death",400,3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarappapapp","SMBDR",400,3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarappapp",NA,223,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappappa","DB2",301,3297,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABarappappp","SMBVR",301,3297,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappp",NA,134,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppa",NA,171,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppaa",NA,221,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppaaa","RMDVR",304,5730,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarapppaap","ILshVR",304,5730,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarapppap",NA,221,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppapa","SAADR",300,5730,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapppapp","ILsoVR",300,5730,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapppp",NA,171,5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarappppa",NA,219,5245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarappppaa","SMDVR",296,5245,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarappppap","BAGR",296,5245,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarappppp",NA,219,5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarapppppa",NA,287,5245,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarapppppaa","IL1VR",400,5245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapppppap","death",400,5245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarapppppp","IL2VR",287,5245,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarp",NA,56,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpa",NA,75,2604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaa",NA,103,4145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaa",NA,132,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ABarpaaaa",NA,180,11756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABarpaaaaa",NA,232,11756,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaaaal","OLQsoDL",327,11756,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpaaaaar","OLQsoDR",327,11756,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpaaaap",NA,232,11756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaaapa","OLQshDL",324,11756,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarpaaaapp","CEPshDL",324,11756,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarpaaap",NA,180,10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaapa",NA,237,10669,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpaaapaa","OLQshSR",325,10669,NA,NA,NA,NA,NA,0,0,NA,1,1,NA,NA,NA,NA,NA
"ABarpaaapap","CEPshDR",325,10669,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA
"ABarpaaapp","death",237,10508,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpaap",NA,132,7943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaapa",NA,169,13473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpaapaa","hyp6",216,13473,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABarpaapap","hyp7",216,13749,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABarpaapp",NA,169,14525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpaappa","hyp7",216,15356,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABarpaappp","hyp7",216,14525,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpap",NA,103,2699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapa",NA,134,5966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapaa",NA,171,8720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpapaaa",NA,223,8720,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpapaaaa","URADR",315,8720,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarpapaaap","CEMDR",315,8720,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarpapaap",NA,223,8868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapaapa","death",287,8868,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABarpapaapp",NA,287,8868,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpapaappa","CEPDR",400,8868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpapaappp","URXR",400,8868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpapap",NA,171,8899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpapapa","hyp4",222,9405,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpapapp","hyp6",222,10610,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpapp",NA,134,5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpappa",NA,171,7337,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABarpappaa","XXXR",228,7337,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABarpappap","hyp5",228,10586,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABarpappp",NA,171,9166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpapppa","HOR",222,9166,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABarpapppp","H1R",222,11416,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABarpp",NA,75,2604,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppa",NA,105,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppaa",NA,135,6479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppaaa",NA,176,10403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppaaaa","ADEshL",234,10403,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarppaaap","H2L",234,10403,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABarppaap",NA,176,11084,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"ABarppaapa","hyp7",227,11084,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABarppaapp",NA,227,11084,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarppaappa","ALML",400,11084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarppaappp","BDUL",400,11084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarppap",NA,135,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppapa",NA,178,11281,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABarppapaa","V1L",235,11281,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA
"ABarppapap","V2L",235,11281,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA
"ABarppapp",NA,178,10927,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABarppappa","V4L",236,10927,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA
"ABarppappp","V6L",236,10927,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"ABarppp",NA,105,2880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppa",NA,135,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppaa",NA,175,9535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppaaa","ADEshR",231,9535,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABarpppaap","H2R",231,9535,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA
"ABarpppap",NA,175,10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABarpppapa","hyp7",226,10457,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpppapp",NA,226,10457,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpppappa","ALMR",400,10457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
