"","Cells","20230222_JIM188_tbx.9_die.1_L1","20230223_JIM188_tbx.9_die.1_L4","20230224_RW10265_tbx.8_die.1_L1","20230224_RW10265_tbx.8_die.1_L3","20230224_RW10265_tbx.8_die.1_L4"
"Dpapa","Dpapa",0.762196209607155,0.565734774220671,0.735703842127287,0.820569684102472,0.766851291377032
"Dpapp","Dpapp",0.918347208941659,0.736151615537073,0.721966150165326,0.837063278981677,0.948983980083788
"Dpp","Dpp",0.406361863165516,0.378005711778781,0.40739571163029,0.424998737642035,0.553073066411699
"Dppa","Dppa",1.43223804806526,0.525753147537729,0.647039213368017,0.759542367971016,1.25372891162678
"Dppaa","Dppaa",1.30014658100755,0.713374028721131,0.855677537999894,0.912134575420206,0.900300555311449
"Dppap","Dppap",2.12447302131949,0.685270622570026,1.00978459142416,1.01919030690699,1.24896133661295
"Dppp","Dppp",1.02445525430012,0.545065988152738,0.691773428252348,0.715282636747167,0.966109413499857
"Dpppa","Dpppa",1.97140058940531,0.896735830347387,1.24720550643928,0.963907620187011,1.22941268532628
"Dpppaa","Dpppaa",2.13538930300865,NA,NA,1.23612040615611,1.66234019492972
"Dpppap","Dpppap",2.15417590492708,NA,NA,1.3717088198426,1.35627737008541
"Dpppp","Dpppp",1.76677809253066,0.875185929877721,1.33770188848946,1.22260354024533,1.36182538619713
"E","E",0.184116258344994,0.0871167403466912,0.157372483738084,0.121051953325742,0.174995971820457
"EMS","EMS",0.177043283766487,0.165486982205389,0.179760618168179,0.236257297047733,0.289651076483354
"Ea","Ea",0.188009433161005,0.173421189623649,0.172187622115667,0.203592923026023,0.215814939266242
"Eal","Eal",0.383287122086677,0.385348511307053,0.364303277075239,0.367915581556857,0.444521777931064
"Eala","Eala",0.45838749828386,0.530806429491424,0.575688856277504,0.578169927526361,0.502808489686089
"Ealaa","Ealaa",0.796544348000414,0.684499335256965,0.613581988383076,0.914694588880359,0.786505302436186
"Ealap","Ealap",0.705365504796706,0.539643368774158,0.720636341350469,0.803273329373538,0.86408102841877
"Ealp","Ealp",0.588178165996106,0.550470378655331,0.514402972994467,0.555848387004333,0.573309781153131
"Ealpa","Ealpa",0.806672550664487,0.776334505277473,0.902303730559647,0.883520662045605,0.924398120928598
"Ealpp","Ealpp",0.866473269857995,0.57088933152635,0.771345639371654,1.04909992945139,0.848021607500895
"Ear","Ear",0.38615674701054,0.299609779486866,0.412663516858427,0.320448711344594,0.377270470815135
"Eara","Eara",0.446245636917561,0.481569110329069,0.516766830723098,0.555480938321828,0.513954691308258
"Earaa","Earaa",0.801781188476693,0.570770501734252,0.860677361713631,0.926077375653884,0.807064887447551
"Earap","Earap",0.892125188977286,0.564340510288509,0.7155274016911,0.828185284488012,0.736323607822113
"Earp","Earp",0.534635617477101,0.487806076207506,0.586944275684531,0.469734181559699,0.546676308946982
"Earpa","Earpa",1.00753109497511,0.668184267551958,0.994173274349331,1.15702268722908,0.983583172083026
"Earpp","Earpp",0.812517296764355,0.650995124382649,0.712241760007867,1.0902042097897,1.14420131312287
"Ep","Ep",0.264363500037746,0.193161753622915,0.177727728832305,0.155156692756486,0.21791165865824
"Epl","Epl",0.426846575459233,0.429425866399258,0.400118778734324,0.391932634011478,0.435931022535546
"Epla","Epla",0.514241034747834,0.468615835077586,0.542834289548548,0.514010882249466,0.535849508837348
"Eplaa","Eplaa",0.760922978195414,0.576535119170359,0.57885063162137,0.749471342279324,0.810061145136033
"Eplap","Eplap",0.809020220978829,0.622398135893143,0.733596337255068,0.822987931527264,0.73396934595203
"Eplp","Eplp",0.478968757088899,0.455696635239663,0.45301655092445,0.504405955326126,0.557776374781337
"Eplpa","Eplpa",0.899223423618201,0.553201583356859,0.584828923866617,1.02841397425262,0.814806576889812
"Eplpp","Eplpp",0.990560199866601,0.744069556279815,0.757700739986664,1.24851125715917,1.0142864024379
"Epr","Epr",0.382794830077764,0.337515681786628,0.381114369977217,0.244808028104907,0.348906031087104
"Epra","Epra",0.594510760105783,0.538579055557823,0.573241878937738,0.511464526977883,0.551182331793368
"Epraa","Epraa",1.03924391441552,0.551179215146948,0.616645392252215,0.805393951893731,0.79203478137645
"Eprap","Eprap",0.988331971516401,0.559389865654451,0.560416757830958,0.845237153209082,0.728093077214807
"Eprp","Eprp",0.495926333589817,0.460741502020895,0.565276058537746,0.4419253439006,0.494516113181416
"Eprpa","Eprpa",0.855249883184752,0.643396758507088,0.689651665763131,0.998170126203279,0.934038155205417
"Eprpp","Eprpp",0.980431295268589,0.617181270146259,0.937781110460235,1.11661383655364,0.885275004753204
"MS","MS",0.14616625681643,0.137148896815541,0.134898320794432,0.133013696868839,0.115253846796944
"MSa","MSa",0.166529489428363,0.215070114858048,0.164589802539392,0.149466963875828,0.142720376629737
"MSaa","MSaa",0.220341574137648,0.231327788029686,0.164900122184928,0.164815717531268,0.171370311406397
"MSaaa","MSaaa",0.252980546362759,0.284581478871491,0.225759903885883,0.224785872586749,0.22239013893112
"MSaaaa","MSaaaa",0.427409188893067,0.400241473273113,0.345364715154246,0.417062567115241,0.376123040801038
"MSaaaaa","MSaaaaa",0.4453644772407,0.390170204128791,0.395390912514039,0.419267841782423,0.489930285439338
"MSaaaaaa","MSaaaaaa",0.769518854896523,0.513193821099116,0.781866932275972,0.721069249985927,0.600240277214034
"MSaaaaap","MSaaaaap",0.573183053711985,0.43775052364749,0.494355738413802,0.672767366816392,0.575355916460819
"MSaaaaapa","MSaaaaapa",0.732531625218516,0.554946125826429,0.680398973588438,0.858348669627863,0.738714917345094
"MSaaaaapaa","MSaaaaapaa",0.840383788873514,0.921514923699416,0.665733747885159,1.15054134782896,1.14928760990336
"MSaaaaapap","MSaaaaapap",0.989941794834715,0.703207954252639,0.774149785462546,1.27003530019852,1.02121404227675
"MSaaaaapp","MSaaaaapp",0.963516906728599,0.614337067902466,0.79729605532378,1.24042584706954,1.03957706141488
"MSaaaap","MSaaaap",0.515804919649737,0.601509990302478,0.472684497917612,0.515472179537117,0.492360159758173
"MSaaaapa","MSaaaapa",0.702522733843192,0.472700959482733,0.62513922539122,0.86733415568528,0.593740071949114
"MSaaaapaa","MSaaaapaa",1.46348446283472,0.618786167235652,1.16224586607691,1.26262496615652,1.2158934577712
"MSaaaapap","MSaaaapap",1.15947418195862,0.58852659242984,0.926642542207903,1.38118223517212,1.15641537183885
"MSaaaapp","MSaaaapp",0.714350918470582,0.5605745753624,0.711255864728493,0.913765901112842,0.807434961077914
"MSaaaappa","MSaaaappa",1.33336779655419,0.743467215380746,1.08576969722563,1.5087026196726,1.44502924983292
"MSaaaappp","MSaaaappp",1.01232077105154,0.796322783195663,1.02155348442539,1.31794687879452,1.17415366296435
"MSaaap","MSaaap",0.505849106310931,0.434243045729924,0.387671159514216,0.414343822879463,0.494768680442985
"MSaaapa","MSaaapa",0.489064634007175,0.537724236955115,0.385225667071866,0.502106207968702,0.623241075251777
"MSaaapaa","MSaaapaa",0.554391060992388,0.524223005717339,0.505224596823385,0.671098795876034,0.618457088679853
