Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
ABplaaaaap	294	225	204	254.9	257.5	218.7
ABplaaaaapa	NA	NA	NA	NA	NA	NA
ABplaaaaapp	384	NA	305.6	NA	NA	NA
ABplaaaaappa	NA	NA	NA	NA	NA	NA
ABplaaaaappp	NA	NA	NA	NA	NA	NA
ABplaaaap	229	155.2	144.5	177.1	180.6	155.2
ABplaaaapa	NA	NA	NA	NA	NA	NA
ABplaaaapp	NA	NA	NA	NA	NA	NA
ABplaaap	171	105.2	102.2	129.4	130.9	111.2
ABplaaapa	239	155.2	143	186.6	183.8	155.2
ABplaaapaa	NA	NA	NA	NA	NA	NA
ABplaaapap	NA	NA	NA	NA	NA	NA
ABplaaapp	224	149	143	178.7	180.6	156.8
ABplaaappa	NA	NA	NA	NA	NA	NA
ABplaaappp	NA	NA	NA	NA	NA	NA
ABplaap	132	69.1	67.6	88.8	90.2	72.1
ABplaapa	171	106.7	102.2	129.4	129.4	109.7
ABplaapaa	229	155.2	147.6	178.7	180.6	156.8
ABplaapaaa	309	248	223.4	276.7	274.5	235.1
ABplaapaaaa	NA	NA	NA	NA	NA	NA
ABplaapaaap	NA	NA	NA	NA	NA	NA
ABplaapaap	289	226.6	212	261.6	259.2	221.9
ABplaapaapa	NA	NA	NA	NA	NA	NA
ABplaapaapp	NA	NA	NA	NA	NA	NA
ABplaapap	229	153.7	144.5	178.7	175.8	150.6
ABplaapapa	309	243	223.4	280.1	284.8	236.7
ABplaapapaa	NA	NA	NA	NA	NA	NA
ABplaapapap	NA	NA	NA	NA	NA	NA
ABplaapapp	284	215.2	204	253.2	252.5	213.8
ABplaapappa	NA	NA	NA	NA	NA	NA
ABplaapappp	394	NA	298.7	NA	NA	NA
ABplaapapppa	NA	NA	NA	NA	NA	NA
ABplaapapppp	NA	NA	NA	NA	NA	NA
ABplaapp	171	102.2	96.2	123.4	126.3	103.7
ABplaappa	229	146	138.4	174	175.8	147.5
ABplaappaa	NA	NA	NA	NA	NA	NA
ABplaappap	NA	NA	NA	NA	NA	NA
ABplaappp	214	142.9	133.8	169.3	174.3	144.5
ABplaapppa	NA	NA	NA	NA	NA	NA
ABplaapppp	NA	NA	NA	NA	NA	NA
ABplap	103	42.1	43.6	61.7	61.6	46.6
ABplapa	132	69.1	69.1	88.8	88.7	72.1
ABplapaa	171	108.2	102.2	133.9	127.8	109.7
ABplapaaa	219	153.7	144.5	183.4	175.8	155.2
ABplapaaaa	309	241.4	216.9	288.6	266	238.4
ABplapaaaaa	NA	NA	NA	NA	NA	NA
ABplapaaaap	419	NA	NA	NA	NA	NA
ABplapaaaapa	NA	NA	NA	NA	NA	NA
ABplapaaaapp	NA	NA	NA	NA	NA	NA
ABplapaaap	304	243	218.5	283.5	276.2	233.4
ABplapaaapa	419	NA	NA	NA	NA	NA
ABplapaaapad	NA	NA	NA	NA	NA	NA
ABplapaaapav	NA	NA	NA	NA	NA	NA
ABplapaaapp	NA	NA	NA	NA	NA	NA
ABplapaap	219	155.2	147.6	192.9	180.6	161.4
ABplapaapa	NA	NA	NA	NA	NA	NA
ABplapaapp	NA	NA	NA	NA	NA	NA
ABplapap	171	102.2	100.7	126.4	123.3	105.2
ABplapapa	214	146	139.9	180.3	169.5	149.1
ABplapapaa	549	NA	NA	NA	NA	NA
ABplapapaaa	NA	NA	NA	NA	NA	NA
ABplapapaap	NA	NA	NA	NA	NA	NA
ABplapapap	NA	NA	NA	NA	NA	NA
ABplapapp	214	149	139.9	177.1	172.7	146
ABplapappa	NA	NA	NA	NA	NA	NA
ABplapappp	299	258	229.9	278.4	267.7	228.5
ABplapapppa	NA	NA	NA	NA	NA	NA
ABplapapppp	394	NA	NA	NA	NA	NA
ABplapappppa	479	NA	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA	NA
ABplapp	132	69.1	69.1	88.8	88.7	72.1
ABplappa	171	103.7	105.2	129.4	129.4	108.2
ABplappaa	214	150.6	150.6	185	180.6	153.7
ABplappaaa	NA	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA	NA
ABplappap	214	156.7	150.6	183.4	182.2	153.7
ABplappapa	NA	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA	NA
ABplappp	171	108.2	108.3	132.4	132.4	112.7
ABplapppa	229	156.7	153.7	192.9	185.4	159.9
ABplapppaa	309	258	233.2	295.5	288.3	250
ABplapppaaa	NA	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA	NA
ABplapppap	289	233.1	216.9	268.3	260.9	226.8
ABplapppapa	NA	NA	NA	NA	NA	NA
ABplapppapp	404	NA	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA	NA
ABplapppp	229	158.3	156.8	196.1	188.6	164.5
ABplappppa	NA	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA	NA
ABplp	73	21	22.5	39.1	37.6	24
ABplpa	103	45.1	45.1	63.2	61.6	46.6
ABplpaa	132	72.1	70.7	90.3	90.2	72.1
ABplpaaa	171	105.2	103.7	129.4	123.3	105.2
ABplpaaaa	219	147.5	141.4	178.7	169.5	146
ABplpaaaaa	289	238.1	208.8	280.1	257.5	226.8
ABplpaaaaaa	NA	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA	NA
ABplpaaaap	284	220.1	200.8	268.3	247.4	212.2
ABplpaaaapa	NA	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA	NA
ABplpaaap	219	150.6	143	183.4	171.1	149.1
ABplpaaapa	304	254.6	231.6	311	293.5	243.3
ABplpaaapaa	NA	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA	NA
ABplpaaapp	289	225	210.4	271.6	254.2	213.8
ABplpaaappa	409	NA	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA	NA
ABplpaap	171	103.7	100.7	126.4	123.3	105.2
ABplpaapa	224	146	143	178.7	171.1	149.1
ABplpaapaa	304	233.1	210.4	275	262.6	236.7
ABplpaapaaa	NA	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA	NA
ABplpaapap	309	233.1	216.9	276.7	262.6	231.8
ABplpaapapa	NA	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA	NA
ABplpaapp	214	142.9	139.9	177.1	171.1	147.5
ABplpaappa	289	225	202.4	268.3	259.2	226.8
ABplpaappaa	NA	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA	NA
ABplpaappp	279	216.8	199.2	258.2	254.2	220.3
ABplpaapppa	NA	NA	NA	NA	NA	NA
ABplpaapppp	399	NA	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA	NA
ABplpap	132	70.6	70.7	90.3	90.2	72.1
ABplpapa	171	103.7	103.7	127.9	126.3	105.2
ABplpapaa	219	152.1	144.5	183.4	180.6	150.6
ABplpapaaa	304	229.9	212	283.5	272.8	228.5
ABplpapaaaa	NA	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA	NA
ABplpapaap	299	238.1	213.7	278.4	277.9	228.5
ABplpapaapa	NA	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA	NA
ABplpapap	219	149	146	185	177.4	153.7
ABplpapapa	284	226.6	208.8	266.6	255.8	218.7
ABplpapapaa	NA	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA	NA
ABplpapapp	294	228.2	210.4	273.3	262.6	228.5
ABplpapappa	NA	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA	NA
ABplpapp	171	102.2	100.7	124.9	123.3	105.2
ABplpappa	209	147.5	143	175.6	171.1	147.5
ABplpappaa	264	207.1	191.2	235	235.8	200.9
ABplpappaaa	NA	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA	NA
ABplpappp	221	152.1	144.5	185	177.4	155.2
ABplpapppa	279	229.9	216.9	283.5	264.3	235.1
ABplpapppaa	NA	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA	NA
ABplpapppp	284	236.4	208.8	290.3	266	250
ABplpappppa	NA	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA	NA
ABplpp	103	45.1	45.1	61.7	63.1	48.1
ABplppa	132	72.1	72.2	91.8	91.7	76.6
ABplppaa	171	108.2	106.8	130.9	132.4	112.7
ABplppaaa	229	158.3	153.7	191.3	190.2	164.5
ABplppaaaa	299	221.7	208.8	263.2	259.2	223.6
ABplppaaaaa	NA	NA	NA	NA	NA	NA
ABplppaaaap	404	NA	293.6	NA	NA	304.4
ABplppaaaapa	NA	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA	NA
ABplppaap	234	159.8	150.6	192.9	195	161.4
ABplppaapa	309	253	225	286.9	283.1	245
ABplppaapaa	NA	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA	NA
ABplppaapp	304	238.1	218.5	290.3	277.9	241.7
ABplppaappa	NA	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA	NA
ABplppap	171	105.2	105.2	129.4	129.4	111.2
ABplppapa	229	152.1	150.6	186.6	183.8	156.8
ABplppapaa	289	228.2	213.7	270	266	231.8
ABplppapaaa	409	NA	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA	NA
ABplppapap	314	248	225	292	272.8	245
ABplppapapa	NA	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA	NA
ABplppapp	229	155.2	155.2	194.5	199.8	163
ABplppappa	309	254.6	234.8	300.6	290	251.6
ABplppappaa	NA	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA	NA
ABplppappp	319	253	239.8	312.7	305.6	263.4
ABplppapppa	NA	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA	NA
ABplppp	132	70.6	70.7	90.3	90.2	73.6
ABplpppa	171	106.7	102.2	126.4	127.8	106.7
ABplpppaa	224	156.7	139.9	177.1	177.4	149.1
ABplpppaaa	289	244.7	212	273.3	272.8	228.5
ABplpppaaaa	NA	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA	NA
ABplpppaap	257	234.8	208.8	261.6	269.4	220.3
ABplpppaapa	434	NA	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA	NA
ABplpppap	224	159.8	146	180.3	182.2	152.2
ABplpppapa	274	220.1	210.4	241.6	239.1	218.7
ABplpppapaa	NA	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA	NA
ABplpppp	171	105.2	102.2	126.4	123.3	105.2
ABplppppa	219	156.7	143	180.3	174.3	150.6
ABplppppaa	289	228.2	212	268.3	254.2	217.1
ABplppppaaa	NA	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA	NA
ABplppppap	279	229.9	210.4	263.2	255.8	218.7
ABplppppapa	NA	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA	NA
ABplppppp	221	159.8	147.6	180.3	180.6	156.8
ABplpppppa	289	263	238.1	309.3	296.9	268.4
ABplpppppaa	NA	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA	NA
ABplpppppp	289	228.2	212	254.9	257.5	221.9
ABplppppppa	NA	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA	NA
ABpr	51	6	7.5	22.5	21	9
ABpra	73	21	22.5	37.6	37.6	24
ABpraa	103	45.1	43.6	63.2	60.1	45.1
ABpraaa	132	73.6	69.1	93.3	91.7	72.1
ABpraaaa	171	111.2	103.7	137	135.4	108.2
ABpraaaaa	234	162.9	150.6	191.3	190.2	156.8
ABpraaaaaa	314	268	229.9	297.2	291.7	248.3
ABpraaaaaaa	NA	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA	NA
ABpraaaaap	324	283.2	243.1	314.5	296.9	271.8
ABpraaaaapd	NA	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA	NA
ABpraaaap	224	156.7	143	183.4	183.8	147.5
ABpraaaapa	304	243	212	285.2	286.5	217.1
ABpraaaapad	NA	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA	NA
ABpraaaapp	284	238.1	202.4	259.9	260.9	217.1
ABpraaaappa	NA	NA	NA	NA	NA	NA
ABpraaaappp	379	NA	291.9	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA	NA
ABpraaap	171	108.2	102.2	130.9	127.8	105.2
ABpraaapa	224	156.7	147.6	185	180.6	150.6
ABpraaapaa	289	246.3	223.4	295.5	271.1	243.3
ABpraaapaad	NA	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA	NA
ABpraaapap	299	234.8	218.5	278.4	259.2	230.1
ABpraaapapa	404	NA	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA	NA
ABpraaapp	214	147.5	139.9	175.6	171.1	144.5
ABpraaappa	279	229.9	208.8	261.6	250.8	220.3
ABpraaappaa	NA	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA	NA
ABpraaappp	259	200.7	189.6	236.6	227.5	196.1
ABpraaapppa	349	281.5	266.4	NA	312.6	270.1
ABpraaapppaa	NA	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA	NA
ABpraaapppp	349	279.8	258	326.7	319.7	278.6
ABpraaappppa	NA	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA	NA
ABpraap	132	70.6	69.1	90.3	90.2	72.1
ABpraapa	171	106.7	102.2	129.4	129.4	106.7
ABpraapaa	229	153.7	144.5	181.8	182.2	152.2
ABpraapaaa	304	236.4	213.7	283.5	274.5	228.5
ABpraapaaaa	NA	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA	NA
ABpraapaap	289	228.2	207.2	271.6	269.4	218.7
ABpraapaapa	NA	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA	NA
ABpraapap	229	155.2	144.5	183.4	179	150.6
ABpraapapa	309	254.6	225	292	272.8	240
ABpraapapaa	NA	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA	NA
ABpraapapp	289	226.6	204	254.9	249.1	212.2
ABpraapappa	NA	NA	NA	NA	NA	NA
ABpraapappp	394	NA	303.9	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA	NA
ABpraapp	171	105.2	100.7	126.4	124.8	102.2
ABpraappa	229	150.6	143	177.1	174.3	144.5
ABpraappaa	NA	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA	NA
ABpraappp	219	149	143	178.7	174.3	144.5
ABpraapppa	NA	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA	NA
ABprap	103	43.6	45.1	61.7	61.6	46.6
ABprapa	132	72.1	70.7	90.3	90.2	73.6
ABprapaa	171	108.2	105.2	129.4	129.4	109.7
ABprapaaa	221	155.2	149.1	181.8	177.4	156.8
ABprapaaaa	309	248	225	300.6	271.1	235.1
ABprapaaaaa	NA	NA	NA	NA	NA	NA
ABprapaaaap	424	NA	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA	NA
ABprapaaap	304	246.3	218.5	288.6	277.9	245
ABprapaaapa	424	NA	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA	NA
ABprapaap	224	156.7	153.7	189.8	187	163
ABprapaapa	NA	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA	NA
ABprapap	171	106.7	100.7	127.9	124.8	106.7
ABprapapa	219	153.7	147.6	180.3	175.8	152.2
ABprapapaa	549	NA	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA	NA
ABprapapp	219	149	143	180.3	171.1	152.2
ABprapappa	NA	NA	NA	NA	NA	NA
ABprapappp	299	234.8	239.8	288.6	274.5	251.6
ABprapapppa	NA	NA	NA	NA	NA	NA
ABprapapppp	394	NA	NA	NA	NA	NA
ABprapappppa	479	NA	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA	NA
ABprapp	132	70.6	70.7	91.8	91.7	73.6
ABprappa	171	108.2	105.2	132.4	135.4	112.7
ABprappaa	217	155.2	149.1	186.6	187	161.4
ABprappaaa	NA	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA	NA
ABprappap	217	155.2	153.7	191.3	196.6	163
ABprappapa	NA	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA	NA
ABprappp	171	111.2	106.8	137	138.5	111.2
ABprapppa	229	167.6	152.2	191.3	198.2	159.9
ABprapppaa	309	276.5	231.6	295.5	300.4	250
ABprapppaaa	NA	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA	NA
ABprapppap	289	243	212	275	279.7	231.8
ABprapppapa	NA	NA	NA	NA	NA	NA
ABprapppapp	404	NA	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA	NA
ABprapppp	229	169.1	153.7	197.7	204.6	166.1
ABprappppa	NA	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA	NA
ABprp	73	21	22.5	39.1	37.6	24
ABprpa	103	45.1	45.1	63.2	61.6	48.1
ABprpaa	132	72.1	72.2	93.3	91.7	75.1
ABprpaaa	171	106.7	105.2	130.9	126.3	106.7
ABprpaaaa	221	147.5	144.5	181.8	174.3	147.5
ABprpaaaaa	289	233.1	213.7	288.6	266	225.2
ABprpaaaaaa	NA	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA	NA
ABprpaaaap	289	225	207.2	266.6	250.8	217.1
ABprpaaaapa	NA	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA	NA
ABprpaaap	221	152.1	147.6	185	175.8	150.6
ABprpaaapa	309	253	239.8	305.8	293.5	253.3
ABprpaaapaa	NA	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA	NA
ABprpaaapp	289	225	210.4	261.6	257.5	217.1
ABprpaaappa	405	NA	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA	NA
ABprpaap	171	103.7	102.2	129.4	126.3	106.7
ABprpaapa	221	149	144.5	183.4	175.8	152.2
ABprpaapaa	299	226.6	215.3	281.8	277.9	223.6
ABprpaapaaa	NA	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA	NA
ABprpaapap	299	234.8	226.7	276.7	271.1	225.2
ABprpaapapa	NA	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA	NA
ABprpaapp	214	147.5	143	180.3	174.3	147.5
ABprpaappa	296	226.6	215.3	276.7	262.6	223.6
ABprpaappaa	NA	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA	NA
ABprpaappp	289	218.5	208.8	259.9	252.5	215.4
ABprpaapppa	NA	NA	NA	NA	NA	NA
ABprpaapppp	404	NA	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA	NA
ABprpap	132	72.1	70.7	91.8	90.2	73.6
ABprpapa	171	108.2	105.2	130.9	129.4	106.7
ABprpapaa	221	156.7	150.6	186.6	182.2	153.7
ABprpapaaa	303	233.1	218.5	280.1	271.1	225.2
ABprpapaaaa	NA	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA	NA
ABprpapaap	299	234.8	223.4	285.2	276.2	240
ABprpapaapa	NA	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA	NA
ABprpapap	219	156.7	147.6	186.6	177.4	149.1
ABprpapapa	284	229.9	212	266.6	254.2	215.4
ABprpapapaa	NA	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA	NA
ABprpapapp	289	229.9	212	268.3	259.2	220.3
ABprpapappa	NA	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA	NA
ABprpapp	171	105.2	102.2	127.9	124.8	105.2
ABprpappa	214	156.7	149.1	188.2	179	147.5
ABprpappaa	284	213.6	210.4	271.6	260.9	210.6
ABprpappaaa	NA	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA	NA
ABprpappap	284	225	210.4	271.6	260.9	213.8
ABprpappapa	NA	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA	NA
ABprpappp	221	156.7	150.6	189.8	179	149.1
ABprpapppa	289	234.8	223.4	292	269.4	245
ABprpapppaa	NA	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA	NA
ABprpapppp	284	229.9	212	271.6	257.5	221.9
ABprpappppa	NA	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA	NA
ABprpp	103	45.1	46.6	64.7	61.6	48.1
ABprppa	132	73.6	73.7	93.3	90.2	76.6
ABprppaa	171	109.7	109.8	137	133.9	111.2
ABprppaaa	229	169.1	158.3	197.7	195	166.1
ABprppaaaa	297	236.4	215.3	273.3	262.6	230.1
ABprppaaaaa	NA	NA	NA	NA	NA	NA
ABprppaaaap	409	NA	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA	NA
ABprppaap	234	161.4	155.2	191.3	191.8	164.5
ABprppaapa	314	254.6	233.2	311	283.1	251.6
ABprppaapaa	NA	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA	NA
ABprppaapp	304	253	233.2	293.8	279.7	251.6
ABprppaappa	NA	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA	NA
ABprppap	171	108.2	106.8	132.4	129.4	108.2
ABprppapa	229	155.2	149.1	191.3	183.8	153.7
ABprppapaa	289	239.7	215.3	278.4	266	221.9
ABprppapaaa	409	NA	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA	NA
ABprppapap	314	259.6	234.8	295.5	288.3	240
ABprppapapa	NA	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA	NA
ABprppapp	229	158.3	153.7	194.5	185.4	158.3
ABprppappa	304	251.3	231.6	295.5	284.8	231.8
ABprppappaa	NA	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA	NA
ABprppappp	319	256.3	249.7	316.2	293.5	248.3
ABprppapppa	NA	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA	NA
ABprppp	132	72.1	72.2	93.3	90.2	75.1
ABprpppa	171	106.7	105.2	129.4	124.8	108.2
ABprpppaa	224	149	150.6	185	174.3	153.7
ABprpppaaa	289	239.7	221.8	280.1	271.1	230.1
ABprpppaaaa	NA	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA	NA
ABprpppaap	284	234.8	221.8	281.8	260.9	238.4
ABprpppaapa	434	NA	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA	NA
ABprpppap	224	162.9	153.7	183.4	179	158.3
ABprpppapa	274	231.5	212	246.6	240.8	218.7
ABprpppapaa	NA	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA	NA
ABprpppp	171	105.2	103.7	129.4	126.3	108.2
ABprppppa	221	152.1	147.6	183.4	175.8	153.7
ABprppppaa	289	229.9	218.5	270	257.5	223.6
ABprppppaaa	NA	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA	NA
ABprppppap	279	221.7	212	268.3	259.2	223.6
ABprppppapa	NA	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA	NA
ABprppppp	221	156.7	149.1	191.3	195	156.8
ABprpppppa	289	256.3	216.9	333.7	NA	243.3
ABprpppppaa	NA	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA	NA
ABprpppppp	289	221.7	210.4	268.3	274.5	220.3
ABprppppppa	NA	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA	NA
C	66	15	15	31.6	30	18
Ca	96	36	37.6	52.6	52.6	40.6
Caa	134	63.1	63.1	81.2	82.7	69.1
Caaa	162	97.7	97.7	115.9	120.3	106.7
Caaaa	214	149	146	170.9	169.5	155.2
Caaaaa	NA	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA	NA
Caaap	219	141.4	138.4	160	163.3	152.2
Caaapa	NA	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA	NA
Caap	181	109.7	103.7	124.9	133.9	115.7
Caapa	329	241.4	213.7	273.3	279.7	225.2
Caapaa	NA	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA	NA
Caapp	234	161.4	149.1	175.6	193.4	169.2
Caappd	NA	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA	NA
Cap	134	70.6	70.7	88.8	90.2	73.6
Capa	189	120.3	118.8	143.1	141.6	123.3
Capaa	244	167.6	164.5	202.5	199.8	170.8
Capaaa	319	248	236.5	298.9	291.7	250
Capaaaa	NA	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA	NA
Capaap	329	263	251.4	324.9	302.1	270.1
Capaapa	NA	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA	NA
Capap	244	167.6	164.5	202.5	199.8	172.4
Capapa	324	261.3	246.4	307.5	293.5	253.3
Capapaa	NA	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA	NA
Capapp	330	269.7	254.7	323.2	296.9	270.1
Capappa	NA	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA	NA
Capp	196	115.7	112.8	135.5	133.9	115.7
