"","Cells","20230222_JIM188_tbx.9_die.1_L1","20230223_JIM188_tbx.9_die.1_L4","20230224_RW10265_tbx.8_die.1_L1","20230224_RW10265_tbx.8_die.1_L3","20230224_RW10265_tbx.8_die.1_L4"
"ABalppppaad","ABalppppaad",2.23566555477106,1.77246670494423,2.32588155358733,1.1576857527339,2.42678478629596
"ABalppppaav","ABalppppaav",1.87875891282405,2.03954952472664,2.876579645728,1.51674232416627,1.94229463927772
"ABalppppap","ABalppppap",2.08235434910213,3.23934303899682,2.65064169949937,1.58722398448635,2.24195990230095
"ABalppppapa","ABalppppapa",1.68056616284985,3.14940712991244,2.43317232129117,1.84479855880325,1.62402172318263
"ABalppppapp","ABalppppapp",1.78612833414638,2.39882204237975,2.44364864403097,3.44564674323963,2.09223777010845
"ABalppppp","ABalppppp",1.49516230585594,3.55652292503563,3.83553546753139,1.24603551796172,4.83206070855263
"ABalpppppa","ABalpppppa",1.76901144465684,2.97407170553434,2.96817438179345,1.32990864297442,2.51977013810885
"ABalpppppaa","ABalpppppaa",2.14247293671433,2.14407474928919,1.88460908591151,1.38520519881959,0.809483587692836
"ABalpppppap","ABalpppppap",1.81218120445955,2.75145111343857,2.00241891312582,1.59967764035873,0.927791860484673
"ABalpppppp","ABalpppppp",1.99025455591154,3.25822581455518,2.07706449097996,1.46899957349385,3.51911948483692
"ABalppppppa","ABalppppppa",0.968549622245231,2.42805184568384,1.81051901411973,1.50084156862957,0.934672505046468
"ABalppppppaa","ABalppppppaa",1.47446534846029,1.52757411873126,1.26850615377272,1.77902059533377,1.25733981326798
"ABalppppppap","ABalppppppap",2.24661360667463,1.1416241345102,1.08927156199166,3.4466403196359,1.88062262113664
"ABalppppppp","ABalppppppp",1.27352333348523,1.68651468922737,1.6086310720836,1.37837464547225,1.92718648288532
"ABalpppppppa","ABalpppppppa",2.02700852622194,1.79791795620969,0.815204661613906,1.89809375757817,1.6441303681312
"ABalpppppppp","ABalpppppppp",1.93978610032579,1.2731780456541,1.2550725133535,1.8824216447625,0.932094113861229
"ABar","ABar",3.99779366559816,1.88042506678814,2.04937364931869,4.1905508454746,4.16242868372833
"ABara","ABara",1.48374020542919,2.52801005110274,2.29518393297321,4.24763704307519,1.79093970251858
"ABaraa","ABaraa",1.66878603779748,3.52356415335777,3.126423155646,4.27178587648277,1.98781657475777
"ABaraaa","ABaraaa",1.67422127912026,3.11006505648843,3.50041705463257,2.2877935290241,2.84002418861121
"ABaraaaa","ABaraaaa",2.54497056642918,3.24915732962974,3.7194827285585,2.26420790591547,3.30244840373752
"ABaraaaaa","ABaraaaaa",3.45441961325147,5.80235638385819,2.79895233848613,3.330934642437,3.09512831118887
"ABaraaaaaa","ABaraaaaaa",2.38991665802159,3.72105188303594,1.63195005085362,4.03049342662331,2.52521515745346
"ABaraaaaaaa","ABaraaaaaaa",2.62640474082184,2.41092661610934,1.28776455435786,4.31207484335653,1.03891900188665
"ABaraaaaaap","ABaraaaaaap",3.01087348357881,3.09038047170113,1.43684597752362,2.61360243981164,2.18964296108413
"ABaraaaaap","ABaraaaaap",2.16442777628058,2.48769689283581,2.48296892589798,2.73207933602727,1.95698617889033
"ABaraaaaapa","ABaraaaaapa",2.10281507585234,2.35830810273637,2.6139669333258,2.58881403958354,1.40026142933028
"ABaraaaaapp","ABaraaaaapp",1.76654950937696,2.1933959241327,3.11647041616173,2.30559152263299,1.55458995424481
"ABaraaaap","ABaraaaap",1.84602051575547,3.78466012848014,2.02845265747971,3.87727958062166,2.4785300021421
"ABaraaaapa","ABaraaaapa",2.34602288152838,3.21615787270616,2.42015437673853,2.99516907969664,1.02040067126246
"ABaraaaapaa","ABaraaaapaa",2.30210253586747,3.36243387271082,3.00701950346738,3.75648643460996,1.2285327455844
"ABaraaaapap","ABaraaaapap",1.39492345430817,2.35412233949288,2.94009946362564,1.88501247241737,0.560507253969011
"ABaraaaapp","ABaraaaapp",2.45117525790391,2.85150727208437,2.41342178370952,8.62243606860296,3.53253018022881
"ABaraaap","ABaraaap",2.39833343769041,2.97341778555219,3.52664102629784,2.67248890058528,3.81112250877006
"ABaraaapa","ABaraaapa",2.19513344441778,5.41187325005161,2.6025537357909,2.08094022042476,2.19645451236311
"ABaraaapaa","ABaraaapaa",2.60484011958675,2.69954359096901,2.76917565756501,2.31574995815439,2.07916677602183
"ABaraaapaaa","ABaraaapaaa",1.33996980224246,2.48626469760824,2.40155994930963,3.00718141355798,1.5156817289363
"ABaraaapaap","ABaraaapaap",2.19637939714098,2.13473247448117,1.87236710956503,2.32189341836506,1.23775196417726
"ABaraaapap","ABaraaapap",2.3745124657265,3.4866972512671,3.35148420119245,1.93069828908072,2.06966747043621
"ABaraaapapa","ABaraaapapa",2.0240637086901,2.41954006712995,1.74103171906171,1.95821136683654,2.50842123975771
"ABaraaapapp","ABaraaapapp",3.64744403721831,1.35758878238634,1.12475206048707,1.83033839349713,4.57757053937116
"ABaraaapp","ABaraaapp",2.64397737247565,4.29595793934255,2.16483342708588,2.79973225387336,4.00475716372564
"ABaraaappa","ABaraaappa",3.45551994438043,4.15337725575417,2.56164059274502,3.63574877163748,3.2425896201437
"ABaraaappaa","ABaraaappaa",2.33447051666542,2.83415746779121,2.50330371117202,3.10723562679003,2.00415567449406
"ABaraaappap","ABaraaappap",2.48431347040869,3.72348980499537,3.09307636949871,4.23400631798531,2.18542533375064
"ABaraaappp","ABaraaappp",3.31817900203889,3.76392267050957,2.31337166426212,3.61846534996496,3.78695664414791
"ABaraaapppa","ABaraaapppa",2.93165934793667,3.11016227762024,4.10877430795376,3.90673414247793,2.45566450394638
"ABaraaapppp","ABaraaapppp",2.90897994594001,2.8127089040387,3.56726464536357,4.18529236156339,3.10091576143004
"ABaraap","ABaraap",2.72602286151849,2.06431440877787,3.4605185793318,2.46973084720553,2.69052614316817
"ABaraapa","ABaraapa",2.45548010397811,3.36083683616669,2.57095148817869,1.91360212342146,2.51857105871751
"ABaraapaa","ABaraapaa",1.67448647508067,3.71177446161753,1.41391856954984,2.3634544415873,1.74032225071021
"ABaraapaaa","ABaraapaaa",2.28945198701106,2.67420745234191,2.76106767136666,2.48830523135981,2.10133282077617
"ABaraapaaaa","ABaraapaaaa",2.60677386352002,2.51421580212632,1.35113999374125,2.58714428602771,2.09781400085178
"ABaraapaaap","ABaraapaaap",3.50553312893356,2.84502009580978,3.31961385465136,2.28421250372513,3.43086638139041
"ABaraapaap","ABaraapaap",1.45922927512919,2.17730215618926,2.12186113022408,1.72958824479115,1.69598451079704
"ABaraapaapa","ABaraapaapa",3.49441613038495,1.693406918621,2.27186732411446,3.74787861647549,1.83156025501483
"ABaraapaapp","ABaraapaapp",3.74427145193232,2.3425892272074,1.88392658310016,2.68909208494427,2.18936577397333
"ABaraapap","ABaraapap",1.89989921479782,3.11346677733707,1.504301393959,2.76195023539237,2.7150184853769
"ABaraapapa","ABaraapapa",2.08535937060897,2.92698286378955,2.09807277638973,1.53805144504557,2.65513568437774
"ABaraapapaa","ABaraapapaa",1.81964287893295,4.00964597010054,1.81165729151515,2.21012674068606,1.58037905006412
"ABaraapapap","ABaraapapap",1.95239911157251,2.40778254694215,0.972451436363514,3.11243250774714,1.7499421181043
"ABaraapapp","ABaraapapp",1.87402404666165,2.59954380644655,1.92589751529793,2.00267832964641,5.72492995709313
"ABaraapappa","ABaraapappa",1.92922834139275,4.15959636221427,2.6496264722854,3.414507317366,4.29583133055899
"ABaraapappp","ABaraapappp",2.14668884145911,2.79599362041448,1.82338809721685,5.50465631719721,2.04431033654121
"ABaraapp","ABaraapp",3.22643488616701,2.23309886826784,2.84518079796796,1.6176611844319,2.73297021707643
"ABaraappa","ABaraappa",1.83712535363017,2.53437959983742,1.5199328078045,2.29297273962307,1.68342914194445
"ABaraappaa","ABaraappaa",1.94542619460265,2.48657340029262,1.69660839861827,2.25580044791213,1.64488643096513
"ABaraappaaa","ABaraappaaa",2.2578697152214,2.24490556831778,1.45322492850835,2.58974055622175,1.01246695000943
"ABaraappaap","ABaraappaap",2.27850908378396,2.39996883952054,1.26443760486907,2.66094540576028,1.05540277859439
"ABaraappap","ABaraappap",1.29853184487785,1.73840860180918,1.63596115117811,1.81638971410335,1.53194265384054
"ABaraappapa","ABaraappapa",1.87663663748867,1.89656821151281,0.932101842417358,2.58073524391661,2.13056064651681
"ABaraappapp","ABaraappapp",1.91660209919083,1.43226283433717,1.85882103451233,2.61167747709033,2.69209034364851
"ABaraappp","ABaraappp",2.63842483404553,1.75596994821997,1.65201782342266,1.78763351728107,1.73352815908243
"ABaraapppa","ABaraapppa",1.5179479549707,2.420815051502,1.33505645663744,1.31550647677871,1.07817504372256
"ABaraapppaa","ABaraapppaa",1.80654181192827,1.75503373483238,0.887467664105299,1.66879258321367,1.49845056325401
"ABaraapppap","ABaraapppap",2.43243371590771,1.76902391659512,1.48621954494599,3.09790558997293,2.7870230067381
"ABaraapppp","ABaraapppp",1.60968057972307,1.63508040872453,1.25781247437513,1.57316275960069,2.0358257769783
"ABaraappppa","ABaraappppa",2.55400479249704,3.01469808162344,1.54246384443127,2.74394384258733,1.95675297319313
"ABaraappppp","ABaraappppp",2.54855705805215,2.2267778235228,2.49680035471976,4.8157031110642,3.09153495748116
"ABarap","ABarap",1.29208194808651,2.40481105958381,2.77190735651079,2.304174320821,1.3029068414192
"ABarapa","ABarapa",1.04651865337273,3.7318075852714,3.4664268046096,2.29447106640371,2.21853651367205
"ABarapaa","ABarapaa",2.3017407569284,3.98303704377762,4.01898287085461,2.61455983616354,3.06240743781545
"ABarapaaa","ABarapaaa",2.82591228620173,1.85381413003286,2.18615274712302,1.49905929727585,4.81331745033044
"ABarapaaaa","ABarapaaaa",2.64564224699493,2.68102058095327,1.43202410842124,1.74418419201414,3.18407530500212
"ABarapaaaaa","ABarapaaaaa",2.45111757668988,3.03345660431014,2.67068357526237,2.75657548073375,2.33401566918423
"ABarapaaaap","ABarapaaaap",1.35752663339665,3.18538480207491,1.72141986758853,1.77015965502706,2.38335986678907
"ABarapaaap","ABarapaaap",3.25940281535951,2.04385783560154,1.88287268626238,1.44518526639279,6.24393196145974
"ABarapaaapa","ABarapaaapa",2.51779080394323,2.02409427823034,3.00389093220146,2.04651063433458,3.07653312956725
"ABarapaaapp","ABarapaaapp",2.27079657746817,2.01599084170739,2.06998264334647,2.53899243177751,3.11902696052934
"ABarapaap","ABarapaap",2.40180686597966,2.41531638568054,2.2598674843612,3.01496185394173,4.38095848991795
"ABarapaapa","ABarapaapa",1.74342537687465,2.30781348715575,1.60912608244649,1.99263863199079,1.97121477790876
"ABarapaapaa","ABarapaapaa",1.33273599207773,2.34188861225,2.07386791457554,2.58644514576771,1.86852125754446
"ABarapaapap","ABarapaapap",2.4696293031057,2.10793563704869,2.26779825149805,4.67766866369112,4.29360221904528
"ABarapaapp","ABarapaapp",1.80996106360818,2.007058033553,1.54476591260161,1.41016803995005,3.19475072858869
"ABarapaappa","ABarapaappa",1.85234455723523,1.79600387121364,2.35787423266612,2.72958305320636,1.8932151409586
"ABarapaappp","ABarapaappp",1.97606457885674,1.59077180348993,1.19022222138132,1.79508925709043,1.72263639937262
"ABarapap","ABarapap",1.96128178861951,2.12276646770026,4.07178469235081,3.05416236850582,4.23658606766217
"ABarapapa","ABarapapa",3.37449942503634,4.32805355613003,3.57403831842911,1.79678572187195,3.53542184445115
"ABarapapaa","ABarapapaa",3.60701465397918,3.86789908508868,2.44476685111068,2.78327396790979,4.35889358198852
"ABarapapaaa","ABarapapaaa",1.98182052072453,5.14290140560994,2.49147270641856,3.6260820145983,3.83035196810328
"ABarapapaap","ABarapapaap",3.02831428965608,2.41339096604325,1.72255360886672,2.436083040701,1.66093533281652
"ABarapapap","ABarapapap",3.45276741462401,2.07862193742402,2.65316399324225,1.74178681890629,4.36268858746392
"ABarapapapa","ABarapapapa",2.01395451569022,2.09004224062374,1.82258699646622,2.0015980504777,3.12349242182784
"ABarapapapp","ABarapapapp",2.00500640594262,2.05386995820145,2.17491670796331,1.37511622213918,2.96472013103183
"ABarapapp","ABarapapp",2.69181620607868,3.58561520686338,2.58650805278439,1.9293517583265,2.53257781400824
"ABarapappa","ABarapappa",3.31011786385516,2.88564570522341,1.89017765798596,2.63672283052552,1.6400444023754
"ABarapappaa","ABarapappaa",4.55169744484679,2.93098897813398,NA,3.12205502910916,2.09976344569659
"ABarapappap","ABarapappap",4.98225202244198,3.16722208565266,NA,2.90292448333077,1.96805680683275
"ABarapappp","ABarapappp",1.92269756491214,2.320259028541,1.18827598295253,1.84500035790636,1.54619371513081
"ABarapapppa","ABarapapppa",2.22251148279421,1.79682649019322,1.51421271174999,2.35256247587206,1.76072207374437
"ABarapapppp","ABarapapppp",2.17569450409514,1.88697761184692,1.40072271044946,2.67151876016725,1.67256912317555
"ABarapp","ABarapp",2.5704165875506,2.18012793718945,3.72485567562511,2.86800633493392,2.76311136051774
"ABarappa","ABarappa",1.61942126800928,2.65467865797288,3.41730274801149,1.84445897528103,2.42433775885657
"ABarappaa","ABarappaa",2.83832497262066,3.81594910550754,2.7186810496103,2.85941607832925,3.64117638648436
"ABarappaaa","ABarappaaa",4.02742974589923,3.58307994154781,1.88448965244921,2.8045189565961,4.33082758539668
"ABarappaaaa","ABarappaaaa",3.32036507396168,3.30923214914214,2.68244164744697,3.22301765759957,3.51802556826144
"ABarappaaap","ABarappaaap",3.19230766630895,2.28912253848118,1.56333243313862,2.80017100506924,2.93872451336858
"ABarappaap","ABarappaap",3.28220263701594,1.65909155476325,2.21262817840998,2.47071686833236,2.40175498062688
"ABarappaapa","ABarappaapa",2.33730809224501,2.53174757725956,2.09941714138507,2.75826248081893,2.6111541223941
"ABarappaapp","ABarappaapp",2.04810002176894,2.5800835681288,1.99433186198097,2.50062385595078,1.59341181980656
"ABarappap","ABarappap",1.6020174915868,3.6473401744205,2.85237235653882,2.77462492809617,2.43875053949989
"ABarappapa","ABarappapa",3.40363142878136,3.07304838348345,2.15132273675236,1.92411352208506,3.05229167354023
"ABarappapaa","ABarappapaa",2.36946510729978,1.48469527713862,1.90953588708456,1.98158562309084,1.54213286028384
"ABarappapap","ABarappapap",3.24876052368554,1.17031036631465,1.28643728001973,2.47633323541577,1.82798378705819
"ABarappapp","ABarappapp",2.98251252496348,2.70157075929416,2.07415856108033,2.34624279202201,2.55544641273712
"ABarappappa","ABarappappa",3.2107646858433,2.20900578577278,1.91753460083244,2.37287934094897,2.15566587101383
"ABarappappp","ABarappappp",2.60255888876395,1.82672971118048,2.1337576261098,2.32830539307051,1.67136730591088
"ABarappp","ABarappp",1.82346823805653,3.50696391052273,2.99796851541778,2.56845672855067,2.27336278522208
"ABarapppa","ABarapppa",2.92669575477804,6.01284393576823,2.66717082663156,4.78724780291515,4.54894572753443
"ABarapppaa","ABarapppaa",3.58956931680421,3.93397343580811,1.9110934384531,3.40474971279873,5.10934977788745
"ABarapppaaa","ABarapppaaa",2.77089440089248,3.53034627340415,2.68217229886917,3.78227733844575,2.75305400767013
"ABarapppaap","ABarapppaap",2.74826055933082,3.0272954610447,2.17012505240471,3.98405170625654,2.84117093614789
"ABarapppap","ABarapppap",3.43257942412361,3.65325072052227,1.64156029983024,2.8428385607146,4.46499860129754
"ABarapppapa","ABarapppapa",3.98734369821212,2.23042705533704,1.14600984948383,1.99369519632097,2.72597412510975
"ABarapppapp","ABarapppapp",3.74767800655876,1.89681730498586,1.92548481546931,2.29771674011284,2.40225796280974
"ABarapppp","ABarapppp",2.60868710777347,6.23903089624456,1.92483378255611,4.78047369197067,3.57342238564861
"ABarappppa","ABarappppa",3.97926773128038,3.9288664822741,1.55065041915411,4.15049772797086,4.43982146377332
"ABarappppaa","ABarappppaa",1.72401993161639,1.96532598535877,1.39688437199705,3.48463071495038,2.45136354593584
"ABarappppap","ABarappppap",2.11328836600762,3.04809512561125,1.56095327056516,3.99387507417105,3.13653077190466
"ABarappppp","ABarappppp",3.36495373484593,3.36416584131334,1.9663574060988,3.56521740252222,3.60565258399141
"ABarapppppa","ABarapppppa",2.70911095597011,2.55076709405367,1.37886578368003,3.71085777380419,2.72773100982666
"ABarapppppp","ABarapppppp",3.45073759390511,1.80052156128946,1.62068910156082,3.68309302139006,2.52095409908819
"ABarp","ABarp",2.9596468192206,2.83926304695651,3.60332222378348,2.06676336066534,3.47964664850348
"ABarpa","ABarpa",1.60950414773768,3.27659686884729,2.49198345923196,2.06917942602769,3.05488286213633
"ABarpaa","ABarpaa",1.22735974664804,3.5332381423088,3.06612515525252,1.48073833898661,2.53519566043096
"ABarpaaa","ABarpaaa",2.63444476132328,3.64950296903861,3.45178691057403,2.8996181823926,3.37635040798608
"ABarpaaaa","ABarpaaaa",2.8099768640092,6.22459470764241,2.0077424084464,3.53867778428404,6.16352512543508
"ABarpaaaaa","ABarpaaaaa",2.68264119487484,2.60872273900283,2.83700998685398,2.06526242968858,1.60301276288086
"ABarpaaaaal","ABarpaaaaal",2.1659912084194,1.43577050696937,2.89227339642874,3.24721766342701,4.24320903430739
"ABarpaaaaar","ABarpaaaaar",2.32107976780383,1.81052719994176,2.48048632148098,3.21322354479127,4.04090491535882
"ABarpaaaap","ABarpaaaap",3.84328212850099,2.85635659175939,2.31824399922074,1.94593824899169,2.2006348120613
"ABarpaaaapa","ABarpaaaapa",3.30309734850285,1.30587417061412,3.07218889578189,3.85098298889334,3.43288251243873
"ABarpaaaapp","ABarpaaaapp",4.31631381986672,2.9838484689484,4.42370596731203,5.05500397737337,3.03653998536332
"ABarpaaap","ABarpaaap",2.90777343553218,2.61935864612032,1.88269442738427,2.13933515494433,6.31629054403491
"ABarpaaapa","ABarpaaapa",2.19898191311913,2.01777126921918,2.6742941173163,2.1172367248219,3.2795953028576
"ABarpaaapaa","ABarpaaapaa",1.97355788350013,3.25374865032851,NA,4.02058643616114,5.86206556061333
"ABarpaaapap","ABarpaaapap",1.5155724446448,3.10684221540654,NA,4.56099004198752,4.98995267532771
"ABarpaaapp","ABarpaaapp",3.54181943623591,2.49558778382596,4.17060802814258,2.35034653751203,2.35144011337909
"ABarpaap","ABarpaap",1.55842111623688,2.44086720916003,3.76754135355575,2.48622397808152,3.35932419402832
"ABarpaapa","ABarpaapa",2.1722556895538,1.66586682308276,2.00852646192029,6.53686298199319,2.68098538410369
"ABarpaapaa","ABarpaapaa",3.50029295809171,2.66728477346857,3.33184256616,5.64584641138451,2.53075806797677
"ABarpaapap","ABarpaapap",5.66298195157666,2.97396843446573,4.59164840538663,3.83917371519164,3.70981860038366
"ABarpaapp","ABarpaapp",2.27195786116879,1.92550809492688,3.67329083260731,4.40898525961321,2.7111474072217
"ABarpaappa","ABarpaappa",4.92566938179849,2.67869985616424,4.0093928104276,5.39881551094782,2.74358993106303
"ABarpaappp","ABarpaappp",5.12442636957331,3.19000637070552,6.16736039070413,5.4989938289234,4.43341579821962
"ABarpap","ABarpap",1.40119175327581,2.78307136298875,3.02799815768489,2.95411612834873,3.41627098719081
"ABarpapa","ABarpapa",1.53911823256235,2.41043797525488,3.76879676728767,2.03958310313154,3.40032603305636
"ABarpapaa","ABarpapaa",2.1669477308606,3.55183764165553,1.40579709579458,6.26426425273926,5.85689019635962
"ABarpapaaa","ABarpapaaa",2.38661876175131,3.41519291150212,2.28407597750702,4.37600124689379,2.81732001100383
"ABarpapaaaa","ABarpapaaaa",2.50997899253173,1.81686953281854,2.59874424852647,3.8799511038169,5.05534002945095
"ABarpapaaap","ABarpapaaap",1.45429070129724,1.50526348447234,2.40198252022218,3.59479554206708,4.19445238458628
"ABarpapaap","ABarpapaap",1.28614754921729,1.80097351425576,2.30458139115306,3.69251826537857,2.47713961677716
"ABarpapaapa","ABarpapaapa",4.30222684341276,3.1324633541883,2.87580694424823,3.46196345193421,2.48032183354394
"ABarpapaapp","ABarpapaapp",1.70517162312728,1.88628782479573,2.55621794549379,2.23542153250164,2.43617443470315
"ABarpapap","ABarpapap",1.57132556804929,3.01882791368706,1.98922943649823,3.86357080611812,4.05022913042474
"ABarpapapa","ABarpapapa",4.84580498427425,5.34406631770499,4.63390089914216,4.94495530287775,5.44523708714431
"ABarpapapp","ABarpapapp",3.45809445864412,4.84260385803243,4.77349111495666,5.65240025633153,8.01125673875295
"ABarpapp","ABarpapp",1.56243866878233,2.38062870824559,4.04810363172764,1.52644174329577,3.94615661441119
"ABarpappa","ABarpappa",1.45797125855539,2.94490404556144,1.75650086780879,2.689339842656,4.70021935224042
"ABarpappaa","ABarpappaa",2.3978129316613,2.85197775872721,3.01963735486185,4.01830725929889,3.98979289979235
"ABarpappap","ABarpappap",3.11064751332306,4.14208153908596,1.07244763283916,3.47341610888695,7.22513208208625
"ABarpappp","ABarpappp",1.63719764418423,4.14894312193639,1.67880205276558,2.11098924959235,3.96515778478197
"ABarpapppa","ABarpapppa",2.61124016680393,4.56658864585688,2.29845753744175,3.95432280857438,2.7107477641143
"ABarpapppp","ABarpapppp",2.42080805050465,5.46534072970318,2.08896436868741,4.44280742521613,3.79887852102662
"ABarpp","ABarpp",1.8513887495821,2.87436026957237,3.24310237139562,1.83734033323657,3.96572555214046
"ABarppa","ABarppa",2.38782025116118,3.25537034365609,3.46260900553208,2.42680787448208,5.10790745938972
"ABarppaa","ABarppaa",4.68659706306797,2.27225416352246,4.55220983347273,3.95509391708552,5.48681958561084
"ABarppaaa","ABarppaaa",2.84855396997634,3.41454504484346,3.18439352313857,3.60979022696869,2.23917484291991
"ABarppaaaa","ABarppaaaa",3.17176392003023,3.49760257037945,3.27707247235335,2.4034352538214,3.10599113250387
"ABarppaaap","ABarppaaap",3.48630473327889,1.55765434727156,11.3538244899468,2.22190260851023,4.40702608340624
"ABarppaap","ABarppaap",3.31659100011977,2.66397544388886,2.58158764829744,4.26257946744162,2.53651256994028
"ABarppaapa","ABarppaapa",6.99122909340712,2.65896105371482,3.40855851658822,7.3099801407254,6.29696373418627
"ABarppaapp","ABarppaapp",2.94396808403741,3.531643027666,3.46781329241127,3.86427832559029,11.1382494402755
"ABarppap","ABarppap",3.40007140829519,1.98155312932492,4.52969338863225,3.64099337388197,5.00459314760638
"ABarppapa","ABarppapa",5.3907620654533,3.2289898127417,4.84195495971508,2.62666242768149,3.56687021414922
"ABarppapaa","ABarppapaa",NA,4.22458099830286,3.41107027465952,4.01066789030561,2.60192865940375
"ABarppapap","ABarppapap",NA,3.36153845871224,3.41134252775133,1.99665612084531,5.7212822144954
"ABarppapp","ABarppapp",4.25688862764485,3.70980749397737,5.35776062003136,6.02353418045903,3.06208083995558
"ABarppappa","ABarppappa",NA,3.17484452268241,4.40547244194907,NA,NA
"ABarppappp","ABarppappp",NA,5.15890275573159,4.84559855803847,NA,NA
"ABarppp","ABarppp",2.61068637177296,3.82947817072594,4.72252784283527,3.31798877498911,4.85267499259858
"ABarpppa","ABarpppa",2.24815262008982,3.03674415303786,5.53732320836404,2.7796279259294,3.5323394126386
"ABarpppaa","ABarpppaa",2.9500357445854,4.62554778192707,2.17604742643077,1.90859136639126,1.94403453097896
"ABarpppaaa","ABarpppaaa",5.78283288590596,3.42020978659047,2.57575182318504,4.94840505872809,4.45364242294382
"ABarpppaap","ABarpppaap",3.19113105486199,4.46577732416056,2.97590166223003,4.31759151021196,2.40745683493278
"ABarpppap","ABarpppap",2.15985295605091,3.49757238259224,2.52218143672444,3.31710377237344,2.66210270611016
"ABarpppapa","ABarpppapa",5.72802094551026,5.4900205055753,3.94449300882406,7.09427745764413,5.47308315760782
"ABarpppapp","ABarpppapp",2.78414217038913,4.77207553685652,4.16181300552392,5.91639530355037,5.46393077744905
"ABarpppp","ABarpppp",2.48386437681156,2.49336020373804,4.74230872585115,2.85851025170093,3.72707247644652
"ABarppppa","ABarppppa",3.7421305466888,2.81033156270127,3.96038643789067,4.33212955458079,3.44107506848608
"ABarppppaa","ABarppppaa",2.78175365555451,3.66066201295248,NA,NA,3.72467089647674
"ABarppppap","ABarppppap",1.78119881154021,3.98635677065529,NA,NA,3.03298704640771
"ABarppppp","ABarppppp",2.18198390232553,3.16606049773269,4.15900755786218,3.66485461117369,4.27365928274154
"ABarpppppa","ABarpppppa",1.26939323530034,3.09233496564837,NA,NA,3.9364337391082
"ABarpppppp","ABarpppppp",1.82057539247508,2.32933518963287,NA,NA,4.28665531634158
"ABp","ABp",5.80073481124682,4.65284941535058,5.32530440490428,5.64810375324965,3.95600412003661
"ABpl","ABpl",2.79050073101955,3.43343552348309,2.60706876187795,2.95611286141485,5.78412855023576
"ABpla","ABpla",2.62563041080437,2.18622497000677,2.17676627389582,3.17642001979852,2.27302277179264
"ABplaa","ABplaa",2.94396008945064,2.42267329194832,1.82504582467333,2.5087642670431,1.86565683364923
"ABplaaa","ABplaaa",1.3788279646952,2.37247107645139,2.68819788148127,1.26012521705365,2.27641927688138
"ABplaaaa","ABplaaaa",2.09086840845211,2.90107101114242,3.25088604872248,2.45820185718204,2.88237616426666
"ABplaaaaa","ABplaaaaa",1.85526242269019,5.07662454547828,2.20402460318419,3.86900344749459,1.60126888747129
"ABplaaaaaa","ABplaaaaaa",2.75095519951832,2.55031232047368,3.75867633510076,2.96216422612712,2.53834322357028
"ABplaaaaaaa","ABplaaaaaaa",1.22434034091805,1.69602314761975,NA,3.56366160699663,1.66434584826232
"ABplaaaaaap","ABplaaaaaap",2.08737307089136,2.17218308202645,NA,3.66423046006735,2.17305657347304
"ABplaaaaap","ABplaaaaap",2.3383637500945,2.34067108651957,2.43876466709892,2.19327798570051,2.1893463344051
"ABplaaaaapa","ABplaaaaapa",3.39771522306524,2.98609461125819,2.29476468094805,2.3710587864717,1.70455667527297
"ABplaaaaapp","ABplaaaaapp",2.22475464346136,1.04029724955291,1.81808998611931,1.94661969209709,1.78616767623093
"ABplaaaap","ABplaaaap",2.19300473765481,3.52771749175735,1.4074932987051,4.19581126047654,1.87011913716827
"ABplaaaapa","ABplaaaapa",3.67498239612373,2.00570635496544,2.78092931622304,4.16221267830362,2.46494865182618
"ABplaaaapp","ABplaaaapp",3.78782687657913,2.7570318333896,2.99169506730485,8.48619341404302,3.52327627244156
"ABplaaap","ABplaaap",2.44973627470935,1.42702267967248,1.79015285243161,2.05242763604525,2.36318738614941
"ABplaaapa","ABplaaapa",2.97541960725909,3.03691763988886,1.94808775527241,6.39662148382258,3.62654802594535
"ABplaaapaa","ABplaaapaa",2.87467143834463,2.16982361376887,2.54450629035996,5.15459809338396,2.87736433946351
"ABplaaapap","ABplaaapap",2.2359935755519,2.61624317665702,2.6147212103325,7.56355276270978,3.80114503482832
"ABplaaapp","ABplaaapp",2.35593285974121,2.9068878186864,2.45288231687831,6.09941471258979,2.99432018881237
"ABplaaappa","ABplaaappa",2.45514309361551,2.73847055332489,3.64631188475276,4.89565677810295,3.35298192274112
"ABplaaappp","ABplaaappp",3.67900667991365,3.22337513673679,2.78831117005549,3.49383937762071,3.93700089759175
"ABplaap","ABplaap",3.26124358675089,1.82114715588887,2.06207546475632,1.98124506854632,1.63663669918404
"ABplaapa","ABplaapa",2.09796901716062,2.43955646621371,3.69721344814694,1.93912395199542,2.96074937495829
"ABplaapaa","ABplaapaa",2.27952548028577,4.01174147234086,2.38300213930486,4.30827524079229,1.67129346926647
"ABplaapaaa","ABplaapaaa",2.33055809750379,1.65120850731972,4.15265920283156,2.69994034664853,2.07634491966252
"ABplaapaaaa","ABplaapaaaa",2.78115665783818,2.1115527131138,2.72402473477948,2.66953133186254,2.63786088882761
"ABplaapaaap","ABplaapaaap",2.6869086778492,1.58694982373524,2.44948547643246,2.47209510081032,2.9597851377989
"ABplaapaap","ABplaapaap",1.6398551614145,2.25951970706904,2.9828991882488,2.68734170548232,1.65682602329453
"ABplaapaapa","ABplaapaapa",1.54108985065284,1.66582298070352,2.6243574951265,1.90683353259651,2.0202822430569
