Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
ABplapapppa	NA	NA	NA	NA	NA
ABplapapppp	394	NA	NA	NA	NA
ABplapappppa	479	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA
ABplapp	132	129.5	128.3	130.2	131.7
ABplappa	171	171.1	170.6	175	168.5
ABplappaa	214	224.3	220.9	225.8	217.2
ABplappaaa	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA
ABplappap	214	224.3	226.2	225.8	220.2
ABplappapa	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA
ABplappp	171	174.5	174	175	171.6
ABplapppa	229	227.8	231.4	225.8	221.8
ABplapppaa	309	NA	322.5	315.3	319.4
ABplapppaaa	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA
ABplapppap	289	293.8	305.8	293.4	293.3
ABplapppapa	NA	NA	NA	NA	NA
ABplapppapp	404	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA
ABplapppp	229	231.3	231.4	225.8	224.9
ABplappppa	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA
ABplp	73	72.2	69.2	73	78.6
ABplpa	103	101.7	97.9	99	102.2
ABplpaa	132	132.8	130	132.8	133.1
ABplpaaa	171	169.4	169	175	171.6
ABplpaaaa	219	217.4	217.3	225.8	217.2
ABplpaaaaa	289	301	300.3	304.4	306.3
ABplpaaaaaa	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA
ABplpaaaap	284	293.8	292.9	293.4	291.6
ABplpaaaapa	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA
ABplpaaap	219	219.1	217.3	223	220.2
ABplpaaapa	304	315.7	320.7	309.9	329.3
ABplpaaapaa	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA
ABplpaaapp	289	286.5	292.9	285.2	293.3
ABplpaaappa	409	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA
ABplpaap	171	169.4	167.2	172.3	168.5
ABplpaapa	224	219.1	215.6	225.8	217.2
ABplpaapaa	304	292	292.9	304.4	304.6
ABplpaapaaa	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA
ABplpaapap	309	301	298.4	304.4	299.7
ABplpaapapa	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA
ABplpaapp	214	217.4	213.8	223	214
ABplpaappa	289	295.6	292.9	301.7	293.3
ABplpaappaa	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA
ABplpaappp	279	288.4	287.4	296.2	285.1
ABplpaapppa	NA	NA	NA	NA	NA
ABplpaapppp	399	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA
ABplpap	132	131.1	130	130.2	131.7
ABplpapa	171	171.1	167.2	169.7	168.5
ABplpapaa	219	226.1	222.6	233.8	224.9
ABplpapaaa	304	308.3	305.8	312.6	311.2
ABplpapaaaa	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA
ABplpapaap	299	306.6	309.5	309.9	309.5
ABplpapaapa	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA
ABplpapap	219	220.9	217.3	228.4	218.6
ABplpapapa	284	292	292.9	298.9	298
ABplpapapaa	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA
ABplpapapp	294	297.4	291	301.7	291.6
ABplpapappa	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA
ABplpapp	171	167.7	165.5	169.7	164.1
ABplpappa	209	212.1	212	217.7	207.9
ABplpappaa	264	270.4	267.3	279.9	259.4
ABplpappaaa	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA
ABplpappp	221	220.9	222.6	228.4	215.6
ABplpapppa	279	297.4	302.1	304.4	299.7
ABplpapppaa	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA
ABplpapppp	284	302.9	309.5	307.1	299.7
ABplpappppa	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA
ABplpp	103	100.1	97.9	99	102.2
ABplppa	132	132.8	133.4	132.8	133.1
ABplppaa	171	174.5	175.7	175	174.5
ABplppaaa	229	231.3	228	231.1	226.3
ABplppaaaa	299	293.8	294.7	293.4	288.4
ABplppaaaaa	NA	NA	NA	NA	NA
ABplppaaaap	404	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA
ABplppaap	234	227.8	229.8	233.8	226.3
ABplppaapa	309	315.7	309.5	315.3	334.2
ABplppaapaa	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA
ABplppaapp	304	304.7	316.9	309.9	306.3
ABplppaappa	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA
ABplppap	171	172.8	172.3	172.3	170
ABplppapa	229	222.6	224.4	225.8	217.2
ABplppapaa	289	292	302.1	301.7	286.7
ABplppapaaa	409	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA
ABplppapap	314	312	315.1	312.6	301.4
ABplppapapa	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA
ABplppapp	229	226.1	229.8	231.1	223.3
ABplppappa	309	301	315.1	307.1	299.7
ABplppappaa	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA
ABplppappp	319	313.9	322.5	315.3	307.8
ABplppapppa	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA
ABplppp	132	129.5	131.7	130.2	131.7
ABplpppa	171	167.7	169	172.3	168.5
ABplpppaa	224	219.1	222.6	223	217.2
ABplpppaaa	289	301	311.4	304.4	298
ABplpppaaaa	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA
ABplpppaap	257	293.8	309.5	298.9	296.5
ABplpppaapa	434	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA
ABplpppap	224	217.4	226.2	223	217.2
ABplpppapa	274	270.4	289.2	279.9	269
ABplpppapaa	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA
ABplpppp	171	166.1	169	169.7	167.1
ABplppppa	219	213.9	220.9	220.4	212.5
ABplppppaa	289	282.9	302.1	290.7	285.1
ABplppppaaa	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA
ABplppppap	279	286.5	304	304.4	281.9
ABplppppapa	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA
ABplppppp	221	219.1	226.2	225.8	220.2
ABplpppppa	289	306.6	322.5	326.4	314.4
ABplpppppaa	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA
ABplpppppp	289	281.2	307.7	296.2	288.4
ABplppppppa	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA
ABpr	51	54.1	50.7	55.1	62.5
ABpra	73	72.2	69.2	73	78.6
ABpraa	103	100.1	96.3	99	102.2
ABpraaa	132	132.8	130	130.2	131.7
ABpraaaa	171	176.2	170.6	175	179
ABpraaaaa	234	233.1	226.2	228.4	235.7
ABpraaaaaa	314	315.7	318.8	315.3	312.8
ABpraaaaaaa	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA
ABpraaaaap	324	324.9	322.5	315.3	327.6
ABpraaaaapd	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA
ABpraaaap	224	224.3	220.9	223	224.9
ABpraaaapa	304	313.9	302.1	304.4	322.7
ABpraaaapad	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA
ABpraaaapp	284	290.1	292.9	296.2	294.8
ABpraaaappa	NA	NA	NA	NA	NA
ABpraaaappp	379	NA	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA
ABpraaap	171	171.1	165.5	169.7	170
ABpraaapa	224	222.6	213.8	223	218.6
ABpraaapaa	289	302.9	298.4	301.7	298
ABpraaapaad	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA
ABpraaapap	299	299.3	289.2	296.2	291.6
ABpraaapapa	404	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA
ABpraaapp	214	213.9	210.3	212.3	209.4
ABpraaappa	279	292	285.5	293.4	289.9
ABpraaappaa	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA
ABpraaappp	259	266.8	267.3	266.2	262.5
ABpraaapppa	349	NA	350.7	NA	NA
ABpraaapppaa	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA
ABpraaapppp	349	NA	345.1	337.5	NA
ABpraaappppa	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA
ABpraap	132	129.5	128.3	130.2	130.2
ABpraapa	171	172.8	167.2	169.7	173
ABpraapaa	229	224.3	217.3	220.4	221.8
ABpraapaaa	304	312	305.8	304.4	304.6
ABpraapaaaa	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA
ABpraapaap	289	297.4	287.4	293.4	293.3
ABpraapaapa	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA
ABpraapap	229	222.6	219.1	223	220.2
ABpraapapa	309	306.6	307.7	304.4	304.6
ABpraapapaa	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA
ABpraapapp	289	288.4	289.2	285.2	286.7
ABpraapappa	NA	NA	NA	NA	NA
ABpraapappp	394	NA	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA
ABpraapp	171	167.7	165.5	169.7	167.1
ABpraappa	229	224.3	219.1	225.8	223.3
ABpraappaa	NA	NA	NA	NA	334.2
ABpraappaaa	NA	NA	NA	NA	NA
ABpraappaap	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA
ABpraappp	219	219.1	217.3	220.4	218.6
ABpraapppa	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA
ABprap	103	98.4	97.9	99	103.7
ABprapa	132	129.5	130	127.6	131.7
ABprapaa	171	169.4	170.6	172.3	171.6
ABprapaaa	221	219.1	220.9	220.4	218.6
ABprapaaaa	309	301	313.2	301.7	301.4
ABprapaaaaa	NA	NA	NA	NA	NA
ABprapaaaap	424	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA
ABprapaaap	304	293.8	307.7	296.2	293.3
ABprapaaapa	424	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA
ABprapaap	224	226.1	226.2	228.4	221.8
ABprapaapa	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA
ABprapap	171	166.1	167.2	167.1	168.5
ABprapapa	219	217.4	219.1	217.7	215.6
ABprapapaa	549	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA
ABprapapp	219	212.1	215.6	215	214
ABprapappa	NA	NA	NA	NA	NA
ABprapappp	299	297.4	313.2	304.4	306.3
ABprapapppa	NA	NA	NA	NA	NA
ABprapapppp	394	NA	NA	NA	NA
ABprapappppa	479	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA
ABprapp	132	131.1	130	130.2	133.1
ABprappa	171	171.1	172.3	177.7	177.5
ABprappaa	217	222.6	224.4	228.4	229.5
ABprappaaa	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA
ABprappap	217	220.9	226.2	225.8	229.5
ABprappapa	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA
ABprappp	171	174.5	175.7	177.7	174.5
ABprapppa	229	231.3	229.8	231.1	229.5
ABprapppaa	309	NA	324.4	318.1	330.9
ABprapppaaa	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA
ABprapppap	289	304.7	307.7	298.9	301.4
ABprapppapa	NA	NA	NA	NA	NA
ABprapppapp	404	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA
ABprapppp	229	229.6	233.2	228.4	229.5
ABprappppa	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA
ABprp	73	72.2	70.9	73	78.6
ABprpa	103	98.4	97.9	99	102.2
ABprpaa	132	131.1	131.7	130.2	133.1
ABprpaaa	171	169.4	170.6	169.7	171.6
ABprpaaaa	221	217.4	219.1	217.7	217.2
ABprpaaaaa	289	292	304	293.4	299.7
ABprpaaaaaa	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA
ABprpaaaap	289	286.5	296.6	285.2	293.3
ABprpaaaapa	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA
ABprpaaap	221	219.1	219.1	217.7	217.2
ABprpaaapa	309	313.9	324.4	312.6	319.4
ABprpaaapaa	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA
ABprpaaapp	289	286.5	291	290.7	280.2
ABprpaaappa	405	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA
ABprpaap	171	169.4	169	167.1	170
ABprpaapa	221	220.9	220.9	217.7	218.6
ABprpaapaa	299	310.2	296.6	293.4	304.6
ABprpaapaaa	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA
ABprpaapap	299	302.9	311.4	293.4	306.3
ABprpaapapa	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA
ABprpaapp	214	217.4	219.1	217.7	214
ABprpaappa	296	293.8	300.3	296.2	294.8
ABprpaappaa	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA
ABprpaappp	289	288.4	300.3	290.7	293.3
ABprpaapppa	NA	NA	NA	NA	NA
ABprpaapppp	404	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA
ABprpap	132	131.1	130	130.2	131.7
ABprpapa	171	169.4	167.2	169.7	168.5
ABprpapaa	221	222.6	220.9	223	218.6
ABprpapaaa	303	299.3	300.3	298.9	302.9
ABprpapaaaa	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA
ABprpapaap	299	297.4	305.8	296.2	298
ABprpapaapa	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA
ABprpapap	219	219.1	222.6	223	214
ABprpapapa	284	290.1	291	288	281.9
ABprpapapaa	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA
ABprpapapp	289	292	296.6	290.7	285.1
ABprpapappa	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA
ABprpapp	171	167.7	167.2	167.1	167.1
ABprpappa	214	215.6	217.3	217.7	215.6
ABprpappaa	284	282.9	287.4	288	286.7
ABprpappaaa	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA
ABprpappap	284	286.5	296.6	290.7	286.7
ABprpappapa	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA
ABprpappp	221	217.4	219.1	217.7	212.5
ABprpapppa	289	293.8	302.1	307.1	294.8
ABprpapppaa	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA
ABprpapppp	284	290.1	294.7	290.7	286.7
ABprpappppa	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA
ABprpp	103	100.1	99.6	99	102.2
ABprppa	132	134.5	131.7	132.8	133.1
ABprppaa	171	176.2	175.7	172.3	170
ABprppaaa	229	229.6	233.2	225.8	226.3
ABprppaaaa	297	292	300.3	285.2	289.9
ABprppaaaaa	NA	NA	NA	NA	NA
ABprppaaaap	409	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA
ABprppaap	234	227.8	228	231.1	220.2
ABprppaapa	314	313.9	315.1	315.3	316
ABprppaapaa	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA
ABprppaapp	304	304.7	316.9	307.1	301.4
ABprppaappa	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA
ABprppap	171	172.8	172.3	172.3	170
ABprppapa	229	226.1	226.2	223	218.6
ABprppapaa	289	295.6	302.1	293.4	288.4
ABprppapaaa	409	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA
ABprppapap	314	317.6	316.9	309.9	317.7
ABprppapapa	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA
ABprppapp	229	229.6	229.8	228.4	229.5
ABprppappa	304	312	309.5	309.9	307.8
ABprppappaa	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA
ABprppappp	319	323	326.3	320.9	335.9
ABprppapppa	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA
ABprppp	132	132.8	130	130.2	133.1
ABprpppa	171	169.4	169	169.7	168.5
ABprpppaa	224	219.1	220.9	225.8	218.6
ABprpppaaa	289	293.8	300.3	304.4	298
ABprpppaaaa	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA
ABprpppaap	284	302.9	304	307.1	298
ABprpppaapa	434	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA
ABprpppap	224	219.1	222.6	225.8	218.6
ABprpppapa	274	273.9	287.4	285.2	272.2
ABprpppapaa	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA
ABprpppp	171	169.4	167.2	169.7	168.5
ABprppppa	221	220.9	215.6	223	214
ABprppppaa	289	295.6	300.3	293.4	288.4
ABprppppaaa	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA
ABprppppap	279	293.8	292.9	293.4	285.1
ABprppppapa	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA
ABprppppp	221	222.6	219.1	225.8	215.6
ABprpppppa	289	321.2	305.8	309.9	314.4
ABprpppppaa	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA
ABprpppppp	289	290.1	291	290.7	281.9
ABprppppppa	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA
C	66	65.6	62.5	65.4	72.8
Ca	96	93.4	91.2	91.1	94.9
Caa	134	127.8	126.7	125	127.3
Caaa	162	167.7	167.2	164.5	167.1
Caaaa	214	226.1	217.3	217.7	220.2
Caaaaa	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA
Caaap	219	222.6	217.3	215	223.3
Caaapa	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA
Caap	181	181.2	177.5	172.3	179
Caapa	329	313.9	305.8	NA	298
Caapaa	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA
Caapp	234	241.9	238.6	231.1	234.2
Caappd	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA
Cap	134	134.5	140.1	135.4	134.6
Capa	189	193.2	198.1	191	189.6
Capaa	244	252.4	256.4	250	242
Capaaa	319	NA	335.6	NA	321
Capaaaa	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA
Capaap	329	NA	341.2	NA	330.9
Capaapa	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA
Capap	244	250.7	254.7	250	242
Capapa	324	NA	337.5	NA	325.9
Capapaa	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA
Capapp	330	NA	354.5	NA	335.9
Capappa	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA
Capp	196	186.3	189.5	183	185.1
Cappa	239	234.8	242.1	241.9	237.3
Cappaa	309	308.3	305.8	277.1	306.3
Cappaaa	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA
Cappap	319	323	316.9	NA	317.7
Cappapa	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA
Cappp	239	243.6	243.9	244.6	240.4
Capppa	319	NA	315.1	NA	321
Capppaa	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA
Capppp	329	NA	320.7	NA	334.2
Cappppd	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA
Cp	96	93.4	91.2	91.1	96.3
Cpa	134	126.2	125	125	127.3
Cpaa	169	164.3	162.1	161.8	164.1
Cpaaa	219	227.8	217.3	220.4	220.2
Cpaaaa	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA
Cpaap	217	227.8	215.6	215	218.6
Cpaapa	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA
Cpap	179	167.7	163.8	164.5	165.6
Cpapa	229	231.3	235	228.4	221.8
Cpapaa	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA
Cpapp	234	229.6	228	223	227.9
Cpappd	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA
Cpp	134	132.8	131.7	127.6	134.6
Cppa	189	189.8	191.2	185.6	191.1
Cppaa	244	245.4	247.5	247.2	242
Cppaaa	319	324.9	320.7	NA	321
Cppaaaa	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA
Cppaap	329	NA	335.6	NA	329.3
Cppaapa	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA
Cppap	249	247.1	243.9	247.2	246.7
Cppapa	324	NA	331.9	NA	329.3
Cppapaa	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA
Cppapp	331	NA	341.2	NA	335.9
Cppappa	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA
Cppp	189	181.2	180.8	175	180.6
Cpppa	239	233.1	238.6	236.5	231
Cpppaa	309	310.2	309.5	NA	307.8
Cpppaaa	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA
Cpppap	319	313.9	328.1	NA	312.8
Cpppapa	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA
Cpppp	239	240	238.6	233.8	232.6
Cppppa	319	315.7	309.5	NA	312.8
Cppppaa	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA
Cppppp	329	NA	328.1	NA	317.7
Cpppppd	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA
D	115	118	111.4	111.9	112.5
Da	161	164.3	160.4	159.1	158.2
Daa	209	219.1	212	209.7	214
Daaa	274	281.2	272.7	266.2	275.5
Daaaa	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA
Daap	274	284.8	278.2	277.1	283.5
Daapa	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA
Dap	199	215.6	208.6	206.9	207.9
Dapa	269	273.9	269.1	263.6	270.6
Dapaa	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA
Dapp	259	270.4	270.9	266.2	262.5
Dappa	341	NA	358.3	NA	352.6
Dappaa	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA
Dappp	359	NA	NA	NA	357.7
Dapppa	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA
Dp	161	164.3	162.1	156.5	158.2
Dpa	208	217.4	213.8	206.9	212.5
Dpaa	272	282.9	278.2	268.9	270.6
Dpaaa	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA
Dpap	274	284.8	278.2	277.1	280.2
Dpapa	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA
Dpp	199	213.9	208.6	204.3	206.4
Dppa	264	273.9	274.5	268.9	269
Dppaa	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA
Dppp	259	268.6	269.1	263.6	259.4
Dpppa	339	NA	358.3	NA	347.6
Dpppaa	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA
Dpppp	359	NA	NA	NA	359.4
Dppppa	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA
E	62	60.7	59.1	62.7	69.8
EMS	39	41	47.4	49.9	56.6
Ea	106	106.6	106.4	106.8	114
Eal	161	155.9	152	151.2	164.1
Eala	235	229.6	228	220.4	229.5
Ealaa	359	NA	NA	NA	361
Ealaad	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA
Ealap	549	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA
Ealp	235	233.1	224.4	220.4	231
Ealpa	NA	NA	NA	NA	NA
Ealpp	549	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA
Ear	161	155.9	153.7	153.8	165.6
Eara	235	234.8	228	225.8	237.3
Earaa	359	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA
Earap	549	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA
Earp	235	238.3	226.2	223	240.4
Earpa	NA	NA	315.1	NA	NA
Earpaa	NA	NA	NA	NA	NA
Earpap	NA	NA	NA	NA	NA
Earpp	549	NA	311.4	NA	NA
Earppa	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA
Ep	108	109.9	108	111.9	115.5
Epl	165	162.7	162.1	161.8	167.1
Epla	234	234.8	238.6	231.1	231
Eplaa	549	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA
Eplap	549	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA
Eplp	244	238.3	238.6	233.8	240.4
Eplpa	549	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA
Eplpp	369	NA	NA	NA	NA
Eplppa	549	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA
Eplppp	549	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA
Epr	165	160.9	158.7	161.8	165.6
Epra	234	240	238.6	233.8	237.3
Epraa	549	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA
