Cells,WTDivMeans.Cells.,LateCalls,EarlyCalls,MissedCalls,EctopicCalls,TotalDefects,CC_Dif_pValues,WTCCMeans.Cells.,MutantCCMeans.Cells.
ABarapapaapa,NA,0,0,0,0,0,NA,NA,NA
ABarapapaapp,NA,0,0,0,0,0,NA,NA,NA
ABarapapap,282.672727272727,0,0,0,0,0,0.78296031156064,65.1272727272727,66
ABarapapapa,NA,0,0,0,0,0,NA,NA,NA
ABarapapapp,NA,0,0,0,0,0,NA,NA,NA
ABarapapp,211.440909090909,0,0,0,0,0,0.153497977209105,41.2318181818182,42.775
ABarapappa,326.8,1,0,0,0,1,0.326371418745013,113.410526315789,123.3
ABarapappaa,NA,0,0,0,0,0,NA,NA,NA
ABarapappap,NA,0,0,0,0,0,NA,NA,NA
ABarapappp,264.681818181818,0,0,0,0,0,0.213157420594235,51.6272727272727,53.5
ABarapapppa,NA,0,0,0,0,0,NA,NA,NA
ABarapapppp,NA,0,0,0,0,0,NA,NA,NA
ABarapp,133.259090909091,0,0,0,0,0,0.702301346771582,30.4863636363636,30.15
ABarappa,172.540909090909,0,0,0,0,0,0.0706547725464735,37.6363636363636,39.85
ABarappaa,226.777272727273,0,0,0,0,0,0.765623818372182,52.5863636363636,52.125
ABarappaaa,307.763636363636,0,0,0,0,0,0.146690478473676,79.3590909090909,85.7
ABarappaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarappaaap,NA,0,0,0,0,0,NA,NA,NA
ABarappaap,314.109090909091,0,0,0,0,0,0.828528314786885,85.7045454545455,84.7
ABarappaapa,NA,0,0,0,0,0,NA,NA,NA
ABarappaapp,NA,0,0,0,0,0,NA,NA,NA
ABarappap,221.890909090909,0,0,0,0,0,0.282881563966481,47.7136363636364,49.55
ABarappapa,294.054545454545,0,0,0,0,0,0.332208902158758,70.5454545454545,71.825
ABarappapaa,NA,0,0,0,0,0,NA,NA,NA
ABarappapap,406.933333333333,0,0,0,0,0,NA,113.666666666667,NA
ABarappapapa,NA,0,0,0,0,0,NA,NA,NA
ABarappapapp,NA,0,0,0,0,0,NA,NA,NA
ABarappapp,300.095454545455,0,0,0,0,0,0.738981810023894,76.5772727272727,77.575
ABarappappa,NA,0,0,0,0,0,NA,NA,NA
ABarappappp,NA,0,0,0,0,0,NA,NA,NA
ABarappp,169.9,0,0,0,0,0,0.955116553273794,34.9909090909091,34.95
ABarapppa,220.072727272727,0,0,0,0,0,0.12842181282754,48.5636363636364,50.375
ABarapppaa,303.45,0,0,0,0,0,0.0253861766221603,81.7590909090909,84.9
ABarapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABarapppaap,NA,0,0,0,0,0,NA,NA,NA
ABarapppap,298.936363636364,0,0,0,0,0,0.1308772211569,77.2409090909091,79.25
ABarapppapa,NA,0,0,0,0,0,NA,NA,NA
ABarapppapp,NA,0,0,0,0,0,NA,NA,NA
ABarapppp,217.781818181818,0,0,0,0,0,0.730358534157831,46.2636363636364,45.925
ABarappppa,295.140909090909,1,0,0,0,1,0.0596751983878257,75.7136363636364,85.15
ABarappppaa,NA,0,0,0,0,0,NA,NA,NA
ABarappppap,NA,0,0,0,0,0,NA,NA,NA
ABarappppp,285.990909090909,2,0,0,0,2,0.15612765917766,66.5545454545454,71.5
ABarapppppa,407.333333333333,0,0,0,0,0,NA,121.266666666667,NA
ABarapppppaa,NA,0,0,0,0,0,NA,NA,NA
ABarapppppap,NA,0,0,0,0,0,NA,NA,NA
ABarapppppp,NA,0,0,0,0,0,NA,NA,NA
ABarp,73.6409090909091,0,0,0,0,0,0.149086097677175,16.7909090909091,15.8
ABarpa,102.440909090909,0,0,0,0,0,0.200202352588214,27.0545454545455,25.275
ABarpaa,131.463636363636,0,0,0,0,0,0.691109371003207,27.3181818181818,27.575
ABarpaaa,178.540909090909,0,0,0,0,0,0.34431978141072,45.4227272727273,46.9
ABarpaaaa,230.65,0,0,0,0,0,0.20999371717444,50.4909090909091,51.65
ABarpaaaaa,325.611111111111,0,0,0,0,0,0.709903420779667,94.2833333333333,91.2333333333333
ABarpaaaaal,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaaar,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaap,322.642105263158,0,1,0,0,1,0.000417898832115376,91.3684210526316,77.925
ABarpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarpaaap,236.031818181818,0,0,0,0,0,0.5650786938677,55.8818181818182,56.825
ABarpaaapa,323.505263157895,0,0,0,0,0,0.975511994010647,86.8263157894737,87.0333333333333
ABarpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABarpaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarpaap,167.754545454545,0,0,0,0,0,0.00034789524683136,34.6181818181818,37.25
ABarpaapa,214.813636363636,2,0,0,0,2,0.294259173429369,45.4227272727273,48.425
ABarpaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarpaapap,NA,0,0,0,0,0,NA,NA,NA
ABarpaapp,215.227272727273,0,0,0,0,0,0.303613297175875,45.8318181818182,47.725
ABarpaappa,NA,0,0,0,0,0,NA,NA,NA
ABarpaappp,NA,0,0,0,0,0,NA,NA,NA
ABarpap,132.559090909091,0,0,0,0,0,0.729032744478119,28.4090909090909,28.775
ABarpapa,169.713636363636,1,0,0,0,1,0.103179456745711,35.4863636363636,37.7
ABarpapaa,222.05,0,0,0,0,0,0.334086257256629,50.6954545454545,51.525
ABarpapaaa,314.380952380952,0,1,0,0,1,0.198016095258952,90.8857142857143,81
ABarpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABarpapaap,286,0,0,0,0,0,0.59723078900823,62.3,61.225
ABarpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaapp,373.02,0,0,0,0,0,NA,87.1,NA
ABarpapaappa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaappp,NA,0,0,0,0,0,NA,NA,NA
ABarpapap,221.472727272727,0,0,0,0,0,0.162871659066397,50.1363636363636,48.775
ABarpapapa,NA,0,0,0,0,0,NA,NA,NA
ABarpapapp,NA,0,0,0,0,0,NA,NA,NA
ABarpapp,170.404545454545,0,0,0,0,0,0.134900955009862,36.1818181818182,38.075
ABarpappa,226.922727272727,0,0,0,0,0,0.532652867718187,54.8954545454545,53.675
ABarpappaa,NA,0,0,0,0,0,NA,NA,NA
ABarpappap,NA,0,0,0,0,0,NA,NA,NA
ABarpappp,220.531818181818,0,0,0,0,0,0.0669096261430237,48.5,47.5
ABarpapppa,NA,0,0,0,0,0,NA,NA,NA
ABarpapppp,NA,0,0,0,0,0,NA,NA,NA
ABarpp,103.704545454545,0,0,0,0,0,0.812332302884599,28.3272727272727,27.925
ABarppa,133.640909090909,0,0,0,0,0,0.216529162810901,28.2136363636364,27.25
ABarppaa,174.995454545455,1,0,0,0,1,0.0680297276685,39.7045454545455,43.375
ABarppaaa,232.627272727273,0,0,0,0,0,0.397758467677515,56,54.65
ABarppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarppaaap,NA,0,0,0,0,0,NA,NA,NA
ABarppaap,226.286363636364,0,0,0,0,0,0.885972910897902,49.6545454545455,49.9
ABarppaapa,NA,0,0,0,0,0,NA,NA,NA
ABarppaapp,NA,0,0,0,0,0,NA,NA,NA
ABarppaappa,NA,0,0,0,0,0,NA,NA,NA
ABarppaappp,NA,0,0,0,0,0,NA,NA,NA
ABarppap,176.645454545455,1,0,0,0,1,0.0650462459768214,41.3590909090909,44.575
ABarppapa,233.936363636364,0,0,0,0,0,0.255928226838017,55.6363636363636,54.15
ABarppapaa,NA,0,0,0,0,0,NA,NA,NA
ABarppapap,NA,0,0,0,0,0,NA,NA,NA
ABarppapp,234.813636363636,0,0,0,0,0,0.323928447975192,56.5090909090909,55
ABarppappa,NA,0,0,0,0,0,NA,NA,NA
ABarppappp,NA,0,0,0,0,0,NA,NA,NA
ABarppp,134.336363636364,0,0,0,0,0,0.327917200992628,28.9090909090909,28.025
ABarpppa,173.790909090909,0,0,0,0,0,2.33520502005782e-05,37.7818181818182,40
ABarpppaa,230.122727272727,0,0,0,0,0,0.520858187361034,54.7227272727273,53.625
ABarpppaaa,NA,0,0,0,0,0,NA,NA,NA
ABarpppaap,NA,0,0,0,0,0,NA,NA,NA
ABarpppap,224.763636363636,0,0,0,0,0,0.248158344695461,49.3545454545455,47.775
ABarpppapa,NA,0,0,0,0,0,NA,NA,NA
ABarpppapp,NA,0,0,0,0,0,NA,NA,NA
ABarpppappa,NA,0,0,0,0,0,NA,NA,NA
ABarpppappp,NA,0,0,0,0,0,NA,NA,NA
ABarpppp,176.345454545455,1,0,0,0,1,0.235867787995856,40.3590909090909,42.75
ABarppppa,231.381818181818,0,0,0,0,0,0.496618908336435,53.3954545454545,54.725
ABarppppaa,NA,0,0,0,0,0,NA,NA,NA
ABarppppap,NA,0,0,0,0,0,NA,NA,NA
ABarppppp,232.6,0,0,0,0,0,0.44768136970593,54.6181818181818,55.675
ABarpppppa,NA,0,0,0,0,0,NA,NA,NA
ABarpppppp,NA,0,0,0,0,0,NA,NA,NA
ABp,41.9136363636364,0,0,0,0,0,NA,12.2666666666667,13
ABpl,55.1636363636364,0,0,0,0,0,0.210801322774372,12.2952380952381,7.625
ABpla,73.2727272727273,0,0,0,0,0,0.352827910736175,16.4363636363636,15.8
ABplaa,100.713636363636,0,1,0,0,1,0.0643154514461735,25.6954545454545,23.025
ABplaaa,131.940909090909,0,0,0,0,0,0.542059553440743,29.5318181818182,29.05
ABplaaaa,169.786363636364,2,0,0,0,2,0.142480212212227,36.1681818181818,39.925
ABplaaaaa,223.340909090909,0,0,0,0,0,0.221586415006249,51.9272727272727,50.7
ABplaaaaaa,316.338095238095,0,0,0,0,0,0.210647835644699,91.4238095238095,95.05
ABplaaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaap,287.659090909091,0,0,0,0,0,0.292620113704098,62.6772727272727,65.075
ABplaaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaapp,379.9,0,0,0,0,0,NA,89.575,NA
ABplaaaaappa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplaaaap,221.622727272727,0,0,0,0,0,0.189749585224288,50.2090909090909,52.725
ABplaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplaaap,171.354545454545,0,0,0,0,0,0.0310491089370945,37.7409090909091,41.35
ABplaaapa,227.945454545455,1,1,0,0,2,0.839851688876753,54.9818181818182,54.325
ABplaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplaaapap,NA,0,0,0,0,0,NA,NA,NA
ABplaaapp,221.704545454545,0,0,0,0,0,0.349796038918439,48.7454545454545,50.05
ABplaaappa,NA,0,0,0,0,0,NA,NA,NA
ABplaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplaap,130.940909090909,0,0,0,0,0,0.697650252038101,28.55,28.05
ABplaapa,169.959090909091,0,0,0,0,0,0.234885984851121,37.3318181818182,39
ABplaapaa,221.413636363636,0,0,0,0,0,0.606222349222734,49.8136363636364,48.875
ABplaapaaa,306.077272727273,0,0,0,0,0,0.495678299233546,83.0227272727273,85.025
ABplaapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplaapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplaapaap,293.6,0,0,0,0,0,0.561729048566269,70.5545454545455,71.225
ABplaapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplaapap,219.55,0,0,0,0,0,0.69426887641832,47.9590909090909,47.275
ABplaapapa,307.327272727273,0,0,0,0,0,0.703357370346443,86.1318181818182,85.225
ABplaapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplaapapap,NA,0,0,0,0,0,NA,NA,NA
ABplaapapp,284.354545454545,1,0,0,0,1,0.738960023801119,63.1545454545455,64.175
ABplaapappa,NA,0,0,0,0,0,NA,NA,NA
ABplaapappp,388.8,0,0,0,0,0,NA,99.4,NA
ABplaapapppa,NA,0,0,0,0,0,NA,NA,NA
ABplaapapppp,NA,0,0,0,0,0,NA,NA,NA
ABplaapp,166.154545454545,1,0,0,0,1,0.0764691765129296,33.5363636363636,36.3
ABplaappa,220.4,0,0,0,0,0,0.800690613464844,52.6045454545455,51.925
ABplaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplaappap,NA,0,0,0,0,0,NA,NA,NA
ABplaappp,213.240909090909,0,0,0,0,0,0.033188846977265,45.4636363636364,47.75
ABplaapppa,NA,0,0,0,0,0,NA,NA,NA
ABplaapppp,NA,0,0,0,0,0,NA,NA,NA
ABplap,100.795454545455,0,0,0,0,0,0.0610849097448082,25.7818181818182,23.825
ABplapa,131.081818181818,0,0,0,0,0,0.681970148950357,28.5954545454545,28.3
ABplapaa,171.363636363636,0,0,0,0,0,0.375843635826575,38.5954545454545,38.05
ABplapaaa,220.918181818182,0,0,0,0,0,0.940799818056492,47.8954545454545,47.975
ABplapaaaa,301.190909090909,0,0,0,0,0,0.382482023380735,78.6454545454545,80.425
ABplapaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaaap,418.1,0,0,0,0,0,NA,113.05,NA
ABplapaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapaaap,298.922727272727,0,0,0,0,0,0.0408983873612528,76.3863636363636,83.725
ABplapaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapad,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapav,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapaap,225.65,0,0,0,0,0,0.435962171667181,52.6409090909091,53.925
ABplapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapap,167.4,0,0,0,0,0,0.650104990575735,34.6363636363636,35.025
ABplapapa,218.240909090909,0,0,0,0,0,0.238311810812372,49.2045454545455,50.825
ABplapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplapapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapapaap,NA,0,0,0,0,0,NA,NA,NA
ABplapapap,NA,0,0,0,0,0,NA,NA,NA
ABplapapp,214.754545454545,0,0,0,0,0,0.198729412824632,45.7318181818182,46.675
ABplapappa,NA,0,0,0,0,0,NA,NA,NA
ABplapappp,304.152380952381,0,0,0,0,0,0.875003874984296,87.6571428571429,88.25
ABplapapppa,NA,0,0,0,0,0,NA,NA,NA
ABplapapppp,399.5,0,0,0,0,0,NA,91.15,NA
ABplapappppa,NA,0,0,0,0,0,NA,NA,NA
ABplapappppaa,NA,0,0,0,0,0,NA,NA,NA
ABplapappppap,NA,0,0,0,0,0,NA,NA,NA
ABplapappppp,NA,0,0,0,0,0,NA,NA,NA
ABplapp,131.709090909091,0,0,0,0,0,0.766208021862796,29.2272727272727,29.05
ABplappa,170.531818181818,0,0,0,0,0,0.201548344332266,37.15,39.5
ABplappaa,221.25,0,0,0,0,0,0.779748117270011,49.0909090909091,48.775
ABplappaaa,NA,0,0,0,0,0,NA,NA,NA
ABplappaap,NA,0,0,0,0,0,NA,NA,NA
ABplappap,221.05,0,0,0,0,0,0.205812934631967,48.8863636363636,50.85
ABplappapa,NA,0,0,0,0,0,NA,NA,NA
ABplappapp,NA,0,0,0,0,0,NA,NA,NA
ABplappp,173.395454545455,0,0,0,0,0,0.223101313280253,40.0318181818182,41.925
ABplapppa,229.331818181818,0,0,0,0,0,0.156088823146562,54.2772727272727,51
ABplapppaa,325.305,0,0,0,0,0,0.284028399058129,94.63,90.7
ABplapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapppaap,NA,0,0,0,0,0,NA,NA,NA
ABplapppap,299.813636363636,0,0,0,0,0,0.660241555637024,68.8909090909091,67.9
ABplapppapa,NA,0,0,0,0,0,NA,NA,NA
ABplapppapp,406.366666666667,0,0,0,0,0,NA,103.333333333333,NA
ABplapppappa,NA,0,0,0,0,0,NA,NA,NA
ABplapppappp,NA,0,0,0,0,0,NA,NA,NA
ABplapppp,228.531818181818,0,1,0,0,1,0.673164986949816,53.4863636363636,52.65
ABplappppa,NA,0,0,0,0,0,NA,NA,NA
ABplappppp,NA,0,0,0,0,0,NA,NA,NA
ABplp,73.7772727272727,0,0,0,0,0,0.110414070060265,16.9363636363636,15.8
ABplpa,101.827272727273,0,0,0,0,0,0.439462973213003,26.2954545454545,25.05
ABplpaa,133.618181818182,0,0,0,0,0,0.957493597832747,30.0954545454545,30.125
ABplpaaa,171.704545454545,0,0,0,0,0,0.517211955124075,36.4136363636364,37.125
ABplpaaaa,219.086363636364,0,0,0,0,0,0.613068280230211,45.7272727272727,46.225
ABplpaaaaa,297.581818181818,1,0,0,0,1,0.13532206283712,76.8409090909091,81.65
ABplpaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaap,288.968181818182,0,0,0,0,0,0.229173869968459,68.2272727272727,71.6
ABplpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpaaap,220.636363636364,0,0,0,0,0,0.481049707454912,47.2727272727273,46.75
ABplpaaapa,316.314285714286,1,0,0,0,1,0.621317884670863,94.1809523809524,96.975
ABplpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaapp,288.577272727273,0,0,0,0,0,0.725408265322784,66.3181818181818,67.575
ABplpaaappa,401.833333333333,0,0,0,0,0,NA,112.533333333333,NA
ABplpaaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaappap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplpaap,170.636363636364,0,0,0,0,0,0.889978155211012,35.35,35.25
ABplpaapa,221.395454545455,0,0,0,0,0,0.367467656088426,49.1409090909091,48.125
ABplpaapaa,298.827272727273,0,0,0,0,0,0.704666756580301,75.7909090909091,77.125
ABplpaapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapaap,NA,0,0,0,0,0,NA,NA,NA
ABplpaapap,298.286363636364,0,0,0,0,0,0.027265304358049,75.25,79.525
ABplpaapapa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapapp,NA,0,0,0,0,0,NA,NA,NA
ABplpaapp,217.718181818182,0,0,0,0,0,0.775091292602713,45.4545454545455,45.75
ABplpaappa,292.15,0,0,0,0,0,3.72459215249062e-05,72.8363636363636,76.75
ABplpaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaappap,NA,0,0,0,0,0,NA,NA,NA
ABplpaappp,287.731818181818,0,0,0,0,0,0.0449102962112422,68.4,70.2
ABplpaapppa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapppp,399.1,0,0,0,0,0,NA,110.333333333333,NA
ABplpaappppa,NA,0,0,0,0,0,NA,NA,NA
ABplpaappppp,NA,0,0,0,0,0,NA,NA,NA
ABplpap,132.190909090909,0,0,0,0,0,0.942925106085579,28.6727272727273,28.625
ABplpapa,169.918181818182,0,0,0,0,0,0.624208081766137,36.0681818181818,36.45
ABplpapaa,222.981818181818,1,0,0,0,1,0.10733324212101,51.4318181818182,55.75
ABplpapaaa,302.722727272727,0,0,0,0,0,0.290110062320088,78.1090909090909,80.65
ABplpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpapaap,303.586363636364,0,0,0,0,0,0.715736706281418,78.9727272727273,80.05
ABplpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpapap,219.759090909091,1,0,0,0,1,0.376517666394168,48.2181818181818,50.225
ABplpapapa,290.290909090909,1,0,0,0,1,0.250332234549934,68.8909090909091,72.15
ABplpapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapapap,NA,0,0,0,0,0,NA,NA,NA
ABplpapapp,292.25,0,0,0,0,0,0.308962160791446,70.8590909090909,72.15
ABplpapappa,NA,0,0,0,0,0,NA,NA,NA
ABplpapappp,NA,0,0,0,0,0,NA,NA,NA
ABplpapp,167.404545454545,0,0,0,0,0,0.695372211228658,33.5454545454545,34.075
ABplpappa,212.404545454545,0,0,0,0,0,0.699431682655448,43.3727272727273,43.725
ABplpappaa,267.013636363636,0,0,0,0,0,0.437580753166671,52.9545454545455,54.825
ABplpappaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpappaap,NA,0,0,0,0,0,NA,NA,NA
ABplpappap,NA,0,0,0,0,0,NA,NA,NA
ABplpappp,220.822727272727,0,0,0,0,0,0.43389599435829,51.7727272727273,53.175
ABplpapppa,298.372727272727,0,0,0,0,0,0.642774168887583,75.95,77.05
ABplpapppaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapppap,NA,0,0,0,0,0,NA,NA,NA
ABplpapppp,302.945454545455,0,0,0,0,0,0.860977243463579,80.5272727272727,80.925
ABplpappppa,NA,0,0,0,0,0,NA,NA,NA
ABplpappppp,NA,0,0,0,0,0,NA,NA,NA
ABplpp,102.577272727273,0,0,0,0,0,0.127786944077002,27.0590909090909,24.65
ABplppa,135.368181818182,0,0,0,0,0,0.781433767961204,31.0954545454545,31.375
ABplppaa,178.059090909091,0,0,0,0,0,0.0699522928185032,41.0227272727273,39.975
ABplppaaa,233.627272727273,0,0,0,0,0,0.263569254027486,53.9227272727273,52.275
ABplppaaaa,295.904545454545,0,0,0,0,0,0.581282352527217,60.6409090909091,61.4
ABplppaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppaaaap,392.125,0,0,0,0,0,NA,94.45,NA
ABplppaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplppaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplppaaap,NA,0,0,0,0,0,NA,NA,NA
ABplppaap,230.045454545455,1,0,0,0,1,0.179940085993281,50.3454545454545,52.5
ABplppaapa,315.904761904762,1,0,0,0,1,0.706197275624178,84.552380952381,87.3
ABplppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplppaapap,NA,0,0,0,0,0,NA,NA,NA
ABplppaapp,308.731818181818,0,0,0,0,0,0.748399835628228,77.05,78.025
ABplppaappa,NA,0,0,0,0,0,NA,NA,NA
ABplppaappp,NA,0,0,0,0,0,NA,NA,NA
ABplppap,174.972727272727,0,0,0,0,0,0.21979000002086,37.9227272727273,36.925
ABplppapa,225.672727272727,0,0,0,0,0,0.767562302260794,49.0727272727273,48.675
ABplppapaa,295.445454545455,1,0,0,0,1,0.228523131139658,68.1136363636364,71.175
ABplppapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplppapaap,NA,0,0,0,0,0,NA,NA,NA
ABplppapap,314.195238095238,0,0,0,0,0,0.498914693259749,87.0809523809524,85.85
ABplppapapa,NA,0,0,0,0,0,NA,NA,NA
ABplppapapp,NA,0,0,0,0,0,NA,NA,NA
ABplppapp,229.672727272727,0,0,0,0,0,0.626207917807856,53.0772727272727,53.775
ABplppappa,308.245454545455,0,0,0,0,0,0.791816979132059,76.9363636363636,76.2
ABplppappaa,NA,0,0,0,0,0,NA,NA,NA
ABplppappap,NA,0,0,0,0,0,NA,NA,NA
ABplppappp,319.055,0,0,0,0,0,0.339648543869185,87.935,85.35
ABplppapppa,NA,0,0,0,0,0,NA,NA,NA
ABplppapppp,NA,0,0,0,0,0,NA,NA,NA
ABplppp,133.804545454545,0,0,0,0,0,0.678767889762114,29.5181818181818,29.05
ABplpppa,171.527272727273,0,0,0,0,0,0.548535017081623,36.0636363636364,36.725
ABplpppaa,222.209090909091,0,0,0,0,0,0.930979339685406,49.0454545454545,49.15
ABplpppaaa,302.695454545455,0,0,0,0,0,0.313908343685575,78.85,81.275
ABplpppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpppaap,299.072727272727,1,0,0,0,1,0.539213409577631,75.2227272727273,77.225
ABplpppaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapap,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpppap,222.354545454545,1,0,0,0,1,0.845074094859535,49.2,49.625
ABplpppapa,277.113636363636,1,0,0,0,1,0.699933055121725,53.1409090909091,54.2
ABplpppapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppapap,NA,0,0,0,0,0,NA,NA,NA
ABplpppapp,NA,0,0,0,0,0,NA,NA,NA
ABplpppp,170.490909090909,0,0,0,0,0,0.73064862381083,35.0318181818182,35.275
ABplppppa,218.186363636364,0,0,0,0,0,0.523948300996714,46.0727272727273,47.05
ABplppppaa,291.85,0,0,0,0,0,0.844752341680118,72,71.375
ABplppppaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppppaap,NA,0,0,0,0,0,NA,NA,NA
ABplppppap,291.495454545455,0,0,0,0,0,0.376548517505384,71.6772727272727,75.35
ABplppppapa,NA,0,0,0,0,0,NA,NA,NA
ABplppppapp,NA,0,0,0,0,0,NA,NA,NA
ABplppppp,220.963636363636,1,0,0,0,1,0.0144531944579102,48.85,52.975
ABplpppppa,312.075,0,0,0,0,0,0.344572815488057,89.53,92.675
ABplpppppaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppppap,NA,0,0,0,0,0,NA,NA,NA
ABplpppppp,291.868181818182,0,0,0,0,0,0.873295507593019,69.2909090909091,68.575
ABplppppppa,NA,0,0,0,0,0,NA,NA,NA
ABplppppppp,NA,0,0,0,0,0,NA,NA,NA
ABpr,55.2409090909091,0,0,0,0,0,0.204369850321374,12.3809523809524,7.625
ABpra,73.7954545454545,0,0,0,0,0,0.12633631716725,16.8727272727273,15.8
ABpraa,101.013636363636,0,0,0,0,0,0.282412582446965,25.4681818181818,24.225
ABpraaa,133.322727272727,0,0,0,0,0,0.524707677643268,30.6181818181818,29.9
ABpraaaa,175.631818181818,1,0,0,0,1,0.380752609477166,40.6545454545455,42.125
ABpraaaaa,230.931818181818,0,0,0,0,0,0.998580782356065,53.6772727272727,53.675
ABpraaaaaa,315.219047619048,0,0,0,0,0,0.990985576231859,82.8095238095238,82.85
ABpraaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaap,325.56,0,0,0,0,0,0.18685361962127,93.39,89.725
ABpraaaaapd,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaapv,NA,0,0,0,0,0,NA,NA,NA
ABpraaaap,222.781818181818,0,0,0,0,0,0.558986539901708,45.5409090909091,46.15
ABpraaaapa,301.690909090909,2,0,0,0,2,0.137554872736326,77.2409090909091,85.525
ABpraaaapad,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapav,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapp,291.65,0,0,0,0,0,0.537997607979096,67.1818181818182,68.275
ABpraaaappa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaappp,383.233333333333,0,0,0,0,0,NA,88.9666666666667,NA
ABpraaaapppa,NA,0,0,0,0,0,NA,NA,NA
