"","Cells","20220915_JIM712_ceh.32_L4","20220923_JIM712_ceh.32_L4","20221004_JIM712_ceh.32_L2","20221004_JIM712_ceh.32_L4"
"ABalpaapa","ABalpaapa",0.60395053668837,0.563042797595178,0.558507267626518,0.537319930968505
"ABalpaapaa","ABalpaapaa",0.635697208016533,0.693845039856545,0.597940757321179,0.840613552847962
"ABalpaapaaa","ABalpaapaaa",0.923092773932616,0.890918850223609,0.858767639121695,1.18566772535173
"ABalpaapaap","ABalpaapaap",0.816236201118435,0.841794779224233,0.846400530145173,1.10802263475792
"ABalpaapap","ABalpaapap",0.857141870399922,0.584160364563864,0.721332084879956,0.851880601280123
"ABalpaapapa","ABalpaapapa",0.771303606598156,0.759006139613911,0.880262635941278,0.767380931157586
"ABalpaapapp","ABalpaapapp",0.866721512973441,0.659956799828109,0.935962808703664,0.776228954755209
"ABalpaapp","ABalpaapp",0.673783611457606,0.537689789602288,0.583634100653442,0.594545129906257
"ABalpaappa","ABalpaappa",0.879952639762635,0.890575128835321,0.754534602129576,1.02675629943279
"ABalpaappaa","ABalpaappaa",1.20297964406295,0.94741757754689,1.23748106565427,1.00916845280871
"ABalpaappap","ABalpaappap",1.24823725560672,0.968638899148812,1.1150177835393,0.956317488017477
"ABalpaappp","ABalpaappp",0.756390236324792,0.821596253790045,0.6788604923299,0.876492304105347
"ABalpaapppa","ABalpaapppa",1.34566801814639,1.14500295807403,1.13803371504087,1.22644059412315
"ABalpaapppp","ABalpaapppp",1.31171661407136,1.11811783515573,0.937426940951167,0.924008776204806
"ABalpap","ABalpap",0.281468465550275,0.203945940754156,0.268328354015187,0.242894141240636
"ABalpapa","ABalpapa",0.39645529535764,0.352398986212531,0.414801270824706,0.298609676018573
"ABalpapaa","ABalpapaa",0.629933824627953,0.52351275018065,0.549464579535009,0.664300544024353
"ABalpapaaa","ABalpapaaa",0.945736461955217,0.605385197570652,0.615165935332809,0.748570505798771
"ABalpapaaaa","ABalpapaaaa",1.34212326179246,0.839031976171997,1.04097458507944,0.770838459241791
"ABalpapaaap","ABalpapaaap",1.39101931897591,0.885327258975317,1.02096907919333,0.756829124015634
"ABalpapaap","ABalpapaap",0.777446719652079,0.750271899607333,0.913741082657523,0.781337893261088
"ABalpapaapa","ABalpapaapa",1.53352212684664,0.980583268629162,1.44398271385363,0.781474450910731
"ABalpapaapp","ABalpapaapp",1.52215571197468,0.93638146180152,1.39802487527414,0.823946027881852
"ABalpapap","ABalpapap",0.637947890261049,0.526732179451132,0.573564349213242,0.709768336129686
"ABalpapapa","ABalpapapa",0.593233033057768,0.724792646697145,0.499263912724413,0.73621071460191
"ABalpapapaa","ABalpapapaa",1.24553388954554,0.84606486378765,1.36601439876209,0.711133293676828
"ABalpapapap","ABalpapapap",1.13966325107844,0.783640764135328,1.11532878529128,0.754322502229195
"ABalpapapp","ABalpapapp",0.610559225274798,0.608092294928794,0.61079278888016,0.644052523210451
"ABalpapappa","ABalpapappa",1.29617794844876,0.784071716343785,1.41889553792872,1.11775090038227
"ABalpapappp","ABalpapappp",1.30087886405064,0.731576604931852,1.24592835629404,1.10727817973046
"ABalpapp","ABalpapp",0.421548870655149,0.32644945051975,0.395611402138516,0.329337902493135
"ABalpappa","ABalpappa",0.633326083202196,0.44685528881832,0.597272881525352,0.712331967059989
"ABalpappaa","ABalpappaa",0.686463862441659,0.645247741323037,0.816287589705971,0.894365941803661
"ABalpappaaa","ABalpappaaa",0.98013427864569,0.91593480227197,1.15999127702097,0.841241458391915
"ABalpappaap","ABalpappaap",1.07798126366826,0.92236723461138,1.00054817436291,0.925144932480764
"ABalpappap","ABalpappap",0.67023853945403,0.561659348336606,0.626621593190087,0.821174041610843
"ABalpappapa","ABalpappapa",1.12524614264057,0.814188044932579,1.20859339707361,0.778513747954982
"ABalpappapp","ABalpappapp",1.16988275454593,0.933623582402525,0.79437651152992,0.728942693076934
"ABalpappp","ABalpappp",0.668058436590987,0.482419643232768,0.532666097071866,0.638125396987158
"ABalpapppa","ABalpapppa",0.809458721784423,0.857032170631998,0.776263190515571,0.81079322992469
"ABalpapppaa","ABalpapppaa",1.01476163560683,0.886585688195291,1.09666970820711,NA
"ABalpapppap","ABalpapppap",1.0173140119191,1.0229476762882,1.01198591867457,NA
"ABalpapppp","ABalpapppp",0.64680161278411,0.567790115170743,0.628141971904711,0.706323604272326
"ABalpappppa","ABalpappppa",0.923234759792664,0.721904104032408,0.985778191127087,0.722826599679475
"ABalpappppp","ABalpappppp",1.10624059257853,0.677704565294931,0.895715305032347,0.651061268810837
"ABalpp","ABalpp",0.168890628685085,0.189901744807767,0.192841793256062,0.15754637529612
"ABalppa","ABalppa",0.290717648349908,0.224869565097748,0.249613197861686,0.182139355150222
"ABalppaa","ABalppaa",0.403947125511028,0.419824611799839,0.387485042445649,0.328109882797983
"ABalppaaa","ABalppaaa",0.719909657868103,0.703171320311949,0.635246184738159,0.641510475419945
"ABalppaaaa","ABalppaaaa",1.04491305226684,1.09833717361429,0.76420093926248,1.13239273790608
"ABalppaaap","ABalppaaap",1.06923369709224,0.979124280843231,0.690011102568295,1.15571839414796
"ABalppaaapa","ABalppaaapa",1.06786020513409,1.28410572256073,0.960595586367157,NA
"ABalppaaapp","ABalppaaapp",0.873210072753651,1.2863549253979,1.1784836960541,NA
"ABalppaap","ABalppaap",0.630349488671048,0.636009454292357,0.526921368135997,0.564087251611138
"ABalppaapa","ABalppaapa",0.815388928971108,1.1348645833116,0.942800058119873,0.979975558654631
"ABalppaapp","ABalppaapp",0.696540222269973,1.22261589359379,0.68079427129847,0.781794238233185
"ABalppaappa","ABalppaappa",0.925875078506899,1.14661988042387,1.03813279459296,1.07491553918897
"ABalppaappp","ABalppaappp",0.966002928379872,1.05586462677255,0.977650194621211,0.981091349742971
"ABalppap","ABalppap",0.5292840743671,0.414382179833928,0.395604428405948,0.339149913574957
"ABalppapa","ABalppapa",0.75917110549701,0.536829048943289,0.501767158028457,0.581210353570534
"ABalppapaa","ABalppapaa",0.796857709708081,0.808474389980196,0.607691974427227,0.771734342583599
"ABalppapaaa","ABalppapaaa",1.02329729822582,1.34706703824479,1.0692675646158,0.884356119682114
"ABalppapaap","ABalppapaap",1.11420182626223,1.05684806074075,1.05774269291687,0.831977282794262
"ABalppapap","ABalppapap",0.726070976860611,0.721219219816166,0.626351832616832,0.818836133182663
"ABalppapapa","ABalppapapa",1.29115481463746,1.19404032256785,1.23070389908742,0.84575163295824
"ABalppapapp","ABalppapapp",1.24828884305919,0.96797380502447,1.08025410528979,0.784362892984401
"ABalppapp","ABalppapp",0.549185406477395,0.486043239763542,0.497673894021412,0.579812146494209
"ABalppappa","ABalppappa",0.707021905437684,0.73565838353571,0.595409232893479,0.679913217336206
"ABalppappaa","ABalppappaa",1.07928883688941,1.03935302575539,1.0009978875017,0.930556690300153
"ABalppappap","ABalppappap",1.02701630743048,0.987934283145945,1.12660430000371,0.799359788131297
"ABalppappp","ABalppappp",0.708650156152769,0.673923339429522,0.580400197835093,0.62087114991318
"ABalppapppa","ABalppapppa",1.31215256835074,1.06234726805323,1.06805498721336,0.728861971465273
"ABalppapppp","ABalppapppp",0.910882482346444,0.908365522883285,0.964371145573357,0.665719174990868
"ABalppp","ABalppp",0.310377887273101,0.193558798704755,0.297944891218561,0.197112094209663
"ABalpppa","ABalpppa",0.427619493383145,0.469582913144237,0.389229181578484,0.460594839730312
"ABalpppaa","ABalpppaa",0.654884454093414,0.629608181846179,0.612653329426899,0.609748457563104
"ABalpppaaa","ABalpppaaa",0.848348698211157,1.01742205712764,0.92529640214708,0.872805833525944
"ABalpppaaaa","ABalpppaaaa",0.746902134114901,1.34182374142201,0.854602774877371,0.937080221927428
"ABalpppaaap","ABalpppaaap",0.810894031904095,1.00907473626557,1.25794856832165,0.817216291354609
"ABalpppaap","ABalpppaap",0.717229635590091,0.790503630090844,0.759545003231023,0.674774071751814
"ABalpppaapd","ABalpppaapd",0.957013226689049,1.01846173746616,0.741921496857536,0.700189339738515
"ABalpppaapv","ABalpppaapv",0.810970572669579,0.989288438344993,0.940513780575526,0.775235228962247
"ABalpppap","ABalpppap",0.565722933072957,0.606515835138896,0.522190078964979,0.64319415680155
"ABalpppapa","ABalpppapa",0.625126133016062,0.798381334291567,0.685162098023328,0.640629165399546
"ABalpppapad","ABalpppapad",0.696517166897937,0.838806829204514,0.799465258529981,0.558294399361258
"ABalpppapav","ABalpppapav",0.838785803214391,0.933892031571804,0.915633488946879,1.04837535579749
"ABalpppapp","ABalpppapp",0.629693126479919,0.615494965636056,0.687573244785036,0.566212347923739
"ABalpppappa","ABalpppappa",0.71008456252468,0.727861675692371,0.976258451692901,0.777029998391544
"ABalpppappp","ABalpppappp",0.714474125439334,0.707146599501917,0.584014046097957,0.655097572161905
"ABalpppp","ABalpppp",0.437322654584327,0.436148929513947,0.408903604513506,0.333017931056094
"ABalppppa","ABalppppa",0.482226494768257,0.695095161195052,0.630904325084424,0.569722131598901
"ABalppppaa","ABalppppaa",0.664704974248139,0.672100113254911,0.769260151218328,0.686585663000494
"ABalppppaad","ABalppppaad",0.97999739398638,0.800566102771087,1.08970546062543,0.805420578027569
"ABalppppaav","ABalppppaav",0.900634206496394,0.88062066922894,1.02170871800669,0.868898750220981
"ABalppppap","ABalppppap",0.620662394621584,0.584789176245088,0.654102146788097,0.592277899574666
"ABalppppapa","ABalppppapa",1.07289550389696,1.18635365843356,0.879236165562644,0.98899712970883
