Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
ABplapapppp	394	NA	NA	NA	NA
ABplapappppa	479	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA
ABplapp	132	99.2	73.7	75.6	78.2
ABplappa	171	137.4	111.4	116.5	115.9
ABplappaa	214	186.3	156.2	162.9	165.6
ABplappaaa	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA
ABplappap	214	186.3	160.9	162.9	168.7
ABplappapa	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA
ABplappp	171	140.5	114.4	116.5	119
ABplapppa	229	189.5	165.6	162.9	170.3
ABplapppaa	309	NA	246.8	244.7	270.1
ABplapppaaa	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA
ABplapppap	289	250.1	231.9	224.7	243.4
ABplapppapa	NA	NA	NA	NA	NA
ABplapppapp	404	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA
ABplapppp	229	192.7	165.6	162.9	173.5
ABplappppa	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA
ABplp	73	46.6	21	23.4	24
ABplpa	103	73.7	46.6	47.1	48.1
ABplpaa	132	102.3	75.2	78	79.7
ABplpaaa	171	135.9	109.9	116.5	119
ABplpaaaa	219	179.9	153	162.9	165.6
ABplpaaaaa	289	256.7	227	234.7	256.7
ABplpaaaaaa	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA
ABplpaaaap	284	250.1	220.4	224.7	241.7
ABplpaaaapa	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA
ABplpaaap	219	181.5	153	160.4	168.7
ABplpaaapa	304	270.2	245.2	239.7	280.2
ABplpaaapaa	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA
ABplpaaapp	289	243.4	220.4	217.2	243.4
ABplpaaappa	409	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA
ABplpaap	171	135.9	108.3	114.1	115.9
ABplpaapa	224	181.5	151.5	162.9	165.6
ABplpaapaa	304	248.4	220.4	234.7	255
ABplpaapaaa	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA
ABplpaapap	309	256.7	225.3	234.7	250
ABplpaapapa	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA
ABplpaapp	214	179.9	149.9	160.4	162.4
ABplpaappa	289	251.7	220.4	232.2	243.4
ABplpaappaa	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA
ABplpaappp	279	245.1	215.5	227.2	235.1
ABplpaapppa	NA	NA	NA	NA	NA
ABplpaapppp	399	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA
ABplpap	132	100.7	75.2	75.6	78.2
ABplpapa	171	137.4	108.3	111.7	115.9
ABplpapaa	219	187.9	157.7	170.2	173.5
ABplpapaaa	304	263.4	231.9	242.2	261.7
ABplpapaaaa	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA
ABplpapaap	299	261.8	235.2	239.7	260
ABplpapaapa	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA
ABplpapap	219	183.1	153	165.3	167.1
ABplpapapa	284	248.4	220.4	229.7	248.3
ABplpapapaa	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA
ABplpapapp	294	253.4	218.7	232.2	241.7
ABplpapappa	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA
ABplpapp	171	134.3	106.8	111.7	111.4
ABplpappa	209	175.1	148.3	155.5	156.1
ABplpappaa	264	228.6	197.6	212.3	208.8
ABplpappaaa	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA
ABplpappp	221	183.1	157.7	165.3	164
ABplpapppa	279	253.4	228.6	234.7	250
ABplpapppaa	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA
ABplpapppp	284	258.4	235.2	237.2	250
ABplpappppa	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA
ABplpp	103	72.2	46.6	47.1	48.1
ABplppa	132	102.3	78.2	78	79.7
ABplppaa	171	140.5	115.9	116.5	122
ABplppaaa	229	192.7	162.5	167.8	175
ABplppaaaa	299	250.1	222	224.7	238.4
ABplppaaaaa	NA	NA	NA	NA	NA
ABplppaaaap	404	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA
ABplppaap	234	189.5	164.1	170.2	175
ABplppaapa	309	270.2	235.2	244.7	285.3
ABplppaapaa	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA
ABplppaapp	304	260.1	241.8	239.7	256.7
ABplppaappa	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA
ABplppap	171	139	112.9	114.1	117.4
ABplppapa	229	184.7	159.3	162.9	165.6
ABplppapaa	289	248.4	228.6	232.2	236.7
ABplppapaaa	409	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA
ABplppapap	314	266.8	240.2	242.2	251.7
ABplppapapa	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA
ABplppapp	229	187.9	164.1	167.8	171.9
ABplppappa	309	256.7	240.2	237.2	250
ABplppappaa	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA
ABplppappp	319	268.5	246.8	244.7	258.3
ABplppapppa	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA
ABplppp	132	99.2	76.7	75.6	78.2
ABplpppa	171	134.3	109.9	114.1	115.9
ABplpppaa	224	181.5	157.7	160.4	165.6
ABplpppaaa	289	256.7	236.9	234.7	248.3
ABplpppaaaa	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA
ABplpppaap	257	250.1	235.2	229.7	246.7
ABplpppaapa	434	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA
ABplpppap	224	179.9	160.9	160.4	165.6
ABplpppapa	274	228.6	217.1	212.3	218.6
ABplpppapaa	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA
ABplpppp	171	132.8	109.9	111.7	114.4
ABplppppa	219	176.7	156.2	158	160.8
ABplppppaa	289	240.1	228.6	222.2	235.1
ABplppppaaa	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA
ABplppppap	279	243.4	230.3	234.7	231.8
ABplppppapa	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA
ABplppppp	221	181.5	160.9	162.9	168.7
ABplpppppa	289	261.8	246.8	254.8	265
ABplpppppaa	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA
ABplpppppp	289	238.5	233.6	227.2	238.4
ABplppppppa	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA
ABpr	51	30	4.5	7	7.5
ABpra	73	46.6	21	23.4	24
ABpraa	103	72.2	45.1	47.1	48.1
ABpraaa	132	102.3	75.2	75.6	78.2
ABpraaaa	171	142.1	111.4	116.5	126.6
ABpraaaaa	234	194.3	160.9	165.3	184.6
ABpraaaaaa	314	270.2	243.5	244.7	263.4
ABpraaaaaaa	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA
ABpraaaaap	324	278.6	246.8	244.7	278.5
ABpraaaaapd	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA
ABpraaaap	224	186.3	156.2	160.4	173.5
ABpraaaapa	304	268.5	228.6	234.7	273.5
ABpraaaapad	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA
ABpraaaapp	284	246.7	220.4	227.2	245
ABpraaaappa	NA	NA	NA	NA	NA
ABpraaaappp	379	NA	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA
ABpraaap	171	137.4	106.8	111.7	117.4
ABpraaapa	224	184.7	149.9	160.4	167.1
ABpraaapaa	289	258.4	225.3	232.2	248.3
ABpraaapaad	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA
ABpraaapap	299	255.1	217.1	227.2	241.7
ABpraaapapa	404	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA
ABpraaapp	214	176.7	146.8	150.6	157.7
ABpraaappa	279	248.4	213.8	224.7	240
ABpraaappaa	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA
ABpraaappp	259	225.3	197.6	199.8	212
ABpraaapppa	349	NA	271.9	NA	NA
ABpraaapppaa	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA
ABpraaapppp	349	NA	266.9	264.9	NA
ABpraaappppa	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA
ABpraap	132	99.2	73.7	75.6	76.7
ABpraapa	171	139	108.3	111.7	120.5
ABpraapaa	229	186.3	153	158	170.3
ABpraapaaa	304	266.8	231.9	234.7	255
ABpraapaaaa	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA
ABpraapaap	289	253.4	215.5	224.7	243.4
ABpraapaapa	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA
ABpraapap	229	184.7	154.6	160.4	168.7
ABpraapapa	309	261.8	233.6	234.7	255
ABpraapapaa	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA
ABpraapapp	289	245.1	217.1	217.2	236.7
ABpraapappa	NA	NA	NA	NA	NA
ABpraapappp	394	NA	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA
ABpraapp	171	134.3	106.8	111.7	114.4
ABpraappa	229	186.3	154.6	162.9	171.9
ABpraappaa	NA	NA	NA	NA	285.3
ABpraappaaa	NA	NA	NA	NA	NA
ABpraappaap	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA
ABpraappp	219	181.5	153	158	167.1
ABpraapppa	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA
ABprap	103	70.7	46.6	47.1	49.6
ABprapa	132	99.2	75.2	73.2	78.2
ABprapaa	171	135.9	111.4	114.1	119
ABprapaaa	221	181.5	156.2	158	167.1
ABprapaaaa	309	256.7	238.5	232.2	251.7
ABprapaaaaa	NA	NA	NA	NA	NA
ABprapaaaap	424	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA
ABprapaaap	304	250.1	233.6	227.2	243.4
ABprapaaapa	424	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA
ABprapaap	224	187.9	160.9	165.3	170.3
ABprapaapa	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA
ABprapap	171	132.8	108.3	109.3	115.9
ABprapapa	219	179.9	154.6	155.5	164
ABprapapaa	549	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA
ABprapapp	219	175.1	151.5	153.1	162.4
ABprapappa	NA	NA	NA	NA	NA
ABprapappp	299	253.4	238.5	234.7	256.7
ABprapapppa	NA	NA	NA	NA	NA
ABprapapppp	394	NA	NA	NA	NA
ABprapappppa	479	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA
ABprapp	132	100.7	75.2	75.6	79.7
ABprappa	171	137.4	112.9	119	125.1
ABprappaa	217	184.7	159.3	165.3	178.2
ABprappaaa	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA
ABprappap	217	183.1	160.9	162.9	178.2
ABprappapa	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA
ABprappp	171	140.5	115.9	119	122
ABprapppa	229	192.7	164.1	167.8	178.2
ABprapppaa	309	NA	248.5	247.2	281.9
ABprapppaaa	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA
ABprapppap	289	260.1	233.6	229.7	251.7
ABprapppapa	NA	NA	NA	NA	NA
ABprapppapp	404	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA
ABprapppp	229	191.1	167.2	165.3	178.2
ABprappppa	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA
ABprp	73	46.6	22.5	23.4	24
ABprpa	103	70.7	46.6	47.1	48.1
ABprpaa	132	100.7	76.7	75.6	79.7
ABprpaaa	171	135.9	111.4	111.7	119
ABprpaaaa	221	179.9	154.6	155.5	165.6
ABprpaaaaa	289	248.4	230.3	224.7	250
ABprpaaaaaa	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA
ABprpaaaap	289	243.4	223.7	217.2	243.4
ABprpaaaapa	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA
ABprpaaap	221	181.5	154.6	155.5	165.6
ABprpaaapa	309	268.5	248.5	242.2	270.1
ABprpaaapaa	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA
ABprpaaapp	289	243.4	218.7	222.2	230.1
ABprpaaappa	405	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA
ABprpaap	171	135.9	109.9	109.3	117.4
ABprpaapa	221	183.1	156.2	155.5	167.1
ABprpaapaa	299	265.1	223.7	224.7	255
ABprpaapaaa	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA
ABprpaapap	299	258.4	236.9	224.7	256.7
ABprpaapapa	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA
ABprpaapp	214	179.9	154.6	155.5	162.4
ABprpaappa	296	250.1	227	227.2	245
ABprpaappaa	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA
ABprpaappp	289	245.1	227	222.2	243.4
ABprpaapppa	NA	NA	NA	NA	NA
ABprpaapppp	404	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA
ABprpap	132	100.7	75.2	75.6	78.2
ABprpapa	171	135.9	108.3	111.7	115.9
ABprpapaa	221	184.7	156.2	160.4	167.1
ABprpapaaa	303	255.1	227	229.7	253.3
ABprpapaaaa	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA
ABprpapaap	299	253.4	231.9	227.2	248.3
ABprpapaapa	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA
ABprpapap	219	181.5	157.7	160.4	162.4
ABprpapapa	284	246.7	218.7	219.7	231.8
ABprpapapaa	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA
ABprpapapp	289	248.4	223.7	222.2	235.1
ABprpapappa	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA
ABprpapp	171	134.3	108.3	109.3	114.4
ABprpappa	214	178.3	153	155.5	164
ABprpappaa	284	240.1	215.5	219.7	236.7
ABprpappaaa	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA
ABprpappap	284	243.4	223.7	222.2	236.7
ABprpappapa	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA
ABprpappp	221	179.9	154.6	155.5	160.8
ABprpapppa	289	250.1	228.6	237.2	245
ABprpapppaa	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA
ABprpapppp	284	246.7	222	222.2	236.7
ABprpappppa	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA
ABprpp	103	72.2	48.1	47.1	48.1
ABprppa	132	103.8	76.7	78	79.7
ABprppaa	171	142.1	115.9	114.1	117.4
ABprppaaa	229	191.1	167.2	162.9	175
ABprppaaaa	297	248.4	227	217.2	240
ABprppaaaaa	NA	NA	NA	NA	NA
ABprppaaaap	409	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA
ABprppaap	234	189.5	162.5	167.8	168.7
ABprppaapa	314	268.5	240.2	244.7	266.7
ABprppaapaa	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA
ABprppaapp	304	260.1	241.8	237.2	251.7
ABprppaappa	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA
ABprppap	171	139	112.9	114.1	117.4
ABprppapa	229	187.9	160.9	160.4	167.1
ABprppapaa	289	251.7	228.6	224.7	238.4
ABprppapaaa	409	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA
ABprppapap	314	271.9	241.8	239.7	268.4
ABprppapapa	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA
ABprppapp	229	191.1	164.1	165.3	178.2
ABprppappa	304	266.8	235.2	239.7	258.3
ABprppappaa	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA
ABprppappp	319	276.9	250.2	249.8	287
ABprppapppa	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA
ABprppp	132	102.3	75.2	75.6	79.7
ABprpppa	171	135.9	109.9	111.7	115.9
ABprpppaa	224	181.5	156.2	162.9	167.1
ABprpppaaa	289	250.1	227	234.7	248.3
ABprpppaaaa	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA
ABprpppaap	284	258.4	230.3	237.2	248.3
ABprpppaapa	434	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA
ABprpppap	224	181.5	157.7	162.9	167.1
ABprpppapa	274	231.8	215.5	217.2	221.9
ABprpppapaa	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA
ABprpppp	171	135.9	108.3	111.7	115.9
ABprppppa	221	183.1	151.5	160.4	162.4
ABprppppaa	289	251.7	227	224.7	238.4
ABprppppaaa	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA
ABprppppap	279	250.1	220.4	224.7	235.1
ABprppppapa	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA
ABprppppp	221	184.7	154.6	162.9	164
ABprpppppa	289	275.2	231.9	239.7	265
ABprpppppaa	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA
ABprpppppp	289	246.7	218.7	222.2	231.8
ABprppppppa	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA
C	66	40.6	15	16.4	18
Ca	96	66.1	40.6	39.9	40.6
Caa	134	97.7	72.2	70.9	73.7
Caaa	162	134.3	108.3	106.9	114.4
Caaaa	214	187.9	153	155.5	168.7
Caaaaa	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA
Caaap	219	184.7	153	153.1	171.9
Caaapa	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA
Caap	181	146.7	117.5	114.1	126.6
Caapa	329	268.5	231.9	NA	248.3
Caapaa	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA
Caapp	234	202.4	172	167.8	183
Caappd	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA
Cap	134	103.8	84.2	80.4	81.2
Capa	189	157.7	135.9	131.1	137.4
Capaa	244	212.1	187.9	185	191
Capaaa	319	NA	258.5	NA	271.8
Capaaaa	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA
Capaap	329	NA	263.5	NA	281.9
Capaapa	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA
Capap	244	210.5	186.3	185	191
Capapa	324	NA	260.2	NA	276.8
Capapaa	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA
Capapp	330	NA	275.3	NA	287
Capappa	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA
Capp	196	151.4	128.2	123.8	132.8
Cappa	239	195.9	175.1	177.6	186.2
Cappaa	309	263.4	231.9	209.8	256.7
Cappaaa	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA
Cappap	319	276.9	241.8	NA	268.4
Cappapa	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA
Cappp	239	204	176.7	180.1	189.4
Capppa	319	NA	240.2	NA	271.8
Capppaa	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA
Capppp	329	NA	245.2	NA	285.3
Cappppd	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA
Cp	96	66.1	40.6	39.9	42.1
Cpa	134	96.2	70.7	70.9	73.7
Cpaa	169	131.2	103.8	104.5	111.4
Cpaaa	219	189.5	153	158	168.7
Cpaaaa	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA
Cpaap	217	189.5	151.5	153.1	167.1
Cpaapa	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA
Cpap	179	134.3	105.3	106.9	112.9
Cpapa	229	192.7	168.8	165.3	170.3
Cpapaa	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA
Cpapp	234	191.1	162.5	160.4	176.6
Cpappd	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA
Cpp	134	102.3	76.7	73.2	81.2
Cppa	189	154.6	129.7	126.2	139
Cppaa	244	205.6	179.9	182.5	191
Cppaaa	319	278.6	245.2	NA	271.8
Cppaaaa	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA
Cppaap	329	NA	258.5	NA	280.2
Cppaapa	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA
Cppap	249	207.2	176.7	182.5	195.8
Cppapa	324	NA	255.2	NA	280.2
Cppapaa	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA
Cppapp	331	NA	263.5	NA	287
Cppappa	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA
Cppp	189	146.7	120.5	116.5	128.2
Cpppa	239	194.3	172	172.7	179.8
Cpppaa	309	265.1	235.2	NA	258.3
Cpppaaa	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA
Cpppap	319	268.5	251.8	NA	263.4
Cpppapa	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA
Cpppp	239	200.7	172	170.2	181.4
Cppppa	319	270.2	235.2	NA	263.4
Cppppaa	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA
Cppppp	329	NA	251.8	NA	268.4
Cpppppd	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA
D	115	88.7	58.6	58.9	58.6
Da	161	131.2	102.3	102	105.3
Daa	209	181.5	148.3	148.2	162.4
Daaa	274	238.5	202.4	199.8	225.2
Daaaa	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA
Daap	274	241.8	207.3	209.8	233.4
Daapa	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA
Dap	199	178.3	145.2	145.7	156.1
Dapa	269	231.8	199.2	197.4	220.2
Dapaa	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA
Dapp	259	228.6	200.8	199.8	212
Dappa	341	NA	278.7	NA	304.1
Dappaa	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA
Dappp	359	NA	NA	NA	309.3
Dapppa	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA
Dp	161	131.2	103.8	99.6	105.3
Dpa	208	179.9	149.9	145.7	160.8
Dpaa	272	240.1	207.3	202.3	220.2
Dpaaa	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA
Dpap	274	241.8	207.3	209.8	230.1
Dpapa	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA
Dpp	199	176.7	145.2	143.3	154.6
Dppa	264	231.8	204	202.3	218.6
Dppaa	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA
Dppp	259	226.9	199.2	197.4	208.8
Dpppa	339	NA	278.7	NA	299
Dpppaa	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA
Dpppp	359	NA	NA	NA	311
Dppppa	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA
E	62	36.1	12	14	15
EMS	39	18	1.5	2.3	1.5
Ea	106	78.2	54.1	54.2	60.1
Eal	161	123.5	94.8	94.8	111.4
Eala	235	191.1	162.5	158	178.2
Ealaa	359	NA	NA	NA	312.7
Ealaad	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA
Ealap	549	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA
Ealp	235	194.3	159.3	158	179.8
Ealpa	NA	NA	NA	NA	NA
Ealpp	549	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA
Ear	161	123.5	96.3	97.2	112.9
Eara	235	195.9	162.5	162.9	186.2
Earaa	359	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA
Earap	549	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA
Earp	235	199.1	160.9	160.4	189.4
Earpa	NA	NA	240.2	NA	NA
Earpaa	NA	NA	NA	NA	NA
Earpap	NA	NA	NA	NA	NA
Earpp	549	NA	236.9	NA	NA
Earppa	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA
Ep	108	81.2	55.6	58.9	61.7
Epl	165	129.7	103.8	104.5	114.4
Epla	234	195.9	172	167.8	179.8
Eplaa	549	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA
Eplap	549	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA
Eplp	244	199.1	172	170.2	189.4
Eplpa	549	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA
Eplpp	369	NA	NA	NA	NA
Eplppa	549	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA
Eplppp	549	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA
Epr	165	128.1	100.8	104.5	112.9
Epra	234	200.7	172	170.2	186.2
Epraa	549	NA	NA	NA	NA
