"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"ABalpppapa",NA,220,0,0,1,4,4,4301,0,0,283,0,437,2.72324731717383,1.62836822431787
"ABalpppapad","RMDL",298,0,0,0,4,0,6211,0,0,2914,0,437,3.66493781637556,2.61033333040256
"ABalpppapav","AFDL",298,0,1,0,4,0,18075,0,0,4242,0,437,4.1611603607211,2.93367219220514
"ABalpppapp",NA,220,1,0,1,4,4,4483,0,0,0,0,437,2.74670920325418,1.55951593949332
"ABalpppappa","death",287,0,0,0,4,0,4483,0,118,0,0,437,3.93273562474493,2.32618278115442
"ABalpppappp",NA,287,0,0,0,4,0,4483,0,0,0,0,437,3.55485103372587,2.08934532725246
"ABalpppapppa","ASKL",400,0,0,0,NA,0,4483,0,0,0,0,437,NA,NA
"ABalpppapppp","death",400,0,0,0,NA,0,4483,0,0,0,0,437,NA,NA
"ABalpppp",NA,134,0,0,0,4,4,78,0,0,0,0,437,4.13200141689885,2.37542912928047
"ABalppppa",NA,169,0,0,0,4,4,226,0,0,0,0,437,4.66172287988668,3.1608295497195
"ABalppppaa",NA,218,0,0,0,4,4,2528,0,0,0,0,437,3.23074828042657,1.7388812260348
"ABalppppaad","ADLL",297,0,1,0,4,0,4754,0,0,26,0,437,3.94263271675388,2.68269170082879
"ABalppppaav","death",297,0,0,0,4,0,4701,0,0,0,0,437,4.71892653336189,2.60547044031773
"ABalppppap",NA,218,0,0,0,4,4,6110,0,0,0,0,437,3.94282396138102,2.05234504298035
"ABalppppapa",NA,290,0,2,0,4,0,36619,0,22,0,0,437,5.41923816665297,3.83119174244691
"ABalppppapaa","OLLL",400,0,0,0,NA,0,36619,0,22,0,0,437,NA,NA
"ABalppppapap","death",400,0,0,0,NA,0,36619,0,22,0,0,437,NA,NA
"ABalppppapp","death",290,0,3,0,4,0,7474,0,0,0,0,437,7.24837454977725,4.97406970797077
"ABalppppp",NA,169,0,0,0,4,2,96,0,0,0,0,437,4.4318949301364,3.0405157946665
"ABalpppppa",NA,211,0,0,0,4,3,239,0,0,0,0,437,3.78299977755205,2.15339304316836
"ABalpppppaa","ADFL",286,0,0,0,4,0,466,0,0,0,0,437,3.55392938201069,2.13847825041027
"ABalpppppap","AWBL",286,0,0,0,4,0,532,0,0,0,0,437,3.33095040414171,1.86197325633841
"ABalpppppp",NA,211,0,0,0,4,4,142,0,0,0,0,437,4.70490201668324,2.52290865308978
"ABalppppppa",NA,264,0,0,0,4,3,142,0,0,0,0,437,3.55121254727205,1.78557737523402
"ABalppppppaa","ASEL",348,0,0,0,2,0,190,0,0,0,0,437,3.88297008620926,3.20160011035356
"ABalppppppap","death",348,0,1,0,2,0,142,0,0,0,0,437,3.64368873382278,3.15669042275917
"ABalppppppp",NA,264,0,2,0,4,3,142,0,0,0,0,437,5.0221094083642,2.22403455619978
"ABalpppppppa","ASJL",338,0,0,0,2,0,321,0,0,0,0,437,4.80602140074076,3.57722873464621
"ABalpppppppp","AUAL",338,0,0,0,2,0,1100,0,0,0,0,437,5.24900338184858,4.79779436326666
"ABar",NA,43,0,0,0,4,4,51,0,0,0,0,0,5.89724371357272,3.77784256331218
"ABara",NA,56,0,0,1,4,4,52,0,0,0,0,0,4.24781243875956,2.85239656883616
"ABaraa",NA,75,0,0,0,4,2,64,0,0,0,0,0,3.75901244394546,2.91772692726719
"ABaraaa",NA,102,0,0,0,4,2,105,0,0,0,0,0,3.2301960334209,1.99819824070351
"ABaraaaa",NA,135,0,0,0,4,4,113,0,0,720,0,0,5.86595135488943,3.47091580155768
"ABaraaaaa",NA,179,0,0,0,4,2,330,0,0,2365,0,0,5.6894163927703,3.353711544452
"ABaraaaaaa",NA,232,0,0,1,4,3,330,0,0,2829,0,0,6.90388108273324,4.25398386936739
"ABaraaaaaaa","e1VL",315,0,2,0,4,0,896,16,0,2829,0,0,4.76922605748606,3.98185950397671
"ABaraaaaaap","m1L",315,0,3,0,4,0,430,0,119,2829,0,0,7.0022101452542,5.44569024628134
"ABaraaaaap",NA,232,0,0,0,4,4,330,0,0,2479,0,0,6.21040347617109,4.09107121078411
"ABaraaaaapa","e1VR",314,0,2,0,4,0,1156,0,0,2479,0,0,5.02553530989433,3.31433826432598
"ABaraaaaapp","m1R",314,0,2,0,4,0,1952,67,0,2479,0,0,6.38812037987229,4.64466863136706
"ABaraaaap",NA,179,0,0,0,4,4,399,0,0,2144,0,0,6.2351206872135,3.75008063634124
"ABaraaaapa",NA,238,0,1,1,4,4,399,0,0,2625,0,0,5.09217235516831,3.01081323782795
"ABaraaaapaa","death",330,0,1,0,3,0,399,0,0,2625,0,0,4.60463598709926,3.6020126690193
"ABaraaaapap","e1D",330,0,1,0,3,0,721,0,0,2625,0,0,4.55070396472649,3.55523610576121
"ABaraaaapp","death",238,0,3,0,4,0,598,132,0,2144,0,0,10.1878795848933,7.07173057963265
"ABaraaap",NA,135,0,0,0,4,4,130,0,0,573,0,0,4.8784213246116,2.90666500724416
"ABaraaapa",NA,171,0,0,0,4,4,497,0,0,1922,0,0,5.87455371610261,3.48403798227699
"ABaraaapaa",NA,214,0,0,0,4,4,497,276,0,2055,0,0,4.35891050027947,2.84621464920229
"ABaraaapaaa","arcpost",291,0,2,0,4,0,618,384,50,2055,0,0,5.19127183056574,3.74969382140427
"ABaraaapaap","e2DR",291,0,2,0,4,0,497,377,0,2055,0,0,5.997836085196,4.08249949081542
"ABaraaapap",NA,214,0,0,0,4,4,497,343,0,2225,0,0,5.66848211225691,3.73764206318839
"ABaraaapapa","mc1DR",274,0,3,0,4,0,497,384,0,2225,0,0,6.69405122980973,4.44542531122033
"ABaraaapapp","m4R",274,0,1,0,4,0,584,343,0,2225,0,0,6.32943654405368,3.54183321267921
"ABaraaapp",NA,171,0,0,0,4,4,566,0,0,1687,12,22,5.23007160327163,2.9585376527441
"ABaraaappa",NA,225,0,0,0,4,4,566,0,0,1687,12,22,4.75681487201622,3.27896600390478
"ABaraaappaa","arcpost",314,0,4,0,4,0,566,0,796,1687,12,22,5.83514779494704,4.10609732492059
"ABaraaappap","arcpost",314,0,2,0,4,0,2000,0,0,1687,12,22,4.59361337069751,3.13581326909081
"ABaraaappp",NA,225,0,0,0,4,4,566,0,0,1687,12,22,4.17517000725041,2.8753878461519
"ABaraaapppa","arc_ant",302,0,4,0,4,0,613,0,0,1687,12,22,6.31309820671714,5.12899196216455
"ABaraaapppp","hyp1",302,0,2,0,4,0,858,0,0,1687,12,22,5.65465400143631,3.85402902479911
"ABaraap",NA,102,0,0,0,4,4,64,0,0,0,0,0,2.75499713098302,1.76055302984147
"ABaraapa",NA,134,0,0,0,4,2,322,0,0,998,0,0,5.61503322745634,3.51566209341672
"ABaraapaa",NA,173,0,0,0,4,2,322,0,0,2419,0,0,5.35416680294683,3.50244477193667
"ABaraapaaa",NA,222,0,0,0,4,4,322,0,0,2419,0,0,4.96234757016858,2.97913650520799
"ABaraapaaaa","e3D",303,0,1,0,4,0,322,0,0,2419,0,0,4.36368354205501,2.82336010307606
"ABaraapaaap","m1DL",303,0,1,0,4,0,395,0,0,2419,0,0,5.5651065735808,3.73887089696069
"ABaraapaap",NA,222,0,0,0,4,3,342,95,0,2419,0,0,4.2253233544015,2.87942387641019
"ABaraapaapa","m2DL",288,0,1,0,4,0,677,1654,0,2419,0,0,5.01267399281677,3.09013476005524
"ABaraapaapp","mc2DL",288,0,0,0,4,0,342,2027,0,2419,0,0,4.66979088196202,3.07069957456072
"ABaraapap",NA,173,0,0,1,4,4,364,0,73,2383,0,0,5.35294715436947,3.10814437198273
"ABaraapapa",NA,219,0,0,0,4,4,364,1119,73,2383,0,0,3.76836576780244,2.33483334905736
"ABaraapapaa",NA,274,0,0,0,4,0,551,1422,73,2383,0,0,4.25475465601818,2.6929597742302
"ABaraapapaad","death",400,0,0,0,NA,0,551,1422,73,2383,0,0,NA,NA
"ABaraapapaav","NSML",400,0,0,0,NA,0,551,1422,73,2383,0,0,NA,NA
"ABaraapapap","m5L",274,0,0,0,4,0,402,1119,73,2383,0,0,4.05280912903875,2.71703167387126
"ABaraapapp",NA,219,0,0,0,4,4,629,1027,73,2383,12,0,3.96171200811901,2.72399075360154
"ABaraapappa","M2L",313,0,0,0,4,0,629,1252,73,2383,12,0,3.40730805378938,2.64096121086222
"ABaraapappp","M3L",313,0,1,0,4,0,629,1027,73,2383,12,0,4.07953967223501,3.08136706648381
"ABaraapp",NA,134,0,0,0,4,2,105,0,0,837,0,0,3.71825159505803,1.9361577662874
"ABaraappa",NA,171,0,0,0,4,2,392,426,0,2098,0,0,2.90595726473321,1.88928788484746
"ABaraappaa",NA,219,0,0,0,4,4,392,831,0,2098,0,0,4.32665671149747,2.5810132391368
"ABaraappaaa","MI",302,0,1,0,4,0,606,831,0,2098,0,0,4.44487858817663,2.60917385058983
"ABaraappaap","m1DR",302,0,1,0,4,0,1210,831,0,2098,0,0,4.62625215013423,3.29754532101494
"ABaraappap",NA,219,0,0,0,4,2,392,971,0,2249,0,0,2.90336215163645,1.60320855717865
"ABaraappapa","m2DR",283,0,0,0,4,0,392,1482,0,2249,0,0,4.44286356205138,2.26958199722411
"ABaraappapp","mc2DR",283,0,1,0,4,0,392,1933,0,2249,0,0,4.89452524909665,3.00952532193718
"ABaraappp",NA,171,0,0,0,4,2,335,578,0,2135,0,0,3.25145475800514,2.09324493599677
"ABaraapppa",NA,218,1,0,0,4,4,369,3051,0,2135,0,0,2.76065998634898,1.42503114830411
"ABaraapppaa",NA,274,0,2,0,4,0,386,3051,0,2135,0,0,4.16801494348598,2.52034329862853
"ABaraapppaad","death",400,0,0,0,NA,0,386,3051,0,2135,0,0,NA,NA
"ABaraapppaav","NSMR",400,0,0,0,NA,0,386,3051,0,2135,0,0,NA,NA
"ABaraapppap","m5R",274,0,0,0,4,0,369,3051,0,2135,0,0,4.37553271353902,2.44275451198854
"ABaraapppp",NA,218,0,0,0,4,4,508,2695,0,2135,0,0,3.17299245431367,1.7484678596034
"ABaraappppa","M2R",311,0,0,0,4,0,916,2695,6,2135,0,0,4.02811481281133,1.96003948288249
"ABaraappppp","M3R",311,0,0,0,4,0,508,2695,0,2135,0,0,3.15601786758151,1.98063991555633
"ABarap",NA,75,0,0,0,4,4,164,0,0,0,0,0,4.16345647632748,3.18130753397653
"ABarapa",NA,102,0,0,0,4,4,164,0,0,0,0,0,3.648146029413,2.24845444529568
"ABarapaa",NA,134,0,0,0,4,3,362,0,0,0,0,0,4.94300767965809,3.42924248410152
"ABarapaaa",NA,174,0,0,0,4,4,1645,0,0,0,0,0,5.64027376916863,3.54964921719897
"ABarapaaaa",NA,228,0,0,0,4,4,5229,0,0,0,0,0,4.51788391076626,2.59164642779967
"ABarapaaaaa","e3VR",306,0,1,0,4,0,11582,0,0,0,0,0,4.56731259727658,2.76358309389691
"ABarapaaaap","m2VR",306,0,3,0,4,0,6974,0,0,0,0,0,7.1387440252667,4.69239891689901
"ABarapaaap",NA,228,0,0,0,4,4,2403,0,0,0,31,0,5.57232461693175,2.84440556775595
"ABarapaaapa","m1VR",316,0,2,0,4,0,2403,0,0,0,31,0,5.21942042689109,2.86997156677141
"ABarapaaapp","death",316,0,2,0,4,0,3610,43,0,0,31,0,5.13162619140937,3.0566464481087
"ABarapaap",NA,174,0,0,0,4,4,1236,0,0,0,0,0,4.05310615007789,2.70775108200719
"ABarapaapa",NA,219,0,0,0,4,4,2763,1400,0,0,0,0,4.75883173740753,2.75020792188895
"ABarapaapaa","m2R",315,0,2,0,3,0,2763,1400,3,0,0,0,6.0732457507963,4.36533977365227
"ABarapaapap","death",315,0,2,0,3,0,2763,1400,297,93,0,0,6.69701374732524,5.0657527505238
"ABarapaapp",NA,219,1,0,0,4,4,3987,1310,0,0,0,0,3.76951003684405,2.32499175750534
"ABarapaappa","m3R",278,0,1,0,4,0,3987,2221,141,0,0,0,5.42990700103037,3.23532245514472
"ABarapaappp","MCR",278,0,1,0,4,0,3987,1310,72,0,0,0,4.83556212278753,3.41864495688351
"ABarapap",NA,134,0,0,0,4,4,194,0,0,0,0,0,3.56055351569443,2.32410627053773
"ABarapapa",NA,170,0,0,0,4,4,436,44,0,0,0,0,4.54669562395752,2.63997984545026
"ABarapapaa",NA,217,0,0,0,4,4,3284,410,0,0,0,0,4.47175487639416,2.33664634463183
"ABarapapaaa","death",294,0,1,0,4,0,7387,410,0,0,0,0,5.42104128120611,3.21921963028879
"ABarapapaap",NA,294,0,2,0,4,0,13148,410,14,0,0,0,4.75939490147134,3.12091468964237
"ABarapapaapa","I2R",400,0,0,0,NA,0,13148,410,14,0,0,0,NA,NA
"ABarapapaapp","death",400,0,0,0,NA,0,13148,410,14,0,0,0,NA,NA
"ABarapapap",NA,217,0,0,0,4,4,2004,702,0,0,0,0,4.31095202769772,2.63985160921481
"ABarapapapa","arcpost",284,0,2,0,4,0,2613,3330,60,0,0,0,4.99439884733657,2.17532318473617
"ABarapapapp","I5",284,0,2,0,4,0,2004,3295,33,0,0,0,5.97029273794382,2.49729942910647
"ABarapapp",NA,170,0,0,0,4,4,396,111,0,0,0,0,3.97630344999847,2.38468981272943
"ABarapappa",NA,212,1,0,0,4,4,1640,1412,0,0,0,0,4.59984399870712,2.3522243483047
"ABarapappaa","I1R",328,0,0,0,3,0,4165,1412,0,8,0,0,5.30022494483683,3.83231499822918
"ABarapappap","death",328,0,0,0,3,0,3222,1412,0,0,0,0,5.02065998359387,3.68826670896409
"ABarapappp",NA,212,0,0,0,4,4,626,1307,0,0,0,0,4.6057829510559,2.87462273674318
"ABarapapppa","mc2V",266,0,2,0,4,0,1105,2003,29,0,0,0,6.01501746448836,2.22025455524219
"ABarapapppp","m3VR",266,0,2,0,4,0,626,2127,0,0,0,0,5.04652376562516,2.39042941714824
"ABarapp",NA,102,0,0,0,4,4,164,0,0,0,0,0,3.4472530030165,1.99789227927044
"ABarappa",NA,134,0,0,0,4,4,164,0,0,0,0,0,3.41279631285405,2.13080765320738
"ABarappaa",NA,174,0,0,0,4,4,754,0,0,0,0,0,3.75347509489623,2.37845412457508
"ABarappaaa",NA,228,0,0,0,4,4,2494,0,0,0,0,26,4.0733295355083,1.95363691615389
"ABarappaaaa","RIPR",309,0,2,0,4,0,2494,0,0,12,0,26,4.78251027210479,2.98656353295998
"ABarappaaap","death",309,0,1,0,4,0,3068,0,0,0,0,26,4.78000586126501,3.25036269821112
"ABarappaap",NA,228,0,0,0,4,4,1650,0,0,0,0,22,3.82390054194259,2.31594462204968
"ABarappaapa","hyp1",315,0,2,0,4,0,5873,0,0,0,0,22,4.87765692991069,3.46700565396278
"ABarappaapp","death",315,0,2,0,4,0,1650,0,0,0,0,22,5.01326785465974,3.12618090994913
"ABarappap",NA,174,0,0,0,4,4,1343,0,0,0,0,0,3.6605491420946,2.30961895727388
"ABarappapa",NA,223,0,0,0,4,4,3561,981,0,0,0,0,3.64949275919428,2.19245986590897
"ABarappapaa","RMDDR",295,0,1,0,4,0,3561,1263,0,0,0,0,7.05296182077952,3.99374377032031
"ABarappapap",NA,295,0,1,0,4,0,3561,1546,0,0,0,0,7.32127703363698,3.75177796783329
"ABarappapapa","death",400,0,0,0,NA,0,3561,1546,0,0,0,0,NA,NA
"ABarappapapp","SMBDR",400,0,0,0,NA,0,3561,1546,0,0,0,0,NA,NA
"ABarappapp",NA,223,0,0,0,4,4,2948,1567,0,0,0,0,4.48049592355114,2.25323377444482
"ABarappappa","DB2",301,0,2,0,4,0,2948,3843,34,0,0,0,5.71120955812308,3.44483577931781
"ABarappappp","SMBVR",301,0,3,0,4,0,2948,3430,0,0,0,0,6.52163757802431,4.09359484522217
"ABarappp",NA,134,0,0,0,4,4,164,0,0,0,0,0,4.60538159027733,2.93276890207344
"ABarapppa",NA,171,0,0,0,4,4,879,0,0,0,0,0,5.53947934799711,3.32062753098632
"ABarapppaa",NA,221,0,0,0,4,4,4481,0,0,0,0,0,4.16726536840581,2.79687104549541
"ABarapppaaa","RMDVR",304,0,3,0,4,0,10167,0,0,0,0,0,5.9181448945722,4.13505652427146
"ABarapppaap","ILshVR",304,0,3,0,4,0,6743,0,0,0,0,0,6.65798983831431,4.28936595991671
"ABarapppap",NA,221,0,0,0,4,4,3242,0,0,0,0,0,4.6331385870179,2.9753599870752
"ABarapppapa","SAADR",300,0,2,0,4,0,3242,0,0,0,0,0,6.07674446774194,4.08222210365707
"ABarapppapp","ILsoVR",300,0,1,0,4,0,3242,0,0,0,0,0,6.40836679569562,3.6559801325629
"ABarapppp",NA,171,0,0,0,4,4,1809,0,0,0,0,0,4.55684305172795,2.94300362730934
"ABarappppa",NA,219,0,0,0,4,4,9942,0,0,0,0,0,3.66603377351306,2.16975354776263
"ABarappppaa","SMDVR",296,0,0,0,4,0,14682,0,0,0,0,0,4.65159333658434,3.65807060015639
"ABarappppap","BAGR",296,0,2,0,4,0,10528,0,0,0,0,0,4.83484740969564,3.40040850871116
"ABarappppp",NA,219,0,0,0,4,4,11162,0,0,0,0,0,3.25467292418254,1.98646702320561
"ABarapppppa",NA,287,0,2,0,4,0,35347,0,0,0,0,0,5.12294786731791,3.39835411336423
"ABarapppppaa","IL1VR",400,0,0,0,NA,0,35347,0,0,0,0,0,NA,NA
"ABarapppppap","death",400,0,0,0,NA,0,35347,0,0,0,0,0,NA,NA
"ABarapppppp","IL2VR",287,0,3,0,4,0,23388,0,0,0,0,0,6.90985608674223,3.55074846348287
"ABarp",NA,56,0,0,0,4,4,51,0,0,0,0,0,4.32211195895691,2.6366965353201
"ABarpa",NA,75,0,0,0,4,4,51,0,0,0,0,0,3.4507549731351,2.42136426847764
"ABarpaa",NA,103,0,0,0,4,4,51,0,0,0,0,0,3.45334619522809,2.08102774059731
"ABarpaaa",NA,132,0,0,0,4,4,904,0,0,0,0,0,5.95302755754003,3.16551980825601
"ABarpaaaa",NA,180,0,0,0,4,4,2408,0,0,0,0,0,5.82487790557089,3.00743389166189
"ABarpaaaaa",NA,232,0,0,0,4,4,3006,0,0,0,0,4,4.81942153334522,2.50622041544129
"ABarpaaaaal","OLQsoDL",327,0,1,0,3,0,3006,0,0,0,0,4,6.59147000774408,4.14750900295353
"ABarpaaaaar","OLQsoDR",327,0,0,0,3,0,3006,0,0,0,0,4,5.74498224523544,3.73418283629393
"ABarpaaaap",NA,232,0,0,0,4,4,3207,0,3500,3125,0,0,4.37065657231409,2.31769153539306
"ABarpaaaapa","OLQshDL",324,0,1,0,4,0,3207,0,3500,13865,0,0,5.09580676355357,3.45616658082994
"ABarpaaaapp","CEPshDL",324,0,0,0,4,0,3207,0,3500,12992,0,0,4.29457757843986,2.97208651265785
"ABarpaaap",NA,180,0,0,0,4,4,2301,0,684,46,0,0,5.19142849166174,2.55365902725062
"ABarpaaapa",NA,237,0,0,0,4,4,2336,0,758,5443,0,0,4.16052369318028,2.44462435657546
"ABarpaaapaa","OLQshSR",325,0,1,0,3,0,2336,0,758,14477,0,0,6.30905197800534,4.67421832596345
"ABarpaaapap","CEPshDR",325,0,1,0,3,0,2336,0,758,14160,0,0,6.51291548695733,5.2561639292213
"ABarpaaapp","death",237,0,0,0,4,0,2301,7,3605,1458,0,0,6.70106548761209,3.2301831739106
"ABarpaap",NA,132,0,0,0,4,4,664,0,0,0,0,0,4.10524334709536,2.63049109836804
"ABarpaapa",NA,169,0,0,0,4,4,664,1,0,0,0,0,4.35444691837423,2.7078178716235
"ABarpaapaa","hyp6",216,0,1,0,4,0,664,1,3116,0,0,0,5.90013271277273,3.02234601686435
"ABarpaapap","hyp7",216,0,0,0,4,0,664,1,2901,0,0,0,4.95413504458334,2.43880652386971
"ABarpaapp",NA,169,0,0,0,4,4,664,0,409,0,0,0,4.43158264918168,2.900028385192
"ABarpaappa","hyp7",216,0,0,0,4,0,664,0,3244,0,0,0,4.51110613939642,2.26836668987917
"ABarpaappp","hyp7",216,0,1,0,4,0,664,0,1008,0,0,0,7.88484619386998,3.08680847126506
"ABarpap",NA,103,0,0,0,4,4,59,0,0,0,0,0,3.31431683255294,1.93791099505198
"ABarpapa",NA,134,0,0,0,4,4,370,0,0,0,0,0,5.01082991928912,2.81833185270797
"ABarpapaa",NA,171,0,0,0,4,4,646,0,909,0,0,0,6.89756834521862,4.43379406388681
"ABarpapaaa",NA,223,1,0,0,4,4,646,0,1306,0,0,0,4.01148498854613,2.21627325298677
"ABarpapaaaa","URADR",315,0,1,0,4,0,959,0,1306,0,0,0,4.24633572916928,3.45534897932122
"ABarpapaaap","CEMDR",315,0,1,0,4,0,646,0,1306,0,0,0,3.97854430575217,3.28645042911442
"ABarpapaap",NA,223,0,0,0,4,4,646,0,909,0,0,0,3.49389798274002,2.1645502002736
"ABarpapaapa","death",287,0,1,0,4,0,708,0,909,1108,0,0,4.61129843510232,2.96190187218799
"ABarpapaapp",NA,287,0,0,0,4,0,646,0,909,0,0,0,3.37745738000517,2.45496901323084
"ABarpapaappa","CEPDR",400,0,0,0,NA,0,646,0,909,0,0,0,NA,NA
"ABarpapaappp","URXR",400,0,0,0,NA,0,646,0,909,0,0,0,NA,NA
"ABarpapap",NA,171,0,0,0,4,4,370,0,0,0,0,0,5.14645935004197,3.52295708645361
"ABarpapapa","hyp4",222,0,1,0,4,0,4443,0,0,0,0,0,5.78225380225581,2.94753419267715
"ABarpapapp","hyp6",222,0,2,0,4,0,370,0,1082,0,0,0,6.22028727319449,2.86416254292072
"ABarpapp",NA,134,0,0,0,4,4,459,0,0,0,0,0,4.24681921272058,2.57915262647311
"ABarpappa",NA,171,0,0,0,4,4,459,0,0,0,0,0,5.38636493723324,3.12713050864842
"ABarpappaa","XXXR",228,0,1,0,4,0,8739,0,264,401,0,4,5.18393461604386,2.48136908909354
"ABarpappap","hyp5",228,0,0,0,4,0,761,0,0,0,0,0,5.39562103596677,2.68705007673133
"ABarpappp",NA,171,0,0,0,4,4,459,0,0,0,0,0,4.38760542024493,3.00446596784227
"ABarpapppa","HOR",222,0,1,0,4,0,459,0,0,0,0,0,5.75303510809768,2.94630570527142
"ABarpapppp","H1R",222,0,1,0,4,0,459,0,0,0,0,0,5.26484027557995,3.11571051760183
"ABarpp",NA,75,0,0,0,4,4,51,0,0,0,0,0,4.02161772343212,2.58110088741243
"ABarppa",NA,105,0,0,0,4,4,51,0,0,0,0,2150,3.01800405522038,1.97535005944864
"ABarppaa",NA,135,0,0,0,4,4,51,0,0,0,0,3937,4.1696283085706,2.62526220656323
"ABarppaaa",NA,176,0,0,0,4,4,136,0,2452,4,0,8323,5.11545025356117,3.17402270402224
"ABarppaaaa","ADEshL",234,0,0,0,4,0,259,0,2549,4,0,8323,4.44274961121358,2.41850991679049
"ABarppaaap","H2L",234,0,1,0,4,0,136,0,2452,4,0,8323,4.52602721464326,2.37013661813508
"ABarppaap",NA,176,0,0,0,4,4,51,0,1526,0,0,8964,4.09801090561603,2.58052982698595
"ABarppaapa","hyp7",227,0,0,0,4,0,98,0,2848,0,0,8964,7.35631250732017,2.63709255486157
"ABarppaapp",NA,227,0,0,0,4,0,51,0,1526,0,0,9064,3.54199096272164,1.88177526642682
"ABarppaappa","ALML",400,0,0,0,NA,0,51,0,1526,0,0,9064,NA,NA
"ABarppaappp","BDUL",400,0,0,0,NA,0,51,0,1526,0,0,9064,NA,NA
"ABarppap",NA,135,0,0,0,4,4,51,0,0,0,0,3306,3.81314737732845,2.20619781572098
"ABarppapa",NA,178,0,0,0,4,4,51,0,0,0,0,7197,4.26279289258122,2.61470094354787
"ABarppapaa","V1L",235,0,0,0,4,0,51,0,0,0,12,7197,3.72138197554657,1.85059966272497
"ABarppapap","V2L",235,0,0,0,4,0,77,0,0,0,0,7897,2.44641221310714,1.36027313381912
"ABarppapp",NA,178,0,0,0,4,4,51,0,0,0,0,7751,5.23180180951774,3.27290077609375
"ABarppappa","V4L",236,0,0,0,4,0,109,0,0,0,0,7751,3.1286708112829,1.54157299087746
"ABarppappp","V6L",236,0,0,0,4,0,315,0,0,0,0,7751,3.53265924072249,2.00787725262171
"ABarppp",NA,105,0,1,0,4,4,92,0,0,0,0,1940,4.88635357348271,3.49090146927165
"ABarpppa",NA,135,0,0,0,4,4,92,0,0,128,0,3124,3.96126658290341,2.6738931328424
"ABarpppaa",NA,175,0,0,0,4,4,97,4,2059,258,0,8571,4.98685052974814,2.9012096760669
"ABarpppaaa","ADEshR",231,0,0,0,4,0,250,4,2059,258,0,8571,4.15588914428076,2.41295572290806
"ABarpppaap","H2R",231,0,0,0,4,0,198,4,2059,258,0,8571,5.13319854664478,2.76006497111356
"ABarpppap",NA,175,0,0,1,4,4,92,0,0,313,0,9706,3.89120670229203,2.24383818959107
"ABarpppapa","hyp7",226,0,0,0,4,0,92,0,2215,313,0,9706,5.92910665264532,2.57003581686839
"ABarpppapp",NA,226,0,0,0,4,0,164,0,0,313,0,9706,4.34806792494701,2.5379464006761
"ABarpppappa","ALMR",400,0,0,0,NA,0,164,0,0,313,0,9706,NA,NA
"ABarpppappp","BDUR",400,0,0,0,NA,0,164,0,0,313,0,9706,NA,NA
"ABarpppp",NA,135,1,0,0,4,4,92,0,0,176,0,3088,3.62869163458205,2.24083033478485
"ABarppppa",NA,177,0,0,0,4,4,92,0,0,1209,0,10028,3.70052292990862,2.38614210902004
"ABarppppaa","V1R",232,0,0,0,4,0,275,0,0,1292,0,10028,4.67189764567333,2.78941414413173
"ABarppppap","V2R",232,0,0,0,4,0,194,0,0,1381,0,10028,4.39209450361875,2.56685464702743
"ABarppppp",NA,177,0,0,0,4,4,92,0,0,1370,0,10247,4.00570718626696,2.67630040661925
"ABarpppppa","V4R",234,0,0,0,4,0,144,0,0,1633,0,10247,4.48185516538473,2.68641496813019
"ABarpppppp","V6R",234,0,1,0,4,0,443,0,0,1787,0,10247,5.04344563901872,2.69301865692754
"ABp",NA,19,0,0,0,4,4,0,0,0,8,0,0,5.34479330145616,4.72837336474691
"ABpl",NA,43,0,0,0,4,4,0,0,0,8,0,0,10.536461940512,6.54740665063762
"ABpla",NA,56,0,0,0,4,4,0,0,0,8,0,0,5.25995171798425,3.5282926843123
"ABplaa",NA,74,0,0,0,4,4,0,0,0,8,0,0,4.24911741981199,3.25880138921693
"ABplaaa",NA,102,0,0,0,4,4,56,0,0,8,0,0,3.9874916496427,2.41413751493624
"ABplaaaa",NA,133,1,0,0,4,4,96,0,0,8,0,0,4.49827022382212,2.90106297979815
"ABplaaaaa",NA,171,0,0,1,4,4,96,0,0,8,0,0,4.5269158676159,3.03301801207449
"ABplaaaaaa",NA,224,0,0,0,4,3,324,0,892,8,0,0,4.01521517252331,2.40826260660118
"ABplaaaaaaa","URADL",317,0,0,0,4,0,554,0,892,8,0,0,3.36071996743519,2.64747900765833
"ABplaaaaaap","CEMDL",317,0,0,0,4,0,385,0,892,14,0,0,3.48038296573701,2.61537160129436
"ABplaaaaap",NA,224,0,0,0,4,4,108,0,0,8,0,0,3.76156814890912,2.00598808901452
"ABplaaaaapa","death",289,0,1,0,4,0,827,0,0,8,0,0,6.89006732493518,4.04619304405409
"ABplaaaaapp",NA,289,0,1,0,4,0,173,0,228,8,0,0,4.41821224909335,2.96370657144357
"ABplaaaaappa","CEPDL",400,0,0,0,NA,0,173,0,228,8,0,0,NA,NA
"ABplaaaaappp","URXL",400,0,0,0,NA,0,173,0,228,8,0,0,NA,NA
"ABplaaaap",NA,171,0,0,0,4,4,96,0,201,8,0,0,4.10414223907047,2.55596386351969
"ABplaaaapa","hyp6",223,0,3,0,4,0,181,0,3990,8,0,0,5.49470198082203,3.17937247338944
