"Cells","Fates","Times","CC_Defects","Pos_Defects","Angle_Defects","Cell_Count","Division_Count","Expression","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","MeanMaxPositionDev","MeanMeanPositionDev"
"ABpraaappppa","ASJR",349,0,2,0,2,0,607,0,0,8,0,0,8.19116471715616,7.27717512766863
"ABpraaappppp","AUAR",349,0,2,0,2,0,477,0,0,8,0,0,9.97626849827483,9.16157092811534
"ABpraap",NA,102,0,0,0,4,4,122,0,0,8,0,0,5.04462604325169,3.47108173888603
"ABpraapa",NA,133,0,0,0,4,4,122,0,0,8,0,0,4.87067370087134,3.33223615906823
"ABpraapaa",NA,173,0,0,0,4,4,144,0,0,8,0,0,3.83258945682396,2.37925689154495
"ABpraapaaa",NA,224,0,0,0,4,4,325,11,0,8,0,0,5.99742277487825,3.55253179371573
"ABpraapaaaa","hyp3",307,0,3,0,4,0,4451,11,0,8,0,0,7.98429774565111,5.78543329993837
"ABpraapaaap","ILsoDR",307,0,3,0,4,0,2993,11,0,150,0,0,7.28374133704184,5.63920193615867
"ABpraapaap",NA,224,0,0,0,4,4,144,0,0,8,0,0,4.27389036983921,2.17579961878028
"ABpraapaapa","URBR",295,0,1,0,4,0,1962,0,193,1428,0,0,4.00058015320742,3.03889070140506
"ABpraapaapp","AMshR",295,0,1,0,4,0,878,0,0,8,0,0,4.50239940612558,2.90877665447114
"ABpraapap",NA,173,0,0,0,4,4,135,0,0,8,0,0,3.96425352122936,2.3236947343838
"ABpraapapa",NA,222,0,0,0,4,4,190,0,582,8,0,0,4.34441650944015,2.48108618343139
"ABpraapapaa","AWAR",309,0,0,0,4,0,961,0,1080,8,0,0,3.27500938425479,2.34924513096695
"ABpraapapap","ASGR",309,0,0,0,4,0,526,0,582,8,0,0,3.7484926378176,2.27169013415953
"ABpraapapp",NA,222,0,0,0,4,4,135,0,218,8,0,0,3.25225498234744,2.13011874629823
"ABpraapappa","AIBR",287,0,0,0,4,0,334,0,825,8,0,0,3.23527594383575,2.05994450820205
"ABpraapappp",NA,287,0,0,0,4,0,216,0,442,8,0,0,3.17058926913345,1.97003487472868
"ABpraapapppa","ASIR",400,0,0,0,NA,0,216,0,442,8,0,0,NA,NA
"ABpraapapppp","death",400,0,0,0,NA,0,216,0,442,8,0,0,NA,NA
"ABpraapp",NA,133,0,0,0,4,4,122,0,0,8,0,0,5.13396505869401,3.47236464576856
"ABpraappa",NA,169,0,0,0,4,4,213,0,0,8,0,0,4.69150052363779,2.57425115847355
"ABpraappaa","hyp4",225,1,1,0,4,0,9375,0,105,8,73,35,8.72352742957623,4.4492139688524
"ABpraappaaa",NA,400,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraappaap",NA,400,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"ABpraappap","hyp6",225,0,0,0,4,0,415,0,0,8,0,0,7.1793962763721,3.09912091472305
"ABpraappp",NA,169,0,0,0,4,4,122,0,0,8,0,0,3.86216996188753,2.54948451416484
"ABpraapppa","hyp7",218,0,0,0,4,0,442,0,0,8,0,0,7.12709091157263,2.68953668272062
"ABpraapppp","hyp7",218,0,1,0,4,0,259,0,0,8,0,0,5.35797167720304,2.34540530591193
"ABprap",NA,75,0,0,0,4,4,65,0,0,8,0,0,5.02320378874653,3.32596390334282
"ABprapa",NA,102,0,0,0,4,4,65,0,0,8,0,1011,5.60170029108971,3.84964223284874
"ABprapaa",NA,133,0,0,0,4,4,65,0,0,8,0,3154,6.65287070733354,4.19692115526993
"ABprapaaa",NA,174,0,0,0,4,4,71,0,0,8,0,3759,4.98048763129497,2.89998919982369
"ABprapaaaa",NA,225,0,0,0,4,4,366,0,0,8,0,3759,4.01568147721331,2.54954188770004
"ABprapaaaaa","death",307,0,1,0,4,0,1603,0,0,8,0,3759,5.08397371776865,3.32047492346427
"ABprapaaaap",NA,307,0,0,0,4,0,366,0,0,8,0,3759,3.8229507682357,2.90628512413678
"ABprapaaaapa","ADER",400,0,0,0,NA,0,366,0,0,8,0,3759,NA,NA
"ABprapaaaapp","ADAR",400,0,0,0,NA,0,366,0,0,8,0,3759,NA,NA
"ABprapaaap",NA,225,0,0,0,4,4,208,0,0,8,0,3759,4.43532645905118,2.64288430767651
"ABprapaaapa",NA,303,0,2,0,4,0,707,0,0,8,0,3759,4.00476898679799,3.257269286806
"ABprapaaapad","FLPR",400,0,0,0,NA,0,707,0,0,8,0,3759,NA,NA
"ABprapaaapav","AIZR",400,0,0,0,NA,0,707,0,0,8,0,3759,NA,NA
"ABprapaaapp","RMGR",303,0,1,0,4,0,503,0,0,8,0,3759,4.50758047840043,3.66055166445865
"ABprapaap",NA,174,0,0,0,4,4,65,0,0,8,0,3986,4.22419852047814,3.17107418092452
"ABprapaapa","W",230,0,2,0,4,0,532,42,0,8,0,3986,6.92952762514436,3.45750330395777
"ABprapaapp","P1/2R",230,0,2,0,4,0,337,0,0,8,0,3986,5.24840463146967,2.67380748311445
"ABprapap",NA,133,0,0,0,4,4,65,0,0,8,0,2802,5.14372142215919,3.42824481917193
"ABprapapa",NA,170,0,0,0,4,4,65,0,0,8,1327,2802,4.96247526674265,3.31359839178007
"ABprapapaa",NA,222,0,0,0,4,0,239,0,0,8,1695,2802,5.1016871780483,2.9217357763908
"ABprapapaaa","QR",400,0,0,0,NA,0,239,0,0,8,1695,2802,NA,NA
"ABprapapaap","V5R",400,0,0,0,NA,0,239,0,0,8,1695,2802,NA,NA
"ABprapapap","P9/10R",222,0,1,0,4,0,353,0,0,8,1451,2802,6.25026918660086,3.16827548584951
"ABprapapp",NA,170,0,0,0,4,4,114,0,0,8,1451,2802,6.18554068872189,4.39357988176427
"ABprapappa","P12",219,0,0,0,4,0,394,0,0,8,3542,2802,6.96425358346587,3.38989710335647
"ABprapappp",NA,219,0,0,0,4,4,659,0,0,8,2748,2802,5.67099911497125,2.74677645583417
"ABprapapppa","death",310,0,0,0,4,0,2040,0,331,8,2748,2802,4.56986812742979,3.02237785869409
"ABprapapppp",NA,310,0,0,0,4,0,659,0,0,8,2748,2802,3.44106377700107,2.41034537956956
"ABprapappppa",NA,NA,0,0,0,NA,0,659,0,0,8,2748,2802,NA,NA
"ABprapappppaa","PLMR",400,0,0,0,NA,0,659,0,0,8,2748,2802,NA,NA
"ABprapappppap","ALNR",400,0,0,0,NA,0,659,0,0,8,2748,2802,NA,NA
"ABprapappppp","death",400,0,0,0,NA,0,659,0,0,8,2748,2802,NA,NA
"ABprapp",NA,102,0,0,0,4,4,65,0,0,8,0,870,3.85250155834288,2.47089127829673
"ABprappa",NA,133,0,0,0,4,4,65,0,0,8,896,1267,5.49645051850119,3.46379915381674
"ABprappaa",NA,174,0,0,0,4,4,144,0,0,8,934,1340,4.24361872739137,2.77986753552465
"ABprappaaa","P3/4R",226,0,1,0,4,0,727,0,0,8,934,2814,5.09713248699782,2.41846153868528
"ABprappaap","P5/6R",226,0,1,0,4,0,450,0,0,8,934,1962,4.19097982629473,2.27250930164881
"ABprappap",NA,174,0,0,0,4,4,93,0,0,8,896,1267,4.83443468869767,3.22074458019565
"ABprappapa","V3R",226,0,1,0,4,0,352,0,0,8,896,1267,4.27075181742266,2.59882761044675
"ABprappapp","P7/8R",226,0,1,0,4,0,567,0,0,8,896,1267,5.06941046328225,2.93196370171286
"ABprappp",NA,133,0,0,0,4,4,80,0,0,8,691,1113,6.09835046419187,3.83805253093439
"ABprapppa",NA,176,0,0,0,4,4,320,0,0,8,1839,1113,5.30111481652645,3.39813330394789
"ABprapppaa",NA,233,0,0,0,4,4,320,0,0,8,1839,1113,3.49738007852728,2.07487139821261
"ABprapppaaa","PVQR",333,0,0,0,3,0,558,0,0,8,1839,1113,4.71886199504127,2.98273217135142
"ABprapppaap","death",333,0,1,0,3,0,1559,0,0,58,1839,1113,5.7701542158951,4.00651008930847
"ABprapppap",NA,233,0,0,0,4,4,516,0,0,8,1839,1113,3.62102807257799,2.19316358086745
"ABprapppapa","death",306,0,0,0,4,0,823,0,0,8,1839,1113,3.78330896482706,2.74818827170786
"ABprapppapp",NA,306,0,0,0,4,0,1358,0,142,8,1839,1113,3.31007169881974,2.26940193315185
"ABprapppappa","HSNR",400,0,0,0,NA,0,1358,0,142,8,1839,1113,NA,NA
"ABprapppappp","PHRB",400,0,0,0,NA,0,1358,0,142,8,1839,1113,NA,NA
"ABprapppp",NA,176,0,0,0,4,4,568,0,0,8,1483,1113,5.38669588554967,3.75365121632165
"ABprappppa","hyp7",233,0,1,0,4,0,881,0,0,8,1483,1113,6.49258483083622,3.09433074510368
"ABprappppp","TR",233,0,0,0,4,0,781,88,0,8,1483,1113,4.11393812956158,2.38367754183358
"ABprp",NA,56,0,0,0,4,4,60,0,0,8,0,0,4.1745274700815,2.83793919186627
"ABprpa",NA,75,0,0,0,4,4,252,0,0,8,0,0,4.79763488907727,3.01390325041036
"ABprpaa",NA,103,0,0,0,4,4,252,0,253,8,0,0,3.81179060473913,2.52228020049302
"ABprpaaa",NA,135,0,0,0,4,4,252,206,1521,8,0,0,6.09580856031338,3.58261789763502
"ABprpaaaa",NA,173,0,0,0,4,4,486,905,1521,790,0,0,5.46230406204109,3.46261971636766
"ABprpaaaaa",NA,221,0,0,0,4,4,589,927,1521,2848,0,0,3.80545290017348,2.05795387047152
"ABprpaaaaaa","SAAVR",301,0,0,0,4,0,589,927,1521,2848,0,0,3.59176805564726,2.10383026227595
"ABprpaaaaap","AWCR",301,0,0,0,4,0,768,927,1521,2848,0,0,3.93753633670827,2.17034362740283
"ABprpaaaap",NA,221,0,0,0,4,4,1322,1015,1521,2915,0,0,3.97953013649717,2.06860324890007
"ABprpaaaapa","G1",291,0,1,0,4,0,1326,1015,1521,2915,0,0,7.18274806395862,4.06368931453309
"ABprpaaaapp","DB3/1",291,0,1,0,4,0,1322,1015,1521,2915,0,0,4.82630090747782,3.23633219407205
"ABprpaaap",NA,173,0,0,0,4,4,486,743,1521,679,0,0,5.78205118069943,3.51210579807876
"ABprpaaapa",NA,222,0,0,0,4,4,9055,743,1521,990,1,0,3.84015732193904,2.04421093787616
"ABprpaaapaa","URAVR",317,0,2,0,4,0,9055,743,1521,990,1,0,5.49324618050554,4.0552513040492
"ABprpaaapap","CEPshVR",317,0,1,0,4,0,9055,743,1521,990,1,0,5.02128836201271,3.80686967544549
"ABprpaaapp",NA,222,0,0,0,4,4,16129,768,1521,1527,2,0,3.4168980475974,2.23907937091363
"ABprpaaappa",NA,290,0,1,0,4,0,42903,768,1521,1527,2,0,5.57203153254455,3.1395127582088
"ABprpaaappaa","OLQVR",400,0,0,0,NA,0,42903,768,1521,1527,2,0,NA,NA
"ABprpaaappap","death",400,0,0,0,NA,0,42903,768,1521,1527,2,0,NA,NA
"ABprpaaappp","URYVR",290,0,2,0,4,0,27785,768,1521,1527,2,0,4.80211516865953,3.24123339655568
"ABprpaap",NA,135,0,0,0,4,4,252,159,1298,8,0,0,5.17124400882486,3.10644191930698
"ABprpaapa",NA,172,0,0,0,4,4,357,720,1298,8,0,0,5.167893173989,2.82248197550017
"ABprpaapaa",NA,223,0,0,0,4,4,425,720,1298,32,0,0,5.0035557849436,2.92006903128856
"ABprpaapaaa","RIVR",301,0,1,0,4,0,506,720,1298,32,0,0,3.53785816627328,2.42432157660167
"ABprpaapaap","AVBR",301,0,0,0,4,0,660,720,1298,32,0,0,3.3951517925588,2.34251555377391
"ABprpaapap",NA,223,0,0,0,4,4,628,720,1298,8,0,0,4.07611430223945,2.22465119083906
"ABprpaapapa","AMsoR",301,0,1,0,4,0,628,720,1298,8,0,0,5.54363010839133,3.86513394336984
"ABprpaapapp","CEMVR",301,0,2,0,4,0,2162,720,1298,58,0,0,5.87837260330327,3.60894483307796
"ABprpaapp",NA,172,0,0,0,4,4,252,731,1404,8,0,0,4.44872921247208,2.68718246612866
"ABprpaappa",NA,220,0,0,0,4,4,451,731,1404,8,0,0,4.55058093723818,2.46102802304451
"ABprpaappaa","ASHR",293,0,0,0,4,0,451,731,1404,8,0,0,2.695787361855,1.8268900357979
"ABprpaappap","RIBR",293,0,1,0,4,0,3290,731,1404,8,0,0,4.94702484503318,2.50736316723918
"ABprpaappp",NA,220,0,0,0,4,4,1006,731,1404,8,0,0,3.75083934886281,2.00081598432587
"ABprpaapppa","AIMR",291,0,1,0,4,0,1286,731,1404,8,0,0,5.290557854513,2.82955608570018
"ABprpaapppp",NA,291,0,1,0,4,0,1006,731,1404,8,0,0,6.32397100176965,3.56957192193166
"ABprpaappppa","CEPVR",400,0,0,0,NA,0,1006,731,1404,8,0,0,NA,NA
"ABprpaappppp","death",400,0,0,0,NA,0,1006,731,1404,8,0,0,NA,NA
"ABprpap",NA,103,0,0,0,4,4,385,0,0,8,0,0,3.86612120428598,2.59913891723691
"ABprpapa",NA,134,0,0,0,4,4,385,370,641,8,0,0,5.5001076108657,3.26302099165921
"ABprpapaa",NA,172,0,0,0,4,4,401,1308,900,8,0,8,5.30805737321247,3.71664345918306
"ABprpapaaa",NA,226,0,0,0,4,4,749,1308,900,8,0,8,4.60039470887736,2.60779597155765
"ABprpapaaaa","SMDDR",305,0,1,0,4,0,1438,1308,900,8,0,8,3.95664358527678,3.17871306407019
"ABprpapaaap","AIYR",305,0,2,0,4,0,1578,1308,900,8,0,8,4.65323279020936,3.25459412983925
"ABprpapaap",NA,226,0,0,0,4,4,718,1308,900,8,0,8,4.05783515914828,2.31503133248528
"ABprpapaapa","SIADR",305,0,2,0,4,0,718,1308,900,8,0,8,5.8466477496906,4.12065027274559
"ABprpapaapp","SIBVR",305,0,2,0,4,0,1137,1308,900,59,0,8,5.73507825512315,4.29734350210367
"ABprpapap",NA,172,0,0,0,4,4,429,1332,641,8,0,0,4.83457718574872,3.19029001779128
"ABprpapapa",NA,222,0,0,0,4,4,897,3405,641,8,11,0,4.32197846992713,2.61397619836653
"ABprpapapaa","exc_gl_R",291,0,1,0,4,0,1360,3405,641,8,11,0,3.99105318573948,2.61221094456897
"ABprpapapap","AVKR",291,0,0,0,4,0,1257,3405,641,8,11,0,4.17931948402263,3.27018674879932
"ABprpapapp",NA,222,0,0,0,4,4,690,3799,641,8,0,1,4.8362608645563,2.59605049048898
"ABprpapappa","SIAVR",293,0,2,0,4,0,889,3886,641,8,0,1,6.09150786101203,4.48280501488481
"ABprpapappp","DA8",293,0,2,0,4,0,2048,3814,641,8,0,1,6.22424619258576,4.41367139922218
"ABprpapp",NA,134,0,0,0,4,4,385,330,647,8,0,0,5.69039580168289,3.39746152816137
"ABprpappa",NA,170,0,0,0,4,4,405,2395,647,8,0,0,5.12749169316706,3.52088740242171
"ABprpappaa",NA,219,0,0,0,4,4,1002,3707,647,8,0,0,5.03595368481169,3.11581604041621
"ABprpappaaa","RIH",287,0,3,0,4,0,1002,3707,647,8,0,0,7.52106090465647,5.37178249723276
"ABprpappaap","AVL",287,0,2,0,4,0,1031,3707,647,8,0,0,7.37104751568524,3.68437063606977
"ABprpappap",NA,219,0,0,0,4,4,657,3619,647,8,0,0,4.80454463824144,2.50745985846011
"ABprpappapa","RIS",289,0,2,0,4,0,1071,3619,647,8,0,0,5.32834338264687,3.34425864355621
"ABprpappapp","DB4",289,0,2,0,4,0,1087,3619,647,8,0,0,6.92449849657537,5.00094173623012
"ABprpappp",NA,170,0,0,0,4,4,418,2445,647,8,0,0,4.7020682653685,3.37947211345394
"ABprpapppa",NA,220,0,0,0,4,4,752,6302,647,8,0,0,5.25773069915661,2.87689787447788
"ABprpapppaa","RIR",295,0,2,0,4,0,752,6302,647,8,0,0,5.09840940157366,3.14100058503225
"ABprpapppap","AVG",295,0,2,0,4,0,1088,6302,647,8,0,0,4.65301236971118,3.55409625350896
"ABprpapppp",NA,220,0,0,0,4,4,685,6013,647,8,0,0,5.05791133447889,2.67655188990854
"ABprpappppa","virR",292,0,2,0,4,0,930,6013,647,8,0,0,4.9808626230164,3.67213699663201
"ABprpappppp","virL",292,0,1,0,4,0,685,6013,647,8,0,0,4.83815321982681,3.38422621568213
"ABprpp",NA,75,0,0,1,4,3,73,0,0,8,0,0,4.27911354717247,2.60758090271722
"ABprppa",NA,104,0,0,0,4,4,98,0,445,8,0,2703,4.29821472890062,2.67006127555051
"ABprppaa",NA,137,0,0,1,4,4,198,523,1693,8,0,2703,5.20598684348101,2.99358495742667
"ABprppaaa",NA,179,0,0,0,4,3,660,1220,1693,8,0,2703,4.35875701940264,2.55124023646058
"ABprppaaaa",NA,235,0,0,0,4,4,1232,1220,1693,8,0,2703,3.72960896314616,2.07363242416038
"ABprppaaaaa","SIBDR",298,0,2,0,4,0,1232,1220,1693,8,0,2703,4.985748293161,4.02874905005
"ABprppaaaap",NA,298,0,2,0,4,0,1232,1220,1693,8,0,2703,5.30692340201213,4.10114094292335
"ABprppaaaapa","death",400,0,0,0,NA,0,1232,1220,1693,8,0,2703,NA,NA
"ABprppaaaapp","RICR",400,0,0,0,NA,0,1232,1220,1693,8,0,2703,NA,NA
"ABprppaaap","death",235,0,0,0,4,0,731,1220,1693,8,5,2703,5.33891730726905,3.14152174802895
"ABprppaap",NA,179,0,0,0,4,4,226,1394,1693,8,0,2703,3.40811262846927,2.16244507165761
"ABprppaapa",NA,231,0,0,0,4,4,723,3132,1693,8,43,2703,4.45584424133527,2.5324988977109
"ABprppaapaa","death",317,0,2,0,4,0,1225,3142,1693,63,43,2703,6.41559350070787,4.64298604716688
"ABprppaapap","RIMR",317,0,2,0,4,0,723,3132,1693,8,43,2703,5.15754496244592,4.04101683949929
"ABprppaapp",NA,231,0,0,0,4,4,631,3995,1693,8,0,2703,4.17022962887908,2.30230503359981
"ABprppaappa","AIAR",309,0,2,0,4,0,1116,4313,1693,280,0,2703,6.56062237113518,4.9704752071804
"ABprppaappp","DB7",309,0,2,0,4,0,1496,4956,1693,367,0,2703,6.00330755005879,4.46960387663643
"ABprppap",NA,137,0,0,0,4,4,135,507,1360,8,0,2703,4.50720811869787,2.82119694623032
"ABprppapa",NA,176,0,0,0,4,4,461,1511,1360,8,0,3251,3.74934305909235,2.30613137834373
"ABprppapaa",NA,226,0,0,0,4,4,461,1585,1360,8,0,3251,4.07142454213375,2.54198289168828
"ABprppapaaa",NA,297,0,2,0,4,0,795,1585,1360,8,0,3251,5.38356766176099,3.54836456238715
"ABprppapaaaa","SABVR",400,0,0,0,NA,0,795,1585,1360,8,0,3251,NA,NA
"ABprppapaaap","RIFR",400,0,0,0,NA,0,795,1585,1360,8,0,3251,NA,NA
"ABprppapaap","DA1",297,0,2,0,4,0,610,1585,1360,8,0,3251,5.34107763020543,3.84120751086778
"ABprppapap",NA,226,0,0,0,4,4,807,1511,1360,8,0,3251,4.21358998869152,2.16663768682991
"ABprppapapa","DA3",319,0,2,0,4,0,1599,1511,1360,8,0,3251,5.75114287978802,4.60403600139356
"ABprppapapp","DA5",319,0,2,0,4,0,898,1511,1360,8,0,3251,4.64013723826257,3.61614873977079
"ABprppapp",NA,176,0,0,0,4,4,292,1451,1360,8,0,3222,3.96287794144055,2.24922929453972
"ABprppappa",NA,231,0,0,0,4,4,797,1451,1360,8,0,5866,4.24266811624784,2.34358113328553
"ABprppappaa","RIGR",309,0,2,0,4,0,797,1451,1360,8,0,5866,5.46179585005706,4.51621440559398
"ABprppappap","DD2",309,0,2,0,4,0,1228,1451,1360,8,0,5866,5.45978776052747,4.4744926044115
"ABprppappp",NA,231,0,0,0,4,4,649,1451,1360,8,0,7789,5.59924133530109,2.77880724739199
"ABprppapppa","DD4",323,0,2,0,4,0,649,1451,1360,8,0,7789,6.61649046401605,5.78046083762147
"ABprppapppp","DD6",323,0,2,0,4,0,979,1451,1360,8,0,7789,5.98397127190286,5.13481214730977
"ABprppp",NA,104,0,0,0,4,4,158,0,219,8,0,1828,5.00197477510958,3.58987599099957
"ABprpppa",NA,135,0,0,0,4,4,173,816,1640,8,994,2204,5.79516562257905,4.41396841039764
"ABprpppaa",NA,173,0,0,0,4,4,404,3470,1640,8,2971,2204,4.88560894487858,3.3640523207516
"ABprpppaaa",NA,224,0,0,0,4,4,607,4044,1640,8,3025,2204,5.14700848675681,2.48081204105206
"ABprpppaaaa","PDA/Y",303,0,2,0,4,0,781,4044,1640,8,3025,2204,5.62041635361156,4.28015130629997
"ABprpppaaap","DA7",303,0,1,0,4,0,843,4044,1640,8,3025,2204,4.62532630328823,3.50774552518785
"ABprpppaap",NA,224,0,0,0,4,4,867,3960,1640,8,2971,2204,4.38585653970924,2.26852705473922
"ABprpppaapa",NA,304,0,1,0,4,0,988,3960,1640,8,2971,2204,4.11377535027785,3.14051828367026
"ABprpppaapaa","PVCR",400,0,0,0,NA,0,988,3960,1640,8,2971,2204,NA,NA
"ABprpppaapap","LUAR",400,0,0,0,NA,0,988,3960,1640,8,2971,2204,NA,NA
"ABprpppaapp","PHAR",304,0,1,0,4,0,867,3960,1640,36,2971,2204,4.76574137705336,3.22428763251517
"ABprpppap",NA,173,0,0,0,4,4,425,3770,1640,8,2440,2204,5.74074810191144,4.03579299170215
"ABprpppapa",NA,225,1,0,0,4,4,442,4470,1640,8,2440,2204,4.56875321456643,2.93113350457975
"ABprpppapaa","PHshR",280,0,1,0,4,0,1361,4470,1640,8,2440,2204,4.20546083800327,2.65281166346255
"ABprpppapap","hyp8/9",280,0,1,0,4,0,461,4470,1640,8,2440,2204,3.91265758676964,2.59797510930233
"ABprpppapp","death",225,0,1,0,4,0,896,3770,1640,33,2440,2204,5.91422748548834,3.43476520070104
"ABprpppp",NA,135,0,0,0,4,4,162,960,1291,8,454,1828,5.88265505269662,3.39972471532982
"ABprppppa",NA,172,0,0,0,4,4,559,3461,1291,8,2360,1828,5.21239206454456,3.26071786541572
"ABprppppaa",NA,220,0,0,0,4,4,896,5722,1291,8,2591,1828,5.07352479201641,2.59453661832242
"ABprppppaaa","PVPR",294,0,1,0,4,0,1153,5722,1291,8,2591,1828,4.31470087435352,3.19049576636288
"ABprppppaap","rect_VR",294,0,1,0,4,0,896,5722,1291,8,2591,1828,4.59153196080985,3.54075359807601
"ABprppppap",NA,220,0,0,1,4,3,743,5446,1291,8,2456,1828,4.18308019136362,2.35259328690987
"ABprppppapa","B",291,0,1,0,4,0,1164,5446,1291,8,2456,1828,4.53743808934972,3.06928474806365
"ABprppppapp","DVA",291,0,1,0,4,0,864,5446,1291,8,2456,1828,3.96995575142504,2.83701553508121
"ABprppppp",NA,172,0,0,0,4,4,226,3824,1291,8,1427,1828,5.55576236899856,3.75376088177023
"ABprpppppa",NA,223,0,0,0,4,4,460,3859,1291,8,1520,1828,4.43087682107459,2.39678875309413
"ABprpppppaa","mu_bod",310,0,0,0,4,0,792,3859,1291,8,1520,1828,3.48213224997907,2.68839754576673
"ABprpppppap","mu_sph",310,0,1,0,4,0,936,3859,1291,8,1520,1828,3.70196290614114,2.41765998809864
"ABprpppppp",NA,223,0,0,0,4,4,855,4001,1291,8,1427,1828,4.68414384434053,2.70640081008432
"ABprppppppa","spike",293,0,0,0,4,0,855,4001,1291,12,1427,1828,3.03306950059322,1.85322126481025
"ABprppppppp","hyp10",293,0,0,0,4,0,855,4001,1291,8,1427,1828,3.55966271840402,2.40368308990627
"C",NA,49,0,0,0,4,4,0,0,0,0,0,0,5.73620289461793,3.41234739333953
"Ca",NA,67,0,0,0,4,4,0,0,0,0,0,0,3.34727188026391,2.35676452719225
"Caa",NA,94,0,0,1,4,3,0,0,0,0,0,0,4.45289302257857,2.6649632788657
"Caaa",NA,128,0,0,0,4,4,0,0,0,0,0,0,4.22168947666071,2.28177688175573
"Caaaa",NA,168,0,0,0,4,4,0,0,0,0,0,256,4.54381787959805,2.69434713905453
"Caaaaa","hyp7",219,0,0,0,4,0,63,0,2882,0,0,5402,5.24307821188294,2.45574248914657
"Caaaap","hyp7",219,0,0,0,4,0,96,0,943,0,0,4513,5.33961217158717,2.47086753228818
"Caaap",NA,168,0,0,1,4,4,49,0,0,0,0,83,4.37572615093522,3.17312788455569
"Caaapa","hyp7",216,0,1,0,4,0,157,0,0,0,0,1096,6.83794119144772,3.04599942646487
"Caaapp","hyp7",216,0,1,0,4,0,320,0,0,0,0,619,5.08671226438929,2.94218792626552
"Caap",NA,128,0,0,0,4,4,2,0,0,0,0,0,4.58494398174616,2.30076185726527
"Caapa",NA,176,0,0,0,4,4,536,0,0,0,0,0,6.17574881792361,2.80745375590607
"Caapaa","DVC",306,0,0,0,3,0,552,0,252,0,0,0,3.26268036783086,2.00872172195172
"Caapap","death",306,0,0,0,3,0,635,0,0,0,0,0,3.40544191428196,2.13289629335798
"Caapp",NA,176,0,0,0,4,4,213,0,0,0,0,0,4.52109122351373,2.54990900529961
"Caappd","hyp7",231,0,0,0,4,0,348,0,0,0,286,0,4.45489273593128,2.24774329349692
"Caappv","PVR",231,0,0,0,4,0,500,1,0,0,8,0,4.46574614869788,2.29268583474464
"Cap",NA,94,0,0,0,4,4,0,0,0,0,0,0,4.43740545479264,2.66705691289742
"Capa",NA,133,0,0,0,4,4,17,0,0,0,0,0,5.75820654347806,2.86375420661729
"Capaa",NA,189,0,0,0,4,4,341,0,0,0,0,0,3.51068896313599,1.90947504690152
"Capaaa",NA,247,0,1,0,4,4,341,0,0,0,0,0,3.62429122737056,2.32363642920471
"Capaaaa","mu_bod",327,0,0,0,2,0,341,0,0,0,0,0,1.52095337809097,0.909224481265632
"Capaaap","mu_bod",327,0,0,0,2,0,363,0,0,0,0,0,1.88984396739881,1.37565866524726
"Capaap",NA,247,0,0,0,4,4,529,0,0,0,0,0,4.05517240645699,2.21150832044213
"Capaapa","mu_bod",336,0,0,0,2,0,529,0,0,0,0,0,2.77157656388032,2.19056632195958
"Capaapp","mu_bod",336,0,1,0,2,0,529,0,0,0,0,0,4.10962301945654,3.53318210969131
"Capap",NA,189,0,0,1,4,4,442,0,0,0,0,0,4.344343582474,2.35495277467628
"Capapa",NA,248,0,0,0,4,4,442,0,0,0,0,0,4.02024324501974,2.15265616950342
"Capapaa","mu_bod",333,0,0,0,2,0,442,0,0,11,0,0,3.03456081468014,2.22829785569879
"Capapap","mu_bod",333,0,0,0,2,0,442,0,0,0,0,0,3.10253075541112,2.57367138876426
"Capapp",NA,248,0,0,0,4,4,442,0,0,0,0,0,2.78945996624247,1.59302352256435
"Capappa","mu_bod",343,0,0,0,2,0,442,0,0,0,0,0,2.17730598525079,1.74451809558984
"Capappp","mu_bod",343,0,0,0,2,0,627,0,0,0,0,0,1.60614594499325,1.33324724061355
"Capp",NA,133,0,0,0,4,4,48,0,0,0,0,0,5.64255269212993,3.05478007738295
"Cappa",NA,181,0,0,0,4,4,121,0,0,0,0,0,4.52856015689852,2.56798108361527
"Cappaa",NA,237,1,0,0,4,4,121,0,0,0,0,0,5.02159368875871,2.84895011035521
"Cappaaa","mu_bod",311,0,1,0,4,0,121,0,0,0,0,0,4.32688566950036,3.4992661202267
"Cappaap","mu_bod",311,0,2,0,4,0,148,0,0,0,0,0,6.55665379085715,5.51720098624126
"Cappap",NA,237,0,0,0,4,4,189,0,0,0,0,0,3.8384757623504,2.20877368016555
"Cappapa","mu_bod",320,0,1,0,3,0,193,0,0,0,0,0,3.34924291044902,2.8592361438764
"Cappapp","mu_bod",320,0,0,0,3,0,330,0,0,0,0,0,2.96824103878016,2.22841266855933
"Cappp",NA,181,0,0,0,4,4,275,0,0,0,0,0,4.47443875620333,2.8792420991733
"Capppa",NA,242,0,0,0,4,4,275,0,0,0,0,0,3.9932835146096,2.49710622601539
"Capppaa","mu_bod",323,0,1,0,2,0,275,0,0,0,0,0,4.01358980279831,3.22959746800143
"Capppap","mu_bod",323,0,0,0,2,0,275,0,0,0,0,0,3.75979241597971,3.13749894027317
