"Cell","Time","Defect_Count","ExpLevel","Expressing","Mean_Dev","Max_Dev","Mean_NN_score","Max_NN_score"
"ABalapaappa",291,0,23347,TRUE,2.47108760834505,3.79939608700948,0.92853669659745,1.01237488234098
"ABalapaappaa",400,0,23347,TRUE,NA,NA,NA,NA
"ABalapaappap",400,0,23347,TRUE,NA,NA,NA,NA
"ABalapaappp",291,0,30160,TRUE,2.44311307406536,3.62915525675246,0.920623735687845,0.982495966739158
"ABalapap",135,0,1572,FALSE,2.75883210902216,4.03449020084706,0.379121864009211,0.444255392694672
"ABalapapa",171,0,2560,TRUE,2.96117922323001,4.4160224320609,0.605607753060796,0.725876595993565
"ABalapapaa",226,0,3301,TRUE,2.86289761719594,5.06777436628403,0.971811738982311,1.02057335130715
"ABalapapaaa",NA,0,NA,NA,NA,NA,NA,NA
"ABalapapaap",NA,0,NA,NA,NA,NA,NA,NA
"ABalapapap",226,0,3034,TRUE,1.76872793767588,3.12586095824695,0.72175490978037,0.842762198240789
"ABalapapapa",291,0,16680,TRUE,2.81785131572823,3.94268201015178,1.03702963183239,1.25722671890044
"ABalapapapaa",400,0,16680,TRUE,NA,NA,NA,NA
"ABalapapapap",400,0,16680,TRUE,NA,NA,NA,NA
"ABalapapapp",291,0,10234,TRUE,2.94231555308783,4.65582177654128,1.02562106935724,1.14680916523228
"ABalapapp",171,0,2952,TRUE,2.67638249268922,4.18655170981039,0.562765900630418,0.671407996743465
"ABalapappa",218,0,2952,TRUE,1.78045396225022,2.90466663441108,0.686873082191273,0.835878370923848
"ABalapappaa",279,0,15639,TRUE,3.18847361721902,4.68345566940335,1.00650270699819,1.16517638138669
"ABalapappaaa",400,0,15639,TRUE,NA,NA,NA,NA
"ABalapappaap",400,0,15639,TRUE,NA,NA,NA,NA
"ABalapappap",279,0,11060,TRUE,2.65216291614271,4.15974622926863,0.918649780964313,1.00891417462127
"ABalapappp",218,0,2952,TRUE,2.44581248586737,4.02023779635517,0.704709112434722,0.767158479253732
"ABalapapppa",294,0,2952,TRUE,3.00794610641681,4.0401907097461,0.868410494925856,1.04001403789754
"ABalapapppp",294,0,2952,TRUE,3.13589975206217,4.40096115891506,0.823138118548673,0.958824744475041
"ABalapp",103,0,95,FALSE,2.0238142381307,3.21985186102804,0.277390177125326,0.319711106026449
"ABalappa",135,0,863,FALSE,3.15917663562228,5.64677097186351,0.478647374648313,0.53373265257601
"ABalappaa",178,0,932,FALSE,3.8225732905855,6.17057076502161,0.720252800273309,0.833868443145131
"ABalappaaa",239,1,5141,TRUE,3.912858904384,5.85503610903614,1.12240872744134,1.55819276969298
"ABalappaap",239,1,15871,TRUE,3.91754588415688,6.25691806678896,1.11356718400723,1.48035232004993
"ABalappaapa",339,0,15960,TRUE,3.05329381008215,3.6947937968745,0.955851686149439,1.07663045652366
"ABalappaapp",339,0,15871,TRUE,2.83048803494011,3.3318060688067,1.09122483801035,1.35264595180533
"ABalappap",178,0,1251,FALSE,4.29638598965828,5.81940645981564,0.610997448638209,0.752644794872608
"ABalappapa",227,0,7459,TRUE,3.17021227394838,5.27122346033847,0.953589952565311,1.29559480068647
"ABalappapaa",332,0,7459,TRUE,1.33756578245622,1.98999705432236,1.23515105534846,1.23515105534846
"ABalappapap",332,0,7459,TRUE,2.06929791071939,3.14573226605125,1.36279502823935,1.36279502823935
"ABalappapp",227,0,8599,TRUE,3.34137199727035,5.53619574230188,0.742110416625168,1.05853904300891
"ABalappappa",295,2,9314,TRUE,5.0602030410132,6.94877631770439,1.10787653489316,1.30128538857623
"ABalappappp",295,1,8599,TRUE,3.47291769344319,4.9272516205087,0.969871530688465,1.43230045333704
"ABalappp",135,0,669,FALSE,2.60589893695705,4.96283825898158,0.454155275735473,0.531833769632699
"ABalapppa",172,0,669,FALSE,3.05402093282856,4.51369058266788,0.616183235941868,0.70295435210774
"ABalapppaa",219,0,669,FALSE,2.67188556011009,4.68969599348967,0.724170001378403,0.83475933481147
"ABalapppaaa",295,0,3359,TRUE,3.14119354669059,4.72260924807885,1.18623792682444,1.36024668067997
"ABalapppaap",295,0,1152,FALSE,3.20995816574584,4.75386637829158,1.05887985662842,1.28096912063874
"ABalapppap",219,0,831,FALSE,3.14981051389608,4.68040275124414,0.792122070715849,0.972320080837449
"ABalapppapa",284,0,14993,TRUE,2.61148580426914,3.79691462871412,1.01372776849284,1.34037684215871
"ABalapppapaa",400,0,14993,TRUE,NA,NA,NA,NA
"ABalapppapap",400,0,14993,TRUE,NA,NA,NA,NA
"ABalapppapp",284,0,8104,TRUE,2.97833308834746,4.19165614454115,1.01169212543626,1.3701529998243
"ABalapppp",172,1,772,FALSE,3.67141539000988,5.52764459481761,0.644234737772082,0.801249115611746
"ABalappppa",219,0,772,FALSE,2.52544157621199,3.80883344268726,0.629904228929282,0.751938925740848
"ABalappppaa",278,0,15441,TRUE,3.52340308672185,5.10537775912601,0.990907154244435,1.14727552233606
"ABalappppaaa",400,0,15441,TRUE,NA,NA,NA,NA
"ABalappppaap",400,0,15441,TRUE,NA,NA,NA,NA
"ABalappppap",278,0,8908,TRUE,2.63399673182284,4.10065128785738,0.947758049781778,1.25951110321428
"ABalappppp",219,0,772,FALSE,2.37200055646582,3.97872272712261,0.58795210175519,0.645225671307632
"ABalapppppa",291,0,1157,FALSE,2.64489216695016,3.67367740922727,0.905124485076488,1.20066886784906
"ABalapppppp",291,0,772,FALSE,2.74023018848665,4.33998548494468,0.874063806438547,1.09437406914475
"ABalp",56,0,51,FALSE,2.28335183214145,3.67751466474204,0.119424210865304,0.149292899168182
"ABalpa",75,0,80,FALSE,2.04223523894826,3.66500282742736,0.180681999043251,0.192313737027292
"ABalpaa",102,0,80,FALSE,2.03633123014425,3.44660557957487,0.219488509826159,0.237030607762793
"ABalpaaa",134,0,581,FALSE,3.69243427874471,6.05402933673251,0.402025742919644,0.503858956176066
"ABalpaaaa",177,2,4787,TRUE,7.17854087874648,10.1692533869895,0.887061729683929,1.12600648623962
"ABalpaaaaa",232,1,6949,TRUE,4.44749014060429,5.96036545942857,0.920438233079043,1.14589488486103
"ABalpaaaaaa",307,1,6949,TRUE,3.84321504340175,5.61636727347178,1.08842171112985,1.15798238965358
"ABalpaaaaap",307,1,6949,TRUE,4.38331139783421,5.60987791022167,1.08006300837215,1.22361538812824
"ABalpaaaap",232,2,4948,TRUE,5.82904968900303,7.92514230003765,1.13657117272095,1.51624115994699
"ABalpaaaapa",318,1,4948,TRUE,4.07024497645463,5.27687679409745,1.26439034531947,1.57009422822791
"ABalpaaaapp",318,1,5424,TRUE,4.5137163217078,5.93508074752311,1.2606068834562,1.60224182797818
"ABalpaaap",177,1,3126,TRUE,6.82969115649566,9.07466416523325,0.93610534127534,1.15784181159219
"ABalpaaapa",230,2,3126,TRUE,5.29807918270766,6.99282476818243,1.07230895510826,1.35902647295435
"ABalpaaapaa",315,1,3126,TRUE,4.0280253764912,5.24074809082457,1.1738987018505,1.29587054065374
"ABalpaaapap",315,1,3126,TRUE,4.26091275115284,5.74355094328521,1.01786834616908,1.13539305351915
"ABalpaaapp",230,2,3126,TRUE,4.80463789088431,6.98701228731169,1.02050188635336,1.30585503952978
"ABalpaaappa",313,2,6050,TRUE,5.62900906312966,7.10877864194055,1.27219844091243,1.56670554129508
"ABalpaaappp",313,2,3126,TRUE,6.56652339639439,7.54577982337566,1.43529738763997,1.68921514457716
"ABalpaap",134,0,398,FALSE,2.53726081737705,3.78590046801971,0.387032359329598,0.407146583878569
"ABalpaapa",170,0,2603,TRUE,2.62121735524401,4.31724952876296,0.565705133219643,0.60395053668837
"ABalpaapaa",212,0,2603,TRUE,2.34571032383211,4.70973299788053,0.692024139510555,0.840613552847962
"ABalpaapaaa",284,1,2603,TRUE,3.28242109676604,4.96856605892702,0.964611747157412,1.18566772535173
"ABalpaapaap",284,1,2603,TRUE,3.49402855402109,6.19859056719764,0.90311353631144,1.10802263475792
"ABalpaapap",212,0,2603,TRUE,2.53332337821451,3.75474631552731,0.753628730280966,0.857141870399922
"ABalpaapapa",263,0,2603,TRUE,2.4415687012165,4.80712966907525,0.794488328327733,0.880262635941278
"ABalpaapapp",263,0,2603,TRUE,2.77521502850879,4.80129009386143,0.809717519065106,0.935962808703664
"ABalpaapp",170,0,1941,FALSE,2.95477753898486,5.07560848115441,0.597413157904898,0.673783611457606
"ABalpaappa",222,0,1941,FALSE,3.19962472776591,5.20275231519604,0.88795466754008,1.02675629943279
"ABalpaappaa",309,0,1941,FALSE,3.22054066833466,4.29379163888387,1.09926168501821,1.23748106565427
"ABalpaappap",309,0,1941,FALSE,3.07127309646239,4.23528593430582,1.07205285657808,1.24823725560672
"ABalpaappp",222,0,1941,FALSE,2.17344996171983,3.73588456284133,0.783334821637521,0.876492304105347
"ABalpaapppa",297,0,1941,FALSE,3.92182726656763,5.425153120606,1.21378632134611,1.34566801814639
"ABalpaapppp",297,0,1941,FALSE,2.70766848784353,4.49086056149006,1.07281754159577,1.31171661407136
"ABalpap",102,0,80,FALSE,2.30277359448282,3.53127078564795,0.249159225390063,0.281468465550275
"ABalpapa",133,0,200,FALSE,3.1550432417629,5.02123541712449,0.365566307103363,0.414801270824706
"ABalpapaa",172,0,1334,FALSE,4.452257708717,6.63196295108798,0.591802924591991,0.664300544024353
"ABalpapaaa",223,0,4101,TRUE,2.40583881530353,4.0952016012278,0.728714525164362,0.945736461955217
"ABalpapaaaa",291,0,4101,TRUE,2.24946468585408,4.24838529306509,0.998242070571422,1.34212326179246
"ABalpapaaap",291,0,4101,TRUE,2.42925054082263,3.54135645736666,1.01353619529005,1.39101931897591
"ABalpapaap",223,0,3505,TRUE,3.12306170638185,4.92533783889244,0.805699398794506,0.913741082657523
"ABalpapaapa",310,2,3505,TRUE,4.34190125086524,5.31146261378207,1.18489064006004,1.53352212684664
"ABalpapaapp",310,1,3505,TRUE,3.52350213186952,5.83054723583493,1.17012701923305,1.52215571197468
"ABalpapap",172,0,1483,FALSE,3.54933217842943,5.30187533744069,0.612003188763777,0.709768336129686
"ABalpapapa",222,0,3149,TRUE,2.26346380978088,3.69030831144606,0.638375076770309,0.73621071460191
"ABalpapapaa",290,0,3149,TRUE,2.89472690354448,4.84307783256728,1.04218661144303,1.36601439876209
"ABalpapapap",290,0,3149,TRUE,3.01900428044312,5.48303899590336,0.948238825683561,1.13966325107844
"ABalpapapapa",400,0,3149,TRUE,NA,NA,NA,NA
"ABalpapapapp",400,0,3149,TRUE,NA,NA,NA,NA
"ABalpapapp",222,0,2121,TRUE,2.83067539054681,4.6096904295899,0.618374208073551,0.644052523210451
"ABalpapappa",302,3,2121,TRUE,5.23619233269793,8.02568670449457,1.15422402577588,1.41889553792872
"ABalpapappp",302,3,2121,TRUE,4.83083063972887,6.02989705031522,1.09641550125175,1.30087886405064
"ABalpapp",133,0,95,FALSE,2.7473905466853,4.65788643720888,0.368236906451637,0.421548870655149
"ABalpappa",168,0,525,FALSE,3.94236096078087,5.5945777288389,0.597446555151464,0.712331967059989
"ABalpappaa",213,0,5462,TRUE,2.50578254703573,5.22084668731487,0.760591283818582,0.894365941803661
"ABalpappaaa",292,1,9142,TRUE,3.77046175702655,6.13340960690881,0.974325454082636,1.15999127702097
"ABalpappaap",292,0,19422,TRUE,3.16074346784779,5.62866895710231,0.981510401280829,1.07798126366826
"ABalpappaapa",400,0,19422,TRUE,NA,NA,NA,NA
"ABalpappaapp",400,0,19422,TRUE,NA,NA,NA,NA
"ABalpappap",213,0,2849,TRUE,2.66087615977234,4.66443862509535,0.669923380647891,0.821174041610843
"ABalpappapa",273,0,2849,TRUE,2.43255349436489,4.75857100317162,0.981635333150435,1.20859339707361
"ABalpappapp",273,1,2887,TRUE,3.46078809467847,6.8528402286018,0.906706385388827,1.16988275454593
"ABalpappp",168,0,546,FALSE,2.90338799143161,4.34916548146926,0.580317393470695,0.668058436590987
"ABalpapppa",213,0,1057,FALSE,2.21124212028295,3.46777390254333,0.813386828214171,0.857032170631998
"ABalpapppaa",324,0,9844,TRUE,2.81541420335208,3.79638606939783,0.999339010669744,1.09666970820711
"ABalpapppap",324,0,3130,TRUE,3.94455121096448,5.2356976491393,1.01741586896062,1.0229476762882
"ABalpapppp",213,0,546,FALSE,2.2140832169853,3.98896055783453,0.637264326032972,0.706323604272326
"ABalpappppa",265,0,885,FALSE,2.24362124622894,5.08621165201738,0.838435913657908,0.985778191127087
"ABalpappppp",265,0,710,FALSE,2.67934914507766,5.59027830005616,0.832680432929161,1.10624059257853
"ABalpp",75,0,51,FALSE,2.88523816741352,4.22528732355079,0.177295135511259,0.192841793256062
"ABalppa",103,0,61,FALSE,2.52594848615907,4.27710317569045,0.236834941614891,0.290717648349908
"ABalppaa",135,0,257,FALSE,3.17803457982471,5.39090440472906,0.384841665638625,0.419824611799839
"ABalppaaa",179,0,4872,TRUE,2.82499053805183,5.64551895054303,0.674959409584539,0.719909657868103
"ABalppaaaa",234,0,4872,TRUE,3.25557704240807,6.24716347500276,1.00996097576242,1.13239273790608
"ABalppaaap",234,0,7966,TRUE,3.2240726088234,5.30333164407771,0.973521868662932,1.15571839414796
"ABalppaaapa",311,0,7966,TRUE,2.16703401356157,3.5968986646094,1.10418717135399,1.28410572256073
"ABalppaaapp",311,1,7966,TRUE,4.05893990462963,5.99588626174858,1.11268289806855,1.2863549253979
"ABalppaap",179,0,4455,TRUE,3.30072786862449,5.12917879641589,0.589341890677635,0.636009454292357
"ABalppaapa",231,0,9559,TRUE,3.80984763232376,6.97056726022461,0.968257282264303,1.1348645833116
"ABalppaapp",231,1,8965,TRUE,3.89595044439461,5.98421757270512,0.845436156348854,1.22261589359379
"ABalppaappa",308,1,19743,TRUE,4.28009334563731,5.67965856939128,1.04638582317817,1.14661988042387
"ABalppaappp",308,0,8965,TRUE,4.24696975712714,6.12416479918281,0.995152274879151,1.05586462677255
"ABalppap",135,0,80,FALSE,3.64697905796583,5.60480584069594,0.419605149045483,0.5292840743671
"ABalppapa",172,0,2125,TRUE,2.95532084324575,4.57934319747647,0.594744416509822,0.75917110549701
"ABalppapaa",220,0,9216,TRUE,2.36741397534518,3.93055332865906,0.746189604174776,0.808474389980196
"ABalppapaaa",305,0,19177,TRUE,3.19804141904431,5.57012561450644,1.08099700519213,1.34706703824479
"ABalppapaap",305,0,9394,TRUE,3.1002655225648,4.58734327198872,1.01519246567853,1.11420182626223
"ABalppapap",220,0,5689,TRUE,2.73311309402355,4.17617786527989,0.723119540619068,0.818836133182663
"ABalppapapa",299,0,5689,TRUE,3.60144358679646,5.13414273649271,1.14041266731274,1.29115481463746
"ABalppapapp",299,0,5689,TRUE,3.17037478801757,5.83738660922699,1.02021991158946,1.24828884305919
"ABalppapp",172,0,2176,TRUE,2.79990048874417,4.41792551927665,0.528178671689139,0.579812146494209
"ABalppappa",218,0,16059,TRUE,2.29049520468154,4.1420171585774,0.67950068480077,0.73565838353571
"ABalppappaa",296,0,17660,TRUE,2.36113700066252,3.37202953794369,1.01254911011166,1.07928883688941
"ABalppappap",296,0,16059,TRUE,2.79377252649839,3.97984742580458,0.985228669677858,1.12660430000371
"ABalppappp",218,0,17979,TRUE,2.39929051178466,4.3947024696329,0.645961210832641,0.708650156152769
"ABalppapppa",286,0,29374,TRUE,3.42316169586197,5.16524634947277,1.04285419877065,1.31215256835074
"ABalppapppaa",400,0,29374,TRUE,NA,NA,NA,NA
"ABalppapppap",400,0,29374,TRUE,NA,NA,NA,NA
"ABalppapppp",286,0,35932,TRUE,3.0709611644389,4.84532426560034,0.862334581448489,0.964371145573357
"ABalppp",103,0,51,FALSE,2.95769795260258,3.79273753019564,0.24974841785152,0.310377887273101
"ABalpppa",134,0,51,FALSE,2.94364076628452,4.99146080747293,0.436756606959045,0.469582913144237
"ABalpppaa",173,0,1562,FALSE,2.59688595036243,4.04109682645798,0.626723605732399,0.654884454093414
"ABalpppaaa",227,0,14925,TRUE,2.74457424246042,4.31514732192323,0.915968247752955,1.01742205712764
"ABalpppaaaa",313,0,14925,TRUE,3.15000767317897,4.49047173508629,0.970102218085428,1.34182374142201
"ABalpppaaap",313,1,14925,TRUE,3.10548392431351,4.77162723498625,0.973783406961481,1.25794856832165
"ABalpppaap",227,0,20027,TRUE,2.45845159267698,4.55909629620058,0.735513085165943,0.790503630090844
"ABalpppaapd",318,0,38168,TRUE,2.93871409323451,3.96126874834278,0.854396450187815,1.01846173746616
"ABalpppaapv",318,0,42828,TRUE,2.66820910517666,4.06278548011181,0.879002005138086,0.989288438344993
"ABalpppap",173,0,1387,FALSE,2.30074449907965,3.47647564854584,0.584405750994595,0.64319415680155
"ABalpppapa",220,0,4301,TRUE,1.62836822431787,2.72324731717383,0.687324682682626,0.798381334291567
"ABalpppapad",298,0,6211,TRUE,2.61033333040256,3.66493781637556,0.723270913498423,0.838806829204514
"ABalpppapav",298,0,18075,TRUE,2.93367219220514,4.1611603607211,0.934171669882641,1.04837535579749
"ABalpppapp",220,0,4483,TRUE,1.55951593949332,2.74670920325418,0.624743421206188,0.687573244785036
"ABalpppappa",287,0,4483,TRUE,2.32618278115442,3.93273562474493,0.797808672075374,0.976258451692901
"ABalpppappp",287,0,4483,TRUE,2.08934532725246,3.55485103372587,0.665183085800278,0.714474125439334
"ABalpppapppa",400,0,4483,TRUE,NA,NA,NA,NA
"ABalpppapppp",400,0,4483,TRUE,NA,NA,NA,NA
"ABalpppp",134,0,78,FALSE,2.37542912928047,4.13200141689885,0.403848279916968,0.437322654584327
"ABalppppa",169,0,226,FALSE,3.1608295497195,4.66172287988668,0.594487028161658,0.695095161195052
"ABalppppaa",218,0,2528,TRUE,1.7388812260348,3.23074828042657,0.698162725430468,0.769260151218328
"ABalppppaad",297,0,4754,TRUE,2.68269170082879,3.94263271675388,0.918922383852616,1.08970546062543
"ABalppppaav",297,0,4701,TRUE,2.60547044031773,4.71892653336189,0.917965585988251,1.02170871800669
"ABalppppap",218,0,6110,TRUE,2.05234504298035,3.94282396138102,0.612957904307359,0.654102146788097
"ABalppppapa",290,1,36619,TRUE,3.83119174244691,5.41923816665297,1.0318706144005,1.18635365843356
"ABalppppapaa",400,0,36619,TRUE,NA,NA,NA,NA
"ABalppppapap",400,0,36619,TRUE,NA,NA,NA,NA
"ABalppppapp",290,2,7474,TRUE,4.97406970797077,7.24837454977725,1.10147084998112,1.34646034754414
"ABalppppp",169,0,96,FALSE,3.0405157946665,4.4318949301364,0.567263195700797,0.659808937971643
"ABalpppppa",211,0,239,FALSE,2.15339304316836,3.78299977755205,0.595135928171495,0.621593685926908
"ABalpppppaa",286,0,466,FALSE,2.13847825041027,3.55392938201069,0.757275056398376,0.946657359544965
"ABalpppppap",286,0,532,FALSE,1.86197325633841,3.33095040414171,0.714537162257212,0.830760491555106
"ABalpppppp",211,0,142,FALSE,2.52290865308978,4.70490201668324,0.533206922261843,0.614113476702355
"ABalppppppa",264,0,142,FALSE,1.78557737523402,3.55121254727205,0.701597000709199,0.826164401034454
