"Cell","Time","Defect_Count","ExpLevel","Expressing","Mean_Dev","Max_Dev","Mean_NN_score","Max_NN_score"
"ABalppppppaa",348,0,190,FALSE,3.20160011035356,3.88297008620926,0.790693875835756,0.867533908549739
"ABalppppppap",348,0,142,FALSE,3.15669042275917,3.64368873382278,0.816812594738225,0.980038211942179
"ABalppppppp",264,0,142,FALSE,2.22403455619978,5.0221094083642,0.66588239274264,0.970555020220651
"ABalpppppppa",338,0,321,FALSE,3.57722873464621,4.80602140074076,0.633656289144783,0.633656289144783
"ABalpppppppp",338,0,1100,FALSE,4.79779436326666,5.24900338184858,0.635232374103313,0.635232374103313
"ABar",43,0,51,FALSE,3.77784256331218,5.89724371357272,0.208234435239199,0.282157492666038
"ABara",56,0,52,FALSE,2.85239656883616,4.24781243875956,0.124649089631217,0.140386908441716
"ABaraa",75,0,64,FALSE,2.91772692726719,3.75901244394546,0.167815946506966,0.214455418766806
"ABaraaa",102,0,105,FALSE,1.99819824070351,3.2301960334209,0.200388257431446,0.231344076276818
"ABaraaaa",135,0,113,FALSE,3.47091580155768,5.86595135488943,0.417487025258749,0.563894301081135
"ABaraaaaa",179,0,330,FALSE,3.353711544452,5.6894163927703,0.636879625448659,0.737161843351189
"ABaraaaaaa",232,1,330,FALSE,4.25398386936739,6.90388108273324,0.930328598705505,1.23824301715838
"ABaraaaaaaa",315,0,896,FALSE,3.98185950397671,4.76922605748606,1.09382707329265,1.38896776610121
"ABaraaaaaap",315,2,430,FALSE,5.44569024628134,7.0022101452542,1.1655213193641,1.419701606569
"ABaraaaaap",232,1,330,FALSE,4.09107121078411,6.21040347617109,0.982494862765557,1.08595233139094
"ABaraaaaapa",314,0,1156,FALSE,3.31433826432598,5.02553530989433,1.07580212969799,1.13208146057575
"ABaraaaaapp",314,0,1952,FALSE,4.64466863136706,6.38812037987229,0.960251263494203,1.19769619791961
"ABaraaaap",179,0,399,FALSE,3.75008063634124,6.2351206872135,0.69750530684317,0.885692774094075
"ABaraaaapa",238,0,399,FALSE,3.01081323782795,5.09217235516831,1.0698244622504,1.3516034877557
"ABaraaaapaa",330,1,399,FALSE,3.6020126690193,4.60463598709926,1.19841037235854,1.33838186904491
"ABaraaaapap",330,0,721,FALSE,3.55523610576121,4.55070396472649,0.966231678361597,1.03323047138465
"ABaraaaapp",238,3,598,FALSE,7.07173057963265,10.1878795848933,1.34130267696085,1.76562623791895
"ABaraaap",135,0,130,FALSE,2.90666500724416,4.8784213246116,0.393344318236277,0.454316468709735
"ABaraaapa",171,0,497,FALSE,3.48403798227699,5.87455371610261,0.56120751706884,0.65583921668764
"ABaraaapaa",214,0,497,FALSE,2.84621464920229,4.35891050027947,0.735073476582056,0.854727600511015
"ABaraaapaaa",291,1,618,FALSE,3.74969382140427,5.19127183056574,0.999484627939386,1.07812543542799
"ABaraaapaap",291,2,497,FALSE,4.08249949081542,5.997836085196,0.992293041564833,1.1541475789508
"ABaraaapap",214,1,497,FALSE,3.73764206318839,5.66848211225691,0.713191761461348,0.88994057785902
"ABaraaapapa",274,1,497,FALSE,4.44542531122033,6.69405122980973,0.89341482537362,1.06402820093812
"ABaraaapapp",274,1,584,FALSE,3.54183321267921,6.32943654405368,0.871447998331591,1.09564056812937
"ABaraaapp",171,0,566,FALSE,2.9585376527441,5.23007160327163,0.554211181748604,0.644777034959986
"ABaraaappa",225,0,566,FALSE,3.27896600390478,4.75681487201622,0.908442111697134,1.06268117440636
"ABaraaappaa",314,0,566,FALSE,4.10609732492059,5.83514779494704,1.23466618023521,1.39414442306577
"ABaraaappap",314,0,2000,FALSE,3.13581326909081,4.59361337069751,1.18744910292747,1.2565332219313
"ABaraaappp",225,0,566,FALSE,2.8753878461519,4.17517000725041,0.885388491652782,1.0534169819329
"ABaraaapppa",302,2,613,FALSE,5.12899196216455,6.31309820671714,1.32084781085287,1.51613999093967
"ABaraaapppp",302,0,858,FALSE,3.85402902479911,5.65465400143631,1.14877493463867,1.20869379947858
"ABaraap",102,0,64,FALSE,1.76055302984147,2.75499713098302,0.220152451754062,0.259165115174269
"ABaraapa",134,0,322,FALSE,3.51566209341672,5.61503322745634,0.44654128755731,0.596402154347664
"ABaraapaa",173,0,322,FALSE,3.50244477193667,5.35416680294683,0.603873120516306,0.749272251087581
"ABaraapaaa",222,0,322,FALSE,2.97913650520799,4.96234757016858,0.842949687291204,1.0971039991606
"ABaraapaaaa",303,0,322,FALSE,2.82336010307606,4.36368354205501,0.966598331970342,1.18801599515334
"ABaraapaaap",303,0,395,FALSE,3.73887089696069,5.5651065735808,1.07772715471109,1.46293180278613
"ABaraapaap",222,0,342,FALSE,2.87942387641019,4.2253233544015,0.69625783020373,0.747393987934195
"ABaraapaapa",288,0,677,FALSE,3.09013476005524,5.01267399281677,0.896212785071068,1.09512485947468
"ABaraapaapp",288,0,342,FALSE,3.07069957456072,4.66979088196202,0.855123007455898,1.01510197910154
"ABaraapap",173,0,364,FALSE,3.10814437198273,5.35294715436947,0.603143111787942,0.708430043975001
"ABaraapapa",219,0,364,FALSE,2.33483334905736,3.76836576780244,0.667051473502388,0.715632539149105
"ABaraapapaa",274,0,551,FALSE,2.6929597742302,4.25475465601818,0.818767923569783,0.962559350457382
"ABaraapapaad",400,0,551,FALSE,NA,NA,NA,NA
"ABaraapapaav",400,0,551,FALSE,NA,NA,NA,NA
"ABaraapapap",274,0,402,FALSE,2.71703167387126,4.05280912903875,0.764817738378057,0.906246896629829
"ABaraapapp",219,0,629,FALSE,2.72399075360154,3.96171200811901,0.78789283003052,1.01369866526581
"ABaraapappa",313,0,629,FALSE,2.64096121086222,3.40730805378938,0.912157962607761,1.08659256934909
"ABaraapappp",313,0,629,FALSE,3.08136706648381,4.07953967223501,0.887242841967936,0.99603974974465
"ABaraapp",134,0,105,FALSE,1.9361577662874,3.71825159505803,0.374544110701685,0.448507015880834
"ABaraappa",171,0,392,FALSE,1.88928788484746,2.90595726473321,0.53797920132367,0.579040241681197
"ABaraappaa",219,0,392,FALSE,2.5810132391368,4.32665671149747,0.795947176204271,0.947550050490913
"ABaraappaaa",302,0,606,FALSE,2.60917385058983,4.44487858817663,1.07240295268478,1.25857789480564
"ABaraappaap",302,0,1210,FALSE,3.29754532101494,4.62625215013423,1.02831205317237,1.18871477778336
"ABaraappap",219,0,392,FALSE,1.60320855717865,2.90336215163645,0.612544839271586,0.664534210647057
"ABaraappapa",283,0,392,FALSE,2.26958199722411,4.44286356205138,0.921570790962614,1.07333762224167
"ABaraappapp",283,0,392,FALSE,3.00952532193718,4.89452524909665,0.843218938342547,0.982699312369749
"ABaraappp",171,0,335,FALSE,2.09324493599677,3.25145475800514,0.539247556118618,0.692995992104128
"ABaraapppa",218,0,369,FALSE,1.42503114830411,2.76065998634898,0.59426196558011,0.654298929509056
"ABaraapppaa",274,0,386,FALSE,2.52034329862853,4.16801494348598,0.80526072572689,0.885395335405556
"ABaraapppaad",400,0,386,FALSE,NA,NA,NA,NA
"ABaraapppaav",400,0,386,FALSE,NA,NA,NA,NA
"ABaraapppap",274,0,369,FALSE,2.44275451198854,4.37553271353902,0.692511120154988,0.789031775579729
"ABaraapppp",218,0,508,FALSE,1.7484678596034,3.17299245431367,0.654186234128648,0.755449044182895
"ABaraappppa",311,0,916,FALSE,1.96003948288249,4.02811481281133,0.772222432840712,0.870256358298939
"ABaraappppp",311,0,508,FALSE,1.98063991555633,3.15601786758151,0.745957466254754,0.800563576271987
"ABarap",75,0,164,FALSE,3.18130753397653,4.16345647632748,0.196374874471982,0.228724928563069
"ABarapa",102,0,164,FALSE,2.24845444529568,3.648146029413,0.226939232293045,0.256663456588037
"ABarapaa",134,0,362,FALSE,3.42924248410152,4.94300767965809,0.394189741029089,0.453367461519354
"ABarapaaa",174,0,1645,FALSE,3.54964921719897,5.64027376916863,0.5927616432136,0.70469278087439
"ABarapaaaa",228,0,5229,TRUE,2.59164642779967,4.51788391076626,0.837936872244175,0.914782078026055
"ABarapaaaaa",306,0,11582,TRUE,2.76358309389691,4.56731259727658,0.980134260044784,1.14177145725733
"ABarapaaaap",306,1,6974,TRUE,4.69239891689901,7.1387440252667,1.17346802136428,1.27398045651819
"ABarapaaap",228,0,2403,TRUE,2.84440556775595,5.57232461693175,0.841009800205906,0.881838842098319
"ABarapaaapa",316,0,2403,TRUE,2.86997156677141,5.21942042689109,1.056508148613,1.19482430699566
"ABarapaaapp",316,0,3610,TRUE,3.0566464481087,5.13162619140937,1.01225007780627,1.24003562733845
"ABarapaap",174,0,1236,FALSE,2.70775108200719,4.05310615007789,0.562361484769661,0.723986455651114
"ABarapaapa",219,0,2763,TRUE,2.75020792188895,4.75883173740753,0.865404656153167,0.984697955592005
"ABarapaapaa",315,2,2763,TRUE,4.36533977365227,6.0732457507963,1.16011738185859,1.22335756776011
"ABarapaapap",315,2,2763,TRUE,5.0657527505238,6.69701374732524,1.24914678495653,1.39869794411639
"ABarapaapp",219,0,3987,TRUE,2.32499175750534,3.76951003684405,0.677447682303641,0.877563803513686
"ABarapaappa",278,0,3987,TRUE,3.23532245514472,5.42990700103037,0.814625910566737,0.875752845699963
"ABarapaappp",278,0,3987,TRUE,3.41864495688351,4.83556212278753,0.806703069051648,0.910308978724632
"ABarapap",134,0,194,FALSE,2.32410627053773,3.56055351569443,0.388802923969565,0.400005427811396
"ABarapapa",170,0,436,FALSE,2.63997984545026,4.54669562395752,0.571694260799622,0.722399093719358
"ABarapapaa",217,0,3284,TRUE,2.33664634463183,4.47175487639416,0.720522619726396,0.911691675218008
"ABarapapaaa",294,0,7387,TRUE,3.21921963028879,5.42104128120611,0.947170358793482,1.13363393750344
"ABarapapaap",294,0,13148,TRUE,3.12091468964237,4.75939490147134,0.903489624161422,0.976674002129161
"ABarapapaapa",400,0,13148,TRUE,NA,NA,NA,NA
"ABarapapaapp",400,0,13148,TRUE,NA,NA,NA,NA
"ABarapapap",217,0,2004,TRUE,2.63985160921481,4.31095202769772,0.673030649398733,0.815431951604823
"ABarapapapa",284,0,2613,TRUE,2.17532318473617,4.99439884733657,0.890254190926766,1.09739031863827
"ABarapapapp",284,0,2004,TRUE,2.49729942910647,5.97029273794382,0.865285931265584,1.12431819136531
"ABarapapp",170,0,396,FALSE,2.38468981272943,3.97630344999847,0.552044166588548,0.863558259930746
"ABarapappa",212,0,1640,FALSE,2.3522243483047,4.59984399870712,0.687996322308308,0.823045362039763
"ABarapappaa",328,0,4165,TRUE,3.83231499822918,5.30022494483683,1.06017734079692,1.24727432815545
"ABarapappap",328,0,3222,TRUE,3.68826670896409,5.02065998359387,1.00291452820205,1.10050545556523
"ABarapappp",212,0,626,FALSE,2.87462273674318,4.6057829510559,0.683685924535397,1.00489192105221
"ABarapapppa",266,0,1105,FALSE,2.22025455524219,6.01501746448836,0.815818195551755,0.941542186426453
"ABarapapppp",266,0,626,FALSE,2.39042941714824,5.04652376562516,0.797341721808846,1.03157559808723
"ABarapp",102,0,164,FALSE,1.99789227927044,3.4472530030165,0.251930133449078,0.331398132018188
"ABarappa",134,0,164,FALSE,2.13080765320738,3.41279631285405,0.383607320256479,0.441501664654596
"ABarappaa",174,0,754,FALSE,2.37845412457508,3.75347509489623,0.577978887977081,0.668564173073243
"ABarappaaa",228,0,2494,TRUE,1.95363691615389,4.0733295355083,0.741659359723682,0.811403691130846
"ABarappaaaa",309,0,2494,TRUE,2.98656353295998,4.78251027210479,1.10605207781527,1.18337255999901
"ABarappaaap",309,0,3068,TRUE,3.25036269821112,4.78000586126501,1.17071930997115,1.31090588656594
"ABarappaap",228,0,1650,FALSE,2.31594462204968,3.82390054194259,0.691135017774067,0.755236653767357
"ABarappaapa",315,1,5873,TRUE,3.46700565396278,4.87765692991069,1.17469161854922,1.51559449835202
"ABarappaapp",315,0,1650,FALSE,3.12618090994913,5.01326785465974,1.05484753452801,1.29083444669351
"ABarappap",174,0,1343,FALSE,2.30961895727388,3.6605491420946,0.536739414882068,0.706032373618163
"ABarappapa",223,0,3561,TRUE,2.19245986590897,3.64949275919428,0.635104105703886,0.777237543262495
"ABarappapaa",295,0,3561,TRUE,3.99374377032031,7.05296182077952,0.987036989837442,1.16269940483725
"ABarappapap",295,1,3561,TRUE,3.75177796783329,7.32127703363698,0.883899782326237,0.968011703702419
"ABarappapapa",400,0,3561,TRUE,NA,NA,NA,NA
"ABarappapapp",400,0,3561,TRUE,NA,NA,NA,NA
"ABarappapp",223,0,2948,TRUE,2.25323377444482,4.48049592355114,0.594136744064791,0.711104356611279
"ABarappappa",301,1,2948,TRUE,3.44483577931781,5.71120955812308,0.885225449994601,1.08432744331438
"ABarappappp",301,1,2948,TRUE,4.09359484522217,6.52163757802431,1.01908185046136,1.24266771852869
"ABarappp",134,0,164,FALSE,2.93276890207344,4.60538159027733,0.405266087903614,0.427666162592743
"ABarapppa",171,0,879,FALSE,3.32062753098632,5.53947934799711,0.593990724613212,0.713419716511336
"ABarapppaa",221,0,4481,TRUE,2.79687104549541,4.16726536840581,0.933344731995469,1.19365026924208
"ABarapppaaa",304,1,10167,TRUE,4.13505652427146,5.9181448945722,1.22649484819446,1.63734679258389
"ABarapppaap",304,0,6743,TRUE,4.28936595991671,6.65798983831431,1.17296066246264,1.42921115881927
"ABarapppap",221,0,3242,TRUE,2.9753599870752,4.6331385870179,0.841334768771001,0.991564398060102
"ABarapppapa",300,0,3242,TRUE,4.08222210365707,6.07674446774194,1.15647285462978,1.26314004228847
"ABarapppapp",300,1,3242,TRUE,3.6559801325629,6.40836679569562,1.06365940199594,1.17611852722557
"ABarapppp",171,0,1809,FALSE,2.94300362730934,4.55684305172795,0.501735369886475,0.615690735026155
"ABarappppa",219,0,9942,TRUE,2.16975354776263,3.66603377351306,0.732181609823811,0.915037213223119
"ABarappppaa",296,0,14682,TRUE,3.65807060015639,4.65159333658434,1.25314139628062,1.59160071372935
"ABarappppap",296,0,10528,TRUE,3.40040850871116,4.83484740969564,1.09304843922359,1.30144002566483
"ABarappppp",219,0,11162,TRUE,1.98646702320561,3.25467292418254,0.648159585982131,0.83447061326636
"ABarapppppa",287,0,35347,TRUE,3.39835411336423,5.12294786731791,1.06430868994293,1.20943237817197
"ABarapppppaa",400,0,35347,TRUE,NA,NA,NA,NA
"ABarapppppap",400,0,35347,TRUE,NA,NA,NA,NA
"ABarapppppp",287,0,23388,TRUE,3.55074846348287,6.90985608674223,0.98042675483193,1.13259592574139
"ABarp",56,0,51,FALSE,2.6366965353201,4.32211195895691,0.114494517571497,0.149354456916412
"ABarpa",75,0,51,FALSE,2.42136426847764,3.4507549731351,0.195500448711621,0.233392829924079
"ABarpaa",103,0,51,FALSE,2.08102774059731,3.45334619522809,0.202715994976336,0.255589860636167
"ABarpaaa",132,0,904,FALSE,3.16551980825601,5.95302755754003,0.386097134414067,0.426430074093984
"ABarpaaaa",180,0,2408,TRUE,3.00743389166189,5.82487790557089,0.609587547068106,0.715221150444131
"ABarpaaaaa",232,0,3006,TRUE,2.50622041544129,4.81942153334522,0.803224933758042,0.947121181062929
"ABarpaaaaal",327,0,3006,TRUE,4.14750900295353,6.59147000774408,0.87676468888569,1.02743938602776
"ABarpaaaaar",327,0,3006,TRUE,3.73418283629393,5.74498224523544,0.997477989113652,1.18479460927247
"ABarpaaaap",232,0,3207,TRUE,2.31769153539306,4.37065657231409,0.755250409526881,0.868218668662449
"ABarpaaaapa",324,0,3207,TRUE,3.45616658082994,5.09580676355357,0.869113309606964,1.00432459347194
"ABarpaaaapp",324,0,3207,TRUE,2.97208651265785,4.29457757843986,0.837243377709424,0.96139984997082
"ABarpaaap",180,0,2301,TRUE,2.55365902725062,5.19142849166174,0.61288912788814,0.660473401006591
"ABarpaaapa",237,0,2336,TRUE,2.44462435657546,4.16052369318028,0.787221040214406,0.938788001310654
"ABarpaaapaa",325,1,2336,TRUE,4.67421832596345,6.30905197800534,0.889190556910726,1.09496197132015
"ABarpaaapap",325,1,2336,TRUE,5.2561639292213,6.51291548695733,0.90921161375123,1.15339537978328
"ABarpaaapp",237,0,2301,TRUE,3.2301831739106,6.70106548761209,0.831683021085993,0.952400815784198
"ABarpaap",132,0,664,FALSE,2.63049109836804,4.10524334709536,0.361352300916867,0.439560501195294
"ABarpaapa",169,0,664,FALSE,2.7078178716235,4.35444691837423,0.523699206567419,0.571385644949676
"ABarpaapaa",216,0,664,FALSE,3.02234601686435,5.90013271277273,0.803440166855986,1.042212326789
"ABarpaapap",216,0,664,FALSE,2.43880652386971,4.95413504458334,0.688166815835642,0.904362480856116
"ABarpaapp",169,0,664,FALSE,2.900028385192,4.43158264918168,0.510607489446846,0.579908975959616
"ABarpaappa",216,0,664,FALSE,2.26836668987917,4.51110613939642,0.669073217514886,0.853726549328482
"ABarpaappp",216,0,664,FALSE,3.08680847126506,7.88484619386998,0.749690476414213,0.957565520197469
"ABarpap",103,0,59,FALSE,1.93791099505198,3.31431683255294,0.253221017317365,0.28267561217918
"ABarpapa",134,0,370,FALSE,2.81833185270797,5.01082991928912,0.405080037407359,0.456960363945874
"ABarpapaa",171,0,646,FALSE,4.43379406388681,6.89756834521862,0.567830419572908,0.722458041844609
"ABarpapaaa",223,0,646,FALSE,2.21627325298677,4.01148498854613,0.692871890481192,0.924897830134561
"ABarpapaaaa",315,0,959,FALSE,3.45534897932122,4.24633572916928,0.95256434698863,1.12279983291763
"ABarpapaaap",315,0,646,FALSE,3.28645042911442,3.97854430575217,0.843278193208351,1.04187185346117
"ABarpapaap",223,0,646,FALSE,2.1645502002736,3.49389798274002,0.636223838038736,0.780431218375694
"ABarpapaapa",287,0,708,FALSE,2.96190187218799,4.61129843510232,1.03188233475245,1.2328202376939
"ABarpapaapp",287,0,646,FALSE,2.45496901323084,3.37745738000517,0.858524299171554,1.05971262419212
"ABarpapaappa",400,0,646,FALSE,NA,NA,NA,NA
"ABarpapaappp",400,0,646,FALSE,NA,NA,NA,NA
"ABarpapap",171,0,370,FALSE,3.52295708645361,5.14645935004197,0.518272555266353,0.640380409296975
"ABarpapapa",222,0,4443,TRUE,2.94753419267715,5.78225380225581,0.748559745165278,0.952310672338192
"ABarpapapp",222,0,370,FALSE,2.86416254292072,6.22028727319449,0.74694154470764,0.898395747882687
"ABarpapp",134,0,459,FALSE,2.57915262647311,4.24681921272058,0.407419166763754,0.463325066854985
"ABarpappa",171,0,459,FALSE,3.12713050864842,5.38636493723324,0.488347089032104,0.57627027500946
"ABarpappaa",228,0,8739,TRUE,2.48136908909354,5.18393461604386,0.648447013414158,0.743430218287093
"ABarpappap",228,0,761,FALSE,2.68705007673133,5.39562103596677,0.680806098086564,0.709957022594114
"ABarpappp",171,0,459,FALSE,3.00446596784227,4.38760542024493,0.48749823211461,0.570329943221418
"ABarpapppa",222,0,459,FALSE,2.94630570527142,5.75303510809768,0.659061912462906,0.896684584469377
"ABarpapppp",222,0,459,FALSE,3.11571051760183,5.26484027557995,0.655423436599721,0.757649155987065
"ABarpp",75,0,51,FALSE,2.58110088741243,4.02161772343212,0.210820563423478,0.302247841483292
"ABarppa",105,0,51,FALSE,1.97535005944864,3.01800405522038,0.235549499124824,0.340530345475614
"ABarppaa",135,0,51,FALSE,2.62526220656323,4.1696283085706,0.366023785423285,0.41098170531016
"ABarppaaa",176,0,136,FALSE,3.17402270402224,5.11545025356117,0.573887812116785,0.655800626087729
"ABarppaaaa",234,0,259,FALSE,2.41850991679049,4.44274961121358,0.709686219818706,0.860355760941548
"ABarppaaap",234,0,136,FALSE,2.37013661813508,4.52602721464326,0.607265240028514,0.797521938217165
"ABarppaap",176,0,51,FALSE,2.58052982698595,4.09801090561603,0.470534774958773,0.592392323594153
"ABarppaapa",227,0,98,FALSE,2.63709255486157,7.35631250732017,0.657180308142778,0.896861267768829
"ABarppaapp",227,0,51,FALSE,1.88177526642682,3.54199096272164,0.56222807636009,0.645124085406409
"ABarppaappa",400,0,51,FALSE,NA,NA,NA,NA
"ABarppaappp",400,0,51,FALSE,NA,NA,NA,NA
"ABarppap",135,0,51,FALSE,2.20619781572098,3.81314737732845,0.372367511286027,0.499894896797419
"ABarppapa",178,0,51,FALSE,2.61470094354787,4.26279289258122,0.467503484047104,0.556529354635767
"ABarppapaa",235,0,51,FALSE,1.85059966272497,3.72138197554657,0.539756483251233,0.773038084609737
"ABarppapap",235,0,77,FALSE,1.36027313381912,2.44641221310714,0.464402024959998,0.647661650417032
"ABarppapp",178,0,51,FALSE,3.27290077609375,5.23180180951774,0.486841290115993,0.608343737200539
"ABarppappa",236,0,109,FALSE,1.54157299087746,3.1286708112829,0.461314259551855,0.601266010226581
"ABarppappp",236,0,315,FALSE,2.00787725262171,3.53265924072249,0.505288723244045,0.722180983781363
"ABarppp",105,0,92,FALSE,3.49090146927165,4.88635357348271,0.333287209195077,0.507374092283942
"ABarpppa",135,0,92,FALSE,2.6738931328424,3.96126658290341,0.398462065806946,0.486188073282528
"ABarpppaa",175,0,97,FALSE,2.9012096760669,4.98685052974814,0.505360208428827,0.575335500184988
"ABarpppaaa",231,0,250,FALSE,2.41295572290806,4.15588914428076,0.697354669821369,0.789080112157026
"ABarpppaap",231,0,198,FALSE,2.76006497111356,5.13319854664478,0.579211310525611,0.630070815007925
"ABarpppap",175,0,92,FALSE,2.24383818959107,3.89120670229203,0.451809620480416,0.553012008814857
"ABarpppapa",226,0,92,FALSE,2.57003581686839,5.92910665264532,0.612067238240795,0.750964216368392
"ABarpppapp",226,0,164,FALSE,2.5379464006761,4.34806792494701,0.479053698692383,0.559706575276139
"ABarpppappa",400,0,164,FALSE,NA,NA,NA,NA
"ABarpppappp",400,0,164,FALSE,NA,NA,NA,NA
"ABarpppp",135,0,92,FALSE,2.24083033478485,3.62869163458205,0.397427339391195,0.491225942733243
"ABarppppa",177,0,92,FALSE,2.38614210902004,3.70052292990862,0.449981984811854,0.585899911193109
"ABarppppaa",232,0,275,FALSE,2.78941414413173,4.67189764567333,0.508787226640323,0.528868072866589
"ABarppppap",232,0,194,FALSE,2.56685464702743,4.39209450361875,0.500735297825342,0.588823920677384
"ABarppppp",177,0,92,FALSE,2.67630040661925,4.00570718626696,0.452180077884756,0.569626222662442
"ABarpppppa",234,0,144,FALSE,2.68641496813019,4.48185516538473,0.499509196232746,0.596479228623528
"ABarpppppp",234,0,443,FALSE,2.69301865692754,5.04344563901872,0.510358221150587,0.636253754202159
"ABp",19,0,0,FALSE,4.72837336474691,5.34479330145616,0.168869809282549,0.168869809282549
"ABpl",43,0,0,FALSE,6.54740665063762,10.536461940512,0.248476773093705,0.272366844234838
"ABpla",56,0,0,FALSE,3.5282926843123,5.25995171798425,0.137930830181147,0.166343522388007
"ABplaa",74,0,0,FALSE,3.25880138921693,4.24911741981199,0.178134292632095,0.2318072847142
"ABplaaa",102,0,56,FALSE,2.41413751493624,3.9874916496427,0.219854962799577,0.252624000682866
"ABplaaaa",133,0,96,FALSE,2.90106297979815,4.49827022382212,0.301209972211059,0.350848480999139
"ABplaaaaa",171,0,96,FALSE,3.03301801207449,4.5269158676159,0.557784197063312,0.735705666419257
"ABplaaaaaa",224,0,324,FALSE,2.40826260660118,4.01521517252331,0.695559402957633,0.80087196253814
"ABplaaaaaaa",317,0,554,FALSE,2.64747900765833,3.36071996743519,0.922220549520095,1.02119692054143
"ABplaaaaaap",317,0,385,FALSE,2.61537160129436,3.48038296573701,0.865521073421157,0.984513057849985
"ABplaaaaap",224,0,108,FALSE,2.00598808901452,3.76156814890912,0.610193290561606,0.671300101934548
"ABplaaaaapa",289,1,827,FALSE,4.04619304405409,6.89006732493518,1.11443571734767,1.26938140718025
"ABplaaaaapp",289,0,173,FALSE,2.96370657144357,4.41821224909335,0.855030328299479,1.01659838864099
"ABplaaaaappa",400,0,173,FALSE,NA,NA,NA,NA
"ABplaaaaappp",400,0,173,FALSE,NA,NA,NA,NA
"ABplaaaap",171,0,96,FALSE,2.55596386351969,4.10414223907047,0.551689865396917,0.649877508181648
"ABplaaaapa",223,0,181,FALSE,3.17937247338944,5.49470198082203,0.80360248311146,0.894713768915978
"ABplaaaapp",223,0,125,FALSE,2.57721219915777,5.17579628965257,0.787355468209995,0.97091344098991
"ABplaaap",133,0,56,FALSE,2.60221032385357,4.69996967632533,0.314712096752904,0.348029707753255
"ABplaaapa",172,0,78,FALSE,3.84663083945775,6.0114152275506,0.5544438623146,0.62010242671145
"ABplaaapaa",229,0,4882,TRUE,2.60269747180985,5.33215884957989,0.690889725430597,0.840789621894996
"ABplaaapap",229,0,412,FALSE,2.32162793877925,5.07478410316561,0.630672128043428,0.742442153283638
"ABplaaapp",172,0,56,FALSE,3.00384050511534,4.33413189161119,0.484245831975017,0.565093046447049
"ABplaaappa",223,0,213,FALSE,2.29728366868795,4.89179810789052,0.62513746322272,0.806087905585597
"ABplaaappp",223,0,109,FALSE,2.42255383933732,4.51635154344364,0.613694403099351,0.736360783863908
"ABplaap",102,0,0,FALSE,2.24893713607639,3.32196086606448,0.279339743208021,0.335604723805374
"ABplaapa",132,0,89,FALSE,2.9268019173354,4.79752743085178,0.334319229864671,0.369924965985332
"ABplaapaa",171,0,254,FALSE,3.39007707970667,5.18558157333517,0.524062842468578,0.58150499441632
"ABplaapaaa",222,0,342,FALSE,2.91625300389952,4.95448157266778,0.727325387477122,0.867104457714907
"ABplaapaaaa",307,1,4529,TRUE,4.11657769818688,5.546150333054,1.19053429251623,1.38885114695933
"ABplaapaaap",307,1,5328,TRUE,4.09766729974154,5.71448469695872,0.93096758697693,1.1203379823826
"ABplaapaap",222,0,254,FALSE,1.88681203327082,3.49618557269827,0.637388140706769,0.730935091065793
"ABplaapaapa",295,0,346,FALSE,2.77290655346932,4.40803047334589,0.87502649879213,1.02084626910878
"ABplaapaapp",295,0,518,FALSE,2.99811178717962,4.8415513562425,0.808775041779992,0.908354211784958
"ABplaapap",171,0,195,FALSE,2.82748176349931,4.26328834574013,0.479348920554479,0.533798345567129
"ABplaapapa",221,0,304,FALSE,2.24171484137457,3.69718652091555,0.678233558544497,0.708883318469238
"ABplaapapaa",308,0,2361,TRUE,2.01660474572115,3.4258355321042,0.779380804323532,0.971981864489283
"ABplaapapap",308,0,757,FALSE,2.14648566049675,3.90362847017847,0.781499064543859,0.935072583413097
"ABplaapapp",221,0,195,FALSE,1.69673523411696,3.19550818986269,0.495693082769036,0.544937439384038
"ABplaapappa",285,0,229,FALSE,2.15484351671328,3.64752021016556,0.888169027804005,1.01095964379118
"ABplaapappp",285,0,1391,FALSE,1.85257532926452,3.57139684379894,0.784448742447017,0.923742232003142
"ABplaapapppa",400,0,1391,FALSE,NA,NA,NA,NA
"ABplaapapppp",400,0,1391,FALSE,NA,NA,NA,NA
"ABplaapp",132,0,0,FALSE,2.66026863434763,4.64718179491051,0.388490165816687,0.487459539164575
"ABplaappa",167,0,74,FALSE,3.46330617485523,4.93928273482071,0.477530891818078,0.587275241203134
"ABplaappaa",221,0,10155,TRUE,3.1041647997947,10.2447699684068,0.597892860444906,0.806575048357913
"ABplaappap",221,0,378,FALSE,3.3480042067554,9.32005076446713,0.618365920710035,0.837840284240661
"ABplaappp",167,0,52,FALSE,2.89590086823539,4.12946384462114,0.432599719957461,0.46752420591789
"ABplaapppa",214,0,370,FALSE,2.64810339149227,7.21179262197412,0.574730433831915,0.765448691339141
"ABplaapppp",214,0,196,FALSE,1.98966264959282,5.20950001640776,0.559479904037252,0.874340729370578
"ABplap",74,0,0,FALSE,3.17824186298604,4.7820453421586,0.202396080532888,0.276851066107153
"ABplapa",102,0,0,FALSE,2.6031694073274,3.42507772381822,0.258990274982595,0.337823549450802
"ABplapaa",132,0,18,FALSE,3.3783997773572,5.2574917021292,0.405146547185356,0.542987906579298
"ABplapaaa",172,0,100,FALSE,3.02217356715348,4.95057032597459,0.473871473822414,0.56409267440344
