"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","CCDefectCount.Parents.","CCDefectCount.Sisters.","CCDefectCount.Aunts.","PosDefectCount.Cells.","PosDefectCount.Parents.","PosDefectCount.Sisters.","PosDefectCount.Aunts.","AngDefectCount.Cells.","AngDefectCount.Parents.","AngDefectCount.Sisters.","AngDefectCount.Aunts.","cellObservedCounts.Cells.","cellObservedCounts.Parents.","cellObservedCounts.Sisters.","cellObservedCounts.Aunts.","divObservedCounts.Cells.","divObservedCounts.Parents.","divObservedCounts.Sisters.","divObservedCounts.Aunts.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells."
"ABalpapp",NA,133,0,0,0,0,0,0,0,0,0,1,0,1,4,4,4,4,4,4,4,4,95,0,0,0,0,0
"ABalpappa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,525,234,0,0,0,0
"ABalpappaa",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5462,864,2,0,0,0
"ABalpappaaa","death",292,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,9142,864,30,0,0,0
"ABalpappaap",NA,292,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,19422,864,2,0,0,0
"ABalpappaapa","I2L",400,0,0,0,0,0,2,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,19422,864,2,0,0,0
"ABalpappaapp","death",400,0,0,0,0,0,2,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,19422,864,2,0,0,0
"ABalpappap",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2849,918,0,0,23,0
"ABalpappapa","e2V",273,0,0,0,0,2,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,2849,2621,0,0,23,0
"ABalpappapp","mc3V",273,0,0,0,0,3,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,2887,2395,84,0,23,0
"ABalpappp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,546,162,0,0,0,0
"ABalpapppa",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1057,2480,0,0,0,0
"ABalpapppaa","I1L",324,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,0,4,0,4,9844,2480,167,6,0,0
"ABalpapppap","death",324,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,4,0,4,0,4,3130,2480,0,0,0,0
"ABalpapppp",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,546,2750,0,0,0,0
"ABalpappppa","mc1V",265,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,885,4326,0,0,0,0
"ABalpappppp","m3VL",265,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,710,3923,0,0,0,0
"ABalpp",NA,75,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,3,4,4,51,0,0,0,0,0
"ABalppa",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,61,0,0,0,0,708
"ABalppaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,4,257,0,0,0,0,708
"ABalppaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,2,4872,0,0,0,0,708
"ABalppaaaa","death",234,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,4,1,4872,17,0,29,18,708
"ABalppaaap",NA,234,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,4,4,0,1,7966,0,0,0,0,708
"ABalppaaapa","AVAL",311,0,0,0,0,0,1,1,1,0,0,0,0,3,4,3,4,0,4,0,0,7966,0,0,0,0,708
"ABalppaaapp","OLQsoVL",311,0,0,0,0,1,1,0,1,0,0,0,0,3,4,3,4,0,4,0,0,7966,0,0,0,0,708
"ABalppaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,4,4,2,4455,0,0,0,0,708
"ABalppaapa","death",231,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,1,4,4,9559,23,0,479,31,708
"ABalppaapp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,0,4,8965,1,0,1468,0,708
"ABalppaappa","death",308,0,0,0,0,2,0,3,0,0,0,0,0,4,4,4,4,0,4,0,0,19743,1,0,4446,0,708
"ABalppaappp","CEPsoVL",308,0,0,0,0,3,0,2,0,0,0,0,0,4,4,4,4,0,4,0,0,8965,1,0,5475,0,708
"ABalppap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,4,4,80,0,0,0,0,708
"ABalppapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,2125,0,0,0,0,708
"ABalppapaa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,9216,0,0,0,0,708
"ABalppapaaa","RMDVL",305,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,19177,0,0,0,0,708
"ABalppapaap","ILshVL",305,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,9394,0,0,0,0,708
"ABalppapap",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5689,0,0,0,0,708
"ABalppapapa","SAADL",299,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,5689,0,258,683,0,708
"ABalppapapp","ILsoVL",299,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,5689,0,0,0,0,708
"ABalppapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,2176,0,0,0,0,708
"ABalppappa",NA,218,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,16059,0,0,0,0,708
"ABalppappaa","SMDVL",296,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,17660,0,0,0,0,708
"ABalppappap","BAGL",296,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,16059,0,0,0,0,708
"ABalppappp",NA,218,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,17979,0,0,0,0,708
"ABalppapppa",NA,286,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,29374,0,0,0,0,708
"ABalppapppaa","IL1VL",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,29374,0,0,0,0,708
"ABalppapppap","death",400,0,0,0,0,0,2,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,29374,0,0,0,0,708
"ABalppapppp","IL2VL",286,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,35932,0,0,0,0,708
"ABalppp",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,437
"ABalpppa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,4,4,4,51,0,0,0,0,437
"ABalpppaa",NA,173,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,2,1,4,4,1562,0,0,0,0,437
"ABalpppaaa",NA,227,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,4,4,14925,0,0,0,0,437
"ABalpppaaaa","AVEL",313,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,14925,0,244,0,0,437
"ABalpppaaap","OLQshVL",313,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,14925,0,0,0,0,437
"ABalpppaap",NA,227,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,4,4,20027,0,100,0,0,437
"ABalpppaapd","OLLshL",318,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,38168,0,100,0,0,437
"ABalpppaapv","death",318,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,42828,0,100,15,0,437
"ABalpppap",NA,173,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,1,2,4,1387,0,0,0,0,437
"ABalpppapa",NA,220,0,0,1,0,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,2,4301,0,0,283,0,437
"ABalpppapad","RMDL",298,0,0,0,1,0,0,1,0,0,1,0,1,4,4,4,4,0,4,0,4,6211,0,0,2914,0,437
"ABalpppapav","AFDL",298,0,0,0,1,1,0,0,0,0,1,0,1,4,4,4,4,0,4,0,4,18075,0,0,4242,0,437
"ABalpppapp",NA,220,1,0,0,0,0,0,0,0,1,1,1,0,4,4,4,4,4,4,4,2,4483,0,0,0,0,437
"ABalpppappa","death",287,0,1,0,0,0,0,0,0,0,1,0,1,4,4,4,4,0,4,0,4,4483,0,118,0,0,437
"ABalpppappp",NA,287,0,1,0,0,0,0,0,0,0,1,0,1,4,4,4,4,0,4,0,4,4483,0,0,0,0,437
"ABalpppapppa","ASKL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,4483,0,0,0,0,437
"ABalpppapppp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,4483,0,0,0,0,437
"ABalpppp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,4,78,0,0,0,0,437
"ABalppppa",NA,169,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,1,226,0,0,0,0,437
"ABalppppaa",NA,218,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2528,0,0,0,0,437
"ABalppppaad","ADLL",297,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,4754,0,0,26,0,437
"ABalppppaav","death",297,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,4701,0,0,0,0,437
"ABalppppap",NA,218,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,6110,0,0,0,0,437
"ABalppppapa",NA,290,0,0,0,0,2,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,36619,0,22,0,0,437
"ABalppppapaa","OLLL",400,0,0,0,0,0,2,0,3,0,0,0,0,NA,4,NA,4,0,0,0,0,36619,0,22,0,0,437
"ABalppppapap","death",400,0,0,0,0,0,2,0,3,0,0,0,0,NA,4,NA,4,0,0,0,0,36619,0,22,0,0,437
"ABalppppapp","death",290,0,0,0,0,3,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,7474,0,0,0,0,437
"ABalppppp",NA,169,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,4,1,96,0,0,0,0,437
"ABalpppppa",NA,211,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,4,4,239,0,0,0,0,437
"ABalpppppaa","ADFL",286,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,0,4,466,0,0,0,0,437
"ABalpppppap","AWBL",286,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,0,4,532,0,0,0,0,437
"ABalpppppp",NA,211,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,3,4,142,0,0,0,0,437
"ABalppppppa",NA,264,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,3,4,3,3,142,0,0,0,0,437
"ABalppppppaa","ASEL",348,0,0,0,0,0,0,1,2,0,0,0,0,2,4,2,4,0,3,0,3,190,0,0,0,0,437
"ABalppppppap","death",348,0,0,0,0,1,0,0,2,0,0,0,0,2,4,2,4,0,3,0,3,142,0,0,0,0,437
"ABalppppppp",NA,264,0,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,3,4,3,3,142,0,0,0,0,437
"ABalpppppppa","ASJL",338,0,0,0,0,0,2,0,0,0,0,0,0,2,4,2,4,0,3,0,3,321,0,0,0,0,437
"ABalpppppppp","AUAL",338,0,0,0,0,0,2,0,0,0,0,0,0,2,4,2,4,0,3,0,3,1100,0,0,0,0,437
"ABar",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,0
"ABara",NA,56,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,52,0,0,0,0,0
"ABaraa",NA,75,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,2,4,4,4,64,0,0,0,0,0
"ABaraaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,4,4,105,0,0,0,0,0
"ABaraaaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,113,0,0,720,0,0
"ABaraaaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,4,4,330,0,0,2365,0,0
"ABaraaaaaa",NA,232,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,3,2,4,4,330,0,0,2829,0,0
"ABaraaaaaaa","e1VL",315,0,0,0,0,2,0,3,0,0,1,0,0,4,4,4,4,0,3,0,4,896,16,0,2829,0,0
"ABaraaaaaap","m1L",315,0,0,0,0,3,0,2,0,0,1,0,0,4,4,4,4,0,3,0,4,430,0,119,2829,0,0
"ABaraaaaap",NA,232,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,2,3,4,330,0,0,2479,0,0
"ABaraaaaapa","e1VR",314,0,0,0,0,2,0,2,0,0,0,0,1,4,4,4,4,0,4,0,3,1156,0,0,2479,0,0
"ABaraaaaapp","m1R",314,0,0,0,0,2,0,2,0,0,0,0,1,4,4,4,4,0,4,0,3,1952,67,0,2479,0,0
"ABaraaaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,4,399,0,0,2144,0,0
"ABaraaaapa",NA,238,0,0,0,0,1,0,3,0,1,0,0,0,4,4,4,4,4,4,0,2,399,0,0,2625,0,0
"ABaraaaapaa","death",330,0,0,0,0,1,1,1,3,0,1,0,0,3,4,3,4,0,4,0,0,399,0,0,2625,0,0
"ABaraaaapap","e1D",330,0,0,0,0,1,1,1,3,0,1,0,0,3,4,3,4,0,4,0,0,721,0,0,2625,0,0
"ABaraaaapp","death",238,0,0,0,0,3,0,1,0,0,0,1,0,4,4,4,4,0,4,4,2,598,132,0,2144,0,0
"ABaraaap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,130,0,0,573,0,0
"ABaraaapa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,497,0,0,1922,0,0
"ABaraaapaa",NA,214,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,497,276,0,2055,0,0
"ABaraaapaaa","arcpost",291,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,618,384,50,2055,0,0
"ABaraaapaap","e2DR",291,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,497,377,0,2055,0,0
"ABaraaapap",NA,214,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,497,343,0,2225,0,0
"ABaraaapapa","mc1DR",274,0,0,0,0,3,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,497,384,0,2225,0,0
"ABaraaapapp","m4R",274,0,0,0,0,1,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,584,343,0,2225,0,0
"ABaraaapp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,566,0,0,1687,12,22
"ABaraaappa",NA,225,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,566,0,0,1687,12,22
"ABaraaappaa","arcpost",314,0,0,0,0,4,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,566,0,796,1687,12,22
"ABaraaappap","arcpost",314,0,0,0,0,2,0,4,0,0,0,0,0,4,4,4,4,0,4,0,4,2000,0,0,1687,12,22
"ABaraaappp",NA,225,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,566,0,0,1687,12,22
"ABaraaapppa","arc_ant",302,0,0,0,0,4,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,613,0,0,1687,12,22
"ABaraaapppp","hyp1",302,0,0,0,0,2,0,4,0,0,0,0,0,4,4,4,4,0,4,0,4,858,0,0,1687,12,22
"ABaraap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,2,4,64,0,0,0,0,0
"ABaraapa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,2,2,322,0,0,998,0,0
"ABaraapaa",NA,173,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,2,2,4,2,322,0,0,2419,0,0
"ABaraapaaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,3,4,322,0,0,2419,0,0
"ABaraapaaaa","e3D",303,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,3,322,0,0,2419,0,0
"ABaraapaaap","m1DL",303,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,3,395,0,0,2419,0,0
"ABaraapaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,2,4,4,342,95,0,2419,0,0
"ABaraapaapa","m2DL",288,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,3,0,4,677,1654,0,2419,0,0
"ABaraapaapp","mc2DL",288,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,3,0,4,342,2027,0,2419,0,0
"ABaraapap",NA,173,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,2,2,2,364,0,73,2383,0,0
"ABaraapapa",NA,219,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,2,364,1119,73,2383,0,0
"ABaraapapaa",NA,274,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,551,1422,73,2383,0,0
"ABaraapapaad","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,551,1422,73,2383,0,0
"ABaraapapaav","NSML",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,551,1422,73,2383,0,0
"ABaraapapap","m5L",274,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,402,1119,73,2383,0,0
"ABaraapapp",NA,219,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,2,629,1027,73,2383,12,0
"ABaraapappa","M2L",313,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,629,1252,73,2383,12,0
"ABaraapappp","M3L",313,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,629,1027,73,2383,12,0
"ABaraapp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,2,2,105,0,0,837,0,0
"ABaraappa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,392,426,0,2098,0,0
"ABaraappaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,2,2,392,831,0,2098,0,0
"ABaraappaaa","MI",302,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,2,606,831,0,2098,0,0
"ABaraappaap","m1DR",302,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,2,1210,831,0,2098,0,0
"ABaraappap",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,4,2,392,971,0,2249,0,0
"ABaraappapa","m2DR",283,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,2,0,4,392,1482,0,2249,0,0
"ABaraappapp","mc2DR",283,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,2,0,4,392,1933,0,2249,0,0
"ABaraappp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,335,578,0,2135,0,0
"ABaraapppa",NA,218,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,2,369,3051,0,2135,0,0
"ABaraapppaa",NA,274,0,1,0,0,2,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,386,3051,0,2135,0,0
"ABaraapppaad","death",400,0,0,0,0,0,2,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,386,3051,0,2135,0,0
"ABaraapppaav","NSMR",400,0,0,0,0,0,2,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,386,3051,0,2135,0,0
"ABaraapppap","m5R",274,0,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,369,3051,0,2135,0,0
"ABaraapppp",NA,218,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,2,508,2695,0,2135,0,0
"ABaraappppa","M2R",311,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,916,2695,6,2135,0,0
"ABaraappppp","M3R",311,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,508,2695,0,2135,0,0
"ABarap",NA,75,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,2,4,164,0,0,0,0,0
"ABarapa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,164,0,0,0,0,0
"ABarapaa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,4,4,362,0,0,0,0,0
"ABarapaaa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,1645,0,0,0,0,0
"ABarapaaaa",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5229,0,0,0,0,0
"ABarapaaaaa","e3VR",306,0,0,0,0,1,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,11582,0,0,0,0,0
"ABarapaaaap","m2VR",306,0,0,0,0,3,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,6974,0,0,0,0,0
"ABarapaaap",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2403,0,0,0,31,0
"ABarapaaapa","m1VR",316,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,2403,0,0,0,31,0
"ABarapaaapp","death",316,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,3610,43,0,0,31,0
"ABarapaap",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,4,1236,0,0,0,0,0
"ABarapaapa",NA,219,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2763,1400,0,0,0,0
"ABarapaapaa","m2R",315,0,0,0,1,2,0,2,0,0,0,0,0,3,4,3,4,0,4,0,4,2763,1400,3,0,0,0
"ABarapaapap","death",315,0,0,0,1,2,0,2,0,0,0,0,0,3,4,3,4,0,4,0,4,2763,1400,297,93,0,0
"ABarapaapp",NA,219,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3987,1310,0,0,0,0
"ABarapaappa","m3R",278,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3987,2221,141,0,0,0
"ABarapaappp","MCR",278,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3987,1310,72,0,0,0
"ABarapap",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,194,0,0,0,0,0
"ABarapapa",NA,170,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,436,44,0,0,0,0
"ABarapapaa",NA,217,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3284,410,0,0,0,0
"ABarapapaaa","death",294,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,7387,410,0,0,0,0
"ABarapapaap",NA,294,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,13148,410,14,0,0,0
"ABarapapaapa","I2R",400,0,0,0,0,0,2,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,13148,410,14,0,0,0
"ABarapapaapp","death",400,0,0,0,0,0,2,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,13148,410,14,0,0,0
"ABarapapap",NA,217,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2004,702,0,0,0,0
"ABarapapapa","arcpost",284,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,2613,3330,60,0,0,0
"ABarapapapp","I5",284,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,2004,3295,33,0,0,0
"ABarapapp",NA,170,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,396,111,0,0,0,0
"ABarapappa",NA,212,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1640,1412,0,0,0,0
"ABarapappaa","I1R",328,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,4,0,4,4165,1412,0,8,0,0
"ABarapappap","death",328,0,1,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,4,0,4,3222,1412,0,0,0,0
"ABarapappp",NA,212,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,626,1307,0,0,0,0
"ABarapapppa","mc2V",266,0,0,0,1,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,1105,2003,29,0,0,0
"ABarapapppp","m3VR",266,0,0,0,1,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,626,2127,0,0,0,0
"ABarapp",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,164,0,0,0,0,0
"ABarappa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,164,0,0,0,0,0
"ABarappaa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,754,0,0,0,0,0
"ABarappaaa",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2494,0,0,0,0,26
"ABarappaaaa","RIPR",309,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,2494,0,0,12,0,26
"ABarappaaap","death",309,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,3068,0,0,0,0,26
"ABarappaap",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1650,0,0,0,0,22
"ABarappaapa","hyp1",315,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,5873,0,0,0,0,22
"ABarappaapp","death",315,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,1650,0,0,0,0,22
"ABarappap",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1343,0,0,0,0,0
"ABarappapa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3561,981,0,0,0,0
"ABarappapaa","RMDDR",295,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3561,1263,0,0,0,0
"ABarappapap",NA,295,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3561,1546,0,0,0,0
