"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","CCDefectCount.Parents.","CCDefectCount.Sisters.","CCDefectCount.Aunts.","PosDefectCount.Cells.","PosDefectCount.Parents.","PosDefectCount.Sisters.","PosDefectCount.Aunts.","AngDefectCount.Cells.","AngDefectCount.Parents.","AngDefectCount.Sisters.","AngDefectCount.Aunts.","cellObservedCounts.Cells.","cellObservedCounts.Parents.","cellObservedCounts.Sisters.","cellObservedCounts.Aunts.","divObservedCounts.Cells.","divObservedCounts.Parents.","divObservedCounts.Sisters.","divObservedCounts.Aunts.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells."
"ABarappapapa","death",400,0,0,0,0,0,1,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,3561,1546,0,0,0,0
"ABarappapapp","SMBDR",400,0,0,0,0,0,1,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,3561,1546,0,0,0,0
"ABarappapp",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2948,1567,0,0,0,0
"ABarappappa","DB2",301,0,0,0,0,2,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,2948,3843,34,0,0,0
"ABarappappp","SMBVR",301,0,0,0,0,3,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,2948,3430,0,0,0,0
"ABarappp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,164,0,0,0,0,0
"ABarapppa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,879,0,0,0,0,0
"ABarapppaa",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4481,0,0,0,0,0
"ABarapppaaa","RMDVR",304,0,0,0,0,3,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,10167,0,0,0,0,0
"ABarapppaap","ILshVR",304,0,0,0,0,3,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,6743,0,0,0,0,0
"ABarapppap",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3242,0,0,0,0,0
"ABarapppapa","SAADR",300,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3242,0,0,0,0,0
"ABarapppapp","ILsoVR",300,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,3242,0,0,0,0,0
"ABarapppp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1809,0,0,0,0,0
"ABarappppa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,9942,0,0,0,0,0
"ABarappppaa","SMDVR",296,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,14682,0,0,0,0,0
"ABarappppap","BAGR",296,0,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,10528,0,0,0,0,0
"ABarappppp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,11162,0,0,0,0,0
"ABarapppppa",NA,287,0,0,0,0,2,0,3,0,0,0,0,0,4,4,4,4,0,4,0,4,35347,0,0,0,0,0
"ABarapppppaa","IL1VR",400,0,0,0,0,0,2,0,3,0,0,0,0,NA,4,NA,4,0,0,0,0,35347,0,0,0,0,0
"ABarapppppap","death",400,0,0,0,0,0,2,0,3,0,0,0,0,NA,4,NA,4,0,0,0,0,35347,0,0,0,0,0
"ABarapppppp","IL2VR",287,0,0,0,0,3,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,23388,0,0,0,0,0
"ABarp",NA,56,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,51,0,0,0,0,0
"ABarpa",NA,75,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,51,0,0,0,0,0
"ABarpaa",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,0
"ABarpaaa",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,904,0,0,0,0,0
"ABarpaaaa",NA,180,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2408,0,0,0,0,0
"ABarpaaaaa",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3006,0,0,0,0,4
"ABarpaaaaal","OLQsoDL",327,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,4,0,4,0,4,3006,0,0,0,0,4
"ABarpaaaaar","OLQsoDR",327,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,4,0,4,0,4,3006,0,0,0,0,4
"ABarpaaaap",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3207,0,3500,3125,0,0
"ABarpaaaapa","OLQshDL",324,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,3207,0,3500,13865,0,0
"ABarpaaaapp","CEPshDL",324,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,3207,0,3500,12992,0,0
"ABarpaaap",NA,180,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2301,0,684,46,0,0
"ABarpaaapa",NA,237,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,4,2336,0,758,5443,0,0
"ABarpaaapaa","OLQshSR",325,0,0,0,0,1,0,1,0,0,0,0,0,3,4,3,4,0,4,0,0,2336,0,758,14477,0,0
"ABarpaaapap","CEPshDR",325,0,0,0,0,1,0,1,0,0,0,0,0,3,4,3,4,0,4,0,0,2336,0,758,14160,0,0
"ABarpaaapp","death",237,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,2301,7,3605,1458,0,0
"ABarpaap",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,664,0,0,0,0,0
"ABarpaapa",NA,169,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,664,1,0,0,0,0
"ABarpaapaa","hyp6",216,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,664,1,3116,0,0,0
"ABarpaapap","hyp7",216,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,664,1,2901,0,0,0
"ABarpaapp",NA,169,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,664,0,409,0,0,0
"ABarpaappa","hyp7",216,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,664,0,3244,0,0,0
"ABarpaappp","hyp7",216,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,664,0,1008,0,0,0
"ABarpap",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,59,0,0,0,0,0
"ABarpapa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,370,0,0,0,0,0
"ABarpapaa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,646,0,909,0,0,0
"ABarpapaaa",NA,223,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,646,0,1306,0,0,0
"ABarpapaaaa","URADR",315,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,959,0,1306,0,0,0
"ABarpapaaap","CEMDR",315,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,646,0,1306,0,0,0
"ABarpapaap",NA,223,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,646,0,909,0,0,0
"ABarpapaapa","death",287,0,0,0,1,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,708,0,909,1108,0,0
"ABarpapaapp",NA,287,0,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,646,0,909,0,0,0
"ABarpapaappa","CEPDR",400,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,646,0,909,0,0,0
"ABarpapaappp","URXR",400,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,646,0,909,0,0,0
"ABarpapap",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,370,0,0,0,0,0
"ABarpapapa","hyp4",222,0,0,0,0,1,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,4443,0,0,0,0,0
"ABarpapapp","hyp6",222,0,0,0,0,2,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,370,0,1082,0,0,0
"ABarpapp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,459,0,0,0,0,0
"ABarpappa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,459,0,0,0,0,0
"ABarpappaa","XXXR",228,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,8739,0,264,401,0,4
"ABarpappap","hyp5",228,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,761,0,0,0,0,0
"ABarpappp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,459,0,0,0,0,0
"ABarpapppa","HOR",222,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,459,0,0,0,0,0
"ABarpapppp","H1R",222,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,459,0,0,0,0,0
"ABarpp",NA,75,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,51,0,0,0,0,0
"ABarppa",NA,105,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,2150
"ABarppaa",NA,135,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,3937
"ABarppaaa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,136,0,2452,4,0,8323
"ABarppaaaa","ADEshL",234,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,259,0,2549,4,0,8323
"ABarppaaap","H2L",234,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,136,0,2452,4,0,8323
"ABarppaap",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,1526,0,0,8964
"ABarppaapa","hyp7",227,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,98,0,2848,0,0,8964
"ABarppaapp",NA,227,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,51,0,1526,0,0,9064
"ABarppaappa","ALML",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,51,0,1526,0,0,9064
"ABarppaappp","BDUL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,51,0,1526,0,0,9064
"ABarppap",NA,135,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,3306
"ABarppapa",NA,178,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,7197
"ABarppapaa","V1L",235,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,51,0,0,0,12,7197
"ABarppapap","V2L",235,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,77,0,0,0,0,7897
"ABarppapp",NA,178,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,51,0,0,0,0,7751
"ABarppappa","V4L",236,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,109,0,0,0,0,7751
"ABarppappp","V6L",236,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,315,0,0,0,0,7751
"ABarppp",NA,105,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,92,0,0,0,0,1940
"ABarpppa",NA,135,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,92,0,0,128,0,3124
"ABarpppaa",NA,175,0,0,0,1,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,97,4,2059,258,0,8571
"ABarpppaaa","ADEshR",231,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,4,250,4,2059,258,0,8571
"ABarpppaap","H2R",231,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,4,198,4,2059,258,0,8571
"ABarpppap",NA,175,0,0,0,1,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,92,0,0,313,0,9706
"ABarpppapa","hyp7",226,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,0,4,0,4,92,0,2215,313,0,9706
"ABarpppapp",NA,226,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,0,4,0,4,164,0,0,313,0,9706
"ABarpppappa","ALMR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,164,0,0,313,0,9706
"ABarpppappp","BDUR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,164,0,0,313,0,9706
"ABarpppp",NA,135,1,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,92,0,0,176,0,3088
"ABarppppa",NA,177,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,92,0,0,1209,0,10028
"ABarppppaa","V1R",232,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,275,0,0,1292,0,10028
"ABarppppap","V2R",232,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,194,0,0,1381,0,10028
"ABarppppp",NA,177,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,92,0,0,1370,0,10247
"ABarpppppa","V4R",234,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,144,0,0,1633,0,10247
"ABarpppppp","V6R",234,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,443,0,0,1787,0,10247
"ABp",NA,19,0,0,0,0,0,0,0,0,0,1,0,0,4,1,4,1,4,4,4,4,0,0,0,8,0,0
"ABpl",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABpla",NA,56,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplaa",NA,74,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplaaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,56,0,0,8,0,0
"ABplaaaa",NA,133,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,96,0,0,8,0,0
"ABplaaaaa",NA,171,0,1,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,96,0,0,8,0,0
"ABplaaaaaa",NA,224,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,3,4,4,4,324,0,892,8,0,0
"ABplaaaaaaa","URADL",317,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,0,4,554,0,892,8,0,0
"ABplaaaaaap","CEMDL",317,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,0,4,385,0,892,14,0,0
"ABplaaaaap",NA,224,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,3,4,108,0,0,8,0,0
"ABplaaaaapa","death",289,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,3,827,0,0,8,0,0
"ABplaaaaapp",NA,289,0,0,0,0,1,0,1,0,0,0,0,0,4,4,4,4,0,4,0,3,173,0,228,8,0,0
"ABplaaaaappa","CEPDL",400,0,0,0,0,0,1,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,173,0,228,8,0,0
"ABplaaaaappp","URXL",400,0,0,0,0,0,1,0,1,0,0,0,0,NA,4,NA,4,0,0,0,0,173,0,228,8,0,0
"ABplaaaap",NA,171,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,96,0,201,8,0,0
"ABplaaaapa","hyp6",223,0,0,0,0,3,0,1,0,0,0,0,1,4,4,4,4,0,4,0,4,181,0,3990,8,0,0
"ABplaaaapp","hyp6",223,0,0,0,0,1,0,3,0,0,0,0,1,4,4,4,4,0,4,0,4,125,0,3291,8,0,0
"ABplaaap",NA,133,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,56,0,0,8,0,0
"ABplaaapa",NA,172,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,78,0,1492,8,0,0
"ABplaaapaa","XXXL",229,0,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,4882,0,1492,8,0,0
"ABplaaapap","hyp5",229,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,412,0,1492,8,0,0
"ABplaaapp",NA,172,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,56,0,0,8,0,0
"ABplaaappa","HOL",223,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,213,0,313,8,0,0
"ABplaaappp","H1L",223,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,109,0,1190,8,0,0
"ABplaap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplaapa",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,89,0,0,8,0,0
"ABplaapaa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,254,0,0,8,0,0
"ABplaapaaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,342,0,0,8,0,0
"ABplaapaaaa","hyp3",307,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,4529,0,183,8,0,0
"ABplaapaaap","ILsoDL",307,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,5328,0,0,8,0,0
"ABplaapaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,254,0,0,8,0,0
"ABplaapaapa","URBL",295,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,346,0,0,8,0,0
"ABplaapaapp","AMshL",295,0,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,518,0,0,8,0,0
"ABplaapap",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,195,0,0,8,0,0
"ABplaapapa",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,304,0,743,8,0,0
"ABplaapapaa","AWAL",308,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,2361,0,1085,8,0,0
"ABplaapapap","ASGL",308,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,757,0,743,8,0,0
"ABplaapapp",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,195,0,0,8,0,0
"ABplaapappa","AIBL",285,0,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,229,0,709,8,0,0
"ABplaapappp",NA,285,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,1391,0,374,8,0,0
"ABplaapapppa","ASIL",400,0,0,0,0,0,0,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,1391,0,374,8,0,0
"ABplaapapppp","death",400,0,0,0,0,0,0,0,2,0,0,0,0,NA,4,NA,4,0,0,0,0,1391,0,374,8,0,0
"ABplaapp",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplaappa",NA,167,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,74,0,0,8,0,0
"ABplaappaa","hyp4",221,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,10155,0,0,8,0,0
"ABplaappap","hyp6",221,0,0,0,0,2,0,2,0,0,0,0,0,4,4,4,4,0,4,0,4,378,0,0,8,0,0
"ABplaappp",NA,167,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,52,0,0,8,0,0
"ABplaapppa","hyp7",214,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,370,0,0,8,0,0
"ABplaapppp","hyp7",214,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,196,0,0,8,0,0
"ABplap",NA,74,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,0
"ABplapa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,705
"ABplapaa",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,18,0,0,8,0,4167
"ABplapaaa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,100,0,0,8,0,6747
"ABplapaaaa",NA,222,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,100,0,0,8,0,6747
"ABplapaaaaa","death",302,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,0,4,0,4,1059,0,0,14,0,6747
"ABplapaaaap",NA,302,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,0,4,0,4,299,0,0,8,0,6747
"ABplapaaaapa","ADEL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,299,0,0,8,0,6747
"ABplapaaaapp","ADAL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,299,0,0,8,0,6747
"ABplapaaap",NA,222,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,100,0,0,8,0,6747
"ABplapaaapa",NA,300,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,4,109,0,0,8,0,6747
"ABplapaaapad","FLPL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,109,0,0,8,0,6747
"ABplapaaapav","AIZL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,109,0,0,8,0,6747
"ABplapaaapp","RMGL",300,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,4,972,0,0,8,0,6747
"ABplapaap",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,120,3,0,8,0,7651
"ABplapaapa","G2",227,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,336,3,0,8,0,7651
"ABplapaapp","P1/2L",227,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,0,4,0,4,221,3,0,8,0,7651
"ABplapap",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,3742
"ABplapapa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,1057,3742
"ABplapapaa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,186,0,0,8,1630,3742
"ABplapapaaa","QL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,186,0,0,8,1630,3742
"ABplapapaap","V5L",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,186,0,0,8,1630,3742
"ABplapapap","P9/10L",219,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,345,0,0,8,1415,3742
"ABplapapp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,42,0,0,8,1158,3742
"ABplapappa","P11",216,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,531,0,0,8,2902,3742
"ABplapappp",NA,216,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,4,532,0,0,8,1284,3742
"ABplapapppa","death",305,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,0,1141,0,0,8,1284,3742
"ABplapapppp",NA,305,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,0,532,0,0,8,1284,3742
"ABplapappppa",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,532,0,0,8,1284,3742
"ABplapappppaa","PLML",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,532,0,0,8,1284,3742
"ABplapappppap","ALNL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,532,0,0,8,1284,3742
"ABplapappppp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,532,0,0,8,1284,3742
"ABplapp",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,8,0,599
"ABplappa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,4,4,0,0,0,8,667,1355
"ABplappaa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,2,4,4,22,0,0,8,832,2764
"ABplappaaa","P3/4L",222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,1,0,4,384,0,0,8,832,3591
"ABplappaap","P5/6L",222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,1,0,4,239,0,0,8,832,2883
"ABplappap",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,1,4,15,0,0,8,667,2095
"ABplappapa","V3L",222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,1,144,0,0,8,667,2095
"ABplappapp","P7/8L",222,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,1,538,0,0,8,667,2095
"ABplappp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,4,72,0,0,8,568,1037
"ABplapppa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,211,0,0,8,1290,1037
"ABplapppaa",NA,230,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,211,0,0,8,1290,1037
"ABplapppaaa","PVQL",326,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,4,0,4,455,0,0,8,1290,1037
"ABplapppaap","death",326,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,4,0,4,1592,0,0,8,1290,1037
"ABplapppap",NA,230,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,649,0,0,8,1290,1037
"ABplapppapa","death",301,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,1083,0,0,8,1290,1037
"ABplapppapp",NA,301,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,4,649,0,0,8,1290,1037
"ABplapppappa","HSNL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,4,0,0,0,0,649,0,0,8,1290,1037
