"","Cells","20101213_RW10889_pal.1_L2","20101213_RW10889_pal.1_L3","20110125_RW10890_pal.1_L3","20110125_RW10890_pal.1_L4","20110203_RW10890_pal.1_L4","20110209_UP2051_mls.2_L1","20110209_UP2051_mls.2_L2","20110209_UP2051_mls.2_L3","20110225_NX68_L3","20110316_mir.1_L2","20110316_mir.1_L3","20110408_RW10425_pha.4_L2","20110726_RW10713_L1","20110731_RW10434_L1","20110916_ceh.36_L1","20110927_RW11144_L4","20110929_ceh.43_L1","20111116_RW10226_L4","20120331_RW10871_L4","20120426_JIM122_L2","20120612_JIM127_L4","20120807_mir.57_L4"
"ABalaaaalpp","ABalaaaalpp",1.94546798457655,1.70020052084317,1.52248431108785,2.67077911219709,0.888566302620392,2.95650403713773,1.5828511898692,2.50858626029484,2.61922722184797,2.27439732332582,2.60840184677715,2.55010115101046,2.30719924709034,2.04873356050538,2.17150987709337,2.20766156653247,2.48155995268193,1.72237118531401,3.04270228416824,2.5019836696388,1.93561679722436,3.62491379207837
"ABalaaaar","ABalaaaar",4.3847935216628,2.66708726592796,3.43013734020869,4.98656459361362,4.12461240150142,2.94310722966209,3.58562463437377,3.05032087138856,3.74567044293541,4.87110623569352,3.00626068493488,3.35747019678393,2.93687372434146,3.9562333595697,4.10091957032981,3.15111617644492,3.32877615328558,2.38536884868329,3.04394754477363,2.90676413704279,2.67369007228749,4.29572791171263
"ABalaaaarl","ABalaaaarl",3.26001001367422,2.53852750343535,3.38197091541711,2.35129575971624,2.68647795139837,4.0648033119452,2.82451999871491,2.18139821326947,4.02337486359755,2.81657221637388,3.36943603197237,3.70498053026032,2.83709888315591,2.94891054929808,2.22972400847198,2.55869072838479,3.12008709133559,2.49156013389732,2.97787416174897,1.82306066604571,1.71166684219406,4.24613378979177
"ABalaaaarla","ABalaaaarla",2.7871211750558,3.67802135738883,2.98793598219056,2.47525599810723,1.78986465126635,3.26528727910686,2.23313712951359,2.3212667588806,2.86677317375339,2.29922311627949,3.3035163997663,2.89949245310253,2.45436394784966,2.0690143217639,3.06130101203471,2.30566740011777,3.66374382620236,2.84660653223241,3.74337331219871,3.13466752088988,1.66751678998982,3.17570482288643
"ABalaaaarlp","ABalaaaarlp",3.24583012850958,1.94393874954054,2.95849523230352,2.08686588693283,1.48859762614681,3.37274668185204,1.58004648083849,1.71848697735181,2.85547173350774,2.55540222405297,2.01531783674104,3.42751505646779,2.61540672897224,1.7308957218735,2.06777407044892,1.94428820786746,3.00760507982937,2.36951425185976,1.79721777798186,2.5021942822743,2.21454171587213,3.1954829229885
"ABalaaaarr","ABalaaaarr",3.64456940919945,2.54012727568377,2.27330828023602,3.52133971105869,2.93158916612084,2.75578916258286,2.11694735533171,2.78250579129394,3.25953557502461,3.04779780685273,3.18055494404139,3.41091724079808,3.89272292879763,2.58587257105764,4.07365414618031,2.61288020915181,3.2125034357116,2.6112109797058,2.56760652665089,2.63746877590409,1.99912170797723,2.29400525668697
"ABalaaaarra","ABalaaaarra",2.40887907805652,1.880839676188,2.49132589485247,2.47547797671611,0.731992520655585,2.33659189808818,2.37501301980302,2.52956706770878,2.62185563754509,2.79470813920443,2.94497506014607,3.76153059130368,2.45012955135629,2.28167177769843,2.12769501640017,2.46400655183165,3.91687760977826,2.13329735097929,3.25926504629116,4.31406412309985,2.25456223657583,3.6365029700644
"ABalaaaarrp","ABalaaaarrp",2.74545988861611,1.40306100114944,2.78869056262597,2.11773101424729,1.33014017934452,2.96701745743985,1.93430917142542,0.935485925384813,2.5919398055551,2.60558741725045,3.03072622409871,3.96822570314308,2.57269022432237,2.19383639669389,3.05463752279353,2.40063848391146,3.27959811744712,1.52054637930273,3.28666652868043,2.80697385933453,2.55654712401421,2.4375961519497
"ABalaaap","ABalaaap",3.56162187200891,3.83771579691612,3.6365511315299,5.08515950793074,2.93469239076975,3.58394732367973,4.29119675853488,3.3308636403101,4.36455009372801,4.4808269083066,4.25455248862099,2.57137335708685,4.20718729223876,3.45734317542063,3.83361824702144,2.65918414754949,2.87012549180342,3.80302340667649,4.45049887775098,6.03753252655437,5.1584080716828,6.05682294949168
"ABalaaapa","ABalaaapa",4.73313097638444,3.4934808812502,3.82336575597217,4.11543406224193,3.47272308737678,2.54982579213717,4.22456980374514,2.89956479527223,3.85113745339603,2.65300475895652,2.88047717580448,3.51946678175518,4.40744345978932,4.32610448049211,4.65018661315759,3.3164352808902,3.2536896299533,2.34662817552472,3.72994050126726,3.31912813405086,3.83897966354675,3.7146445626222
"ABalaaapal","ABalaaapal",3.05376661717423,2.97759064539494,3.10462117572863,2.85086932660404,3.11883855640987,3.83221602954666,2.58760954173845,2.83949282515168,2.90036723395182,2.17521441721805,3.28622846446518,2.72944481448806,3.09572152099267,2.34419268356838,2.61283575522816,2.49225308678334,3.24592720255136,1.99507406465725,3.86346666961175,2.30938210027731,2.19543542719153,3.2588087199171
"ABalaaapall","ABalaaapall",2.01621029746815,2.33069942314284,2.2930851917968,1.6077069154068,1.58973267770356,2.55782561696598,1.92938731330065,1.88590171307402,2.98023724877013,2.28170250950148,1.7121466879306,2.85883113923198,2.38347983365587,2.73504801703834,3.31479759240547,2.82954145362823,2.59622841180748,2.50973471754991,3.76532546826668,3.49191984161238,2.30401896723107,2.96541359483608
"ABalaaapalr","ABalaaapalr",2.52052346720931,1.76193455929333,2.08234279793536,1.98136435220551,1.40231122395446,2.78286522184873,2.56055908844074,2.21091007713877,2.21648124640076,2.66742603039487,2.08125354593712,2.38045834312679,2.31271810591473,2.15180589158068,3.11109213755317,2.7518747035063,2.28385208498877,2.36204022284653,3.7991788871319,2.48988235745208,1.84582529522805,4.39146254524384
"ABalaaapar","ABalaaapar",3.27053357214768,2.83735030524992,3.33936980495999,3.91423411340018,2.75701652483286,3.49589459403626,2.9969509298674,2.39673934839236,4.20606775049493,5.24149042653544,2.32578965529154,3.08938637438776,2.88122305297451,3.7809986000028,2.90452479495676,2.9914727091292,3.19955017372854,2.58572447766195,3.11273151326075,2.69788015745814,2.90161559745265,3.01336918322566
"ABalaaaparl","ABalaaaparl",1.72826968375113,1.29111671624512,2.06502169367198,2.08846383739663,-Inf,2.41844215569338,1.6866636384694,1.45125788811451,2.54004649298434,1.94688305973332,2.36804372440619,2.59113391739274,2.85668301703461,1.71003570978002,2.0448379435343,2.47870789420453,3.52516636662846,2.36381479987136,4.39188645865212,4.53176308445279,2.828012432962,2.68125980497013
"ABalaaaparr","ABalaaaparr",3.20238006726842,2.11015667446261,2.30055850706833,1.75916179594024,-Inf,2.87533519968449,1.99142260035243,2.24270289585574,2.89151546390548,1.4419818787785,2.00979517726332,2.54255248243711,2.53927176194122,2.41626520187218,1.94637414905155,2.27953487838454,3.1050914313933,2.0147625116849,3.11357820465756,4.00730909683913,2.74149639232588,2.54619814625649
"ABalaaapp","ABalaaapp",3.83167199799382,3.70211345475111,3.26967955023381,5.02025854590863,3.98118856719546,3.28099705468597,4.73062657529207,2.78303206411634,4.04456856073258,3.92777755267465,3.63390257627861,2.94212736528994,4.26966524710241,3.39017822248264,3.56610825679389,3.66087239349111,3.38843205100812,3.64434901401654,3.30336006405389,3.0308366954325,4.22773238030313,5.67432491809639
"ABalaaappl","ABalaaappl",2.90772719864554,3.25712609628281,2.29554868124686,2.6288612224615,2.51519760819393,2.80717836205407,2.70340957362801,2.96545672700579,3.86219175902129,2.35552036264501,2.96699823262446,2.62355881560725,4.15456921139792,2.7308969084429,3.02096507142561,3.1398584058937,3.06635385629818,1.74066182980361,2.98484754946348,2.95781545764828,1.64256089002421,3.06552214447623
"ABalaaappll","ABalaaappll",2.94548349441531,1.76471249000145,1.83254925892629,2.38679790172974,1.61881198173693,2.37837458612629,1.6474869400269,1.56562592910878,2.12579984946843,1.63490613694259,2.57607521380332,3.25836696825151,2.59458883752739,3.20699794478669,1.60567298202719,2.24714805864017,2.36201624604959,1.39343027419265,3.08944733069757,2.97874643616414,2.43217366773016,1.91095014657129
"ABalaaapplr","ABalaaapplr",2.36329164351128,2.16972142182058,2.24392604192577,2.47216368469786,0.952453473919932,1.68329999129341,1.95559146045367,2.25033097093661,2.59956389156025,2.1454906156054,2.25471096346006,2.69106935140311,2.09030058088969,2.8511193540712,1.32439880094228,2.30258888115751,3.36821416122006,1.53874662590396,2.6389781556965,2.29413661273402,2.05849409986613,1.77126347628256
"ABalaaappr","ABalaaappr",4.21439961110354,2.77388202481708,2.16503010877466,3.70675858859134,3.71456113461731,2.76972339779148,2.34436644061287,3.23686474670008,4.38922244124604,3.27461660795829,4.51331134964595,2.98113839322026,3.34534028955091,3.30746406668025,2.91306441457233,2.99009588359102,3.60894107985693,2.10079362870681,2.44828229732144,2.9942547430082,2.41529022732791,3.6730885181555
