"","Cells","20101213_RW10889_pal.1_L2","20101213_RW10889_pal.1_L3","20110125_RW10890_pal.1_L3","20110125_RW10890_pal.1_L4","20110203_RW10890_pal.1_L4","20110209_UP2051_mls.2_L1","20110209_UP2051_mls.2_L2","20110209_UP2051_mls.2_L3","20110225_NX68_L3","20110316_mir.1_L2","20110316_mir.1_L3","20110408_RW10425_pha.4_L2","20110726_RW10713_L1","20110731_RW10434_L1","20110916_ceh.36_L1","20110927_RW11144_L4","20110929_ceh.43_L1","20111116_RW10226_L4","20120331_RW10871_L4","20120426_JIM122_L2","20120612_JIM127_L4","20120807_mir.57_L4"
"ABalppapa","ABalppapa",3.14889089390499,2.35529880147316,1.67302538531242,1.89776621301928,1.75345209683033,1.3204583439199,2.18244420270787,1.66130724741023,1.23077955076196,1.62400140988875,1.69103094023541,1.87484241224853,2.42260547844719,2.19583619252875,2.54062700153859,2.3385258253889,1.20672463381276,1.29294061552746,2.08513244711464,1.55188124683006,2.26561225571888,1.10093889060418
"ABalppapaa","ABalppapaa",1.27633391693004,1.55011582959557,1.37982315074342,1.50851225791918,1.41892150670796,1.54600513448942,1.22282108121507,3.33293984924826,1.72701870618516,1.46711827351476,1.63866550066915,1.56774652117003,2.02333249341544,1.55550130593541,1.37615993901253,2.26892004617356,2.61518088197379,1.59983449215938,1.89298630699181,1.22889275100539,1.30286539363928,1.65668702981108
"ABalppapaaa","ABalppapaaa",0.895209853564596,2.35112406560407,1.08445278237054,2.51677236346486,1.02849942460552,2.5333994477595,0.931111694057755,2.77499682944483,2.15644973467719,1.25945939086842,1.64214314371088,3.00444878447659,1.06742572996979,0.74589417840356,1.4235922498784,2.22551264832477,0.985930462235296,0.96493044473693,1.90478458287163,1.01677912225174,1.47712912880486,1.38278557996026
"ABalppapaap","ABalppapaap",1.32672918029614,1.80071164000401,1.48829439941575,2.37725641073238,1.52930344651473,3.04254055743052,1.66504075432791,2.69103017423232,2.16618547680092,1.33278832028164,1.73803635075546,3.06232582278655,1.0371228801759,1.21197755882215,1.74916768433345,2.10121050885225,1.01270309666426,1.27557371090287,2.04353033822704,1.07355341293067,1.43150466554779,1.31813770037397
"ABalppapap","ABalppapap",1.21861177753787,2.20466495290243,2.08594680052926,1.77243221425454,2.07694141174538,2.431011735235,1.77992344162417,1.49177616225687,2.64693121350427,1.07390263204822,1.17028201234555,1.34508814259781,1.14299407200385,1.34116170288607,1.82514466164209,1.90516934767923,1.72602829963633,1.51311968378137,1.8747395820284,1.72012180941662,2.26878803300061,1.18676349871386
"ABalppapapa","ABalppapapa",1.40587828247578,1.73347029671066,1.21406651825392,2.19368556017091,1.73272169005816,3.36873593070096,1.77215220209454,2.90223233880024,3.30257668567081,1.41748618831088,1.47319993179876,2.54039201821623,1.1834362300003,1.22246226754514,1.59445950694271,2.12666382026406,1.9086417150561,1.5581794123046,1.62774142664501,1.3223431570185,1.75823137727497,1.1522549127025
"ABalppapapp","ABalppapapp",2.071745654682,2.85286149377052,0.910124077916076,2.4596666133979,1.81835935158114,2.75205733651212,1.46326374675297,2.46999302887701,2.45668370507653,1.52183034789556,1.14952578384247,2.52584914166126,1.25466126201042,1.20237228421164,1.87537936708951,2.21171028180841,1.88430755604688,1.57358794934636,1.81600144247992,2.09760920722977,1.9922151108243,1.49726174665245
"ABalppapp","ABalppapp",3.07619933157458,1.31028353091669,2.09969341758797,1.09371827579091,2.08048754122135,1.99929077983875,1.95942006725674,1.69399480227205,1.21143705230678,1.31724072298054,1.02115926957204,1.53202737882335,1.95281750365047,1.42802852140763,2.57663633950241,2.09584501374438,1.56398641899521,1.28702846040649,2.12562786815851,2.04547066254714,1.99375227920287,1.92650787479556
"ABalppappa","ABalppappa",1.7337483158137,1.88000863128797,1.3397154323843,1.30103152933847,2.46260069664121,2.44667947179135,1.8946934478602,1.85785660081903,1.67503278214779,1.67665162489796,1.55734111778617,1.41472579205977,1.70730407898633,1.94222416763444,1.26347468946824,2.41860453404653,2.41014725668483,1.46626170055219,1.90901481283114,1.36001217337802,1.2012004547296,1.36444338630402
"ABalppappaa","ABalppappaa",1.04588380656701,1.87469529241722,0.736616514141548,0.910230846962689,1.17207841772663,2.21060426995803,0.79269697529741,1.09417733752887,1.41238815394944,1.13417550100837,1.09618715680177,2.24500115447947,1.13751148226085,1.21019144473898,0.880761348947624,1.88646221857369,1.23351061546493,1.34410718263097,1.80393729514947,0.847315299805777,1.44186172716692,1.19723849257335
"ABalppappap","ABalppappap",1.09577563800651,1.6532857858261,0.729735278948669,0.854698760476334,0.91342626558222,2.3727785552783,1.65316492274842,1.2488175952384,1.46585355685882,1.19648385905466,0.85870960929161,3.08087686104185,1.34399215499477,1.22789776651945,1.2548656438565,1.93384286501814,1.38707294976862,0.991526649172228,1.90279697605876,1.01443444859542,1.15083160026404,1.4196815246683
"ABalppappp","ABalppappp",1.90936276533571,1.96036928981356,1.34276152423213,1.40268675288664,1.55548478261518,1.98611365571278,2.35542387225403,2.24479736546259,1.71636025509752,1.10978062803047,1.08845269288914,0.846228072519691,1.91871488410534,1.75788212667904,2.03376427050847,1.81279014093353,1.87104673843288,1.61972026085965,2.00248625381996,1.32566391764921,1.76490231783776,1.21846208589878
"ABalppapppa","ABalppapppa",1.54386319231404,1.57524886589433,1.27041308192697,1.25348355069643,1.07839099321529,2.37567086188585,3.61753582990866,1.46694445561826,2.51941066089455,1.20593096206173,1.1542530685586,2.43692880499403,1.90734917070622,1.36448226796692,1.04253966752456,2.08441236948527,1.62230180369475,1.56626271527564,2.10765069532279,1.15583950346739,1.01803355300516,1.48253057831327
"ABalppapppp","ABalppapppp",1.32699139779585,1.63006163350041,1.44291737226953,1.06378263714534,1.71627607143695,1.60275805656118,4.39104921039674,1.35002674157028,1.88576228074965,1.55659842970594,1.21594060365509,2.66340283258537,1.7888557416697,1.56194530155068,1.47876300894491,2.13148309224733,1.67057548987147,2.15310415869569,1.71725324378043,1.47869809795197,1.41872631372801,1.24924929541437
"ABalppp","ABalppp",2.11290603307719,2.28422248205734,2.17974572758594,2.5181359001992,2.48930966715145,1.15123880592438,2.26455040608961,2.44525379340517,5.04103284977155,2.05863887694675,1.25037025793414,1.51136305817853,1.68359673361066,2.77412971575016,1.81119376382148,3.6025464043241,1.46315352198981,1.49862139338826,1.82532621264462,2.26751239155177,2.65861651839322,1.8228319331359
"ABalpppa","ABalpppa",1.78056495459246,1.6937848393779,1.31663399194893,1.99441545858519,2.24036514488675,2.31558723800149,2.21606117223754,2.02754143312239,2.87649735480352,1.92580124546766,1.65950738448662,3.14202406460758,1.24646289516898,2.15103310444403,1.84947154002751,2.58275034153432,2.30819118497398,2.30865347582478,1.93807428314074,1.41522149517606,2.94572207536378,1.63287851818777
"ABalpppaa","ABalpppaa",2.20621127831136,1.54043592530068,1.0402206358533,1.82970967281424,2.47002457733798,2.81484665303145,2.12017065685234,2.16225484619305,2.25342669934587,2.19481919688128,1.29488274183436,2.52481096356813,2.03034474744327,1.9646534921118,2.26222909098484,2.31852505661199,1.90660037448463,2.02990556647513,2.75641122498089,1.67058579524249,1.40322057753519,1.59719384991556
"ABalpppaaa","ABalpppaaa",1.74090608397291,1.96132326994704,0.899530170764742,1.39172393612647,1.31435306006124,1.23873354845964,1.86936150104499,1.01834329861267,1.37891920902844,2.07934738506891,1.27683898816053,1.5207648111915,1.38934569149551,2.66033035072616,1.36505609206018,2.27638582353108,2.79694560366918,1.94051667490884,2.55347351929325,2.0191985163613,1.62410462703614,1.23132784015844
"ABalpppaaaa","ABalpppaaaa",1.16534156889485,3.01696238857235,0.979209409830117,0.972439015512533,1.06819380916007,1.44059903527956,0.970936457596132,1.09303833832677,1.5143258033932,0.865014280444615,1.07445408381099,1.86990995465874,1.11655711056672,1.28628974586881,2.19485207363056,2.54932939110964,1.97987420798139,1.40430245194901,1.8158714878554,1.06610857386523,1.01684868350898,1.39220622571813
"ABalpppaaap","ABalpppaaap",2.14244785290836,1.53907845590445,1.13734764449338,0.790838019221594,2.69391735367452,1.67063879416264,1.15458269302475,1.57627793039588,2.00836100471326,0.880947548898817,1.28922944556253,2.196110374619,1.16191985014259,1.00239137231371,2.2084843562282,2.2205440818016,1.91500237492061,2.11088974755719,1.63920806773669,1.14534205070144,0.803998940212196,1.41916481662575
"ABalpppaap","ABalpppaap",1.81298762027452,1.35064626343146,0.939878596734977,1.77414979439117,1.53522438175518,1.98014230046548,2.20960659515143,1.52030408236398,1.41913319676096,2.83205047827373,1.20586837354711,1.17349097147661,1.54244952799301,1.41738206995299,1.47288125381066,2.6651335410495,3.25927356237932,2.40560245095131,2.82313153359139,1.42462038229487,1.34026441518401,1.06120801858571
"ABalpppaapd","ABalpppaapd",1.01620472042745,0.605399395177183,0.629363795198413,1.22491549092703,1.62212110778981,0.853236013207879,0.662800447103771,0.844742948071227,1.13620631368792,1.14720740978902,1.12268818842936,1.22827510857336,0.996298369014183,1.35215286841254,2.37879617908787,2.41805342265964,1.27775580940129,1.61794388139645,1.69912433625983,1.29245382639346,1.09722361499571,0.81170327964869
"ABalpppaapv","ABalpppaapv",1.47291554158732,0.920793903829577,0.780019785929872,1.08293871665251,1.87266904988614,1.32383289064614,0.688869481886803,0.722490720591727,1.6239268454078,0.722678003324309,1.63684110084391,1.46375538715028,0.955581453737012,1.77772969421934,2.0988910160835,3.5741493571704,0.974056747660746,1.99172854017598,1.67646801408292,1.33061981454059,0.981254188724034,1.07511219676725
"ABalpppap","ABalpppap",2.93362515054847,1.8290917068701,1.61147423363813,2.16047769035485,1.98093505817871,1.89651811688935,2.2736412115409,2.78833147359006,2.47608151473874,2.5338391630711,1.42909942790442,2.41141312530715,2.56415320133682,1.8194249733578,1.5792027870198,2.19093902001426,1.98170629472828,1.86097099942203,1.34931616098395,1.98004156829339,1.58718622666598,1.61044957797193
"ABalpppapa","ABalpppapa",1.97247607831813,1.21239983835967,1.48791714631476,1.96237251357771,1.58971699386689,1.12762126783788,1.04344989197279,1.24920228107931,1.1235172809691,2.32107191974903,1.40091426941338,1.92302112871837,1.49656651773194,2.21895892048938,1.16520228772708,2.3433342680803,2.72758116350825,1.58022440845672,2.51367846296877,1.27757530765979,1.30769023017305,1.15375270273838
"ABalpppapad","ABalpppapad",1.16238696790015,1.42360906462912,1.1425491391161,1.9231589676207,1.12134022723339,1.25209728439367,0.884871134900757,1.49402777601575,1.5724863525437,1.17357984520022,1.67350253331719,1.29750623576527,1.12670763217702,1.73079027266397,1.44351415694524,1.68234854391787,1.28493766747204,1.55150998132667,1.94772456002882,1.72628510995878,1.24910605968937,0.940343430346362
"ABalpppapav","ABalpppapav",1.13288729762896,1.4233805266337,1.13848938932451,1.14236520218632,1.1570446971642,0.960672300417838,2.15803880685636,1.42606075820879,1.47555876840404,1.28202105377746,1.8414571228884,1.80710452805257,1.31266581593631,2.16067840455522,2.09731361873682,1.80879713598272,1.40506737116477,1.65323968242612,2.1775789128755,1.19084862223814,1.55092083122167,1.0053104779654
"ABalpppapp","ABalpppapp",1.89548876808259,0.873391368873401,1.01381088645166,2.2776488048854,3.079024635355,1.68644518936513,1.21407642103717,1.06191800002868,1.46428375043361,1.449949714668,1.60053613670018,2.14775458626558,1.16861498030686,1.53095852630875,1.20565406970547,2.68538608896855,2.72865669611295,1.98875128368353,2.56495681004039,0.991022764305256,1.20542320632763,0.970208812324201
"ABalpppappa","ABalpppappa",1.4931283358564,2.02801893693983,1.54204086342504,2.0037939621087,1.92093115203695,4.04081307396225,1.98427675656912,1.032052051836,1.79744803734901,1.29768331494896,1.9865511942701,2.09521790085416,2.28577407493797,1.88789270480793,2.13254857985092,2.87246811987637,1.42637141994617,NA,1.90451209095338,1.53908693477085,3.56602599525556,1.51392684258556
"ABalpppappp","ABalpppappp",1.08471498075654,1.06378577114219,0.963924978751705,1.47465434126845,1.07925347261863,1.50283125146397,1.45401824533982,0.950823665234335,1.16652246864355,1.64633337360464,1.16528365478999,0.915736225442438,1.6349922353434,2.12038990821898,1.9213300502843,2.2374141138776,1.62252338209923,NA,2.48704359346216,0.895882117799904,1.01765011309933,1.40402632338293
"ABalpppp","ABalpppp",2.90023650277168,1.33129416707598,1.90138564219493,2.26778727285556,2.51613110883078,1.7630739646363,1.24768413164267,1.49220503148236,3.389255909356,1.62041404278675,1.68672021890748,3.95538428929791,1.95591157409599,2.7241899037806,1.92975275180524,3.9913856782034,2.66893002773039,2.53540182727686,1.51203397160941,2.05397437053538,2.90996513499041,1.0219323797062
"ABalppppa","ABalppppa",2.05178791170376,2.31876580196201,2.09087513319957,1.46893551970105,1.16649996615475,3.14041884919165,1.86400308281858,2.53539361981009,3.06466642340971,2.26536117521168,2.80277358312132,5.10329634000115,1.2043107904145,1.60809990699623,1.99230566981741,2.48975380465088,2.72692095297493,2.90041395093926,1.94808208005871,1.4613781732267,2.3791442218047,1.58661284725652
"ABalppppaa","ABalppppaa",1.52194805309108,1.44983211905559,1.48193540038387,1.29276129293691,1.64830459162389,2.39307258755079,1.64565498494894,1.37366257225122,1.93531146086202,1.3332770980155,1.34825144528285,2.38820475943869,2.38023034193504,0.905976768734831,1.29140311328056,1.93471272975919,1.97816896966456,2.05885421000418,1.43877505037105,0.841724879401698,1.027576763547,1.19059329327551
"ABalppppaad","ABalppppaad",1.74218413976315,1.54271526459863,0.983856031411439,1.21874824509787,1.08737606020561,1.58208742054195,1.63879929508471,1.45588822715242,1.4103891534353,0.945074957855111,1.43313889184136,1.03083934528222,3.83170014908508,1.88978800773263,2.24305472458551,2.32509103252361,1.12511735795996,1.91167868792437,1.82151478084677,2.07014284101597,1.22732498255434,1.53780634119592
"ABalppppaav","ABalppppaav",1.72898762479187,1.19619980796139,1.0979421569102,1.06925429045166,1.51112444688279,2.75791899461605,1.4493821451067,1.98641465899786,1.45966560597066,1.62401955497073,1.20467614819602,0.7555218644775,3.76217156466388,3.11211882773072,1.85079186517559,2.09936593571292,0.858490788584981,1.83786222152405,2.12501761057267,1.9641864497266,1.51764082343987,2.01981343394164
"ABalppppap","ABalppppap",1.18695717693713,1.55464779779382,1.89128581319161,1.498405239245,1.34565318247142,1.80442793506153,1.91032417797125,1.41056656616544,2.00292388657973,1.19880431573139,1.88236019097702,3.09954310866122,1.83292156823077,2.01131588458686,0.901137379268567,2.85619651237306,2.24659320764623,1.37755256535849,1.71474422920534,1.3229971854958,1.10754349347863,1.5290262936411
"ABalppppapa","ABalppppapa",1.47481581282925,1.67274624902069,1.41517450486352,1.57887795141614,1.76253606223017,2.12781423571461,0.939852645944553,1.00838204660311,0.818310810772871,1.46140106411479,1.48024422715405,1.17637203436581,1.54526525309705,1.19164862817998,1.30486175342771,2.51454424360917,1.53003972329526,1.92090950933608,1.32644088986154,2.61998583588914,1.58333744804089,1.71419119319833
"ABalppppapp","ABalppppapp",1.09418995698955,1.24385740574394,2.19839458788724,1.199548109111,1.51998806007329,2.57492921588254,1.92956522202409,1.42431886769953,1.61532621605937,1.85062989952638,1.87020378065283,2.59781799121905,1.37320935221908,2.34853221173812,1.68962792207615,3.26991468317727,2.2657277003174,1.74015654292489,2.143716515683,1.04672606429949,1.38351095421559,1.54719981930126
"ABalppppp","ABalppppp",2.36395208907562,1.56725355616656,1.82965998620876,1.41719248609025,2.05289035354119,4.39775601557269,1.92968838253513,1.99798203294332,2.65830859172038,2.69040059893819,1.85503306844374,5.06121154190261,2.24205934187671,2.11463000819649,0.969999278091076,2.89723717324557,2.26036940750116,1.77633508120009,1.97632084699393,1.96939648731597,2.32901719080725,1.77595485366046
"ABalpppppa","ABalpppppa",1.65803396622102,1.22648161652586,1.2816404645874,1.70101796685383,1.33100532358191,1.84527884218941,1.77435714896286,1.45961540280731,1.2326837083428,1.30079320044528,1.49737650596542,3.17836960993533,2.10211764224346,1.50814067264709,1.10211725183478,2.46328036335485,2.54581402698096,1.73835745271983,2.02789878618091,1.10210478296834,1.13690326454273,1.09035370706923
"ABalpppppaa","ABalpppppaa",0.986658371124247,1.51474756704441,0.971702036722307,1.18902592403984,1.05011812302447,1.17807249101568,1.4297482189365,1.10005065920041,1.20411108904725,0.995586057312068,0.864187291666191,1.19286668169383,1.39326441579183,1.05008464616933,1.46324337051959,2.31389639173904,1.42348411525892,1.23279473266666,1.1477619294236,1.21645430125249,1.28152840834256,0.911258495079104
"ABalpppppap","ABalpppppap",1.14987438140151,1.58992845976173,1.34924179581391,0.854750963271416,1.32748597670844,1.12014083603295,1.96167531073104,0.877665254291536,1.77335566130595,0.96044580138564,0.698844486331731,0.756237863295347,1.05933645953696,0.824771745933081,1.22646085037709,1.78910101999317,1.48967700860599,1.39982775127567,1.39008941652839,1.42346811312753,1.40742845196816,1.12152865694629
"ABalpppppp","ABalpppppp",2.48669780978003,1.08144112987464,1.76111190252488,0.954025685908097,1.47553637359491,2.68797660072209,2.1188976063559,1.49301838587468,1.50058076451796,1.63884343908466,1.04730419349271,4.9047265855226,1.09849826788233,1.68390998307028,1.42483437280779,2.19321001285615,2.43462697504259,1.39848838081765,1.38928740656375,0.803326967212375,1.48406622046173,1.35529159501529
"ABalppppppa","ABalppppppa",1.83217118450096,1.43621141084305,1.3177566091282,0.835020326300235,1.47589927670453,1.30428843523432,1.19030480373688,0.776150740801517,1.45443041560173,1.24108769332564,0.975308669192249,1.63180180139274,1.00579636989446,1.36403705155239,1.06526565642081,1.81213214153796,1.59928603611626,1.04277354246997,1.85457576185309,1.62021517332004,2.10817894289643,1.15454939628231
"ABalppppppaa","ABalppppppaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745578526481943,NA,1.37468626894026,2.35485576058709,NA,NA,NA,1.38440727030314,1.29519746716409,1.50593313004751,1.44486223269253,1.60640326475284
"ABalppppppap","ABalppppppap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06861216352639,NA,0.964526949450745,2.49542611340905,NA,NA,NA,1.17283740280162,1.47774660659742,1.59765579865653,2.40628600940733,1.45531233064388
"ABalppppppp","ABalppppppp",1.82645445102418,1.58257525302285,2.25548805593853,1.03573314194481,1.52896861578733,1.2253957134908,0.86523206472357,1.19778654200563,0.910280262326589,1.95292842174584,0.946218125143309,1.93448285954405,1.07512672284152,1.01517733175892,1.47094548230958,2.35164663597653,2.29740187090682,0.908681918001494,1.24262211821918,1.12802072726607,1.90615252171056,1.37039551579042
"ABalpppppppa","ABalpppppppa",NA,NA,1.34645115961312,NA,NA,1.55315309231971,NA,NA,NA,NA,0.947741720264078,3.01092870815954,2.22344643147543,2.16128942959007,NA,NA,NA,0.937991343899512,1.12451833333331,1.51943649727273,1.88552612040787,1.88002712051929
"ABalpppppppp","ABalpppppppp",NA,NA,1.77346220997405,NA,NA,2.42551201669865,NA,NA,NA,NA,0.871483413059452,2.5106164082375,2.040323254634,1.6059081385601,NA,NA,NA,2.02646825520182,1.5175242717823,1.54715037997772,2.52473904248539,1.72757554413794
"ABar","ABar",3.12429010818943,3.692629603931,2.92432346444648,3.81492435039181,1.806524405399,3.3550015708004,2.88210072016735,5.03612585828435,3.56503505169903,2.57732991065938,1.50677093838675,3.41687646445477,1.71607165232372,2.33997894985434,2.03901635789326,3.30143963529226,2.78273330725339,4.21677855339894,1.958012753411,1.48403840725059,3.09049567941209,2.24995829294785
"ABara","ABara",2.7752360243291,2.38537419600645,3.43832665854265,1.45786638484235,1.46060694090805,3.81527776335672,2.89789747646815,1.91317101778297,1.75612529524443,2.49994193650092,1.55813167819271,2.44794378546706,2.03685504395324,3.31658240237785,2.9374948493698,2.27571816469425,2.68305809310116,3.6533086759619,2.20094329601873,0.922553801913399,2.41165733151373,2.09813085879768
"ABaraa","ABaraa",2.07279802581249,2.91742058887169,1.34027710076965,1.5935468251917,2.34338389828883,3.68756798923621,2.14361134789841,1.63626110364396,1.82662733106752,2.08761103779446,1.6974492479798,2.1526591881947,1.47572655105921,2.85301030600477,2.12580479117929,2.03262987051503,2.5731002647674,2.90462360921914,1.35770830685979,1.67121606751364,2.15253452233649,2.39276700240151
"ABaraaa","ABaraaa",2.24062387798729,3.15131700375437,2.88141104014371,2.61491784300566,3.0240499671856,4.83080754610322,0.807819195582766,1.29618996118392,3.70157629387528,2.60383684622694,1.54098164485004,3.36951656703717,1.99479780709227,1.83516641339656,1.30493999704573,2.59788989583205,1.8498754548392,2.6980622283935,2.69078761865349,1.7118828247631,2.35606352560318,3.28785759845699
"ABaraaaa","ABaraaaa",1.895213877125,2.49093651461917,1.93739633283246,1.74763674530802,2.39340481351321,3.06019504979064,2.28675626814206,2.90487131599002,2.25071227996177,2.60885796826884,2.04531993547222,2.31478792100521,1.55154103344757,2.08628397718367,2.00899124351906,1.89663033297605,2.26735931311693,2.30588808507511,2.03431932613739,1.46881661979643,2.24650853842348,3.13973980295234
"ABaraaaaa","ABaraaaaa",2.23506024966421,1.99254551602376,1.32137042593433,4.08836282369128,2.21849660406634,1.84909280092152,1.90652746853632,1.78377010399583,2.16292352315695,1.87953310486571,2.03337012147851,2.12495548255615,1.2399631922625,2.14467586761352,2.43375330346123,1.96570319240975,2.14981602632558,2.28716557729798,1.57611410448333,1.93349892199404,2.38718308558165,2.29765142237373
"ABaraaaaaa","ABaraaaaaa",2.16976276103391,1.72390075173482,1.54037275721499,1.79160228754575,1.19782280055934,2.76105683303864,2.01690746518065,1.55585894169302,2.42568716865525,1.17643187777349,1.55117173097081,2.18617046259218,1.2444163362709,1.43974360777839,1.94923021046524,1.17074419192033,1.97128155350008,1.82931372369758,1.43578200473385,1.29613814765974,1.88748294553773,2.38891023729343
"ABaraaaaaaa","ABaraaaaaaa",0.856043228561759,0.772990257450317,1.46912975315873,1.72858742009683,0.567290207691552,2.26743027096561,0.747315852379788,0.792953788980322,1.71840431116808,1.24270095028439,1.19946994540348,2.06724496050074,0.864171682888626,1.17410780619945,1.62431370407439,1.54165514469015,1.09612827702818,1.43751705018531,1.50757775762331,1.10841396450341,0.927211476264908,1.02406924694979
"ABaraaaaaap","ABaraaaaaap",0.580919231522798,1.37973676871146,1.05483045441549,1.63285146674247,1.478638002875,3.0099422657314,0.977584870139403,1.69371972885272,1.7454668897871,1.44226847179388,1.12173891689004,1.87813239968214,1.22629285332188,1.08508245848161,1.35543601899822,1.13660116875314,1.18782315338598,1.82899122788599,1.1771690819868,1.13345770109389,1.10929792381407,1.35687952894764
"ABaraaaaap","ABaraaaaap",2.2827395708797,1.09924581654175,1.2832396280915,1.45707560188726,1.26965866725853,2.6688624908477,1.16511508652921,1.10146017972131,2.74730989937871,1.32855360004467,1.75585704526851,2.23670267599145,1.06692189657644,1.69867746026922,3.46200034171213,1.32585318393153,2.02051244060724,0.90692733101265,1.24745798117321,1.11268477449742,1.7253696994215,1.69381485909021
"ABaraaaaapa","ABaraaaaapa",1.73245439799414,0.888705100490137,1.04190817623668,0.958530439966251,0.954356161267321,2.09771166089055,0.670035390048017,0.662519098535975,2.11117931422208,1.10346703013037,1.30362922580583,2.12572305390196,1.26193394975621,1.52947359988431,3.57479056468547,1.70414553710783,1.31999068250848,0.954120393712922,1.31240956627413,1.45699044380539,1.08396923545066,1.20993785849365
"ABaraaaaapp","ABaraaaaapp",1.0152358426547,1.74588885406308,1.3491438525433,0.838346606500373,0.859259635856295,2.28603193880133,0.616932815030239,0.919667295771948,2.09998967668745,1.2417742302917,1.46824139586388,1.78514223714479,1.20362427898818,1.38202517102112,3.63206895138267,0.853424568651318,1.31365719614693,1.41666132517722,1.3968736237053,1.49972832413237,0.985608924936574,1.05108134299592
"ABaraaaap","ABaraaaap",2.07191652428142,1.45770918391004,2.16956584085349,3.24638474697062,1.92792717853433,3.2146168987094,1.41549468912168,1.19403541416599,2.52060475287184,2.26311420929113,1.66559713543001,1.62527335177327,1.6108696848205,1.66823939428068,1.38120066844352,1.63074678965987,1.50474672327683,2.00379274070273,2.35590234979216,1.79382842761718,2.95359895119715,4.29688020571679
"ABaraaaapa","ABaraaaapa",2.54386962283151,1.10446446240703,1.79238874195024,1.40549385116314,1.47509586136579,1.75325461682109,1.32281575983314,1.17150881283955,2.11109980712134,1.35525018956831,1.76975656475051,1.6324553402068,1.25440107321607,1.90577195836632,1.4961322116264,1.39123017184344,2.71638803847633,1.21815519823389,1.34212121197109,1.3546419795337,1.40611835457505,1.41398308154995
"ABaraaaapaa","ABaraaaapaa",1.47005722871791,0.65596468210925,2.16113880303016,1.65374210493224,NA,1.48753199179319,1.21763986781264,NA,2.49913698138724,1.2431917666184,1.49789247562256,2.86862333513803,0.960542707871956,1.14740679904591,0.96766578685203,NA,NA,1.26392860124421,2.13670449970706,1.67669873270261,0.813807226012392,0.631923810437565
"ABaraaaapap","ABaraaaapap",1.07216556426911,0.741307426885473,1.7902017415365,1.33614265758141,NA,2.14107496714764,0.872630892335561,NA,3.11661623020333,1.57439749762528,1.58916569000562,1.39128091970216,0.944668645529035,1.25459453937095,1.54042593638764,NA,NA,1.30873874500149,1.8872973149179,1.68449847431548,0.958497667961913,1.15183248432701
"ABaraaaapp","ABaraaaapp",5.99654110974736,2.42373278000393,2.95632337331224,2.77184959789968,2.38288458638845,2.15164404622179,1.84171730246046,1.89708196179419,1.95982527377022,2.81323630555393,2.42653637388674,2.15849808025828,1.80547065010281,4.33462206542226,2.32620167668336,2.48309165787128,2.14924436249212,2.1179260000734,2.18442729966919,2.28057437789497,2.54667254530154,2.28586666603388
"ABaraaap","ABaraaap",2.37999695394501,2.72381113019841,1.24548803203716,2.92936180289288,1.44736272282602,3.04741513704343,2.76503623292505,1.78739147872955,2.36445679445844,3.32120294073455,3.21618515384207,2.70164193796767,1.5481679242169,3.39764792538213,1.52600613002789,1.28014537158335,2.65922569097844,1.97825727860463,2.12500011823002,2.18074514102554,2.43008847717868,2.21991111263621
"ABaraaapa","ABaraaapa",1.62300456088449,2.04617186698444,2.14005693245134,4.17241220712706,1.86223730642861,2.34127796838793,2.13502368273728,1.61643138017103,1.84140844395387,1.50035538095117,2.38877639416579,2.35672188444416,1.72912641646709,1.61951172218404,1.55173910556111,1.79127010773458,2.50048991588023,1.52827444167186,2.86134249682384,1.22415522503174,2.3786138257617,3.4226032890657
"ABaraaapaa","ABaraaapaa",2.25338638215879,1.4290099455985,1.69144984121154,1.67071118482212,1.29401586893561,2.55560487474981,2.14847119708173,1.16709887459877,2.6402560973165,0.971191581172174,1.75756402989803,2.15181962994881,1.67345235008711,2.16262320866029,2.32112006048782,1.56296021133438,1.87435907305793,1.46029043435552,1.2526057118772,1.94800184580229,1.01635342318214,1.93314418089486
"ABaraaapaaa","ABaraaapaaa",1.60388108187888,1.13100078491007,1.94848922260096,0.997177624130222,0.883222196886848,1.99110548700139,1.05350737440085,0.784558836960425,2.07687920754675,1.20614340230469,1.58353591291993,1.92214132422421,1.1124210143595,1.73414802519017,1.94545078559951,1.96017731086239,1.60254252890467,1.33585086236155,1.31146419260264,1.44421761867937,0.997974777454699,1.06925138091576
"ABaraaapaap","ABaraaapaap",1.10526041592094,1.1799019789992,1.30832242011495,0.724681748686231,0.871145081235886,1.61386242173406,0.861053082862179,0.898933805324805,1.93569245966219,0.925723944156377,0.988617727797231,1.82044376578272,1.09079448876706,1.50078900621655,2.65928642778927,1.24087663449422,1.48619523311413,0.804488631965273,0.858423841334204,1.23152140842702,1.13833256020393,0.99620106183596
"ABaraaapap","ABaraaapap",2.05510370196184,1.73512376536916,1.40691059512489,1.93882392048607,1.05991211096791,2.24031234499245,2.1138489133404,1.2481428821543,2.58041611008264,1.48675513055194,1.60588379665019,1.32997697023085,1.44983897406248,1.6995876124309,2.23542222322894,1.58943922669781,1.85200434307155,0.896302122698094,1.32063220929812,1.29147016801541,1.5781657507773,2.14710977206356
