"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","CCDefectCount.Parents.","CCDefectCount.Sisters.","CCDefectCount.Aunts.","PosDefectCount.Cells.","PosDefectCount.Parents.","PosDefectCount.Sisters.","PosDefectCount.Aunts.","AngDefectCount.Cells.","AngDefectCount.Parents.","AngDefectCount.Sisters.","AngDefectCount.Aunts.","cellObservedCounts.Cells.","cellObservedCounts.Parents.","cellObservedCounts.Sisters.","cellObservedCounts.Aunts.","divObservedCounts.Cells.","divObservedCounts.Parents.","divObservedCounts.Sisters.","divObservedCounts.Aunts.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells."
"ABarapapap",NA,217,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-45,702,-141,0,-8,-11
"ABarapapapa","arcpost",284,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-45,3330,60,0,-8,-11
"ABarapapapp","I5",284,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-45,3295,33,0,-8,-11
"ABarapapp",NA,170,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,111,-274,0,-10,-11
"ABarapappa",NA,212,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,1412,-119,0,-10,-11
"ABarapappaa","I1R",328,0,1,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0,0,-59,1412,-119,8,-10,-11
"ABarapappap","death",328,0,1,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0,0,-59,1412,-119,0,-10,-11
"ABarapappp",NA,212,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,1307,-274,0,-10,-11
"ABarapapppa","mc2V",266,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,2003,29,0,-10,-11
"ABarapapppp","m3VR",266,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,2127,-156,0,-10,-11
"ABarapp",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-30,-20
"ABarappa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-68,-294,0,-30,-20
"ABarappaa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-70,-68,-248,0,-30,-20
"ABarappaaa",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-69,-68,-108,0,0,26
"ABarappaaaa","RIPR",309,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-69,-64,-108,12,0,26
"ABarappaaap","death",309,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-69,-62,-37,0,0,26
"ABarappaap",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-70,-68,-248,0,-29,22
"ABarappaapa","hyp1",315,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-70,-68,-248,0,-29,22
"ABarappaapp","death",315,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-70,-68,-187,0,-29,22
"ABarappap",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-68,-228,0,-17,-20
"ABarappapa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,981,-228,0,-17,-20
"ABarappapaa","RMDDR",295,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,1263,-124,0,-17,-20
"ABarappapap",NA,295,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,1546,-12,0,-17,-20
"ABarappapapa","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-71,1546,-12,0,-17,-20
"ABarappapapp","SMBDR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-71,1546,-12,0,-17,-20
"ABarappapp",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,1567,-77,0,-13,-20
"ABarappappa","DB2",301,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,3843,34,0,-13,-20
"ABarappappp","SMBVR",301,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,3430,-77,0,-13,-20
"ABarappp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-25,-20
"ABarapppa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-21,-20
"ABarapppaa",NA,221,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-240,0,-12,-20
"ABarapppaaa","RMDVR",304,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-240,0,-12,-20
"ABarapppaap","ILshVR",304,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-84,-240,0,-12,-20
"ABarapppap",NA,221,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-69,-86,-167,0,-21,-3
"ABarapppapa","SAADR",300,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-69,-86,-167,0,-21,-3
"ABarapppapp","ILsoVR",300,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-69,-86,-161,0,-21,-3
"ABarapppp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-50,-86,-284,0,-25,-20
"ABarappppa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-50,-86,-220,0,-25,-20
"ABarappppaa","SMDVR",296,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-50,-63,-220,0,-25,-20
"ABarappppap","BAGR",296,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-50,-80,-220,0,-25,-20
"ABarappppp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-37,-86,-27,0,-25,-20
"ABarapppppa",NA,287,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-37,-86,-27,0,-25,-20
"ABarapppppaa","IL1VR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-37,-86,-27,0,-25,-20
"ABarapppppap","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-37,-86,-27,0,-25,-20
"ABarapppppp","IL2VR",287,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-37,-86,-27,0,-25,-20
"ABarp",NA,56,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-58,-86,-294,0,-87,-38
"ABarpa",NA,75,0,1,1,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-52,-73,-294,0,-87,-38
"ABarpaa",NA,103,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-52,-59,-294,0,-75,-38
"ABarpaaa",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-29,-21,-294,0,-64,-38
"ABarpaaaa",NA,180,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-29,-21,-179,0,-64,-28
"ABarpaaaaa",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,72,-21,-179,0,-58,4
"ABarpaaaaal","OLQsoDL",327,0,0,0,0,0,0,0,0,0,0,0,0,18,22,18,22,0,0,0,0,72,-21,-179,0,-58,4
"ABarpaaaaar","OLQsoDR",327,0,0,0,0,0,0,0,0,0,0,0,0,18,22,18,22,0,0,0,0,72,-21,-179,0,-58,4
"ABarpaaaap",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-25,-12,3500,3125,-58,-21
"ABarpaaaapa","OLQshDL",324,0,0,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0,0,-25,-12,3500,13865,-58,-21
"ABarpaaaapp","CEPshDL",324,0,0,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0,0,-25,-12,3500,12992,-58,-21
"ABarpaaap",NA,180,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-29,-21,684,46,-64,-38
"ABarpaaapa",NA,237,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,47,-8,758,5443,-64,-38
"ABarpaaapaa","OLQshSR",325,0,0,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0,0,47,-8,758,14477,-64,-38
"ABarpaaapap","CEPshDR",325,0,0,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0,0,47,-8,758,14160,-64,-38
"ABarpaaapp","death",237,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,7,3605,1458,-38,-38
"ABarpaap",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-52,-59,-294,0,-75,-38
"ABarpaapa",NA,169,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,1,-294,0,-75,-38
"ABarpaapaa","hyp6",216,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-16,1,3116,0,-75,-38
"ABarpaapap","hyp7",216,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-13,1,2901,0,-75,-38
"ABarpaapp",NA,169,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-22,-51,409,0,-75,-38
"ABarpaappa","hyp7",216,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,0,-51,3244,0,-75,-38
"ABarpaappp","hyp7",216,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-12,-38,1008,0,-75,-38
"ABarpap",NA,103,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-52,-73,-294,0,-67,-38
"ABarpapa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-52,-73,-294,0,-67,-38
"ABarpapaa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8,-37,909,0,-67,-28
"ABarpapaaa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,18,-36,1306,0,-67,-21
"ABarpapaaaa","URADR",315,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,18,-36,1306,0,-67,-21
"ABarpapaaap","CEMDR",315,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,18,-36,1306,0,-67,-21
"ABarpapaap",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8,-37,909,0,-67,-28
"ABarpapaapa","death",287,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8,-37,909,1108,-67,-28
"ABarpapaapp",NA,287,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8,-37,909,0,-67,-28
"ABarpapaappa","CEPDR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,8,-37,909,0,-67,-28
"ABarpapaappp","URXR",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,8,-37,909,0,-67,-28
"ABarpapap",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-12,-35,-206,0,-67,-38
"ABarpapapa","hyp4",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-12,-35,-206,0,-67,-38
"ABarpapapp","hyp6",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-12,-30,1082,0,-67,-38
"ABarpapp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-52,-53,-294,0,-67,-38
"ABarpappa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-30,-53,-294,0,-67,-38
"ABarpappaa","XXXR",228,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-30,-33,264,401,-67,4
"ABarpappap","hyp5",228,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-30,-50,-294,0,-67,-38
"ABarpappp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-53,-294,0,-67,-38
"ABarpapppa","HOR",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-6,-32,-294,0,-67,-38
"ABarpapppp","H1R",222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-53,-294,0,-67,-38
"ABarpp",NA,75,1,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-58,-63,-294,0,-87,-38
"ABarppa",NA,105,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-49,-63,-294,0,-87,2150
"ABarppaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2,-36,-294,0,-87,3937
"ABarppaaa",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2,-36,2452,4,-87,8323
"ABarppaaaa","ADEshL",234,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2,-36,2549,4,-87,8323
"ABarppaaap","H2L",234,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2,-21,2452,4,-76,8323
"ABarppaap",NA,176,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2,-36,1526,0,-87,8964
"ABarppaapa","hyp7",227,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,15,-36,2848,0,-87,8964
"ABarppaapp",NA,227,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,2,-15,1526,0,-36,9064
"ABarppaappa","ALML",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,2,-15,1526,0,-36,9064
"ABarppaappp","BDUL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,2,-15,1526,0,-36,9064
"ABarppap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,7,-28,-294,0,-87,3306
"ABarppapa",NA,178,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,7,-28,-294,0,-87,7197
"ABarppapaa","V1L",235,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,7,-28,-294,0,12,7197
"ABarppapap","V2L",235,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,24,-28,-294,0,-74,7897
"ABarppapp",NA,178,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,7,-28,-294,0,-87,7751
"ABarppappa","V4L",236,0,0,0,0,0,0,1,0,0,0,0,0,22,22,22,22,0,0,0,0,7,-28,-294,0,-74,7751
"ABarppappp","V6L",236,0,0,0,0,1,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,7,-28,-216,0,-87,7751
"ABarppp",NA,105,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-58,-46,-294,0,-87,1940
"ABarpppa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-33,-43,-294,128,-87,3124
"ABarpppaa",NA,175,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-33,4,2059,258,-87,8571
"ABarpppaaa","ADEshR",231,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,84,4,2059,258,-87,8571
"ABarpppaap","H2R",231,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-33,4,2059,258,-87,8571
"ABarpppap",NA,175,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-24,-43,-294,313,-87,9706
"ABarpppapa","hyp7",226,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,9,-43,2215,313,-87,9706
"ABarpppapp",NA,226,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8,-43,-294,313,-87,9706
"ABarpppappa","ALMR",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,8,-43,-294,313,-87,9706
"ABarpppappp","BDUR",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,8,-43,-294,313,-87,9706
"ABarpppp",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-42,-46,-294,176,-87,3088
"ABarppppa",NA,177,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-46,-294,1209,-87,10028
"ABarppppaa","V1R",232,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-46,-294,1292,-14,10028
"ABarppppap","V2R",232,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-38,-294,1381,-48,10028
"ABarppppp",NA,177,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,-36,-294,1370,-87,10247
"ABarpppppa","V4R",234,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,-36,-294,1633,-87,10247
"ABarpppppp","V6R",234,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-21,-36,-173,1787,-87,10247
"ABp",NA,19,0,0,0,0,0,0,0,0,0,0,0,0,21,6,21,6,0,0,0,0,-74,NA,-294,8,-103,-38
"ABpl",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,22,21,22,21,0,0,0,0,-36,-238,-294,8,-103,-38
"ABpla",NA,56,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-103,-38
"ABplaa",NA,74,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-103,-38
"ABplaaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-99,-38
"ABplaaaa",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-27,-33,-294,8,-99,-38
"ABplaaaaa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-16,-294,8,-99,-38
"ABplaaaaaa",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-16,892,8,-42,-1
"ABplaaaaaaa","URADL",317,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-17,-16,892,8,-42,-1
"ABplaaaaaap","CEMDL",317,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-17,-16,892,14,-42,-1
"ABplaaaaap",NA,224,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-16,-44,8,-99,-21
"ABplaaaaapa","death",289,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-16,-44,8,-99,-21
"ABplaaaaapp",NA,289,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-16,228,8,-99,-21
"ABplaaaaappa","CEPDL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-17,-16,228,8,-99,-21
"ABplaaaaappp","URXL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-17,-16,228,8,-99,-21
"ABplaaaap",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-16,-17,201,8,-89,-38
"ABplaaaapa","hyp6",223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-16,-17,3990,8,-89,-38
"ABplaaaapp","hyp6",223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-16,-17,3291,8,-89,-38
"ABplaaap",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-27,-294,8,-99,-38
"ABplaaapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-23,1492,8,-99,-28
"ABplaaapaa","XXXL",229,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,1492,8,-64,-28
"ABplaaapap","hyp5",229,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-11,1492,8,-92,-28
"ABplaaapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-27,-294,8,-99,-38
"ABplaaappa","HOL",223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-27,313,8,-56,-38
"ABplaaappp","H1L",223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8,-27,1190,8,-99,-38
"ABplaap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-103,-38
"ABplaapa",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-33,-294,8,-103,-38
"ABplaapaa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-11,-294,8,-103,-38
"ABplaapaaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,57,-11,-294,8,-18,-10
"ABplaapaaaa","hyp3",307,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,57,-11,183,8,-18,-10
"ABplaapaaap","ILsoDL",307,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,57,-11,-16,8,-18,-10
"ABplaapaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-5,-294,8,-49,-26
"ABplaapaapa","URBL",295,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-5,-294,8,-49,-26
"ABplaapaapp","AMshL",295,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-5,-294,8,-49,-26
"ABplaapap",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-33,-294,8,-103,-38
"ABplaapapa",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-1,-33,743,8,-103,-38
"ABplaapapaa","AWAL",308,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-1,-33,1085,8,-103,-38
"ABplaapapap","ASGL",308,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-1,-33,743,8,-103,-38
"ABplaapapp",NA,221,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-33,-294,8,-96,-38
"ABplaapappa","AIBL",285,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-33,709,8,-96,-38
"ABplaapappp",NA,285,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-20,-33,374,8,-96,-38
"ABplaapapppa","ASIL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-20,-33,374,8,-96,-38
"ABplaapapppp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-20,-33,374,8,-96,-38
"ABplaapp",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-103,-38
"ABplaappa",NA,167,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-86,-38
"ABplaappaa","hyp4",221,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,31,-33,-294,8,-28,-38
"ABplaappap","hyp6",221,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,22,-33,-294,8,-84,-38
"ABplaappp",NA,167,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-33,-294,8,-103,-38
"ABplaapppa","hyp7",214,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-5,-294,8,-78,-38
"ABplaapppp","hyp7",214,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-25,-33,-294,8,-103,-38
"ABplaappppa",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-25,-33,-294,8,-103,-38
"ABplaappppp",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-25,-33,-294,8,-103,-38
"ABplap",NA,74,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-28,-23,-294,8,-103,-38
"ABplapa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-15,-23,-294,8,-103,705
"ABplapaa",NA,132,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,22,-23,-158,8,-103,4167
"ABplapaaa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-158,8,-103,6747
"ABplapaaaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-158,8,-57,6747
"ABplapaaaaa","death",302,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-158,14,-57,6747
"ABplapaaaap",NA,302,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-33,8,-57,6747
"ABplapaaaapa","ADEL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,36,-23,-33,8,-57,6747
"ABplapaaaapp","ADAL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,36,-23,-33,8,-57,6747
"ABplapaaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-158,8,-58,6747
"ABplapaaapa",NA,300,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-158,8,-58,6747
"ABplapaaapad","FLPL",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,36,-23,-158,8,-58,6747
"ABplapaaapav","AIZL",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,36,-23,-158,8,-58,6747
"ABplapaaapp","RMGL",300,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,36,-23,-5,8,-58,6747
