"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","CCDefectCount.Parents.","CCDefectCount.Sisters.","CCDefectCount.Aunts.","PosDefectCount.Cells.","PosDefectCount.Parents.","PosDefectCount.Sisters.","PosDefectCount.Aunts.","AngDefectCount.Cells.","AngDefectCount.Parents.","AngDefectCount.Sisters.","AngDefectCount.Aunts.","cellObservedCounts.Cells.","cellObservedCounts.Parents.","cellObservedCounts.Sisters.","cellObservedCounts.Aunts.","divObservedCounts.Cells.","divObservedCounts.Parents.","divObservedCounts.Sisters.","divObservedCounts.Aunts.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells."
"ABalpapaaaa","RIPL",291,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-54,-91,-189,0,-16,-23
"ABalpapaaap","hyp2",291,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-54,-118,-189,0,-16,-23
"ABalpapaap",NA,223,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-60,-136,-285,0,-44,-38
"ABalpapaapa","arc_ant",310,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-60,-63,54,0,-44,-38
"ABalpapaapp","death",310,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-60,251,334,0,-44,-38
"ABalpapap",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-136,-294,0,-36,-32
"ABalpapapa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-64,1732,-294,0,-36,-17
"ABalpapapaa","RMDDL",290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-64,1784,-294,0,-36,-17
"ABalpapapap",NA,290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-64,2235,-147,0,-36,-17
"ABalpapapapa","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-64,2235,-147,0,-36,-17
"ABalpapapapp","SMBDL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-64,2235,-147,0,-36,-17
"ABalpapapp",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,2007,-130,0,43,-18
"ABalpapappa","death",302,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,3056,9,174,43,-18
"ABalpapappp","SMBVL",302,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,3638,-130,0,43,-18
"ABalpapp",NA,133,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-148,-294,0,-82,-30
"ABalpappa",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,234,-239,0,-47,-6
"ABalpappaa",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,864,2,0,-2,-6
"ABalpappaaa","death",292,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,864,30,0,-2,-6
"ABalpappaap",NA,292,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,864,2,0,-2,-6
"ABalpappaapa","I2L",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-71,864,2,0,-2,-6
"ABalpappaapp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-71,864,2,0,-2,-6
"ABalpappap",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,918,-228,0,23,-6
"ABalpappapa","e2V",273,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,2621,-97,0,23,-6
"ABalpappapp","mc3V",273,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,2395,84,0,23,-6
"ABalpappp",NA,168,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,162,-133,0,0,-30
"ABalpapppa",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,2480,-117,0,0,-30
"ABalpapppaa","I1L",324,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,-71,2480,167,6,0,-30
"ABalpapppap","death",324,0,0,0,0,0,0,0,0,0,0,0,0,20,22,20,22,0,0,0,0,-71,2480,-117,0,0,-30
"ABalpapppp",NA,213,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,2750,-133,0,0,-30
"ABalpappppa","mc1V",265,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,4326,-49,0,0,-30
"ABalpappppp","m3VL",265,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,3923,-133,0,0,-30
"ABalpp",NA,75,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,-166,-294,0,-107,-38
"ABalppa",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-22,-127,-294,0,-107,708
"ABalppaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,28,-87,-294,0,-102,708
"ABalppaaa",NA,179,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,3714,-54,-294,0,-47,708
"ABalppaaaa","death",234,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,4993,17,-169,29,18,708
"ABalppaaap",NA,234,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8562,-54,-235,0,-47,708
"ABalppaaapa","AVAL",311,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8562,-54,-235,0,-47,708
"ABalppaaapp","OLQsoVL",311,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8562,-54,-4,0,-47,708
"ABalppaap",NA,179,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,3634,-38,-281,0,-64,708
"ABalppaapa","death",231,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,5093,23,-169,479,31,708
"ABalppaapp",NA,231,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8297,1,-31,1468,-64,708
"ABalppaappa","death",308,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8297,1,-31,4446,-64,708
"ABalppaappp","CEPsoVL",308,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,8297,1,-31,5475,-64,708
"ABalppap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-127,-294,0,-95,708
"ABalppapa",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-127,-294,0,-43,708
"ABalppapaa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-94,-225,0,-39,708
"ABalppapaaa","RMDVL",305,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-94,-225,0,-39,708
"ABalppapaap","ILshVL",305,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-94,-133,0,-39,708
"ABalppapap",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-1,-127,-244,0,-43,708
"ABalppapapa","SAADL",299,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-1,-127,258,683,-43,708
"ABalppapapp","ILsoVL",299,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-1,-127,-201,0,-43,708
"ABalppapp",NA,172,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-127,-223,0,-9,708
"ABalppappa",NA,218,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,19,-68,-223,0,-9,708
"ABalppappaa","SMDVL",296,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,19,-68,-223,0,-9,708
"ABalppappap","BAGL",296,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,19,-68,-192,0,-9,708
"ABalppappp",NA,218,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-127,-150,0,-8,708
"ABalppapppa",NA,286,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-127,-150,0,-8,708
"ABalppapppaa","IL1VL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-4,-127,-150,0,-8,708
"ABalppapppap","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-4,-127,-150,0,-8,708
"ABalppapppp","IL2VL",286,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-4,-127,-36,0,-8,708
"ABalppp",NA,103,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-59,-166,-294,0,-99,437
"ABalpppa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-46,-137,-294,0,-76,437
"ABalpppaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-26,-155,0,-76,437
"ABalpppaaa",NA,227,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-17,-32,0,-76,437
"ABalpppaaaa","AVEL",313,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-17,244,0,-76,437
"ABalpppaaap","OLQshVL",313,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-17,-32,0,-76,437
"ABalpppaap",NA,227,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-23,100,0,-47,437
"ABalpppaapd","OLLshL",318,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-23,100,0,-47,437
"ABalpppaapv","death",318,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-8,-23,100,15,-47,437
"ABalpppap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-26,-83,-294,0,-56,437
"ABalpppapa",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-26,-53,-116,283,-56,437
"ABalpppapad","RMDL",298,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-26,-53,-116,2914,-56,437
"ABalpppapav","AFDL",298,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-26,-53,-116,4242,-56,437
"ABalpppapp",NA,220,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-26,-65,-294,0,-56,437
"ABalpppappa","death",287,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-26,-65,118,0,-56,437
"ABalpppappp",NA,287,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-26,-65,-83,0,-56,437
"ABalpppapppa","ASKL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,21,NA,21,0,0,0,0,-26,-65,-83,0,-56,437
"ABalpppapppp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,21,NA,21,0,0,0,0,-26,-65,-83,0,-56,437
"ABalpppp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-46,-145,-294,0,-64,437
"ABalppppa",NA,169,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-46,-71,-294,0,-44,437
"ABalppppaa",NA,218,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,40,-64,-294,0,-44,437
"ABalppppaad","ADLL",297,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,40,-64,-294,26,-44,437
"ABalppppaav","death",297,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,40,-64,-283,0,-44,437
"ABalppppap",NA,218,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-46,-71,-294,0,-44,437
"ABalppppapa",NA,290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-46,-71,22,0,-44,437
"ABalppppapaa","OLLL",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-46,-71,22,0,-44,437
"ABalppppapap","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,-46,-71,22,0,-44,437
"ABalppppapp","death",290,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-46,-71,-95,0,-44,437
"ABalppppp",NA,169,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalpppppa",NA,211,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-60,-294,0,-64,437
"ABalpppppaa","ADFL",286,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-60,-152,0,-64,437
"ABalpppppap","AWBL",286,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-60,-277,0,-64,437
"ABalpppppp",NA,211,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalppppppa",NA,264,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalppppppaa","ASEL",348,0,0,0,1,0,0,0,0,0,0,0,0,8,22,8,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalppppppap","death",348,0,0,0,1,0,0,0,0,0,0,0,0,8,22,8,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalppppppp",NA,264,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalpppppppa","ASJL",338,0,1,0,0,0,0,0,0,0,0,0,0,11,22,11,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABalpppppppp","AUAL",338,0,1,0,0,0,0,0,0,0,0,0,0,11,22,11,22,0,0,0,0,-17,-131,-294,0,-64,437
"ABar",NA,43,0,0,0,0,0,0,0,0,0,0,0,0,22,21,22,21,0,0,0,0,-71,-86,-294,0,-87,-38
"ABara",NA,56,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-69,-38
"ABaraa",NA,75,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-42,-38
"ABaraaa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-42,-38
"ABaraaaa",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,720,-42,-12
"ABaraaaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-81,-294,2365,-42,-12
"ABaraaaaaa",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-72,-229,2829,-42,-12
"ABaraaaaaaa","e1VL",315,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,16,-229,2829,-42,-12
"ABaraaaaaap","m1L",315,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-72,119,2829,-42,-12
"ABaraaaaap",NA,232,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,77,-81,-204,2479,-28,-6
"ABaraaaaapa","e1VR",314,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,77,-73,-204,2479,-28,-6
"ABaraaaaapp","m1R",314,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,77,67,-204,2479,-28,-6
"ABaraaaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,2144,-42,-12
"ABaraaaapa",NA,238,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-78,-28,2625,-42,-12
"ABaraaaapaa","death",330,0,0,0,0,0,0,0,0,0,0,0,0,18,22,18,22,0,0,0,0,-71,-78,-28,2625,-42,-12
"ABaraaaapap","e1D",330,0,0,0,0,0,0,0,0,0,0,0,0,18,22,18,22,0,0,0,0,-71,-51,-28,2625,-42,-12
"ABaraaaapp","death",238,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,132,-294,2144,-42,-12
"ABaraaap",NA,135,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,573,-42,-38
"ABaraaapa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-40,-294,1922,-42,-38
"ABaraaapaa",NA,214,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,276,-226,2055,-41,-38
"ABaraaapaaa","arcpost",291,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,384,50,2055,-41,-38
"ABaraaapaap","e2DR",291,0,1,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,377,-226,2055,-41,-38
"ABaraaapap",NA,214,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,343,-294,2225,-30,-38
"ABaraaapapa","mc1DR",274,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,384,-294,2225,-30,-38
"ABaraaapapp","m4R",274,0,0,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,343,-294,2225,-30,-38
"ABaraaapp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,-183,1687,12,22
"ABaraaappa",NA,225,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,-71,1687,12,22
"ABaraaappaa","arcpost",314,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,796,1687,12,22
"ABaraaappap","arcpost",314,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,-71,1687,12,22
"ABaraaappp",NA,225,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,-183,1687,12,22
"ABaraaapppa","arc_ant",302,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,-77,1687,12,22
"ABaraaapppp","hyp1",302,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-44,-110,1687,12,22
"ABaraap",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-42,-38
"ABaraapa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,998,-29,-31
"ABaraapaa",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,94,-86,-248,2419,-29,-15
"ABaraapaaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,332,-86,-248,2419,-29,-5
"ABaraapaaaa","e3D",303,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,332,-14,-248,2419,-29,-5
"ABaraapaaap","m1DL",303,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,332,-32,-248,2419,-29,-5
"ABaraapaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,349,95,-248,2419,-29,-15
"ABaraapaapa","m2DL",288,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,349,1654,-244,2419,-29,-15
"ABaraapaapp","mc2DL",288,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,349,2027,-248,2419,-29,-15
"ABaraapap",NA,173,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,120,-86,73,2383,-9,-31
"ABaraapapa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,345,1119,73,2383,-9,-31
"ABaraapapaa",NA,274,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,345,1422,73,2383,-9,-31
"ABaraapapaad","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,345,1422,73,2383,-9,-31
"ABaraapapaav","NSML",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,345,1422,73,2383,-9,-31
"ABaraapapap","m5L",274,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,345,1119,73,2383,-9,-31
"ABaraapapp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,230,1027,73,2383,12,-31
"ABaraapappa","M2L",313,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,230,1252,73,2383,12,-31
"ABaraapappp","M3L",313,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,230,1027,73,2383,12,-31
"ABaraapp",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-81,837,-17,-38
"ABaraappa",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,26,426,-81,2098,-17,-33
"ABaraappaa",NA,219,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,84,831,-81,2098,-17,-33
"ABaraappaaa","MI",302,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,84,831,-81,2098,-17,-33
"ABaraappaap","m1DR",302,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,84,831,-81,2098,-17,-33
"ABaraappap",NA,219,1,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,270,971,-81,2249,-17,-33
"ABaraappapa","m2DR",283,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,270,1482,-81,2249,-17,-33
"ABaraappapp","mc2DR",283,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,270,1933,-81,2249,-17,-33
"ABaraappp",NA,171,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,69,578,-81,2135,-17,-38
"ABaraapppa",NA,218,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,261,3051,-81,2135,-17,-38
"ABaraapppaa",NA,274,1,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,261,3051,-81,2135,-17,-38
"ABaraapppaad","death",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,261,3051,-81,2135,-17,-38
"ABaraapppaav","NSMR",400,0,1,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,261,3051,-81,2135,-17,-38
"ABaraapppap","m5R",274,0,0,1,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,261,3051,-81,2135,-17,-38
"ABaraapppp",NA,218,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,156,2695,-81,2135,-17,-36
"ABaraappppa","M2R",311,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,156,2695,6,2135,-17,-36
"ABaraappppp","M3R",311,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,156,2695,-81,2135,-17,-36
"ABarap",NA,75,0,1,0,1,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-86,-294,0,-56,-38
"ABarapa",NA,102,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-63,-294,0,-44,-38
"ABarapaa",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-63,-231,0,-44,-18
"ABarapaaa",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-63,-231,0,-15,-18
"ABarapaaaa",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-63,-170,0,-15,-18
"ABarapaaaaa","e3VR",306,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-52,-170,0,-15,-18
"ABarapaaaap","m2VR",306,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-63,-170,0,-15,-18
"ABarapaaap",NA,228,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-63,-180,0,31,-18
"ABarapaaapa","m1VR",316,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-40,-61,-63,0,31,-18
"ABarapaaapp","death",316,0,0,0,0,0,0,0,0,0,0,0,0,21,22,21,22,0,0,0,0,-40,43,-180,0,31,-18
"ABarapaap",NA,174,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,-63,-17,0,-32,-18
"ABarapaapa",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,1400,-17,0,-32,-18
"ABarapaapaa","m2R",315,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,1400,3,0,-32,-18
"ABarapaapap","death",315,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,1400,297,93,-32,-18
"ABarapaapp",NA,219,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,1310,-17,0,-27,-18
"ABarapaappa","m3R",278,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,2221,141,0,-27,-18
"ABarapaappp","MCR",278,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-40,1310,72,0,-27,-18
"ABarapap",NA,134,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-71,-58,-294,0,-44,-11
"ABarapapa",NA,170,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,-45,44,-294,0,-44,-11
"ABarapapaa",NA,217,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1,410,-71,0,-44,-11
"ABarapapaaa","death",294,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1,410,-71,0,-44,-11
"ABarapapaap",NA,294,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,0,0,0,0,1,410,14,0,-44,-11
"ABarapapaapa","I2R",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,1,410,14,0,-44,-11
"ABarapapaapp","death",400,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,NA,22,0,0,0,0,1,410,14,0,-44,-11
