"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","PosDefectCount.Cells.","AngDefectCount.Cells.","cellObservedCounts.Cells.","divObservedCounts.Cells.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","theseMaxMean.Cells.","theseMeanMean.Cells."
"ABalpppaaaa","AVEL",313,0,0,0,22,0,-8,-17,244,0,-76,437,2.31342714599488,1.44784836806972
"ABalpppaaap","OLQshVL",313,0,0,0,22,0,-8,-17,-32,0,-76,437,2.47510998909309,1.57757830799178
"ABalpppaap",NA,227,0,0,0,22,0,-8,-23,100,0,-47,437,3.37410939284311,1.7802467913827
"ABalpppaapd","OLLshL",318,0,0,0,22,0,-8,-23,100,0,-47,437,2.05558190029254,1.22884847843873
"ABalpppaapv","death",318,0,0,0,22,0,-8,-23,100,15,-47,437,2.12941115489668,1.39760556594992
"ABalpppap",NA,173,0,0,0,22,0,-26,-83,-294,0,-56,437,3.47819733387808,2.0385417582921
"ABalpppapa",NA,220,0,0,0,22,0,-26,-53,-116,283,-56,437,2.9978232277653,1.64537476725958
"ABalpppapad","RMDL",298,0,0,0,22,0,-26,-53,-116,2914,-56,437,2.71351524658564,1.40019922468919
"ABalpppapav","AFDL",298,0,0,0,22,0,-26,-53,-116,4242,-56,437,2.58227461340986,1.51397733293845
"ABalpppapp",NA,220,0,0,0,22,0,-26,-65,-294,0,-56,437,2.99553424686659,1.67290734091954
"ABalpppappa","death",287,0,0,0,21,0,-26,-65,118,0,-56,437,3.24332688587276,2.01669344491149
"ABalpppappp",NA,287,0,0,0,21,0,-26,-65,-83,0,-56,437,2.68652224486672,1.41948258412496
"ABalpppapppa","ASKL",400,0,0,0,NA,0,-26,-65,-83,0,-56,437,NA,NA
"ABalpppapppp","death",400,0,0,0,NA,0,-26,-65,-83,0,-56,437,NA,NA
"ABalpppp",NA,134,0,0,0,22,0,-46,-145,-294,0,-64,437,3.73969627808811,2.24432045007147
"ABalppppa",NA,169,1,0,0,22,0,-46,-71,-294,0,-44,437,3.79211808712585,2.28044544565569
"ABalppppaa",NA,218,0,0,0,22,0,40,-64,-294,0,-44,437,3.10017915924162,1.58455602206432
"ABalppppaad","ADLL",297,0,0,0,22,0,40,-64,-294,26,-44,437,2.87553306051874,1.63883254262245
"ABalppppaav","death",297,0,0,0,22,0,40,-64,-283,0,-44,437,2.92746914719859,1.77220758274574
"ABalppppap",NA,218,0,0,0,22,0,-46,-71,-294,0,-44,437,3.16284290772424,1.71299671409415
"ABalppppapa",NA,290,0,0,0,22,0,-46,-71,22,0,-44,437,2.68171569050476,1.55307964195294
"ABalppppapaa","OLLL",400,0,0,0,NA,0,-46,-71,22,0,-44,437,NA,NA
"ABalppppapap","death",400,0,0,0,NA,0,-46,-71,22,0,-44,437,NA,NA
"ABalppppapp","death",290,0,0,0,22,0,-46,-71,-95,0,-44,437,3.06223487548867,1.81486777631005
"ABalppppp",NA,169,0,0,0,22,0,-17,-131,-294,0,-64,437,3.49040770315137,2.27875674418305
"ABalpppppa",NA,211,0,0,0,22,0,-17,-60,-294,0,-64,437,3.33146340568448,1.65017007758912
"ABalpppppaa","ADFL",286,0,0,0,22,0,-17,-60,-152,0,-64,437,2.2574512534401,1.23230205986683
"ABalpppppap","AWBL",286,0,0,0,22,0,-17,-60,-277,0,-64,437,2.29257564821533,1.2523334665738
"ABalpppppp",NA,211,0,0,0,22,0,-17,-131,-294,0,-64,437,2.94139858190307,1.74616821177196
"ABalppppppa",NA,264,0,0,0,22,0,-17,-131,-294,0,-64,437,2.53230980246642,1.36805642905026
"ABalppppppaa","ASEL",348,0,0,0,8,0,-17,-131,-294,0,-64,437,2.31084413584089,1.46399049012118
"ABalppppppap","death",348,0,0,0,8,0,-17,-131,-294,0,-64,437,2.12202096615217,1.57980042181162
"ABalppppppp",NA,264,1,0,0,22,0,-17,-131,-294,0,-64,437,2.82434856713705,1.45580519779448
"ABalpppppppa","ASJL",338,0,0,0,11,0,-17,-131,-294,0,-64,437,2.76098664911866,1.69004635971406
"ABalpppppppp","AUAL",338,0,0,0,11,0,-17,-131,-294,0,-64,437,2.84426766033235,1.87006935770445
"ABar",NA,43,0,0,0,22,0,-71,-86,-294,0,-87,-38,4.80197993332396,2.85820254708396
"ABara",NA,56,1,0,0,22,0,-71,-86,-294,0,-69,-38,3.96545134502297,2.4064637125156
"ABaraa",NA,75,0,0,0,22,0,-71,-86,-294,0,-42,-38,2.93998394538066,2.13810613530026
"ABaraaa",NA,102,0,0,0,22,0,-71,-86,-294,0,-42,-38,3.78422280405359,2.47228959777327
"ABaraaaa",NA,135,0,0,0,22,0,-71,-86,-294,720,-42,-12,4.06540219302396,2.22464396793894
"ABaraaaaa",NA,179,0,0,0,22,0,-71,-81,-294,2365,-42,-12,3.67881674623459,2.0914333144861
"ABaraaaaaa",NA,232,0,0,0,22,0,-71,-72,-229,2829,-42,-12,3.2829385125392,1.75953585440228
"ABaraaaaaaa","e1VL",315,0,0,0,22,0,-71,16,-229,2829,-42,-12,2.05813385508962,1.26066941168405
"ABaraaaaaap","m1L",315,0,0,0,22,0,-71,-72,119,2829,-42,-12,2.25398206633132,1.39058457199151
"ABaraaaaap",NA,232,0,0,0,22,0,77,-81,-204,2479,-28,-6,2.94020014740284,1.66618364685145
"ABaraaaaapa","e1VR",314,0,0,0,22,0,77,-73,-204,2479,-28,-6,2.13331387969851,1.41172640368947
"ABaraaaaapp","m1R",314,0,0,0,22,0,77,67,-204,2479,-28,-6,2.17713169213181,1.40729127674303
"ABaraaaap",NA,179,0,0,0,22,0,-71,-86,-294,2144,-42,-12,3.7602831936308,2.08963844824639
"ABaraaaapa",NA,238,0,0,0,22,0,-71,-78,-28,2625,-42,-12,2.9030859568581,1.58801804137503
"ABaraaaapaa","death",330,0,0,0,18,0,-71,-78,-28,2625,-42,-12,2.16427501565154,1.46408874450196
"ABaraaaapap","e1D",330,0,0,0,18,0,-71,-51,-28,2625,-42,-12,2.07999321565379,1.46419652195019
"ABaraaaapp","death",238,0,0,0,22,0,-71,132,-294,2144,-42,-12,4.51755431386262,2.55881673149282
"ABaraaap",NA,135,0,0,0,22,0,-71,-86,-294,573,-42,-38,3.9855226915459,2.33066115852109
"ABaraaapa",NA,171,0,0,0,22,0,-71,-40,-294,1922,-42,-38,3.57382988656127,2.11959111613041
"ABaraaapaa",NA,214,1,0,0,22,0,-71,276,-226,2055,-41,-38,3.21587538186619,1.76979500032872
"ABaraaapaaa","arcpost",291,0,0,0,22,0,-71,384,50,2055,-41,-38,2.3635497463085,1.44068822512252
"ABaraaapaap","e2DR",291,0,0,0,22,0,-71,377,-226,2055,-41,-38,2.02577119167819,1.23820673392838
"ABaraaapap",NA,214,0,0,0,22,0,-71,343,-294,2225,-30,-38,2.80040193645299,1.67550830201167
"ABaraaapapa","mc1DR",274,0,0,0,22,0,-71,384,-294,2225,-30,-38,2.4249496457413,1.28440675447709
"ABaraaapapp","m4R",274,0,0,0,22,0,-71,343,-294,2225,-30,-38,2.59939045813866,1.31328833229096
"ABaraaapp",NA,171,0,0,0,22,0,-71,-44,-183,1687,12,22,3.39135164174924,1.88655016827633
"ABaraaappa",NA,225,0,0,0,22,0,-71,-44,-71,1687,12,22,3.25958324813745,1.82471568962372
"ABaraaappaa","arcpost",314,0,0,0,22,0,-71,-44,796,1687,12,22,2.2265814563307,1.41758573034568
"ABaraaappap","arcpost",314,0,0,0,22,0,-71,-44,-71,1687,12,22,2.44599809356531,1.52397465384621
"ABaraaappp",NA,225,0,0,0,22,0,-71,-44,-183,1687,12,22,3.04019346516851,1.7440219712547
"ABaraaapppa","arc_ant",302,0,0,0,22,0,-71,-44,-77,1687,12,22,2.67032390332555,1.66330720045076
"ABaraaapppp","hyp1",302,0,0,0,22,0,-71,-44,-110,1687,12,22,3.38142506173835,1.76408249682008
"ABaraap",NA,102,0,0,0,22,0,-71,-86,-294,0,-42,-38,3.53716603056206,2.29962162667456
"ABaraapa",NA,134,0,0,0,22,0,-71,-86,-294,998,-29,-31,3.92709263064248,2.35422042520221
"ABaraapaa",NA,173,0,0,0,22,0,94,-86,-248,2419,-29,-15,3.71028041790962,2.21199638644881
"ABaraapaaa",NA,222,0,0,0,22,0,332,-86,-248,2419,-29,-5,3.19564368867904,1.68146984773155
"ABaraapaaaa","e3D",303,0,0,0,22,0,332,-14,-248,2419,-29,-5,2.15110253346947,1.26217501757821
"ABaraapaaap","m1DL",303,0,0,0,22,0,332,-32,-248,2419,-29,-5,1.97950467417107,1.17119525002859
"ABaraapaap",NA,222,0,0,0,22,0,349,95,-248,2419,-29,-15,3.14120576888532,1.6102387190974
"ABaraapaapa","m2DL",288,0,0,0,22,0,349,1654,-244,2419,-29,-15,2.17424370895973,1.21484136002133
"ABaraapaapp","mc2DL",288,0,0,0,22,0,349,2027,-248,2419,-29,-15,2.26688239210314,1.19422303659477
"ABaraapap",NA,173,0,0,0,22,0,120,-86,73,2383,-9,-31,3.38020452988846,1.95647771584752
"ABaraapapa",NA,219,0,0,0,22,0,345,1119,73,2383,-9,-31,2.54609172622279,1.39677037519005
"ABaraapapaa",NA,274,0,0,0,22,0,345,1422,73,2383,-9,-31,2.44045579207198,1.38141040347271
"ABaraapapaad","death",400,0,0,0,NA,0,345,1422,73,2383,-9,-31,NA,NA
"ABaraapapaav","NSML",400,0,0,0,NA,0,345,1422,73,2383,-9,-31,NA,NA
"ABaraapapap","m5L",274,0,0,0,22,0,345,1119,73,2383,-9,-31,2.39050798942443,1.28659515743062
"ABaraapapp",NA,219,0,0,0,22,0,230,1027,73,2383,12,-31,2.84827895891887,1.5067100038712
"ABaraapappa","M2L",313,0,0,0,22,0,230,1252,73,2383,12,-31,1.88998422534586,1.10101590291903
"ABaraapappp","M3L",313,0,0,0,22,0,230,1027,73,2383,12,-31,2.12290541073759,1.28238737152198
"ABaraapp",NA,134,0,0,0,22,0,-71,-86,-81,837,-17,-38,3.93633043322282,2.44150403586634
"ABaraappa",NA,171,0,0,0,22,0,26,426,-81,2098,-17,-33,3.6573635611383,2.03879127131952
"ABaraappaa",NA,219,1,0,0,22,0,84,831,-81,2098,-17,-33,2.877426845313,1.58271329956825
"ABaraappaaa","MI",302,0,0,0,22,0,84,831,-81,2098,-17,-33,2.21534157195505,1.22946850605077
"ABaraappaap","m1DR",302,0,0,0,22,0,84,831,-81,2098,-17,-33,2.28492396347026,1.34860744346193
"ABaraappap",NA,219,1,0,0,22,0,270,971,-81,2249,-17,-33,2.59995896080532,1.46475669595606
"ABaraappapa","m2DR",283,0,0,0,22,0,270,1482,-81,2249,-17,-33,2.14835930399923,1.18747645651391
"ABaraappapp","mc2DR",283,0,0,0,22,0,270,1933,-81,2249,-17,-33,2.17544023399781,1.24945535849713
"ABaraappp",NA,171,0,0,0,22,0,69,578,-81,2135,-17,-38,3.10947879334066,1.77901580016673
"ABaraapppa",NA,218,0,0,0,22,0,261,3051,-81,2135,-17,-38,2.63494848741338,1.42974424689998
"ABaraapppaa",NA,274,1,0,0,22,0,261,3051,-81,2135,-17,-38,2.20472470024592,1.19965565872228
"ABaraapppaad","death",400,0,0,0,NA,0,261,3051,-81,2135,-17,-38,NA,NA
"ABaraapppaav","NSMR",400,0,0,0,NA,0,261,3051,-81,2135,-17,-38,NA,NA
"ABaraapppap","m5R",274,0,0,0,22,0,261,3051,-81,2135,-17,-38,2.50010767234345,1.34225159523749
"ABaraapppp",NA,218,0,0,0,22,0,156,2695,-81,2135,-17,-36,2.64444796826017,1.42910697632618
"ABaraappppa","M2R",311,0,0,0,22,0,156,2695,6,2135,-17,-36,1.88362429898137,1.17627299382773
"ABaraappppp","M3R",311,0,0,0,22,0,156,2695,-81,2135,-17,-36,1.86770225194722,1.12996386201311
"ABarap",NA,75,0,0,0,22,0,-71,-86,-294,0,-56,-38,3.02846854102505,1.98494262987742
"ABarapa",NA,102,0,0,0,22,0,-71,-63,-294,0,-44,-38,3.68273746246434,2.25175649994448
"ABarapaa",NA,134,0,0,0,22,0,-40,-63,-231,0,-44,-18,4.39356159786749,2.62408243971414
"ABarapaaa",NA,174,0,0,0,22,0,-40,-63,-231,0,-15,-18,4.02143059396502,2.3011591522381
"ABarapaaaa",NA,228,0,0,0,22,0,-40,-63,-170,0,-15,-18,3.03494905586196,1.69019623609779
"ABarapaaaaa","e3VR",306,0,0,0,22,0,-40,-52,-170,0,-15,-18,2.26626309516523,1.40801716278735
"ABarapaaaap","m2VR",306,0,0,0,22,0,-40,-63,-170,0,-15,-18,2.16522656763283,1.3398319295878
"ABarapaaap",NA,228,0,0,0,22,0,-40,-63,-180,0,31,-18,3.55437476534019,1.96426551969579
"ABarapaaapa","m1VR",316,0,0,0,21,0,-40,-61,-63,0,31,-18,2.20493290711867,1.40797293798828
"ABarapaaapp","death",316,0,0,0,21,0,-40,43,-180,0,31,-18,2.17018775299271,1.44430200912115
"ABarapaap",NA,174,0,0,0,22,0,-40,-63,-17,0,-32,-18,3.38016104367735,2.08463752992769
"ABarapaapa",NA,219,0,0,0,22,0,-40,1400,-17,0,-32,-18,3.34182594308467,1.66888328152131
"ABarapaapaa","m2R",315,0,0,0,22,0,-40,1400,3,0,-32,-18,2.04847440312526,1.29980524120677
"ABarapaapap","death",315,0,0,0,22,0,-40,1400,297,93,-32,-18,2.0621080573669,1.33285941920351
"ABarapaapp",NA,219,0,0,0,22,0,-40,1310,-17,0,-27,-18,2.87065769681024,1.56835392973623
"ABarapaappa","m3R",278,0,0,0,22,0,-40,2221,141,0,-27,-18,2.45802675076539,1.34963413783993
"ABarapaappp","MCR",278,0,0,0,22,0,-40,1310,72,0,-27,-18,2.48716541842901,1.44800361850063
"ABarapap",NA,134,0,0,0,22,0,-71,-58,-294,0,-44,-11,4.2927891799427,2.66440838851498
"ABarapapa",NA,170,0,0,0,22,0,-45,44,-294,0,-44,-11,4.13575302034992,2.60263212408219
"ABarapapaa",NA,217,0,0,0,22,0,1,410,-71,0,-44,-11,3.37418105723609,1.88752803717137
"ABarapapaaa","death",294,0,0,0,22,0,1,410,-71,0,-44,-11,3.19745248369919,1.96301033591868
"ABarapapaap",NA,294,0,0,0,22,0,1,410,14,0,-44,-11,2.64584722822078,1.71052266315703
"ABarapapaapa","I2R",400,0,0,0,NA,0,1,410,14,0,-44,-11,NA,NA
"ABarapapaapp","death",400,0,0,0,NA,0,1,410,14,0,-44,-11,NA,NA
"ABarapapap",NA,217,0,0,0,22,0,-45,702,-141,0,-8,-11,3.36605133630907,1.93594941395515
"ABarapapapa","arcpost",284,0,0,0,22,0,-45,3330,60,0,-8,-11,2.91999395115994,1.77840420221536
"ABarapapapp","I5",284,0,0,0,22,0,-45,3295,33,0,-8,-11,3.27762095957396,1.80384072564538
"ABarapapp",NA,170,0,0,0,22,0,-59,111,-274,0,-10,-11,3.76219073385992,2.21643727618681
"ABarapappa",NA,212,1,0,0,22,0,-59,1412,-119,0,-10,-11,3.24917693755646,1.72749542502983
"ABarapappaa","I1R",328,0,0,0,19,0,-59,1412,-119,8,-10,-11,2.2481675691919,1.64752590028063
"ABarapappap","death",328,0,0,0,19,0,-59,1412,-119,0,-10,-11,2.13220940996256,1.57489204533756
"ABarapappp",NA,212,0,0,0,22,0,-59,1307,-274,0,-10,-11,3.09395101549576,1.80602561897706
"ABarapapppa","mc2V",266,0,0,0,22,0,-59,2003,29,0,-10,-11,2.82735601544401,1.47395493567616
"ABarapapppp","m3VR",266,0,0,0,22,0,-59,2127,-156,0,-10,-11,2.63712857791023,1.44752811656824
"ABarapp",NA,102,0,0,0,22,0,-71,-86,-294,0,-30,-20,3.46475234779957,2.20125408550702
"ABarappa",NA,134,0,0,0,22,0,-71,-68,-294,0,-30,-20,4.20190275423405,2.52573320840066
"ABarappaa",NA,174,0,0,0,22,0,-70,-68,-248,0,-30,-20,3.77670933537662,2.15573821301269
"ABarappaaa",NA,228,0,0,0,22,0,-69,-68,-108,0,0,26,3.52087079051666,1.98038774352368
"ABarappaaaa","RIPR",309,0,0,0,22,0,-69,-64,-108,12,0,26,2.89763491037356,1.82414984903325
"ABarappaaap","death",309,0,0,0,22,0,-69,-62,-37,0,0,26,2.85646109809343,1.81082057131602
"ABarappaap",NA,228,0,0,0,22,0,-70,-68,-248,0,-29,22,3.25313759624296,1.97713128687583
"ABarappaapa","hyp1",315,0,0,0,22,0,-70,-68,-248,0,-29,22,2.75212238527334,1.85932515748098
"ABarappaapp","death",315,0,0,0,22,0,-70,-68,-187,0,-29,22,2.6951984356903,1.94542610780449
"ABarappap",NA,174,0,0,0,22,0,-71,-68,-228,0,-17,-20,3.48886954513065,2.01859211187458
"ABarappapa",NA,223,0,0,0,22,0,-71,981,-228,0,-17,-20,3.23844715459985,1.90592441403452
"ABarappapaa","RMDDR",295,0,0,0,22,0,-71,1263,-124,0,-17,-20,3.19583198699099,2.01595204675873
"ABarappapap",NA,295,0,0,0,22,0,-71,1546,-12,0,-17,-20,2.89923288930597,1.82163509172735
"ABarappapapa","death",400,0,0,0,NA,0,-71,1546,-12,0,-17,-20,NA,NA
"ABarappapapp","SMBDR",400,0,0,0,NA,0,-71,1546,-12,0,-17,-20,NA,NA
"ABarappapp",NA,223,0,0,0,22,0,-71,1567,-77,0,-13,-20,3.36315865212877,1.92349187408859
"ABarappappa","DB2",301,0,0,0,22,0,-71,3843,34,0,-13,-20,2.84939608389857,1.75715956742875
"ABarappappp","SMBVR",301,0,0,0,22,0,-71,3430,-77,0,-13,-20,2.59354721041523,1.53659816528379
"ABarappp",NA,134,0,0,0,22,0,-71,-86,-294,0,-25,-20,4.53766741580421,2.77383525933739
"ABarapppa",NA,171,0,0,0,22,0,-71,-86,-294,0,-21,-20,4.06631394365739,2.22867663549201
"ABarapppaa",NA,221,0,0,0,22,0,-71,-86,-240,0,-12,-20,3.45164403559589,1.86674256923051
"ABarapppaaa","RMDVR",304,0,0,0,22,0,-71,-86,-240,0,-12,-20,2.68546504394442,1.61388975328717
"ABarapppaap","ILshVR",304,0,0,0,22,0,-71,-84,-240,0,-12,-20,2.91801422417843,1.83339358059896
"ABarapppap",NA,221,1,0,0,22,0,-69,-86,-167,0,-21,-3,3.54675486908786,2.0168873541294
"ABarapppapa","SAADR",300,0,0,0,22,0,-69,-86,-167,0,-21,-3,3.19405522342155,2.03496358672927
"ABarapppapp","ILsoVR",300,0,0,0,22,0,-69,-86,-161,0,-21,-3,3.22237181537346,2.08050269585147
"ABarapppp",NA,171,0,0,0,22,0,-50,-86,-284,0,-25,-20,3.95349906760953,2.34720332542904
"ABarappppa",NA,219,0,0,0,22,0,-50,-86,-220,0,-25,-20,3.2991522592495,1.73306235372363
"ABarappppaa","SMDVR",296,0,0,0,22,0,-50,-63,-220,0,-25,-20,2.61189896330253,1.59202871520507
"ABarappppap","BAGR",296,0,0,0,22,0,-50,-80,-220,0,-25,-20,2.54868118107508,1.52822323337951
"ABarappppp",NA,219,0,0,0,22,0,-37,-86,-27,0,-25,-20,3.33834326459225,1.94212015356034
"ABarapppppa",NA,287,0,0,0,22,0,-37,-86,-27,0,-25,-20,2.91564903848026,1.75246823530722
"ABarapppppaa","IL1VR",400,0,0,0,NA,0,-37,-86,-27,0,-25,-20,NA,NA
"ABarapppppap","death",400,0,0,0,NA,0,-37,-86,-27,0,-25,-20,NA,NA
"ABarapppppp","IL2VR",287,0,0,0,22,0,-37,-86,-27,0,-25,-20,2.98677604275069,1.75788306231691
"ABarp",NA,56,1,0,0,22,0,-58,-86,-294,0,-87,-38,3.61094676734977,2.13147336674715
"ABarpa",NA,75,0,0,0,22,0,-52,-73,-294,0,-87,-38,3.2977614183003,1.87987989188043
"ABarpaa",NA,103,0,0,0,22,0,-52,-59,-294,0,-75,-38,3.25048756749124,2.03606673509955
"ABarpaaa",NA,132,0,0,0,22,0,-29,-21,-294,0,-64,-38,4.3470913822136,2.41000027405153
"ABarpaaaa",NA,180,0,0,0,22,0,-29,-21,-179,0,-64,-28,3.72634005853098,2.30308672050696
"ABarpaaaaa",NA,232,0,0,0,22,0,72,-21,-179,0,-58,4,3.01847530875408,1.60732258635371
"ABarpaaaaal","OLQsoDL",327,0,0,0,18,0,72,-21,-179,0,-58,4,2.76517514814733,1.91595846099711
"ABarpaaaaar","OLQsoDR",327,0,0,0,18,0,72,-21,-179,0,-58,4,2.51227437818357,1.72466412719298
"ABarpaaaap",NA,232,0,0,0,22,0,-25,-12,3500,3125,-58,-21,3.22095705708515,1.87133727684919
"ABarpaaaapa","OLQshDL",324,0,0,0,19,0,-25,-12,3500,13865,-58,-21,2.66961255695043,1.77038053413321
"ABarpaaaapp","CEPshDL",324,0,0,0,19,0,-25,-12,3500,12992,-58,-21,2.75224401365454,1.7551299054995
"ABarpaaap",NA,180,0,0,0,22,0,-29,-21,684,46,-64,-38,3.68789223068171,2.27646254328784
"ABarpaaapa",NA,237,0,0,0,22,0,47,-8,758,5443,-64,-38,2.81487690034822,1.60661360035607
"ABarpaaapaa","OLQshSR",325,0,0,0,19,0,47,-8,758,14477,-64,-38,2.34948918113316,1.58957927941908
"ABarpaaapap","CEPshDR",325,0,0,0,19,0,47,-8,758,14160,-64,-38,2.78250648859284,1.79884086022151
"ABarpaaapp","death",237,0,0,0,22,0,-21,7,3605,1458,-38,-38,3.69020119835131,2.06234738716617
"ABarpaap",NA,132,0,0,0,22,0,-52,-59,-294,0,-75,-38,3.46768864929051,2.05703423934689
"ABarpaapa",NA,169,0,0,0,22,0,-28,1,-294,0,-75,-38,3.51028268527353,2.33274850410606
"ABarpaapaa","hyp6",216,0,0,0,22,0,-16,1,3116,0,-75,-38,3.52506927149006,1.92610708810777
"ABarpaapap","hyp7",216,0,0,0,22,0,-13,1,2901,0,-75,-38,3.93655174619233,2.08451911177403
"ABarpaapp",NA,169,0,0,0,22,0,-22,-51,409,0,-75,-38,3.42117316474717,2.20839983964258
"ABarpaappa","hyp7",216,0,0,0,22,0,0,-51,3244,0,-75,-38,3.47333813519696,1.99296561923769
"ABarpaappp","hyp7",216,0,0,0,22,0,-12,-38,1008,0,-75,-38,4.27525449093773,2.1701250206367
"ABarpap",NA,103,0,0,0,22,0,-52,-73,-294,0,-67,-38,3.53840304764128,2.1746460557509
"ABarpapa",NA,134,0,0,0,22,0,-52,-73,-294,0,-67,-38,3.56495928528367,2.02462213049727
"ABarpapaa",NA,171,0,0,0,22,0,8,-37,909,0,-67,-28,4.05255296156541,2.31949706444066
"ABarpapaaa",NA,223,0,0,0,22,0,18,-36,1306,0,-67,-21,3.37808803546204,1.79400587183065
"ABarpapaaaa","URADR",315,0,0,0,21,0,18,-36,1306,0,-67,-21,2.65278828434184,1.7719396103012
"ABarpapaaap","CEMDR",315,0,0,0,21,0,18,-36,1306,0,-67,-21,2.59513508019569,1.76369727564676
"ABarpapaap",NA,223,0,0,0,22,0,8,-37,909,0,-67,-28,2.99407901795855,1.68802508296259
"ABarpapaapa","death",287,0,0,0,22,0,8,-37,909,1108,-67,-28,3.25025004696698,1.72024821886033
"ABarpapaapp",NA,287,0,0,0,22,0,8,-37,909,0,-67,-28,2.62072605698246,1.37532757471292
"ABarpapaappa","CEPDR",400,0,0,0,NA,0,8,-37,909,0,-67,-28,NA,NA
"ABarpapaappp","URXR",400,0,0,0,NA,0,8,-37,909,0,-67,-28,NA,NA
"ABarpapap",NA,171,0,0,0,22,0,-12,-35,-206,0,-67,-38,3.76868887960983,2.26879823727133
"ABarpapapa","hyp4",222,0,0,0,22,0,-12,-35,-206,0,-67,-38,3.74608541260535,1.83129612713248
"ABarpapapp","hyp6",222,0,0,0,22,0,-12,-30,1082,0,-67,-38,3.39542150742695,1.82705257902027
"ABarpapp",NA,134,0,0,0,22,0,-52,-53,-294,0,-67,-38,3.78492599251422,2.24124597461598
"ABarpappa",NA,171,0,0,0,22,0,-30,-53,-294,0,-67,-38,3.79286389118566,2.20340353876257
"ABarpappaa","XXXR",228,0,0,0,22,0,-30,-33,264,401,-67,4,3.21212406527222,1.68718219557721
"ABarpappap","hyp5",228,0,0,0,22,0,-30,-50,-294,0,-67,-38,4.19716895828751,1.90755052692836
"ABarpappp",NA,171,0,0,0,22,0,-40,-53,-294,0,-67,-38,3.28047339607098,2.03750296320061
"ABarpapppa","HOR",222,0,0,0,22,0,-6,-32,-294,0,-67,-38,4.03779329396704,1.8499934916711
"ABarpapppp","H1R",222,0,0,0,22,0,-40,-53,-294,0,-67,-38,3.74475828746663,1.7895446743217
"ABarpp",NA,75,1,0,0,22,0,-58,-63,-294,0,-87,-38,3.44853236437043,2.16013285275962
"ABarppa",NA,105,0,0,0,22,0,-49,-63,-294,0,-87,2150,3.35059078779142,2.16618701114112
"ABarppaa",NA,135,0,0,0,22,0,2,-36,-294,0,-87,3937,3.67779190193283,2.25258471858901
"ABarppaaa",NA,176,0,0,0,22,0,2,-36,2452,4,-87,8323,3.70542194833448,2.39483267767219
"ABarppaaaa","ADEshL",234,0,0,0,22,0,2,-36,2549,4,-87,8323,3.83169590383082,1.98384310834794
"ABarppaaap","H2L",234,0,0,0,22,0,2,-21,2452,4,-76,8323,3.80171791136929,1.8282091851296
"ABarppaap",NA,176,0,0,0,22,0,2,-36,1526,0,-87,8964,3.41846011198796,2.15263118419209
"ABarppaapa","hyp7",227,0,0,0,22,0,15,-36,2848,0,-87,8964,4.86649802970069,2.45590929776878
"ABarppaapp",NA,227,0,0,0,22,0,2,-15,1526,0,-36,9064,3.8203416867322,1.81281657430684
"ABarppaappa","ALML",400,0,0,0,NA,0,2,-15,1526,0,-36,9064,NA,NA
"ABarppaappp","BDUL",400,0,0,0,NA,0,2,-15,1526,0,-36,9064,NA,NA
"ABarppap",NA,135,0,0,0,22,0,7,-28,-294,0,-87,3306,3.90818906883579,2.28829410013895
"ABarppapa",NA,178,0,0,0,22,0,7,-28,-294,0,-87,7197,3.65462489617805,2.10385294094386
"ABarppapaa","V1L",235,0,0,0,22,0,7,-28,-294,0,12,7197,3.47272594723045,1.67693402587295
"ABarppapap","V2L",235,0,0,0,22,0,24,-28,-294,0,-74,7897,3.47650795395411,1.65770722947678
"ABarppapp",NA,178,0,0,0,22,0,7,-28,-294,0,-87,7751,4.23861921734102,2.66972299537395
"ABarppappa","V4L",236,0,0,0,22,0,7,-28,-294,0,-74,7751,3.76561583408872,1.83546838443035
"ABarppappp","V6L",236,0,1,0,22,0,7,-28,-216,0,-87,7751,4.27759461585791,2.4973170037606
"ABarppp",NA,105,0,0,0,22,0,-58,-46,-294,0,-87,1940,3.62142967009522,2.27107108227774
"ABarpppa",NA,135,0,0,0,22,0,-33,-43,-294,128,-87,3124,4.00416903148314,2.33096255582671
"ABarpppaa",NA,175,0,0,0,22,0,-33,4,2059,258,-87,8571,3.8301925584256,2.23429138046894
"ABarpppaaa","ADEshR",231,0,0,0,22,0,84,4,2059,258,-87,8571,3.17281667645045,1.71454321106348
"ABarpppaap","H2R",231,0,0,0,22,0,-33,4,2059,258,-87,8571,3.3854777027933,1.74824250713054
"ABarpppap",NA,175,0,0,0,22,0,-24,-43,-294,313,-87,9706,3.15104067284977,1.90579135040373
"ABarpppapa","hyp7",226,0,0,0,22,0,9,-43,2215,313,-87,9706,6.56614171668909,2.89997325764676
"ABarpppapp",NA,226,1,0,0,22,0,8,-43,-294,313,-87,9706,3.49816059715241,1.66856068943235
"ABarpppappa","ALMR",400,0,0,0,NA,0,8,-43,-294,313,-87,9706,NA,NA
"ABarpppappp","BDUR",400,0,0,0,NA,0,8,-43,-294,313,-87,9706,NA,NA
"ABarpppp",NA,135,0,0,0,22,0,-42,-46,-294,176,-87,3088,3.77447081596666,2.25954188076258
