"Cells","CellNames.Cells.","CellTimes.Cells.","CCDefectCount.Cells.","PosDefectCount.Cells.","AngDefectCount.Cells.","cellObservedCounts.Cells.","divObservedCounts.Cells.","ExpPeak.Cells.","ceh36_peak.Cells.","unc30_peak.Cells.","mls2_peak.Cells.","nob1_peak.Cells.","ceh13_peak.Cells.","theseMaxMean.Cells.","theseMeanMean.Cells."
"ABpraaa",NA,102,0,0,0,22,0,-74,-74,-294,8,-57,-36,3.65689847276469,2.21233498442932
"ABpraaaa",NA,134,0,0,0,22,0,-56,-19,-294,8,-45,-28,3.96839822455811,2.36797399749293
"ABpraaaaa",NA,177,0,0,0,22,0,-55,-19,13,8,-29,-28,3.71636907028311,2.07953211342626
"ABpraaaaaa",NA,232,1,0,0,22,0,-55,5,110,8,-26,-28,3.14070602282272,1.65753529236441
"ABpraaaaaaa","AVER",316,0,0,0,21,0,-55,5,110,30,-26,-28,2.55722462584072,1.66840960884607
"ABpraaaaaap","OLQshVR",316,0,0,0,21,0,-55,5,110,8,-26,-28,2.66863174477727,1.83040108818889
"ABpraaaaap",NA,232,0,0,0,22,0,-40,-19,59,8,-29,-11,3.03374129839647,1.49286847554445
"ABpraaaaapd","OLLshR",327,0,0,0,20,0,-40,-19,540,8,-29,-11,2.3783031355998,1.69494403820056
"ABpraaaaapv","death",327,0,0,0,20,0,-40,-19,59,8,-29,-11,2.43014692120347,1.69791102311305
"ABpraaaap",NA,177,0,0,0,22,0,-56,-19,-294,8,-44,-28,3.66857400727476,2.07911193269401
"ABpraaaapa",NA,224,0,0,0,22,0,-56,-19,-237,145,-44,15,3.02930312591668,1.63460409081149
"ABpraaaapad","RMDR",303,0,0,0,22,0,-56,-19,-15,2352,-44,15,2.91224191895084,1.76074726577137
"ABpraaaapav","AFDR",303,0,0,0,22,0,-56,-19,-237,2217,-44,15,2.63597980827048,1.69459603668284
"ABpraaaapp",NA,224,0,0,0,22,0,-23,-19,-118,8,-44,-28,2.87528844274613,1.54248506247725
"ABpraaaappa","death",293,0,0,0,22,0,-23,-19,177,137,-44,-28,3.06506198633473,1.84711953710504
"ABpraaaappp",NA,293,0,0,0,22,0,-23,-19,-118,8,-44,-28,3.22311349753004,1.7827063611661
"ABpraaaapppa","ASKR",400,0,0,0,NA,0,-23,-19,-118,8,-44,-28,NA,NA
"ABpraaaapppp","death",400,0,0,0,NA,0,-23,-19,-118,8,-44,-28,NA,NA
"ABpraaap",NA,134,0,0,0,22,0,-74,-11,-294,8,-57,-36,3.67754775772822,2.29023107366988
"ABpraaapa",NA,172,0,0,0,22,0,-45,-11,-294,8,-57,-36,3.5641198471117,2.00748898411825
"ABpraaapaa",NA,224,0,0,0,22,0,-45,-11,-270,8,-57,-36,2.73845182299226,1.50936646596462
"ABpraaapaad","ADLR",309,0,0,0,22,0,-45,-11,-270,8,-57,-36,2.5053095253607,1.57786464265111
"ABpraaapaav","death",309,0,0,0,22,0,-45,-11,475,8,-57,-36,2.4094261690854,1.52412664569172
"ABpraaapap",NA,224,0,0,0,22,0,-20,-11,-247,8,-57,-36,2.64553942412389,1.45534001501457
"ABpraaapapa",NA,299,0,0,0,22,0,-20,-11,-75,8,-57,-36,2.65919276563348,1.66852611833745
"ABpraaapapaa","OLLR",400,0,0,0,NA,0,-20,-11,-75,8,-57,-36,NA,NA
"ABpraaapapap","death",400,0,0,0,NA,0,-20,-11,-75,8,-57,-36,NA,NA
"ABpraaapapp","death",299,0,0,0,22,0,-20,-11,-127,8,-57,-36,2.78831345275882,1.67002630729621
"ABpraaapp",NA,172,0,0,0,22,0,-72,-11,-294,8,-57,-36,3.2226949479854,2.00668977798172
"ABpraaappa",NA,215,0,0,0,22,0,-54,-11,-213,8,-57,-36,3.13098491032101,1.64206442451314
"ABpraaappaa","ADFR",295,0,0,0,22,0,-54,-11,-213,8,-57,-36,2.40337716823648,1.49180742527182
"ABpraaappap","AWBR",295,0,0,0,22,0,-54,-11,-144,8,-57,-36,2.60628843106163,1.57552149820984
"ABpraaappp",NA,215,0,0,0,22,0,-72,-11,-294,8,-57,-36,2.80306077492673,1.50368334920852
"ABpraaapppa",NA,269,0,0,0,22,0,-72,-11,-294,8,-57,-36,2.3771012988653,1.30086839754088
"ABpraaapppaa","ASER",359,0,0,0,8,0,-72,-11,-294,8,-57,-36,1.97819097693657,1.25641987408199
"ABpraaapppap","death",359,0,0,0,8,0,-72,-11,-294,8,-57,-36,1.93152237981177,1.31099459619679
"ABpraaapppp",NA,269,0,0,0,22,0,-72,-11,-294,8,-57,-36,2.69833485444488,1.39999416039495
"ABpraaappppa","ASJR",349,0,0,0,9,0,-72,-11,-294,8,-57,-36,2.54228443673412,1.61417001707172
"ABpraaappppp","AUAR",349,0,0,0,9,0,-72,-11,-294,8,-57,-36,2.36909885453336,1.39956469415505
"ABpraap",NA,102,0,0,0,22,0,-74,-76,-294,8,-57,-36,3.56822797488731,2.34554687375686
"ABpraapa",NA,133,0,0,0,22,0,-74,-60,-294,8,-45,-36,4.32427850174074,2.7026995536042
"ABpraapaa",NA,173,0,0,0,22,0,-18,-60,-294,8,-45,-36,3.74399196996663,2.07447954951507
"ABpraapaaa",NA,224,0,0,0,22,0,-18,11,-294,8,-41,-9,3.50344912237873,1.96139432503748
"ABpraapaaaa","hyp3",307,0,0,0,22,0,-18,11,-294,8,-41,-9,2.85885517124886,1.74289999493405
"ABpraapaaap","ILsoDR",307,0,0,0,22,0,-18,11,-294,150,-41,-9,2.73910862550792,1.74872695928285
"ABpraapaap",NA,224,0,0,0,22,0,-18,-60,-294,8,-45,-36,2.91336849482459,1.581504953785
"ABpraapaapa","URBR",295,0,0,0,22,0,-18,-60,193,1428,-45,-36,2.90514590840238,1.75321618209825
"ABpraapaapp","AMshR",295,0,0,0,22,0,-18,-60,-209,8,-45,-36,2.89119459899654,1.59648595687718
"ABpraapap",NA,173,0,0,0,22,0,-43,-27,-294,8,-45,-36,3.43604524162935,1.82507003301436
"ABpraapapa",NA,222,0,0,0,22,0,-43,-27,582,8,-45,-36,3.30968584799089,1.66719069446843
"ABpraapapaa","AWAR",309,0,0,0,22,0,-43,-27,1080,8,-45,-36,2.38378078798425,1.45456733323711
"ABpraapapap","ASGR",309,0,0,0,22,0,-43,-27,582,8,-45,-36,2.52342618177444,1.46857983659193
"ABpraapapp",NA,222,0,0,0,22,0,-43,-27,218,8,-45,-36,2.75705028151882,1.52448393769263
"ABpraapappa","AIBR",287,0,0,0,22,0,-43,-27,825,8,-45,-36,2.78037447190809,1.58269149566055
"ABpraapappp",NA,287,0,0,0,22,0,-43,-27,442,8,-45,-36,2.75347874498818,1.4905128050212
"ABpraapapppa","ASIR",400,0,0,0,NA,0,-43,-27,442,8,-45,-36,NA,NA
"ABpraapapppp","death",400,0,0,0,NA,0,-43,-27,442,8,-45,-36,NA,NA
"ABpraapp",NA,133,0,0,0,22,0,-74,-76,-294,8,-57,-36,3.77296401620004,2.31757429868871
"ABpraappa",NA,169,0,0,0,22,0,-58,-76,-294,8,-57,-36,3.40976136645577,1.7988076867673
"ABpraappaa","hyp4",225,0,0,0,22,0,-45,-69,105,8,73,35,4.59443704671001,1.92692591348174
"ABpraappap","hyp6",225,0,0,0,22,0,-58,-14,-174,8,-50,-36,3.8222003983692,1.81949664682541
"ABpraappp",NA,169,1,0,0,22,0,-74,-69,-294,8,-57,-36,3.35885019680637,1.87178058852959
"ABpraapppa","hyp7",218,0,0,0,22,0,-20,-46,-222,8,-52,-36,4.4953961522974,1.94128853010597
"ABpraapppp","hyp7",218,0,0,0,22,0,-74,-42,-46,8,-57,-36,3.49854568836009,1.63416140561024
"ABprap",NA,75,0,0,0,22,0,-74,-79,-294,8,-64,-36,3.32546548839318,2.16106191483154
"ABprapa",NA,102,0,0,0,22,0,-74,-79,-294,8,-64,1011,3.97032195048219,2.5715832146834
"ABprapaa",NA,133,0,0,0,22,0,-36,-61,-294,8,-64,3154,4.76524637533452,2.85017157527976
"ABprapaaa",NA,174,0,0,0,22,0,-36,-46,-294,8,-64,3759,3.46605878922973,1.91986877682689
"ABprapaaaa",NA,225,0,0,0,22,0,-36,-46,-294,8,-51,3759,2.89081856365969,1.617748018377
"ABprapaaaaa","death",307,0,0,0,22,0,-36,-46,-58,8,-51,3759,2.85368971044986,1.77232982874183
"ABprapaaaap",NA,307,0,0,0,22,0,-36,-46,-294,8,-51,3759,2.64169058983923,1.6080439991392
"ABprapaaaapa","ADER",400,0,0,0,NA,0,-36,-46,-294,8,-51,3759,NA,NA
"ABprapaaaapp","ADAR",400,0,0,0,NA,0,-36,-46,-294,8,-51,3759,NA,NA
"ABprapaaap",NA,225,0,0,0,22,0,-36,-42,-294,8,-64,3759,2.94311957239792,1.59196947844645
"ABprapaaapa",NA,303,1,0,0,22,0,-36,-42,-294,8,-64,3759,2.42531665874558,1.37386926006759
"ABprapaaapad","FLPR",400,0,0,0,NA,0,-36,-42,-294,8,-64,3759,NA,NA
"ABprapaaapav","AIZR",400,0,0,0,NA,0,-36,-42,-294,8,-64,3759,NA,NA
"ABprapaaapp","RMGR",303,0,0,0,22,0,-36,-42,-294,8,-64,3759,2.51338583034781,1.50833408411005
"ABprapaap",NA,174,0,0,0,22,0,-14,-61,-294,8,-60,3986,3.41377845668728,1.88039694087896
"ABprapaapa","W",230,0,0,0,22,0,-14,42,-257,8,-42,3986,3.82325102180975,1.74110129568458
"ABprapaapp","P1/2R",230,0,0,0,22,0,-14,-61,-289,8,-48,3986,3.34180462722907,1.54863237085925
"ABprapap",NA,133,0,0,0,22,0,-39,-68,-294,8,-64,2802,4.17997117299709,2.58919813667504
"ABprapapa",NA,170,0,0,0,22,0,-39,-13,-294,8,1327,2802,3.73162622475223,2.20360901494506
"ABprapapaa",NA,222,0,0,0,22,0,-39,-13,-294,8,1695,2802,3.66461722590192,1.78225688503098
"ABprapapaaa","QR",400,0,0,0,NA,0,-39,-13,-294,8,1695,2802,NA,NA
"ABprapapaap","V5R",400,0,0,0,NA,0,-39,-13,-294,8,1695,2802,NA,NA
"ABprapapap","P9/10R",222,0,0,0,22,0,-39,-13,-294,8,1451,2802,3.31910075545035,1.64387372819648
"ABprapapp",NA,170,0,0,0,22,0,-39,-68,-294,8,1451,2802,4.48120684863387,2.71287793739118
"ABprapappa","P12",219,0,1,0,22,0,2,-68,-158,8,3542,2802,4.31928513800195,1.99065351437404
"ABprapappp",NA,219,0,0,0,22,0,-39,-68,-163,8,2748,2802,3.45210327236388,1.7742520256824
"ABprapapppa","death",310,0,0,0,22,0,-39,-68,331,8,2748,2802,3.00212060463584,1.64822222346597
"ABprapapppp",NA,310,1,0,0,22,0,-39,-68,-163,8,2748,2802,2.98158552645528,1.51640472278557
"ABprapappppa",NA,NA,0,0,0,NA,0,-39,-68,-163,8,2748,2802,NA,NA
"ABprapappppaa","PLMR",400,0,0,0,NA,0,-39,-68,-163,8,2748,2802,NA,NA
"ABprapappppap","ALNR",400,0,0,0,NA,0,-39,-68,-163,8,2748,2802,NA,NA
"ABprapappppp","death",400,0,0,0,NA,0,-39,-68,-163,8,2748,2802,NA,NA
"ABprapp",NA,102,0,0,0,22,0,-74,-79,-294,8,-64,870,3.84727922339863,2.58865871033672
"ABprappa",NA,133,0,0,0,22,0,-74,-79,-294,8,896,1267,4.49094931195976,2.79229983211515
"ABprappaa",NA,174,0,0,0,22,0,-74,-55,-95,8,934,1340,3.67338519997528,1.97236592346699
"ABprappaaa","P3/4R",226,0,0,0,22,0,-35,-55,-95,8,934,2814,3.03758236091101,1.47455383639481
"ABprappaap","P5/6R",226,0,0,0,22,0,-74,-50,-95,8,934,1962,3.11107442285343,1.5122126352919
"ABprappap",NA,174,0,0,0,22,0,-74,-78,-294,8,896,1267,3.89308716781541,2.20104584093086
"ABprappapa","V3R",226,0,0,0,22,0,-36,-46,-199,8,896,1267,3.36790638713362,1.72582789976539
"ABprappapp","P7/8R",226,0,0,0,22,0,-74,-73,-194,8,896,1267,3.43929315767077,1.73829467182901
"ABprappp",NA,133,0,0,0,22,0,-67,-69,-294,8,691,1113,4.71747885541337,2.93821470742192
"ABprapppa",NA,176,0,0,0,22,0,-67,-69,-294,8,1839,1113,4.00190080041598,2.23677622592045
"ABprapppaa",NA,233,0,0,0,22,0,-67,-69,-148,8,1839,1113,2.96073998448587,1.5679034997285
"ABprapppaaa","PVQR",333,0,0,0,19,0,-67,-69,-148,8,1839,1113,2.26284178596125,1.49061259294026
"ABprapppaap","death",333,0,0,0,19,0,-67,-69,-148,58,1839,1113,2.25991610713881,1.44758082494859
"ABprapppap",NA,233,0,0,0,22,0,-67,-69,-219,8,1839,1113,2.84012221119908,1.64060583581025
"ABprapppapa","death",306,0,0,0,22,0,-67,-69,-38,8,1839,1113,2.79874469684327,1.69965026297363
"ABprapppapp",NA,306,0,0,0,22,0,-67,-69,142,8,1839,1113,2.88749601117276,1.61007280886818
"ABprapppappa","HSNR",400,0,0,0,NA,0,-67,-69,142,8,1839,1113,NA,NA
"ABprapppappp","PHRB",400,0,0,0,NA,0,-67,-69,142,8,1839,1113,NA,NA
"ABprapppp",NA,176,0,0,0,22,0,-67,-69,-68,8,1483,1113,3.91656574949961,2.30665616604212
"ABprappppa","hyp7",233,0,0,0,22,0,-67,-69,0,8,1483,1113,3.49500510608844,1.70336604702302
"ABprappppp","TR",233,0,0,0,22,0,-67,88,-68,8,1483,1113,3.35162760168563,1.74200643776455
"ABprp",NA,56,1,0,0,22,0,-74,-133,-294,8,-48,-38,3.43582034013116,2.24768476408331
"ABprpa",NA,75,0,0,0,22,0,-74,-133,-294,8,-48,-38,3.88630294583459,2.56233948975607
"ABprpaa",NA,103,0,0,0,22,0,-74,-118,253,8,-48,-38,3.59980626415144,2.45294586052161
"ABprpaaa",NA,135,0,0,0,22,0,-74,206,1521,8,-48,-38,4.5696644755952,2.83525672157234
"ABprpaaaa",NA,173,0,0,0,22,0,-74,905,1521,790,-32,-38,3.59006462384733,2.03972048388627
"ABprpaaaaa",NA,221,0,0,0,22,0,-74,927,1521,2848,-2,-38,2.97325415141825,1.65762638461017
"ABprpaaaaaa","SAAVR",301,0,0,0,22,0,-74,927,1521,2848,-2,-38,2.5475462472755,1.62532011031634
"ABprpaaaaap","AWCR",301,0,0,0,22,0,-74,927,1521,2848,-2,-38,2.61587996765598,1.60609614569495
"ABprpaaaap",NA,221,0,0,0,22,0,-74,1015,1521,2915,-32,-16,3.14315282012353,1.77654206476581
"ABprpaaaapa","G1",291,0,0,0,22,0,-74,1015,1521,2915,-32,-16,2.93377564850124,1.68988873454188
"ABprpaaaapp","DB3/1",291,0,0,0,22,0,-74,1015,1521,2915,-32,-16,3.01563822463891,1.66851745064805
"ABprpaaap",NA,173,0,0,0,22,0,-74,743,1521,679,-43,-38,3.76661583525828,2.11963752371433
"ABprpaaapa",NA,222,0,0,0,22,0,-74,743,1521,990,1,-36,3.50221477490731,1.80807106399622
"ABprpaaapaa","URAVR",317,0,0,0,22,0,-74,743,1521,990,1,-36,2.61901998576793,1.77412161087979
"ABprpaaapap","CEPshVR",317,0,0,0,22,0,-74,743,1521,990,1,-36,2.87449659618794,1.94395411846775
"ABprpaaapp",NA,222,0,0,0,22,0,41,768,1521,1527,2,-38,2.78470873256566,1.59502891100917
"ABprpaaappa",NA,290,0,0,0,22,0,41,768,1521,1527,2,-38,2.89683324228959,1.75516342865641
"ABprpaaappaa","OLQVR",400,0,0,0,NA,0,41,768,1521,1527,2,-38,NA,NA
"ABprpaaappap","death",400,0,0,0,NA,0,41,768,1521,1527,2,-38,NA,NA
"ABprpaaappp","URYVR",290,0,0,0,22,0,41,768,1521,1527,2,-38,2.71093988457863,1.58332082964348
"ABprpaap",NA,135,0,0,0,22,0,-74,159,1298,8,-48,-38,4.14289678438827,2.57644350182165
"ABprpaapa",NA,172,0,0,0,22,0,-74,720,1298,8,-48,-27,3.23180412923886,1.92780852921456
"ABprpaapaa",NA,223,0,0,0,22,0,-74,720,1298,32,-48,-16,2.84743607879697,1.59542455228315
"ABprpaapaaa","RIVR",301,0,0,0,22,0,-74,720,1298,32,-48,-16,2.13169435589423,1.36992730178669
"ABprpaapaap","AVBR",301,0,0,0,22,0,-74,720,1298,32,-48,-16,2.58677095839306,1.55784193247433
"ABprpaapap",NA,223,0,0,0,22,0,-10,720,1298,8,-38,-27,2.79345403571492,1.53672123652326
"ABprpaapapa","AMsoR",301,0,0,0,22,0,-10,720,1298,8,-38,-27,2.77280053379368,1.61484073069129
"ABprpaapapp","CEMVR",301,0,0,0,22,0,-10,720,1298,58,-38,-27,3.02664887998075,1.72864440801895
"ABprpaapp",NA,172,0,0,0,22,0,-74,731,1404,8,-40,-38,3.23036899715118,1.80151102584757
"ABprpaappa",NA,220,0,0,0,22,0,-52,731,1404,8,-32,-38,2.73667141248132,1.53292802167874
"ABprpaappaa","ASHR",293,0,0,0,22,0,-52,731,1404,8,-32,-38,2.36741859097517,1.41787519637436
"ABprpaappap","RIBR",293,0,0,0,22,0,-52,731,1404,8,-32,-38,2.41839506886854,1.38398135786906
"ABprpaappp",NA,220,0,0,0,22,0,-42,731,1404,8,-40,-38,2.69243760836675,1.52187494342244
"ABprpaapppa","AIMR",291,0,0,0,22,0,-42,731,1404,8,-40,-38,2.89157380536434,1.69775376337595
"ABprpaapppp",NA,291,0,0,0,22,0,-42,731,1404,8,-40,-38,2.94472728070721,1.66142468091872
"ABprpaappppa","CEPVR",400,0,0,0,NA,0,-42,731,1404,8,-40,-38,NA,NA
"ABprpaappppp","death",400,0,0,0,NA,0,-42,731,1404,8,-40,-38,NA,NA
"ABprpap",NA,103,0,0,0,22,0,-74,-133,-209,8,-48,-38,3.57060306814397,2.31393867072865
"ABprpapa",NA,134,0,0,0,22,0,-74,370,641,8,-42,-38,4.374799941207,2.75906001258312
"ABprpapaa",NA,172,0,0,0,22,0,-74,1308,900,8,-3,8,3.85669273436293,2.16461048874598
"ABprpapaaa",NA,226,0,0,0,22,0,-74,1308,900,8,-3,8,3.0002380257751,1.65768681972002
"ABprpapaaaa","SMDDR",305,0,0,0,22,0,-74,1308,900,8,-3,8,2.56809940284083,1.62065793864731
"ABprpapaaap","AIYR",305,0,0,0,22,0,-74,1308,900,8,-3,8,2.48687087213182,1.55620954742539
"ABprpapaap",NA,226,0,0,0,22,0,-28,1308,900,8,-3,8,2.94339659467892,1.68427960978657
"ABprpapaapa","SIADR",305,0,0,0,22,0,-28,1308,900,8,-3,8,2.46758071881989,1.50810493216286
"ABprpapaapp","SIBVR",305,0,0,0,22,0,-28,1308,900,59,-3,8,2.2605800245223,1.3965153853983
"ABprpapap",NA,172,0,0,0,22,0,-74,1332,641,8,-42,-38,3.18811625004828,1.9342289947675
"ABprpapapa",NA,222,0,0,0,22,0,-42,3405,641,8,11,-38,3.01067802416682,1.76264163728722
"ABprpapapaa","exc_gl_R",291,0,0,0,22,0,-42,3405,641,8,11,-38,2.70808612939375,1.48002306382441
"ABprpapapap","AVKR",291,0,1,0,22,0,-42,3405,641,8,11,-38,3.0901048980383,1.71486219795602
"ABprpapapp",NA,222,0,0,0,22,0,-63,3799,641,8,-42,1,2.99617748660226,1.74764569855296
"ABprpapappa","SIAVR",293,0,0,0,22,0,-63,3886,641,8,-42,1,2.51625816484603,1.41582987408954
"ABprpapappp","DA8",293,0,0,0,22,0,-63,3814,641,8,-42,1,2.53761908604084,1.36788883531608
"ABprpapp",NA,134,0,0,0,22,0,-74,330,647,8,-48,-38,4.25589688783769,2.89201117853093
"ABprpappa",NA,170,0,0,0,22,0,1478,2395,647,8,-22,-38,3.34654036007159,1.97557100318665
"ABprpappaa",NA,219,0,0,0,22,0,3545,3707,647,8,-22,-38,3.03437790612014,1.87596932208371
"ABprpappaaa","RIH",287,0,0,0,22,0,3545,3707,647,8,-22,-38,3.38793132279311,2.1453917656104
"ABprpappaap","AVL",287,0,0,0,22,0,3545,3707,647,8,-22,-38,2.81668621432684,1.79695458654663
"ABprpappap",NA,219,0,0,0,22,0,2780,3619,647,8,-11,-38,3.09370224846942,1.77538495033827
"ABprpappapa","RIS",289,0,0,0,22,0,2780,3619,647,8,-11,-38,2.73155370997964,1.58286765848107
"ABprpappapp","DB4",289,0,0,0,22,0,2780,3619,647,8,-11,-38,2.80116491939625,1.5795206695814
"ABprpappp",NA,170,0,0,0,22,0,1420,2445,647,8,-41,-38,3.31099203297891,2.0450623298186
"ABprpapppa",NA,220,0,0,0,22,0,2411,6302,647,8,-41,-38,3.3017785064575,1.75449881016753
"ABprpapppaa","RIR",295,0,0,0,22,0,2411,6302,647,8,-41,-38,2.49504394325537,1.45262774764889
"ABprpapppap","AVG",295,0,0,0,22,0,2411,6302,647,8,-41,-38,2.28312684923281,1.33281119576965
"ABprpapppp",NA,220,0,0,0,22,0,2013,6013,647,8,-41,-38,3.13190887419124,1.72111223484309
"ABprpappppa","virR",292,0,0,0,22,0,2013,6013,647,8,-41,-38,2.39568291175944,1.33996454684812
"ABprpappppp","virL",292,0,0,0,22,0,2013,6013,647,8,-41,-38,2.32827722429953,1.320042670881
"ABprpp",NA,75,0,0,0,22,0,-74,-133,-294,8,-48,-38,3.65326004279172,2.48549763748886
"ABprppa",NA,104,0,0,0,22,0,-74,-68,445,8,-48,2703,4.93787547660955,3.23489357270153
"ABprppaa",NA,137,0,0,0,22,0,-55,523,1693,8,-48,2703,4.62465768052991,2.74870245472789
"ABprppaaa",NA,179,0,0,0,22,0,-43,1220,1693,8,-48,2703,3.70679245558584,1.95600250404976
"ABprppaaaa",NA,235,0,0,0,22,0,-43,1220,1693,8,-18,2703,2.89754106619513,1.66729868904104
"ABprppaaaaa","SIBDR",298,0,0,0,22,0,-43,1220,1693,8,-18,2703,2.36307686821642,1.42761150088328
"ABprppaaaap",NA,298,0,0,0,22,0,-43,1220,1693,8,-18,2703,2.36430084743821,1.39701177174315
"ABprppaaaapa","death",400,0,0,0,NA,0,-43,1220,1693,8,-18,2703,NA,NA
"ABprppaaaapp","RICR",400,0,0,0,NA,0,-43,1220,1693,8,-18,2703,NA,NA
"ABprppaaap","death",235,0,0,0,22,0,-43,1220,1693,8,5,2703,3.77185945341273,2.103163161938
"ABprppaap",NA,179,0,0,0,22,0,-55,1394,1693,8,-39,2703,3.59194821392993,1.88092302918709
"ABprppaapa",NA,231,0,0,0,22,0,0,3132,1693,8,43,2703,2.97739411755137,1.68589319161001
"ABprppaapaa","death",317,0,0,0,22,0,0,3142,1693,63,43,2703,2.78083721019939,1.68607742383437
"ABprppaapap","RIMR",317,0,0,0,22,0,0,3132,1693,8,43,2703,2.27696858939409,1.49142855539833
"ABprppaapp",NA,231,0,0,0,22,0,-55,3995,1693,8,-39,2703,2.89795004542061,1.57546145909019
"ABprppaappa","AIAR",309,0,0,0,22,0,-55,4313,1693,280,-39,2703,2.38893870025563,1.33494275943756
"ABprppaappp","DB7",309,0,0,0,22,0,-55,4956,1693,367,-39,2703,2.14921640962863,1.25794391636019
"ABprppap",NA,137,0,0,0,22,0,-74,507,1360,8,-48,2703,5.13700673820701,3.22252600900834
"ABprppapa",NA,176,0,0,0,22,0,-74,1511,1360,8,-48,3251,4.02474009917427,2.10619511574768
"ABprppapaa",NA,226,0,0,0,22,0,-41,1585,1360,8,-16,3251,2.69663305282979,1.49799974369636
"ABprppapaaa",NA,297,0,0,0,22,0,-41,1585,1360,8,-16,3251,2.25441463650627,1.3493116892498
"ABprppapaaaa","SABVR",400,0,0,0,NA,0,-41,1585,1360,8,-16,3251,NA,NA
"ABprppapaaap","RIFR",400,0,0,0,NA,0,-41,1585,1360,8,-16,3251,NA,NA
"ABprppapaap","DA1",297,0,0,0,22,0,-41,1585,1360,8,-16,3251,2.50159451324349,1.43544710982348
"ABprppapap",NA,226,0,0,0,22,0,-33,1511,1360,8,-39,3251,2.84695121552077,1.51894069195925
"ABprppapapa","DA3",319,0,0,0,22,0,-33,1511,1360,8,-39,3251,2.50460397038517,1.64456110016751
"ABprppapapp","DA5",319,0,0,0,22,0,-33,1511,1360,8,-39,3251,2.3513261513596,1.54313075409474
"ABprppapp",NA,176,0,0,0,22,0,-74,1451,1360,8,-48,3222,3.76315115239892,2.02743258879737
"ABprppappa",NA,231,0,0,0,22,0,-74,1451,1360,8,-48,5866,2.75629493264812,1.42793066221688
"ABprppappaa","RIGR",309,0,0,0,22,0,-74,1451,1360,8,-48,5866,2.49000781265502,1.57899016761226
"ABprppappap","DD2",309,0,0,0,22,0,-74,1451,1360,8,-48,5866,2.25251069268941,1.40715171711677
"ABprppappp",NA,231,1,0,0,22,0,-74,1451,1360,8,-48,7789,2.73298537818384,1.44851106218404
"ABprppapppa","DD4",323,0,0,0,22,0,-74,1451,1360,8,-48,7789,2.21510623331986,1.44666579987639
"ABprppapppp","DD6",323,0,0,0,22,0,-74,1451,1360,8,-48,7789,2.14013716469322,1.41229399764765
"ABprppp",NA,104,0,0,0,22,0,-74,-77,219,8,-48,1828,4.14923888129353,2.85629334969
"ABprpppa",NA,135,0,0,0,22,0,220,816,1640,8,994,2204,5.54855739832119,3.69308308715053
"ABprpppaa",NA,173,0,0,0,22,0,702,3470,1640,8,2971,2204,4.48535671831367,2.42450795855293
"ABprpppaaa",NA,224,1,0,0,22,0,702,4044,1640,8,3025,2204,3.29900515788767,1.79641649993094
"ABprpppaaaa","PDA/Y",303,0,0,0,21,0,702,4044,1640,8,3025,2204,2.45633179818107,1.42451434256269
"ABprpppaaap","DA7",303,0,0,0,21,0,702,4044,1640,8,3025,2204,2.27141920133946,1.33655002754181
"ABprpppaap",NA,224,0,0,0,22,0,702,3960,1640,8,2971,2204,3.17286626775471,1.7009234213996
"ABprpppaapa",NA,304,0,0,0,22,0,702,3960,1640,8,2971,2204,2.49855909181191,1.52167870718719
"ABprpppaapaa","PVCR",400,0,0,0,NA,0,702,3960,1640,8,2971,2204,NA,NA
"ABprpppaapap","LUAR",400,0,0,0,NA,0,702,3960,1640,8,2971,2204,NA,NA
"ABprpppaapp","PHAR",304,0,0,0,22,0,702,3960,1640,36,2971,2204,2.4827221267975,1.49682251168754
"ABprpppap",NA,173,0,0,0,22,0,738,3770,1640,8,2440,2204,4.09153742089217,2.24862956711794
"ABprpppapa",NA,225,1,0,0,22,0,738,4470,1640,8,2440,2204,3.31421931071036,1.95806258190739
"ABprpppapaa","PHshR",280,0,0,0,21,0,738,4470,1640,8,2440,2204,2.44955033250566,1.50208707738847
"ABprpppapap","hyp8/9",280,0,0,0,21,0,738,4470,1640,8,2440,2204,3.03987923092361,1.73232547343567
"ABprpppapp","death",225,0,0,0,22,0,738,3770,1640,33,2440,2204,3.86715275368309,2.15287583474036
"ABprpppp",NA,135,0,0,0,22,0,307,960,1291,8,454,1828,4.5033305997164,2.88488488633476
"ABprppppa",NA,172,0,0,0,22,0,3365,3461,1291,8,2360,1828,3.63272875138461,2.03808077996148
"ABprppppaa",NA,220,0,0,0,22,0,4283,5722,1291,8,2591,1828,3.30154886029359,1.78380943797835
"ABprppppaaa","PVPR",294,0,0,0,22,0,4283,5722,1291,8,2591,1828,2.41318723842549,1.43799412580096
"ABprppppaap","rect_VR",294,0,0,0,22,0,4283,5722,1291,8,2591,1828,2.39455214930266,1.39565102359266
"ABprppppap",NA,220,0,0,0,22,0,4747,5446,1291,8,2456,1828,3.06641086518442,1.63347924294781
"ABprppppapa","B",291,0,0,0,22,0,4747,5446,1291,8,2456,1828,2.53247944636098,1.44155083902266
"ABprppppapp","DVA",291,0,0,0,22,0,4747,5446,1291,8,2456,1828,2.65942520250867,1.5451616273143
"ABprppppp",NA,172,0,0,0,22,0,3482,3824,1291,8,1427,1828,4.12440776110615,2.37649337298856
"ABprpppppa",NA,223,0,0,0,22,0,4111,3859,1291,8,1520,1828,3.23961525954507,1.72217307947521
